sample_uid	sample_name	fastq_fwd_file_name	fastq_fwd_sha256_file_hash	fastq_rev_file_name	fastq_rev_sha256_file_hash	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth	A4	A3	A4a	C31	C17d	C21	C21ac	C31a	1365_C	C17e	1366_C	C17	C17f	C17.2	C31.9	1369_C	1370_C	1367_C	C21k	1385_C	1368_C	1386_C	1374_C	1371_C	C31.1	C3	1372_C	1376_C	1373_C	C31.10	1387_C	1378_C	1375_C	1388_C	1377_C	1400_C	1404_C	1395_C	1389_C	1390_C	1396_C	1393_C	1401_C	1391_C	1409_C	1405_C	1406_C	1410_C	D1	D4	D6	D1ab	D17d	D17j	1379_D	1380_D	D17e	D17c	D4d	1381_D	D17l	1384_D	1383_D	D17k	1382_D	D5m	D17	1392_D	1397_D	1394_D	1399_D	1402_D	1403_D	D1r	1398_D	1408_D	1407_D
188	WSH049	WSH049_S7_L001_R1_001.fastq.gz	ce87e97efb97feef2c42f64ef982af5597144d2d1aa676e30c4b4fc2c916f790	WSH049_S7_L001_R2_001.fastq.gz	4d8cee490f5702cbe4377e7c1055c9c7cc5a03373d76b52a65f94a99bb5e990a	87444	44397	915	43986	900	387	10	24	5	40139	42	0	0	2557	1233	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData	0	0	0	9700	4765	2475	938	719	400	352	370	252	269	309	339	232	205	131	169	0	176	0	135	141	0	286	142	127	139	0	0	109	134	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	5879	5098	2786	579	587	280	340	316	168	133	0	176	149	121	124	117	156	0	0	0	0	0	0	0	0	0	0	0	0
203	WSH064	WSH064_S92_L001_R1_001.fastq.gz	923a39f106bfd63aa0b66236072c0e97080d21dc46a6e6a45cbdde430d5876cc	WSH064_S92_L001_R2_001.fastq.gz	7dad6135f379b781b665786c9592a3a1bea5a6775206b9ef98f478006d6d66d7	50592	25614	573	25335	561	269	10	10	2	23212	45	0	0	1501	668	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData	0	0	0	5584	2679	1209	496	469	185	252	193	140	204	140	155	125	104	94	75	0	98	68	100	88	109	166	0	83	79	69	83	72	0	62	67	0	0	0	0	0	0	0	0	0	0	0	0	0	3618	2880	1486	380	377	175	194	154	132	108	0	87	66	0	95	74	94	0	0	0	0	0	0	0	44	0	0	0	0
220	WSH081	WSH081_S11_L001_R1_001.fastq.gz	3d4de85eb5c02262c303b8ba2eb3f6fcb71465306ddb777433ee4bf88b2b4684	WSH081_S11_L001_R2_001.fastq.gz	28a7a2bb1fc91a2cf59a964b9ff275bd0a9fa94971a808051a34f4d139c9446f	94677	47252	947	46900	937	338	8	14	2	41857	43	0	0	2746	1219	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData	0	0	0	10059	5541	3089	1220	756	454	429	393	285	302	285	316	268	0	262	273	0	224	166	140	175	181	0	234	167	0	0	0	147	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	6026	4165	2252	726	469	301	385	310	221	158	280	208	160	0	131	102	113	211	85	0	0	72	0	0	0	0	0	0	0
210	WSH071	WSH071_S81_L001_R1_001.fastq.gz	f5f4b1073d02a9e3b242793726fe6093d2665176cb8a132efe8752c180134c7b	WSH071_S81_L001_R2_001.fastq.gz	e4c836c745b47bed9fd9ba0119f81997f4f828001bc9323747784826c134239c	72203	38481	820	37919	804	532	11	30	5	34275	47	0	0	2498	968	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData	0	0	0	8189	4372	2295	704	517	441	282	337	309	296	286	337	200	184	172	146	141	161	0	106	125	0	216	145	150	122	0	0	104	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5198	3427	1954	634	424	229	213	117	175	127	249	166	127	120	107	100	96	128	88	77	0	72	0	0	0	0	0	0	0
204	WSH065	WSH065_S9_L001_R1_001.fastq.gz	442550f520d732f8f16abc06bd81114b90a22201f40782d5f0abc5eda506b181	WSH065_S9_L001_R2_001.fastq.gz	bc1cbf432258c2eae9ae00658b107de5dbdb03e2174aa30459048f1678ac13bd	40736	20826	532	20483	520	335	10	8	2	18660	48	0	0	1525	509	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData	5	0	0	4396	2150	986	386	366	220	147	164	138	130	152	141	95	137	88	84	74	70	0	71	62	0	0	60	63	49	55	72	56	68	69	60	0	0	0	47	0	0	0	0	0	0	0	0	0	2967	2248	1166	286	278	188	145	141	95	99	0	76	39	47	49	81	51	0	43	0	0	0	0	0	0	0	0	0	0
214	WSH075	WSH075_S34_L001_R1_001.fastq.gz	15f00ac981fff31c5940d42b5540141fa16e616d797883f3a8de886926c33d59	WSH075_S34_L001_R2_001.fastq.gz	2163724da589de4f17645ace68af10c443205ff820fdde3e06fb4fc528ae1dd1	61817	30928	669	30441	655	470	12	17	2	27662	41	0	0	1661	767	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData	0	0	0	6450	4032	1910	614	397	378	252	235	268	270	229	200	170	0	96	138	104	137	0	119	110	0	0	81	96	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	4106	2747	1613	463	443	238	192	233	160	124	165	102	105	88	82	87	70	160	63	0	0	0	0	0	0	0	0	0	0
218	WSH079	WSH079_S82_L001_R1_001.fastq.gz	2948caf351a275a0b4ca1e274f343e84a49f82a6f42b2ac9604e6b3ddf0822db	WSH079_S82_L001_R2_001.fastq.gz	6d720a3797c539fd7ec4dc5280439db9720c10a298468aa77aa9ef96ad5b59ce	59764	30700	661	30217	649	467	9	16	3	27259	42	0	0	1929	696	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData	0	0	0	6349	3423	1735	774	488	298	256	291	213	252	193	206	102	122	128	115	122	142	113	108	102	203	0	121	95	110	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4547	2916	1493	528	295	182	208	192	147	108	0	125	73	0	99	87	72	0	51	0	0	0	0	0	0	0	0	0	0
216	WSH077	WSH077_S58_L001_R1_001.fastq.gz	2b922ec1e86d43c8083726db295a47718cce3a1e0ba846168aa3d9414f21ab49	WSH077_S58_L001_R2_001.fastq.gz	e6bb73d437c9b8dbc1d803eab6ad89d5e991486702832e2667b96984a5f88ac9	63145	30726	683	30302	669	412	11	12	3	27625	47	0	0	2070	815	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData	0	0	0	6434	3467	1883	688	526	320	215	212	224	244	201	232	159	130	127	139	120	130	0	107	81	0	0	84	129	134	0	0	94	91	0	79	0	0	0	0	73	0	0	0	0	0	0	0	0	4394	2657	1492	611	399	150	190	177	138	98	224	114	95	107	91	52	87	113	64	0	0	49	0	0	0	0	0	0	0
189	WSH050	WSH050_S19_L001_R1_001.fastq.gz	6c178aed85914bf9fe4cf7ddf973bf6ef9bdc70d300f7c0f54da62ab97b32fe6	WSH050_S19_L001_R2_001.fastq.gz	c473e2355be0f6c4035573efcb929095960487b3eff876de650ddf5df26391a6	83996	42821	887	42373	875	398	9	50	3	38322	45	0	0	2639	1073	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData	0	0	0	8904	4600	2197	965	556	461	358	302	294	392	285	373	182	257	148	177	186	0	0	114	131	0	389	158	100	127	0	137	111	0	120	105	0	0	0	0	0	0	0	0	0	0	0	0	0	5659	4642	2622	576	339	291	315	272	167	141	268	166	136	91	95	113	134	166	0	0	0	0	0	0	0	0	0	0	0
208	WSH069	WSH069_S57_L001_R1_001.fastq.gz	920ab57902282226d013abe1621ca7516444d1bec5426f6d7d6edbca033a0d72	WSH069_S57_L001_R2_001.fastq.gz	03f6f410dccccc8e28c1b046c6176abf3c1774f4bdd342f36f6f79b59922a042	61358	30843	671	30438	659	395	10	10	2	27587	44	0	0	2094	850	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData	0	0	0	6353	4155	1593	643	519	312	264	241	266	307	202	148	147	0	114	98	0	155	0	136	121	0	0	97	121	142	85	0	119	0	0	86	135	0	0	0	0	0	0	85	0	0	0	83	0	4257	3012	1441	476	291	141	185	191	148	80	0	137	66	74	83	98	133	0	0	0	0	0	0	0	0	0	0	0	47
213	WSH074	WSH074_S22_L001_R1_001.fastq.gz	f02b3f2daaa2101d6bff490af106d95b38d44d76c12ef52dc19606fae90073a0	WSH074_S22_L001_R2_001.fastq.gz	196ea2d00d453743e840e4ed672546a4d7958a2c7e3eae29e4c6a4f07969188e	62148	27288	674	26840	657	428	13	20	4	24076	45	0	0	1634	799	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData	0	0	0	5517	3174	1507	518	406	347	263	208	257	191	175	154	118	129	87	81	145	111	121	90	97	226	0	0	108	0	121	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3737	2290	1262	448	369	208	178	106	161	132	157	102	82	138	57	82	102	125	0	71	45	0	0	0	0	0	0	0	0
185	WSH046	WSH046_S66_L001_R1_001.fastq.gz	21b1e5c9b71c90179e59c2c1b779bed8ca9db1ceab94ec04a49fe76957e05ea4	WSH046_S66_L001_R2_001.fastq.gz	5097cb313223b7cd8d7d2d4bf7142af47ca75376d2ef0056cc2cb1304e318321	56640	26192	612	25820	597	345	12	27	3	23586	42	0	0	1406	643	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData	0	0	0	5369	2846	1498	537	434	258	218	188	198	212	212	214	124	122	86	77	96	115	102	79	82	0	178	0	0	0	85	0	0	69	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	3551	3045	1678	302	370	190	187	88	92	89	0	85	80	56	88	62	96	0	0	43	0	0	0	0	0	0	0	0	0
192	WSH053	WSH053_S55_L001_R1_001.fastq.gz	9ca3c24069e86a1c306827b3622ce4b558b60b0544adb4bd5f370685501bb3ac	WSH053_S55_L001_R2_001.fastq.gz	cf8be9883cf0b37b1b8332ac61894ac3c683ce82f397e6b52ff134bb904b9496	61371	32471	794	31977	775	450	12	44	7	28554	46	0	0	2312	771	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData	0	0	0	6486	3280	1368	541	480	408	282	218	292	207	264	273	148	269	119	97	165	0	182	95	85	85	0	88	88	84	0	141	0	121	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4609	3230	1820	427	547	245	235	135	184	120	186	123	123	122	99	112	0	110	103	0	0	0	57	0	0	0	0	0	0
212	WSH073	WSH073_S10_L001_R1_001.fastq.gz	4b047f2e05faf06b95583e2e1462dc5837575da5c391aa5486f7d8951173d4d9	WSH073_S10_L001_R2_001.fastq.gz	6f97eb3a65e91933e6e91e9368376e2743155588ee07b17b4c6e55022897daca	54144	26307	588	25796	576	501	10	10	2	23421	50	0	0	1507	662	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData	4	5	0	5315	3096	1529	535	395	241	240	218	198	228	221	100	126	132	79	89	68	80	86	83	114	90	146	0	120	0	91	0	61	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	3604	2407	1432	419	281	165	133	76	122	85	151	130	93	89	76	71	68	87	53	41	0	49	0	0	0	0	0	0	0
200	WSH061	WSH061_S56_L001_R1_001.fastq.gz	40307322fddf72c6075e2f4c8e47caac839374ee39374ee431b97204c86ffdff	WSH061_S56_L001_R2_001.fastq.gz	036e509fd81a88b70ffba99350f2d2e90232d2091ecf97202bbf5d4ecba8aed9	56464	29684	716	29181	701	476	11	27	4	26645	47	0	0	2250	773	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData	11	0	5	6040	3269	1381	510	427	412	236	231	302	242	256	242	138	227	118	102	136	0	0	93	107	0	176	0	98	94	0	131	89	97	79	0	0	127	73	0	0	0	0	0	0	0	0	0	0	4252	3066	1673	383	305	206	221	220	171	135	0	91	103	103	84	75	54	0	54	0	0	0	0	0	0	0	0	0	0
195	WSH056	WSH056_S91_L001_R1_001.fastq.gz	a0dd7bacb21ef9b06d9453e022b50960a4394c2ea349d3ba6188e0901e7bff57	WSH056_S91_L001_R2_001.fastq.gz	abcf0bdd34d6a4523fc28275f09545e66333b8a6973e914e5699981326514a79	63099	34115	768	33627	746	443	15	45	7	30358	48	0	0	2218	1111	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData	0	0	0	6870	3480	1447	638	495	366	305	214	178	198	222	177	135	260	126	141	119	0	133	98	90	179	0	95	0	118	91	152	0	104	129	0	0	0	0	79	0	0	0	0	0	0	0	0	0	5149	3375	1787	541	569	311	261	137	161	155	192	141	106	170	115	119	154	143	0	60	73	0	0	0	0	0	0	0	0
206	WSH067	WSH067_S33_L001_R1_001.fastq.gz	a3e35dd3160e21e8c96fc08d59628d503201534b33b71554f589557dd318df9b	WSH067_S33_L001_R2_001.fastq.gz	2a4f19f76115d4de90c520b1c47f830e5018427887abda85c74a34631aa087f6	61794	32179	739	31758	725	398	10	23	4	28385	45	0	0	2092	773	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData	0	0	0	6377	3670	1573	547	500	379	311	266	267	267	224	220	151	184	136	93	142	106	127	106	102	143	0	89	84	145	105	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	4723	3261	1743	410	314	201	228	94	188	142	0	127	94	79	112	89	79	0	58	0	0	0	54	0	0	0	0	0	0
194	WSH055	WSH055_S79_L001_R1_001.fastq.gz	ff976679f745fe941eb18545220bd20695f65953b76fb25e04bb2647c60c17c5	WSH055_S79_L001_R2_001.fastq.gz	2916255718afb3db3e55d3b986dccdc11b4e0a899ea9a28d3aaec2ee7af48f50	58363	33268	802	32837	781	418	18	13	3	29099	49	0	0	2622	793	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData	0	0	0	6521	3188	1308	579	484	438	282	226	257	204	278	189	156	209	96	104	199	82	181	0	78	99	0	79	0	103	115	160	0	97	137	0	0	96	0	93	0	104	0	0	0	0	88	0	0	5024	3357	1700	493	359	261	246	137	159	152	172	0	120	180	76	131	0	148	0	68	86	0	0	0	0	0	0	0	0
193	WSH054	WSH054_S67_L001_R1_001.fastq.gz	04eb53584dfbd2d688c01c8b72b1319e4ba06e7c411b988890956c42c0893eb4	WSH054_S67_L001_R2_001.fastq.gz	63fd5f0a4793625d6bbefbaeb70c59024b1bdb58a1233cb43dbf9f0eea3e427a	85922	44856	1000	44196	975	610	19	50	6	39412	47	0	0	3119	1216	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData	0	0	0	8797	4455	1944	843	670	558	352	291	356	236	365	271	197	398	159	173	221	107	223	129	120	0	0	132	0	0	140	234	0	117	124	0	0	109	0	0	0	0	0	0	0	0	0	0	0	6572	4356	2358	713	842	355	283	218	241	183	221	185	127	221	113	156	0	198	153	0	113	0	83	0	0	0	0	0	0
221	WSH082	WSH082_S23_L001_R1_001.fastq.gz	0fe3ee77a6c921f3d5da247473586338fca32f024ce69cd9618d6ab570918150	WSH082_S23_L001_R2_001.fastq.gz	4d2e4cd9b9390545affd5e3ceb6b3172b1e2175270fe27b66300e6469b651eda	69809	34134	659	33893	650	227	6	14	3	31364	44	0	0	2138	849	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData	0	0	0	6998	4265	1876	556	505	279	369	308	200	370	183	290	169	158	122	124	0	133	0	152	163	0	225	124	141	0	0	167	119	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4845	3912	2027	715	214	164	246	130	77	74	0	136	73	67	102	0	104	121	56	0	64	0	0	0	0	138	0	0	0
211	WSH072	WSH072_S93_L001_R1_001.fastq.gz	2b918dfb71c25636b84d1cd78f3f5161414fc17c3b1639a1f0007faa56a13750	WSH072_S93_L001_R2_001.fastq.gz	45f4df0a20fe170ee0be2bbad6616958d225521a9f2b38a92856cef0b39c18ed	66914	34258	744	33645	728	593	14	20	2	30530	51	0	0	2617	1061	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData	0	0	0	6701	3922	1915	600	467	337	310	313	269	319	217	168	172	156	139	105	115	138	136	129	104	137	0	86	149	116	112	117	94	105	0	91	120	0	0	0	0	0	0	0	0	0	0	0	0	4876	2783	1884	589	379	242	189	262	194	132	213	149	101	90	112	102	140	115	0	0	0	61	0	0	58	0	0	0	0
