Measurement Name :,0723_Run2,,Generated On :,"23/07/2020, 18:26:28",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
23.07.20 18:00:37,2.3,194.16,207.64,205.78,230.62,194.76,200.56,203.93,200.56,199.94,199.94,196.89,222.97,190.22,184.52,214.17,186.02,198.72,186.92,204.86,203.01,192.64,191.13,220.45,204.24,,27,965,34,27.46,
23.07.20 18:00:52,2.55,213.23,200.86,227.74,238.35,191.43,207.95,222.03,231.58,206.4,211.36,225.83,230.62,192.34,204.24,237.05,222.97,187.22,189.02,207.64,213.23,200.86,212.92,244.2,203.93,,27,965,34,27.47,
23.07.20 18:01:07,2.8,195.37,216.99,225.19,225.19,194.16,207.64,216.67,214.79,199.64,212.29,231.9,228.06,207.02,200.25,219.5,211.05,190.83,204.55,209.5,208.88,194.16,188.72,218.24,216.36,,27,965,34,27.47,
23.07.20 18:01:22,3.05,188.72,198.11,224.24,217.3,183.62,186.62,213.54,216.67,184.22,209.81,218.56,218.56,201.17,210.43,216.67,186.32,203.32,180.65,208.88,210.12,185.72,222.34,222.03,214.48,,27,965,34,27.49,
23.07.20 18:01:37,3.3,199.94,211.36,208.26,228.7,208.88,222.34,215.11,212.92,227.42,201.17,220.76,224.88,218.87,200.86,214.79,208.26,213.54,190.53,220.13,212.61,213.23,194.16,224.88,213.23,,27,965,34,27.51,
23.07.20 18:01:52,3.55,197.2,214.48,207.64,210.74,197.2,195.67,199.64,213.85,203.63,204.24,211.98,218.87,178.57,186.62,196.59,216.67,170.91,193.25,204.55,222.66,197.81,175.02,203.63,196.28,,27,965,34,27.53,
23.07.20 18:02:08,3.82,207.02,224.56,231.9,225.51,187.52,193.25,229.66,210.12,204.55,204.55,234.15,210.43,201.48,181.84,219.19,211.98,210.12,191.73,218.24,213.23,182.13,190.22,211.67,210.43,,27,965,34,27.54,
23.07.20 18:02:23,4.07,202.4,205.47,240.62,223.61,212.92,198.42,225.51,237.7,203.32,192.94,235.44,234.47,190.53,204.55,218.24,223.61,204.24,221.08,243.55,210.12,214.17,203.32,215.73,199.94,,27,965,34,27.55,
23.07.20 18:02:38,4.32,191.13,218.87,216.67,229.02,201.48,191.73,223.93,213.23,213.85,212.61,216.99,216.99,175.32,198.11,206.09,198.11,200.25,206.71,222.66,197.81,186.02,210.74,211.36,216.04,,27,965,34,27.58,
23.07.20 18:02:53,4.57,209.19,217.93,229.98,245.51,202.7,233.18,239,242.57,215.11,211.98,232.54,243.22,208.88,210.12,245.51,221.39,195.67,221.39,201.17,239.97,222.66,181.24,225.19,210.74,,27,965,34,27.6,
23.07.20 18:03:08,4.82,206.09,226.15,235.44,232.22,202.7,188.12,223.93,228.7,207.95,188.72,228.7,232.22,207.64,203.93,216.67,211.05,192.94,195.07,206.71,204.86,183.62,216.04,223.93,220.76,,27,965,34,27.6,
23.07.20 18:03:23,5.07,228.06,222.66,205.78,226.47,198.42,216.04,217.93,227.74,202.4,209.5,219.5,222.66,208.26,200.86,206.09,203.63,186.32,227.74,217.3,224.56,199.94,193.25,203.01,209.5,,27,965,34,27.63,
23.07.20 18:03:38,5.32,225.51,208.26,223.93,229.98,203.01,198.11,212.61,212.29,212.29,201.78,229.66,213.23,203.32,193.25,211.67,216.36,186.32,190.53,205.78,212.92,201.78,199.03,223.29,218.87,,27,965,34,27.64,
23.07.20 18:03:53,5.57,227.1,222.03,224.56,253.08,195.37,203.63,235.12,224.88,201.48,221.71,224.24,233.51,218.24,201.17,218.56,212.61,199.03,219.82,225.83,226.15,207.64,213.23,229.98,246.82,,27,965,34,27.65,
23.07.20 18:04:08,5.82,219.5,217.3,237.38,224.56,190.53,195.67,230.62,233.51,215.73,216.04,219.19,229.98,202.4,177.38,235.44,207.02,214.79,201.48,214.17,223.29,223.61,216.67,210.74,224.88,,27,965,34,27.68,
23.07.20 18:04:23,6.07,190.22,226.47,228.7,246.17,228.7,206.09,227.42,217.3,201.48,196.59,223.29,241.27,191.43,192.64,213.54,210.43,201.17,216.99,212.92,206.4,186.32,206.4,211.36,202.09,,27,965,34,27.68,
23.07.20 18:04:38,6.32,196.28,226.15,214.79,229.34,208.88,205.47,227.1,216.04,209.19,210.12,222.66,229.02,197.2,203.32,214.79,226.47,211.05,216.67,215.11,208.88,188.42,208.57,226.47,210.74,,27,965,34,27.69,
23.07.20 18:04:53,6.57,210.74,232.54,236.41,228.7,196.59,220.76,216.36,218.24,237.05,223.93,228.7,225.19,203.63,209.5,217.93,229.66,211.67,202.09,237.38,198.72,209.5,215.11,205.78,219.5,,27,965,34,27.72,
23.07.20 18:05:08,6.82,203.63,236.08,240.62,230.94,196.59,200.86,226.15,237.7,224.56,211.36,223.29,233.18,173.84,204.55,234.79,208.57,207.95,198.11,222.97,216.04,200.25,215.11,206.09,211.36,,27,965,34,27.74,
23.07.20 18:05:23,7.07,230.94,217.3,230.94,232.54,210.43,207.02,224.56,218.87,211.36,212.61,234.15,224.56,184.22,192.34,229.66,224.24,199.03,202.4,216.04,214.48,210.43,219.19,219.5,217.61,,27,965,34,27.76,
23.07.20 18:05:38,7.32,199.33,229.98,231.9,223.93,187.82,220.13,229.98,224.88,220.76,204.86,218.24,222.03,203.93,192.64,216.67,204.86,220.76,213.54,210.43,208.88,221.08,211.05,190.53,228.7,,27,965,34,27.78,
23.07.20 18:05:53,7.57,203.32,207.33,213.54,250.77,205.78,207.02,223.29,238.35,210.74,214.48,220.45,228.06,194.46,183.92,225.83,211.67,199.64,214.48,235.76,207.33,204.86,205.17,187.52,204.86,,27,965,34,27.79,
23.07.20 18:06:08,7.82,209.19,231.26,218.56,214.48,203.32,196.28,226.47,231.58,208.57,181.24,221.39,216.04,203.93,196.28,234.79,216.04,209.81,209.19,202.7,204.55,210.43,191.43,216.36,222.66,,27,965,34,27.82,
23.07.20 18:06:23,8.07,189.62,218.56,216.36,230.3,190.53,196.59,228.38,229.98,186.02,213.54,216.99,218.87,193.85,196.28,198.11,204.24,202.4,217.93,197.2,200.86,195.98,191.43,218.56,195.37,,27,965,34,27.83,
23.07.20 18:06:38,8.32,219.82,234.79,227.1,235.76,201.48,206.71,216.67,216.67,214.48,179.75,223.29,220.45,199.03,236.73,194.76,212.61,219.19,213.54,226.47,221.39,179.46,189.62,204.55,212.61,,27,965,34,27.83,
23.07.20 18:06:53,8.57,211.67,237.38,240.94,247.15,222.34,221.39,215.73,243.22,220.45,227.74,228.7,229.02,221.08,202.7,234.47,238.35,244.2,212.61,237.7,230.62,197.81,216.36,247.48,227.42,,27,965,34,27.86,
23.07.20 18:07:08,8.82,207.64,221.08,212.92,231.58,196.28,220.13,234.79,244.53,223.61,222.66,225.51,236.08,208.57,202.7,207.02,204.55,209.19,202.4,217.3,195.67,213.23,207.64,215.42,221.39,,27,965,34,27.88,
23.07.20 18:07:23,9.07,195.98,193.85,204.24,224.56,178.27,187.52,200.86,221.71,160.74,184.52,187.52,196.89,191.73,190.22,203.01,202.4,148.73,182.73,215.11,197.2,168.28,164.79,196.89,190.22,,27,965,34,27.9,
23.07.20 18:07:38,9.32,198.72,216.67,232.54,250.11,193.25,206.4,204.24,212.92,195.67,188.42,217.61,219.5,209.5,196.59,227.42,201.17,212.61,183.03,207.02,201.48,215.42,208.57,216.67,221.71,,27,965,34,27.9,
23.07.20 18:07:53,9.57,211.36,215.73,226.15,244.2,192.34,217.3,226.15,237.7,226.15,222.66,251.43,229.98,214.48,207.95,237.05,220.13,210.12,221.71,215.11,230.94,205.47,209.19,225.83,213.85,,27,965,34,27.91,
23.07.20 18:08:08,9.82,203.93,217.93,238.02,238.02,199.94,207.33,214.79,227.1,199.64,213.85,213.23,216.36,204.24,198.11,225.51,199.03,202.4,189.32,216.36,197.81,188.72,215.73,198.72,210.74,,27,965,34,27.93,
23.07.20 18:08:23,10.07,235.76,227.74,237.7,240.29,214.48,234.47,228.38,229.66,233.18,204.24,238.35,237.38,213.85,222.03,232.54,225.51,229.34,216.04,227.74,230.94,195.07,199.64,247.48,232.22,,27,965,34,27.96,
23.07.20 18:08:38,10.32,239.32,232.22,254.08,242.57,223.93,228.38,213.85,248.46,235.76,209.19,218.87,229.02,206.09,209.19,222.34,230.3,220.45,199.94,220.13,216.36,220.13,196.59,224.88,234.47,,27,965,34,27.97,
23.07.20 18:08:53,10.57,226.79,234.47,229.98,242.57,175.91,222.97,226.47,235.44,215.11,214.48,243.88,225.51,203.63,199.03,212.61,235.76,212.92,210.43,211.36,216.04,201.17,199.94,224.24,217.3,,27,965,34,27.99,
23.07.20 18:09:08,10.82,217.3,212.92,249.78,251.43,194.76,222.34,232.86,233.83,234.47,211.67,225.51,233.51,224.24,221.39,231.26,238.67,217.93,228.7,236.41,222.66,206.71,197.5,223.93,211.36,,27,965,34,28.01,
23.07.20 18:09:23,11.07,219.19,233.18,241.59,243.22,205.17,223.93,235.76,236.73,223.93,229.02,232.22,231.58,187.82,214.79,223.29,241.27,196.59,226.47,218.87,217.93,219.5,199.03,227.42,230.62,,27,965,34,28.01,
23.07.20 18:09:38,11.32,203.63,211.98,240.94,240.94,223.93,204.86,226.79,253.41,216.36,219.82,244.86,241.92,222.66,196.59,221.08,216.04,204.86,222.66,229.66,220.13,214.79,206.4,230.94,226.79,,27,965,34,28.03,
23.07.20 18:09:53,11.57,210.12,218.24,239,230.3,174.14,211.67,214.79,229.34,217.61,192.94,231.58,208.26,182.43,190.22,221.39,211.36,222.03,210.74,215.42,223.93,192.04,193.85,214.48,211.36,,27,965,34,28.04,
23.07.20 18:10:08,11.82,199.94,224.56,239.32,256.73,226.79,220.76,249.78,232.54,243.22,216.99,242.9,239,202.4,201.48,252.75,197.81,225.19,233.18,235.44,221.08,203.63,195.98,244.2,230.3,,27,965,34,28.07,
23.07.20 18:10:23,12.07,194.76,235.12,224.24,235.44,200.25,206.71,226.15,229.02,217.61,219.19,212.61,220.76,182.13,189.32,216.04,219.82,232.86,209.19,208.57,229.98,201.78,203.63,219.82,214.48,,27,965,34,28.08,
23.07.20 18:10:39,12.33,203.01,212.29,218.56,222.97,194.16,207.33,216.36,231.9,205.17,203.63,204.55,241.92,197.81,202.7,224.24,210.74,199.64,201.17,233.83,224.24,178.27,195.98,218.56,219.82,,27,965,34,28.1,
23.07.20 18:10:54,12.58,216.36,220.45,243.22,247.81,209.19,210.12,238.02,246.49,243.22,211.36,237.7,239,199.94,206.4,218.24,230.62,206.71,217.93,217.3,224.88,204.24,205.78,206.71,224.24,,27,965,34,28.11,
23.07.20 18:11:09,12.83,209.19,223.93,242.25,233.51,218.87,211.36,233.51,241.59,240.62,230.94,223.61,216.04,193.85,230.62,213.85,211.05,246.17,210.12,231.26,223.61,227.1,226.79,224.56,230.94,,27,965,34,28.14,
23.07.20 18:11:24,13.08,211.67,209.5,237.38,235.76,207.95,206.09,222.66,234.79,230.62,208.88,228.38,216.99,187.22,217.93,229.34,240.94,207.02,205.47,210.12,206.4,185.72,208.57,216.67,200.56,,27,965,34,28.14,
23.07.20 18:11:39,13.33,212.29,241.27,225.83,243.88,229.34,219.82,228.7,246.82,229.34,211.36,244.53,233.51,213.85,226.79,231.9,234.15,239.64,219.82,234.47,232.22,213.85,216.99,233.18,232.22,,27,965,34,28.15,
23.07.20 18:11:54,13.58,201.48,215.73,228.38,218.24,183.62,197.5,211.98,234.79,222.66,205.78,224.88,213.23,204.24,189.32,243.88,215.11,198.72,195.37,221.08,198.11,196.89,190.53,212.29,204.24,,27,965,34,28.18,
23.07.20 18:12:09,13.83,228.38,229.98,235.12,237.05,216.99,213.54,234.15,235.12,210.12,229.66,234.15,232.86,211.36,196.89,224.24,234.15,219.19,197.5,240.62,224.56,219.19,214.48,218.24,236.41,,27,965,34,28.18,
23.07.20 18:12:24,14.08,202.09,230.3,228.7,223.29,178.27,199.94,195.07,232.86,232.22,208.26,230.3,239,222.34,190.22,212.61,204.24,227.42,184.22,201.17,221.71,186.32,187.82,208.26,208.88,,27,965,34,28.21,
23.07.20 18:12:39,14.33,214.79,216.04,231.9,227.1,201.48,215.11,213.23,229.02,226.47,201.48,217.61,223.61,199.33,209.5,203.32,224.24,198.72,205.78,204.86,219.5,199.03,185.42,211.98,223.29,,27,965,34,28.22,
23.07.20 18:12:54,14.58,229.02,228.38,249.12,237.38,208.88,211.36,226.79,241.59,208.26,200.86,239,234.47,198.11,216.67,210.74,223.93,222.03,196.89,217.93,217.61,210.12,200.86,229.02,215.11,,27,965,34,28.24,
23.07.20 18:13:09,14.83,195.07,215.42,225.19,229.66,208.88,203.63,227.42,257.73,216.36,211.36,234.15,218.24,212.29,218.87,230.94,205.47,229.66,208.88,218.24,243.22,180.05,195.67,210.74,215.11,,27,965,34,28.26,
23.07.20 18:13:24,15.08,189.62,218.56,235.44,221.39,176.2,199.64,211.36,244.2,239.32,194.76,227.1,228.7,210.12,202.4,208.88,213.23,195.07,189.62,226.15,239,215.11,186.92,206.71,216.04,,27,965,34,28.26,
23.07.20 18:13:39,15.33,214.17,222.97,226.15,238.02,235.44,211.36,212.29,236.08,208.88,213.23,257.07,228.7,214.79,218.87,223.61,229.66,211.98,205.78,199.33,216.04,207.95,204.86,214.48,218.56,,27,965,34,28.28,
23.07.20 18:13:54,15.58,225.83,241.27,255.4,254.08,239.64,225.19,234.47,233.83,214.79,225.19,263.09,246.49,208.88,197.81,229.66,242.57,241.59,229.66,265.44,214.79,266.79,208.88,246.49,245.51,,27,965,34,28.3,
23.07.20 18:14:09,15.83,212.92,217.61,225.83,216.67,216.99,216.04,214.48,229.66,229.02,215.42,230.3,214.79,214.17,214.17,212.92,219.82,228.38,215.73,219.5,209.81,218.24,215.73,216.67,215.73,,27,965,34,28.29,
23.07.20 18:14:24,16.08,214.17,217.93,227.1,216.99,217.61,216.36,215.73,229.98,230.62,215.42,230.94,215.42,214.48,215.42,213.85,220.45,229.34,216.99,220.13,210.43,218.87,216.04,217.3,216.67,,27,965,34,28.3,
23.07.20 18:14:39,16.33,214.17,217.3,226.79,217.61,217.3,215.73,214.79,230.3,230.3,215.42,232.54,215.73,214.48,215.11,213.85,221.08,228.38,215.73,219.5,210.43,218.87,216.04,217.61,216.99,,27,965,34,28.29,
23.07.20 18:14:54,16.58,213.85,217.3,226.15,217.3,217.61,216.04,215.11,229.66,229.98,215.73,231.9,215.73,214.17,214.79,214.17,221.08,228.7,216.67,219.82,210.12,218.87,215.73,218.24,216.36,,27,965,34,28.26,
23.07.20 18:15:09,16.83,214.17,217.93,227.1,217.61,217.93,216.36,216.04,229.02,229.66,216.04,232.54,216.36,214.48,215.11,214.17,220.76,228.7,217.3,219.82,210.43,218.56,216.36,218.24,216.67,,27,965,34,28.24,
23.07.20 18:15:24,17.08,213.54,218.24,227.1,217.61,217.61,215.73,216.36,228.7,229.34,216.04,232.22,215.73,214.79,215.73,214.17,221.08,228.38,217.3,219.5,210.74,218.87,216.36,218.24,217.3,,27,965,34,28.22,
23.07.20 18:15:39,17.33,214.79,218.56,226.79,216.99,218.56,216.36,216.36,228.7,229.34,216.04,232.54,216.36,214.79,216.04,214.48,220.45,228.38,217.3,219.19,211.05,219.82,216.67,218.24,216.67,,27,965,34,28.19,
23.07.20 18:15:54,17.58,214.17,217.61,226.79,217.61,217.93,215.42,216.04,228.06,228.38,215.73,231.58,216.04,214.48,215.73,214.17,220.13,228.06,216.99,218.87,210.43,218.87,216.36,218.56,216.04,,27,965,34,28.18,
23.07.20 18:16:09,17.83,213.85,217.93,226.47,217.3,217.61,215.42,216.04,227.42,228.06,216.04,231.26,215.73,215.11,215.42,214.48,219.82,227.42,216.99,218.87,211.05,218.87,216.04,217.93,216.67,,27,965,34,28.16,
23.07.20 18:16:24,18.08,214.48,217.61,226.47,217.93,218.24,216.67,216.36,227.1,227.74,216.04,231.26,216.36,215.11,215.73,214.48,219.5,227.42,217.3,219.19,211.05,220.13,216.67,218.24,216.36,,27,965,34,28.15,
23.07.20 18:16:39,18.33,214.17,218.24,226.15,217.61,218.56,215.11,216.04,225.83,226.47,215.73,230.94,216.36,214.17,215.11,214.79,219.19,226.47,217.3,218.56,209.81,219.19,216.67,218.56,215.73,,27,965,34,28.14,
23.07.20 18:16:54,18.58,214.17,217.93,225.19,216.36,218.87,215.11,215.73,225.19,226.47,216.36,230.3,216.36,214.48,214.79,214.48,218.24,225.83,216.99,217.93,211.05,219.19,216.67,217.93,214.79,,27,965,34,28.13,
23.07.20 18:17:09,18.83,213.85,217.93,225.19,217.3,217.93,215.11,215.73,225.51,225.83,215.42,229.66,216.36,214.79,214.79,214.17,218.56,225.83,216.67,217.3,209.81,218.56,216.67,218.24,214.48,,27,965,34,28.11,
23.07.20 18:17:24,19.08,214.48,218.24,224.56,216.99,218.56,214.48,215.73,223.61,225.19,215.11,229.34,215.73,213.85,214.48,214.79,217.93,225.19,216.36,216.04,210.12,219.19,216.04,218.24,214.79,,27,965,34,28.1,
23.07.20 18:17:39,19.33,214.17,218.56,223.93,217.3,218.87,214.17,216.67,223.61,224.56,216.67,229.02,216.67,214.48,214.48,214.48,217.3,225.19,217.3,216.04,210.43,218.87,216.36,218.24,214.79,,27,965,34,28.1,
23.07.20 18:17:54,19.58,214.17,218.24,223.29,216.67,217.93,213.23,216.67,222.34,224.24,216.04,229.02,216.04,215.11,213.54,214.17,216.67,224.24,216.67,215.11,210.43,218.87,216.04,217.93,213.54,,27,965,34,28.08,
23.07.20 18:18:09,19.83,214.48,218.56,223.29,217.61,218.24,213.85,216.36,222.34,224.24,216.67,228.7,216.36,214.17,213.54,214.17,216.67,223.61,217.3,215.11,210.43,219.5,216.36,217.61,213.23,,27,965,34,28.08,
23.07.20 18:18:24,20.08,214.17,217.61,223.29,217.61,218.56,213.23,216.04,220.76,223.93,215.73,227.74,216.04,214.79,213.85,214.17,216.99,222.97,216.67,214.17,209.81,218.56,216.04,217.61,212.61,,27,965,34,28.07,
23.07.20 18:18:39,20.33,214.48,218.24,222.97,217.61,218.24,213.85,216.04,220.45,223.29,216.04,227.74,215.73,214.48,213.54,215.11,216.04,222.66,216.99,213.54,210.43,218.87,216.36,217.61,212.29,,27,965,34,28.04,
23.07.20 18:18:54,20.58,214.17,218.24,222.34,217.61,218.24,212.92,216.04,219.82,223.29,216.04,227.1,216.36,214.79,213.85,214.17,215.42,222.34,216.67,212.29,210.43,218.87,216.04,217.3,211.67,,27,965,34,28.03,
23.07.20 18:19:09,20.83,214.48,218.24,221.39,216.99,218.87,212.61,216.36,219.19,222.34,216.04,227.1,216.04,215.11,213.54,214.79,214.79,222.34,216.99,210.43,210.12,218.87,215.73,217.61,211.67,,27,965,34,28.01,
23.07.20 18:19:25,21.1,215.11,217.93,221.71,217.61,218.24,212.61,215.73,219.19,223.29,216.67,226.47,216.36,215.42,213.23,214.48,214.48,221.08,216.99,210.12,210.74,219.19,216.04,218.24,212.61,,27,965,34,28.01,
23.07.20 18:19:40,21.35,214.17,217.3,220.76,217.3,217.93,211.67,215.73,218.56,220.45,215.73,226.15,216.04,214.79,212.92,214.48,213.85,220.76,216.99,209.81,209.19,218.56,215.73,217.3,211.36,,27,965,34,28.01,
23.07.20 18:19:55,21.6,214.17,218.24,220.13,216.99,217.93,211.05,215.42,217.61,220.45,215.73,225.19,216.04,214.79,213.23,214.17,213.54,219.19,216.67,209.5,209.5,218.56,216.04,217.61,211.36,,27,965,34,28,
23.07.20 18:20:10,21.85,214.17,218.24,219.82,217.3,218.24,210.74,216.36,217.93,221.08,215.73,224.56,216.36,214.48,212.29,214.48,213.54,219.5,216.99,209.81,210.12,218.56,215.42,217.61,210.74,,27,965,34,27.99,
23.07.20 18:20:25,22.1,214.17,217.3,218.87,216.99,217.93,208.88,215.42,216.36,219.5,215.42,222.97,215.42,214.48,211.98,214.17,212.29,218.56,215.73,208.26,209.19,217.93,215.42,216.67,209.81,,27,965,34,27.97,
23.07.20 18:20:40,22.35,213.85,217.93,218.87,216.99,217.93,210.74,215.73,215.73,219.5,216.04,222.97,216.04,215.42,211.98,214.48,212.92,218.24,216.67,208.57,209.81,218.24,215.42,217.93,209.19,,27,965,34,27.96,
23.07.20 18:20:55,22.6,214.17,217.93,217.93,216.99,218.24,210.12,215.42,216.04,218.56,215.42,222.66,216.04,214.48,211.67,213.54,212.29,217.61,216.36,207.64,209.19,217.3,216.04,217.3,208.57,,27,965,34,27.96,
23.07.20 18:21:10,22.85,214.17,217.61,217.3,216.67,217.93,210.74,215.73,215.73,218.24,215.42,222.03,215.42,214.48,211.98,214.17,211.67,216.99,216.04,206.4,209.5,218.24,215.11,217.3,208.26,,27,965,34,27.94,
23.07.20 18:21:25,23.1,214.17,218.24,217.3,216.99,218.24,210.43,216.04,215.42,218.24,215.73,222.34,216.04,214.48,211.98,213.54,211.98,217.61,216.36,205.78,209.5,218.24,215.73,216.67,208.57,,27,965,34,27.93,
23.07.20 18:21:40,23.35,213.85,217.61,216.67,216.36,217.3,210.43,215.73,214.79,218.24,215.11,221.39,215.73,214.79,211.36,214.48,211.36,216.67,216.67,204.55,209.5,218.24,215.73,216.99,207.33,,27,965,34,27.93,
23.07.20 18:21:55,23.6,214.17,217.3,216.67,216.67,217.93,210.43,215.11,214.17,217.93,215.73,221.08,215.73,214.48,211.05,213.85,210.74,216.04,216.04,203.32,209.19,217.93,215.42,216.99,207.02,,27,965,34,27.91,
23.07.20 18:22:10,23.85,213.85,216.99,215.73,216.67,217.3,210.12,215.11,214.48,216.99,215.11,220.13,215.42,213.85,210.74,213.23,211.05,215.42,216.04,203.93,209.19,218.24,215.11,216.36,205.78,,27,965,34,27.9,
23.07.20 18:22:25,24.1,213.23,216.67,215.11,216.04,217.61,209.19,215.42,213.23,216.99,214.79,219.82,215.11,214.17,210.43,213.54,210.12,214.79,215.73,202.09,209.5,217.93,214.79,216.04,205.17,,27,965,34,27.9,
23.07.20 18:22:40,24.35,213.85,217.61,215.11,216.67,217.93,209.81,216.36,213.23,216.67,215.42,219.5,216.04,214.48,210.12,213.54,209.5,215.42,216.04,202.4,209.81,218.24,216.04,217.61,204.24,,27,965,34,27.88,
23.07.20 18:22:55,24.6,213.54,216.99,214.48,216.67,217.93,208.88,215.11,212.92,216.67,215.11,219.19,215.42,214.48,209.81,213.85,208.57,214.79,216.04,200.25,209.19,217.93,214.79,216.67,204.24,,27,965,34,27.88,
23.07.20 18:23:10,24.85,213.54,217.93,213.85,216.67,217.93,208.26,215.11,212.29,215.73,215.11,218.24,215.11,214.17,209.19,213.23,208.57,214.79,215.73,200.86,209.19,218.24,215.42,217.3,203.63,,27,965,34,27.86,
