"","Sample.ID","Module","value","lifestage","hpf","group","Cluster"
"266","Recruit1-rep4","8",-0.0901621244857144,"Metamorphosed Recruit (183 hpf)","183","Metamorphosed Recruit","Cluster3"
"267","Recruit1-rep4","0",0.0713785511340254,"Metamorphosed Recruit (183 hpf)","183","Metamorphosed Recruit","Cluster1"
"268","Recruit1-rep4","4",-0.0903042351215859,"Metamorphosed Recruit (183 hpf)","183","Metamorphosed Recruit","Cluster3"
"269","Recruit1-rep4","1",-0.0880968609587113,"Metamorphosed Recruit (183 hpf)","183","Metamorphosed Recruit","Cluster3"
"270","Recruit1-rep4","3",-0.0680099259633974,"Metamorphosed Recruit (183 hpf)","183","Metamorphosed Recruit","Cluster2"
"271","Recruit1plug-rep1","4",-0.0522219668686007,"Attached Recruit (183 hpf) ","183","Attached Recruit","Cluster3"
"272","Recruit1plug-rep1","1",-0.0781816871112632,"Attached Recruit (183 hpf) ","183","Attached Recruit","Cluster3"
"273","Recruit1plug-rep1","8",-0.100095480741533,"Attached Recruit (183 hpf) ","183","Attached Recruit","Cluster3"
"274","Recruit1plug-rep1","0",0.100164503558963,"Attached Recruit (183 hpf) ","183","Attached Recruit","Cluster1"
"275","Recruit1plug-rep1","3",0.274065894098481,"Attached Recruit (183 hpf) ","183","Attached Recruit","Cluster2"
"276","Recruit1plug-rep1","7",0.0976211683975195,"Attached Recruit (183 hpf) ","183","Attached Recruit","Cluster2"
"277","Recruit1plug-rep1","6",0.0268733898179095,"Attached Recruit (183 hpf) ","183","Attached Recruit","Cluster2"
"278","Recruit1plug-rep1","2",-0.0619444076065423,"Attached Recruit (183 hpf) ","183","Attached Recruit","Cluster1"
"279","Recruit1plug-rep1","5",-0.0502018424773262,"Attached Recruit (183 hpf) ","183","Attached Recruit","Cluster1"
"280","Recruit1plug-rep2","7",0.0459425404329854,"Attached Recruit (183 hpf) ","183","Attached Recruit","Cluster2"
"281","Recruit1plug-rep2","8",-0.0998561011427032,"Attached Recruit (183 hpf) ","183","Attached Recruit","Cluster3"
"282","Recruit1plug-rep2","0",0.0269160712627581,"Attached Recruit (183 hpf) ","183","Attached Recruit","Cluster1"
"283","Recruit1plug-rep2","3",0.401051613484161,"Attached Recruit (183 hpf) ","183","Attached Recruit","Cluster2"
"284","Recruit1plug-rep2","4",-0.0722810837823062,"Attached Recruit (183 hpf) ","183","Attached Recruit","Cluster3"
"285","Recruit1plug-rep2","1",-0.135624802768927,"Attached Recruit (183 hpf) ","183","Attached Recruit","Cluster3"
"286","Recruit1plug-rep2","6",0.176994439861801,"Attached Recruit (183 hpf) ","183","Attached Recruit","Cluster2"
"287","Recruit1plug-rep2","2",-0.0183673654400539,"Attached Recruit (183 hpf) ","183","Attached Recruit","Cluster1"
"288","Recruit1plug-rep2","5",-0.030510869484964,"Attached Recruit (183 hpf) ","183","Attached Recruit","Cluster1"
"289","Recruit1plug-rep3","4",-0.0649832736998158,"Attached Recruit (183 hpf) ","183","Attached Recruit","Cluster3"
"290","Recruit1plug-rep3","6",0.00607813278892433,"Attached Recruit (183 hpf) ","183","Attached Recruit","Cluster2"
"291","Recruit1plug-rep3","2",-0.103394955370033,"Attached Recruit (183 hpf) ","183","Attached Recruit","Cluster1"
"292","Recruit1plug-rep3","5",-0.11253490511732,"Attached Recruit (183 hpf) ","183","Attached Recruit","Cluster1"
"293","Recruit1plug-rep3","3",0.241186942168289,"Attached Recruit (183 hpf) ","183","Attached Recruit","Cluster2"
"294","Recruit1plug-rep3","1",-0.093384777472188,"Attached Recruit (183 hpf) ","183","Attached Recruit","Cluster3"
"295","Recruit1plug-rep3","8",-0.104096179428858,"Attached Recruit (183 hpf) ","183","Attached Recruit","Cluster3"
"296","Recruit1plug-rep3","0",0.0728676914433923,"Attached Recruit (183 hpf) ","183","Attached Recruit","Cluster1"
"297","Recruit1plug-rep3","7",0.195671043390948,"Attached Recruit (183 hpf) ","183","Attached Recruit","Cluster2"
"298","Recruit1plug-rep4","4",-0.0521697867257028,"Attached Recruit (183 hpf) ","183","Attached Recruit","Cluster3"
"299","Recruit1plug-rep4","3",0.239880669143766,"Attached Recruit (183 hpf) ","183","Attached Recruit","Cluster2"
"300","Recruit1plug-rep4","1",-0.112945885716848,"Attached Recruit (183 hpf) ","183","Attached Recruit","Cluster3"
"301","Recruit1plug-rep4","8",-0.104096179428858,"Attached Recruit (183 hpf) ","183","Attached Recruit","Cluster3"
"302","Recruit1plug-rep4","0",0.0903990511204827,"Attached Recruit (183 hpf) ","183","Attached Recruit","Cluster1"
"303","Recruit1plug-rep4","5",-0.103491639380632,"Attached Recruit (183 hpf) ","183","Attached Recruit","Cluster1"
"304","Recruit1plug-rep4","7",0.195065597990235,"Attached Recruit (183 hpf) ","183","Attached Recruit","Cluster2"
"305","Recruit1plug-rep4","6",0.135001715910754,"Attached Recruit (183 hpf) ","183","Attached Recruit","Cluster2"
"306","Recruit1plug-rep4","2",-0.0705227525680555,"Attached Recruit (183 hpf) ","183","Attached Recruit","Cluster1"
"307","Recruit2-rep1","1",-0.0910285007449962,"Metamorphosed Recruit (231 hpf)","231","Metamorphosed Recruit","Cluster3"
"308","Recruit2-rep1","8",-0.0417170124699612,"Metamorphosed Recruit (231 hpf)","231","Metamorphosed Recruit","Cluster3"
"309","Recruit2-rep1","0",-0.272847303562279,"Metamorphosed Recruit (231 hpf)","231","Metamorphosed Recruit","Cluster1"
"310","Recruit2-rep1","3",-0.090441740828685,"Metamorphosed Recruit (231 hpf)","231","Metamorphosed Recruit","Cluster2"
"311","Recruit2-rep1","7",0.107600758290106,"Metamorphosed Recruit (231 hpf)","231","Metamorphosed Recruit","Cluster2"
"312","Recruit2-rep1","4",-0.0968413114603763,"Metamorphosed Recruit (231 hpf)","231","Metamorphosed Recruit","Cluster3"
"313","Recruit2-rep1","6",-0.114017964852546,"Metamorphosed Recruit (231 hpf)","231","Metamorphosed Recruit","Cluster2"
"314","Recruit2-rep1","2",0.0307746074486032,"Metamorphosed Recruit (231 hpf)","231","Metamorphosed Recruit","Cluster1"
"315","Recruit2-rep1","5",0.254704606394695,"Metamorphosed Recruit (231 hpf)","231","Metamorphosed Recruit","Cluster1"
"316","Recruit2-rep2","4",-0.0858297069925825,"Metamorphosed Recruit (231 hpf)","231","Metamorphosed Recruit","Cluster3"
"317","Recruit2-rep2","6",-0.0376192928700743,"Metamorphosed Recruit (231 hpf)","231","Metamorphosed Recruit","Cluster2"
"318","Recruit2-rep2","2",0.0914787461313122,"Metamorphosed Recruit (231 hpf)","231","Metamorphosed Recruit","Cluster1"
"319","Recruit2-rep2","5",0.233567758493405,"Metamorphosed Recruit (231 hpf)","231","Metamorphosed Recruit","Cluster1"
"320","Recruit2-rep2","3",-0.029585998489044,"Metamorphosed Recruit (231 hpf)","231","Metamorphosed Recruit","Cluster2"
"321","Recruit2-rep2","1",-0.105459094625534,"Metamorphosed Recruit (231 hpf)","231","Metamorphosed Recruit","Cluster3"
"322","Recruit2-rep2","8",-0.104096179428858,"Metamorphosed Recruit (231 hpf)","231","Metamorphosed Recruit","Cluster3"
"323","Recruit2-rep2","0",0.138665245851218,"Metamorphosed Recruit (231 hpf)","231","Metamorphosed Recruit","Cluster1"
"324","Recruit2-rep2","7",0.100628011099803,"Metamorphosed Recruit (231 hpf)","231","Metamorphosed Recruit","Cluster2"
"325","Recruit2-rep3","4",-0.0725022017043853,"Metamorphosed Recruit (231 hpf)","231","Metamorphosed Recruit","Cluster3"
"326","Recruit2-rep3","1",-0.115598192560605,"Metamorphosed Recruit (231 hpf)","231","Metamorphosed Recruit","Cluster3"
"327","Recruit2-rep3","8",-0.0962553817548,"Metamorphosed Recruit (231 hpf)","231","Metamorphosed Recruit","Cluster3"
"328","Recruit2-rep3","0",0.116422898738754,"Metamorphosed Recruit (231 hpf)","231","Metamorphosed Recruit","Cluster1"
"329","Recruit2-rep3","3",-0.00863432574731683,"Metamorphosed Recruit (231 hpf)","231","Metamorphosed Recruit","Cluster2"
"330","Recruit2-rep3","7",0.115406908062821,"Metamorphosed Recruit (231 hpf)","231","Metamorphosed Recruit","Cluster2"
"331","Recruit2-rep3","6",0.000673521231310564,"Metamorphosed Recruit (231 hpf)","231","Metamorphosed Recruit","Cluster2"
"332","Recruit2-rep3","2",0.0922445795009474,"Metamorphosed Recruit (231 hpf)","231","Metamorphosed Recruit","Cluster1"
"333","Recruit2-rep3","5",0.223425694971518,"Metamorphosed Recruit (231 hpf)","231","Metamorphosed Recruit","Cluster1"
"334","Recruit2-rep4","1",-0.0773463328357285,"Metamorphosed Recruit (231 hpf)","231","Metamorphosed Recruit","Cluster3"
"335","Recruit2-rep4","8",-0.0990359149521676,"Metamorphosed Recruit (231 hpf)","231","Metamorphosed Recruit","Cluster3"
"336","Recruit2-rep4","0",-0.000639736314712171,"Metamorphosed Recruit (231 hpf)","231","Metamorphosed Recruit","Cluster1"
"337","Recruit2-rep4","3",-0.0138980847403766,"Metamorphosed Recruit (231 hpf)","231","Metamorphosed Recruit","Cluster2"
"338","Recruit2-rep4","4",-0.0906821363990032,"Metamorphosed Recruit (231 hpf)","231","Metamorphosed Recruit","Cluster3"
"339","Recruit2-rep4","5",0.0155918420524511,"Metamorphosed Recruit (231 hpf)","231","Metamorphosed Recruit","Cluster1"
"340","Recruit2-rep4","7",0.165191163791188,"Metamorphosed Recruit (231 hpf)","231","Metamorphosed Recruit","Cluster2"
"341","Recruit2-rep4","6",-0.0681259906714093,"Metamorphosed Recruit (231 hpf)","231","Metamorphosed Recruit","Cluster2"
"342","Recruit2-rep4","2",-0.0681708231405761,"Metamorphosed Recruit (231 hpf)","231","Metamorphosed Recruit","Cluster1"
"343","Recruit2plug-rep1","7",-0.0472218457775547,"Attached Recruit (231 hpf)","231","Attached Recruit","Cluster2"
"344","Recruit2plug-rep1","6",0.500455211175214,"Attached Recruit (231 hpf)","231","Attached Recruit","Cluster2"
"345","Recruit2plug-rep1","2",0.260116589381314,"Attached Recruit (231 hpf)","231","Attached Recruit","Cluster1"
"346","Recruit2plug-rep1","5",0.100151366772928,"Attached Recruit (231 hpf)","231","Attached Recruit","Cluster1"
"347","Recruit2plug-rep1","0",0.0171940716052082,"Attached Recruit (231 hpf)","231","Attached Recruit","Cluster1"
"348","Recruit2plug-rep1","4",-0.0113727256943962,"Attached Recruit (231 hpf)","231","Attached Recruit","Cluster3"
"349","Recruit2plug-rep1","1",-0.144773641372842,"Attached Recruit (231 hpf)","231","Attached Recruit","Cluster3"
"350","Recruit2plug-rep1","8",-0.0912529882824219,"Attached Recruit (231 hpf)","231","Attached Recruit","Cluster3"
"351","Recruit2plug-rep1","3",0.0776181644873348,"Attached Recruit (231 hpf)","231","Attached Recruit","Cluster2"
"352","Recruit2plug-rep2","4",-0.0630149391468809,"Attached Recruit (231 hpf)","231","Attached Recruit","Cluster3"
"353","Recruit2plug-rep2","1",-0.120429958985186,"Attached Recruit (231 hpf)","231","Attached Recruit","Cluster3"
"354","Recruit2plug-rep2","8",-0.0974521852285408,"Attached Recruit (231 hpf)","231","Attached Recruit","Cluster3"
"355","Recruit2plug-rep2","0",0.00768706579018857,"Attached Recruit (231 hpf)","231","Attached Recruit","Cluster1"
"356","Recruit2plug-rep2","3",0.304143834453695,"Attached Recruit (231 hpf)","231","Attached Recruit","Cluster2"
"357","Recruit2plug-rep2","7",0.107289212130759,"Attached Recruit (231 hpf)","231","Attached Recruit","Cluster2"
"358","Recruit2plug-rep2","6",0.369173837501458,"Attached Recruit (231 hpf)","231","Attached Recruit","Cluster2"
"359","Recruit2plug-rep2","2",0.030970689091738,"Attached Recruit (231 hpf)","231","Attached Recruit","Cluster1"
"360","Recruit2plug-rep2","5",0.00649208926538261,"Attached Recruit (231 hpf)","231","Attached Recruit","Cluster1"
"361","Recruit2plug-rep3","1",-0.107302500432166,"Attached Recruit (231 hpf)","231","Attached Recruit","Cluster3"
"362","Recruit2plug-rep3","8",0.0896569993671236,"Attached Recruit (231 hpf)","231","Attached Recruit","Cluster3"
"363","Recruit2plug-rep3","0",-0.153857683926043,"Attached Recruit (231 hpf)","231","Attached Recruit","Cluster1"
"364","Recruit2plug-rep3","3",0.194083007352489,"Attached Recruit (231 hpf)","231","Attached Recruit","Cluster2"
"365","Recruit2plug-rep3","4",-0.0681169318008053,"Attached Recruit (231 hpf)","231","Attached Recruit","Cluster3"
"366","Recruit2plug-rep3","7",0.125766576232208,"Attached Recruit (231 hpf)","231","Attached Recruit","Cluster2"
"367","Recruit2plug-rep3","6",-0.0596577005162905,"Attached Recruit (231 hpf)","231","Attached Recruit","Cluster2"
"368","Recruit2plug-rep3","2",-0.0552372142193441,"Attached Recruit (231 hpf)","231","Attached Recruit","Cluster1"
"369","Recruit2plug-rep3","5",0.136980338486817,"Attached Recruit (231 hpf)","231","Attached Recruit","Cluster1"
"370","Recruit2plug-rep4","7",0.0453679032295066,"Attached Recruit (231 hpf)","231","Attached Recruit","Cluster2"
"371","Recruit2plug-rep4","6",0.238902013484151,"Attached Recruit (231 hpf)","231","Attached Recruit","Cluster2"
"372","Recruit2plug-rep4","2",0.210895866217974,"Attached Recruit (231 hpf)","231","Attached Recruit","Cluster1"
"373","Recruit2plug-rep4","5",0.216226992241405,"Attached Recruit (231 hpf)","231","Attached Recruit","Cluster1"
"374","Recruit2plug-rep4","4",-0.0456065310249884,"Attached Recruit (231 hpf)","231","Attached Recruit","Cluster3"
"375","Recruit2plug-rep4","1",-0.126082141106497,"Attached Recruit (231 hpf)","231","Attached Recruit","Cluster3"
"376","Recruit2plug-rep4","8",-0.0939361812515165,"Attached Recruit (231 hpf)","231","Attached Recruit","Cluster3"
"377","Recruit2plug-rep4","0",-0.0818195865173567,"Attached Recruit (231 hpf)","231","Attached Recruit","Cluster1"
"378","Recruit2plug-rep4","3",0.109305360034165,"Attached Recruit (231 hpf)","231","Attached Recruit","Cluster2"
"379","Recruit3plug-rep1","4",-0.0724758937640121,"Attached Recruit (255 hpf)","255","Attached Recruit","Cluster3"
"380","Recruit3plug-rep1","1",-0.116465829602764,"Attached Recruit (255 hpf)","255","Attached Recruit","Cluster3"
"381","Recruit3plug-rep1","8",-0.0785326690277989,"Attached Recruit (255 hpf)","255","Attached Recruit","Cluster3"
"382","Recruit3plug-rep1","0",0.0117771398578533,"Attached Recruit (255 hpf)","255","Attached Recruit","Cluster1"
"383","Recruit3plug-rep1","3",0.190858349117315,"Attached Recruit (255 hpf)","255","Attached Recruit","Cluster2"
"384","Recruit3plug-rep1","7",0.203308433528903,"Attached Recruit (255 hpf)","255","Attached Recruit","Cluster2"
"385","Recruit3plug-rep1","6",0.0696713158016225,"Attached Recruit (255 hpf)","255","Attached Recruit","Cluster2"
"386","Recruit3plug-rep1","2",0.0467996982432831,"Attached Recruit (255 hpf)","255","Attached Recruit","Cluster1"
"387","Recruit3plug-rep1","5",0.0163527976545571,"Attached Recruit (255 hpf)","255","Attached Recruit","Cluster1"
"388","Recruit3plug-rep2","4",-0.055601257444785,"Attached Recruit (255 hpf)","255","Attached Recruit","Cluster3"
"389","Recruit3plug-rep2","1",-0.139071173723968,"Attached Recruit (255 hpf)","255","Attached Recruit","Cluster3"
"390","Recruit3plug-rep2","8",-0.104096179428858,"Attached Recruit (255 hpf)","255","Attached Recruit","Cluster3"
"391","Recruit3plug-rep2","0",-0.0121927957798522,"Attached Recruit (255 hpf)","255","Attached Recruit","Cluster1"
"392","Recruit3plug-rep2","3",0.175259639161512,"Attached Recruit (255 hpf)","255","Attached Recruit","Cluster2"
"393","Recruit3plug-rep2","7",0.103481300085676,"Attached Recruit (255 hpf)","255","Attached Recruit","Cluster2"
"394","Recruit3plug-rep2","6",0.316543102333146,"Attached Recruit (255 hpf)","255","Attached Recruit","Cluster2"
"395","Recruit3plug-rep2","2",0.0824688472360694,"Attached Recruit (255 hpf)","255","Attached Recruit","Cluster1"
"396","Recruit3plug-rep2","5",0.0336440199884523,"Attached Recruit (255 hpf)","255","Attached Recruit","Cluster1"
"397","Recruit3plug-rep3","4",-0.0814666264298935,"Attached Recruit (255 hpf)","255","Attached Recruit","Cluster3"
"398","Recruit3plug-rep3","1",-0.138988157739467,"Attached Recruit (255 hpf)","255","Attached Recruit","Cluster3"
"399","Recruit3plug-rep3","8",-0.104096179428858,"Attached Recruit (255 hpf)","255","Attached Recruit","Cluster3"
"400","Recruit3plug-rep3","0",-0.0604661580233294,"Attached Recruit (255 hpf)","255","Attached Recruit","Cluster1"
"401","Recruit3plug-rep3","3",0.22576322159188,"Attached Recruit (255 hpf)","255","Attached Recruit","Cluster2"
"402","Recruit3plug-rep3","7",0.180682108008696,"Attached Recruit (255 hpf)","255","Attached Recruit","Cluster2"
"403","Recruit3plug-rep3","6",0.229329241461642,"Attached Recruit (255 hpf)","255","Attached Recruit","Cluster2"
"404","Recruit3plug-rep3","2",0.0447645480929622,"Attached Recruit (255 hpf)","255","Attached Recruit","Cluster1"
"405","Recruit3plug-rep3","5",0.101239416974425,"Attached Recruit (255 hpf)","255","Attached Recruit","Cluster1"
"406","Recruit3plug-rep4","4",-0.0724569749657668,"Attached Recruit (255 hpf)","255","Attached Recruit","Cluster3"
"407","Recruit3plug-rep4","1",-0.10212822983986,"Attached Recruit (255 hpf)","255","Attached Recruit","Cluster3"
"408","Recruit3plug-rep4","8",-0.0927312677096339,"Attached Recruit (255 hpf)","255","Attached Recruit","Cluster3"
"409","Recruit3plug-rep4","0",-0.0338443671709343,"Attached Recruit (255 hpf)","255","Attached Recruit","Cluster1"
"410","Recruit3plug-rep4","3",0.253746833001601,"Attached Recruit (255 hpf)","255","Attached Recruit","Cluster2"
"411","Recruit3plug-rep4","7",0.508707331629952,"Attached Recruit (255 hpf)","255","Attached Recruit","Cluster2"
"412","Recruit3plug-rep4","6",-0.0511887098262628,"Attached Recruit (255 hpf)","255","Attached Recruit","Cluster2"
"413","Recruit3plug-rep4","2",-0.0728810573372524,"Attached Recruit (255 hpf)","255","Attached Recruit","Cluster1"
"414","Recruit3plug-rep4","5",-0.0772113469848689,"Attached Recruit (255 hpf)","255","Attached Recruit","Cluster1"
