"","g5046","g38026","g38023","adi2mcaRNA19725_R8","g19474","g33278","g68549","g54941","g25193","g49299","g24487","g18477","adi2mcaRNA4698_R0","g44547","g18226","g59960","g55195","g536","g16162","g33356","adi2mcaRNA22623_R7","g56275","adi2mcaRNA26115_R2","g38616","g49483","g19954","g52883","adi2mcaRNA4811_R0","g27049","g59483","g15317","g4227","adi2mcaRNA27853_R1","g43974","g52742","g21698","g61998","g39439","g54942","g6229","adi2mcaRNA4632_R0","g22425","g59079","g39936","g53131","g25995","g20011","g27746","g51181","g54461","g22391","g63510","g23101","g49264","adi2mcaRNA28781_R0","adi2mcaRNA34612_R1","g24271","g69583","g22484","adi2mcaRNA11688_R7","adi2mcaRNA11688_R9","g43322","adi2mcaRNA24690_R0","g14939","g29391","g64705","g12951","g55383","g48618","g7593","adi2mcaRNA7360_R0","g67068","g65357","adi2mcaRNA18532_R1","adi2mcaRNA3884_R1","g9978","g37318","g37219","g26425","adi2mcaRNA2699_R0","g33898","adi2mcaRNA31528_R1","g46694","g58527","g22277","g58378","g32928","g28104","g58945","g59707","g55702","adi2mcaRNA12507_R0","g43215","g34656","g55126","adi2mcaRNA14178_R1","adi2mcaRNA35121_R0","adi2mcaRNA11434_R0","g71047","g35247","adi2mcaRNA40105_R0","g42238","g33835","g58439","g15366","g54439","g36628","g38790","g33679","g33677","g35958","adi2mcaRNA2549_R2","adi2mcaRNA32128_R5","g23853","g23859","g32238","g16444","g18200","g50734","g45222","g817","g37234","g61838","adi2mcaRNA28656_R0","g29158","adi2mcaRNA966_R1","g37208","g3851","g24162","g31779","g10419","g18284","g41136","g32127","g9141","g65309","g25192","g54280","g54926","g14605","g45309","g43222","g22529","adi2mcaRNA6487_R1","g8997","g35179","g2920","adi2mcaRNA32128_R8","g31110","adi2mcaRNA41172_R0","g12314","g12315","g12316","g26246","g51104","g66926","g43712","g26000","g29205","g70203","g68716","g15335","g10900","g16525","adi2mcaRNA37825_R0","adi2mcaRNA4632_R1","g63801","g49917","g18709","g23862","g66451","g8899","adi2mcaRNA36073_R2","g34995","g37083","g58777","g56768","g22334","g23129","g57099","adi2mcaRNA40352_R3","adi2mcaRNA23599_R0","g4829","g60738","g33571","g28979","g25352","g33836","g107","g30031","g41953","adi2mcaRNA41381_R0","g28409","g40384","g70994","g29875","g35287","g49178","g43853","g64596","g33466","g33465","g33461","g9360","g60207","g38591","g7306","adi2mcaRNA37444_R0","g38330","g31917","adi2mcaRNA18779_R8","g26238","g62601","g33975","g53180","g61157","adi2mcaRNA29184_R0","g60497","g39446","g41403","g28537","g30640","g22435","g8351","g58645","g21490","g12344","g56979","g53333","g34007","g27883","g53874","g42218","g33169","adi2mcaRNA27166_R0","adi2mcaRNA32319_R2","g33652","g49258","g47153","g47155","g29355","adi2mcaRNA20786_R0","g12453","g17982","g34538","g310","g7895","g23832","g20768","g28903","g49510","g8094","g12285","g27208","g43821","adi2mcaRNA1577_R2","g28624","g36174","g41830","g64935","g50301","adi2mcaRNA19210_R4","g5229","g32871","g52048","adi2mcaRNA30750_R0","g60687","g8639","g37994","g18743","g46373","g28865","g31440","g15171","g55446","g61952","g65829","g88","adi2mcaRNA4963_R1","g62847","adi2mcaRNA3526_R0","g23512","g51736","g39843","g13102","g30968","g29262","g11236","g52492","g60214","g25543","g28079","g56519","g45853","g12461","g14701","g43098","g29630","g22467","g67115","g67111","adi2mcaRNA14912_R0","g20731","g58549","g68351","adi2mcaRNA25445_R0","g31842","g62582","g21090","adi2mcaRNA37829_R1","g394","g36643","g41435","g70486","adi2mcaRNA25610_R0","g11752","g36425","g34877","g48109","adi2mcaRNA19717_R0","adi2mcaRNA28226_R3","g21704","g61471","g42513","adi2mcaRNA9576_R0","g5425","g23910","g17192","g14639","g14638","g47187","g38357","adi2mcaRNA20827_R1","g27861","g71132","g25245","g8981","g4181","g53051","adi2mcaRNA1913_R1","g51546","g42339","g70023","adi2mcaRNA30198_R0","g33208","g60185","g24090","g51211","g54241","g25434","adi2mcaRNA31713_R0","g20084","g17077","adi2mcaRNA31309_R0","g49888","adi2mcaRNA1941_R1","g53763","g50758","adi2mcaRNA37780_R0","g11516","g53780","g34405","g63810","g27542","adi2mcaRNA24733_R0","g42509","g17898","g51635","adi2mcaRNA16923_R0","g44531","g18522","g62002","g39939","g25678","g26515","g55272","g49275","g56895","g45763","g22494","adi2mcaRNA23539_R0","g70558","g25323","g62715","g45627","g17816","g32074","g12570","g5676","g37900","g14392","g36975","adi2mcaRNA29437_R0","g41463","g36422","g70883","g62791","g63461","adi2mcaRNA9276_R6","g45152","g39820","adi2mcaRNA6430_R0","g16338","g71333","g67731","g55713","g5736","g48273","g67869","adi2mcaRNA18850_R0","adi2mcaRNA18498_R0","g60712","g53999","g54778","g38036","g55966","g64467","g43039","adi2mcaRNA1984_R1","g17271","g27530","adi2mcaRNA2517_R0","g15992","g51413","g14556","g50717","g19601","adi2mcaRNA8957_R0","g51505","g64052","g55965","g27107","g1927","adi2mcaRNA12486_R0","adi2mcaRNA12486_R1","g20226","g4769","g55614","g43301","g44827","g18981","g47559","adi2mcaRNA20406_R0","adi2mcaRNA4135_R0","g66112","g55078","adi2mcaRNA35770_R1","g7603","g41209","g809","g37046","g25931","g25680","g25687","adi2mcaRNA6538_R1","adi2mcaRNA26073_R0","g1634","g32505","g68200","adi2mcaRNA29787_R6","g32289","g32280","g31826","adi2mcaRNA39968_R0","g70369","adi2mcaRNA38811_R7","g3316","g6752","g35187","g1409","g52077","g57151","g37742","g37740","g31743","g64765","g29388","g1496","g65414","g8142","g40461","g40460","g49619","g5683","adi2mcaRNA37779_R1","g19487","g27249","g46369","g32116","g28121","g43407","g33168","g31824","g25222","g57675","g59951","g68178","g45511","g39412","g24485","g1890","adi2mcaRNA9843_R0","g62854","g28571","adi2mcaRNA39334_R0","g65828","g14222","g28197","g46059","g32195","adi2mcaRNA12104_R0","g54938","g30029","g7743","g26842","adi2mcaRNA6309_R0","adi2mcaRNA9033_R0","g39409","g14711","g26824","g20729","g16903","g60114","g33511","g51215","adi2mcaRNA29492_R0","g56659","adi2mcaRNA14618_R8","g5143","g62770","g33617","g67652","g71196","g55268","g37574","g48871","g51693","g35407","g71154","g55020","1-Methylhistidine","1-Methylimidazole acetic acid","2-Furoyl glycine","2-Hydroxybutyric acid","2-Hydroxyglutarate","3-Indo-L-tyrosine","3-Methylindole","3-Phenylbutyric acid","4-Aminobutyrate","4-Guanidinobutanoic acid","5- Methylthioadenosine","5-Hydroxylysine","5-Hydroxytryptophan","5-Methylcytosine","5-methylthioadenosine","a-ketoglutarate","Acetyl CoA","Acetyl glycine","Acetyl-arginine","Acetyllysine","Adenosine","Adipic acid","ADP","ADP-D-Glucose","ADP-ribose","Alanine","Alanine-Alanine","AMP","Arginine","Arginine-Alanine","Arginine-Glutamine","Asparagine","Aspartate","ATP","Betaine","Carbamoyl phosphate","Carnitine","Carnosine","CDP-Choline ","CDP-ethanolamine","Cellobiose","Citrate","Citrulline","CMP","Coenzyme A","Creatine","Creatinine","Cresol","CTP","Cytosine","Deoxyadenosine","Deoxycarnitine","Dihydroorotate","Dihydroxyacetone phosphate","Dopamine","FAD","Fructose","Fumarate","Galactitol","GDP","GDP-Mannose","Glucose","Glucose-6-phosphate","Glucuronic acid","Glutamate","Glutamine","Glutaric acid","Glutathione","Glycerol-3-phosphate","Glycerophosphocholine ","Glycine","Glycyl-L-proline","GMP","GTP","Guanidinoacetate","Guanosine","Histidine","Homoarginine","Homocitrulline","Homocysteine","Hydroxyoctanoic acid","Hypotaurine","Hypoxanthine","IMP","Indole","Inosine","Inositol","Isoleucine","Isopentenyl pyrophosphate","Itaconic acid","L-Octanoylcarnitine","L-Palmitoylcarnitine","Lactate","Lumichrome","Lysine","Lysine-Glutamine","Malonic acid","Mannose-6-phosphate","Methionine","Methionine sulfoxide","Methylphenyllactate","Montiporic Acid A","Montiporic Acid B","Montiporic Acid C","Montiporic Acid D","N N N-Trimethyllysine","N-Acetyl-Glucosamine","N-acetyl-glutamate","N-Acetylaspartate","N-octanoylglycine","N6-Acetyl-L-lysine","NAADP","NAD+","NADH","NADP+","NADPH","NG-dimethyl-L-arginine","Nicotinamide riboside","Nicotinamide ribotide","Nicotinate","Norvaline","O-Acylcarnitine","O-Decanoyl-L-carnitine","O-Phosphorylethanolamine","Ophthalmate","Ornithine","Orotate","Pantothenate","Phenethylamine","Phenylalanine","Phosphocholine ","Phosphoenolpyruvate","Pipecolic acid","Pirbuterol","Porphobilinogen","Proline","Pterin","Pyroglutamate","Pyruvate","Raffinose","Ribitol","Riboflavin","Ribothymidine","S-Adenosyl-homocysteine","S-adenosyl-L-methionine","S-Carboxymethyl-L-cysteine","Sedoheptulose","Serine","Sorbitol","Sucrose","Taurine","Threonic acid","Threonine","Thymidine","Trigonelline","Tryptamine","Tryptophan","Tyrosine","UDP","UDP-D-Glucose","UDP-N-acetyl-glucosamine","UMP","Uric acid","Uridine","Urocanate","UTP","Valine","1402_D","A3","1369_C","D17l","C31a","D17k","1384_D","1390_C","C17e","1406_C","A4","1365_C","1378_C","1394_D","1381_D","1399_D","D17e","D6","1371_C","C31.1","1389_C","1382_D","1404_C","D17d","1398_D","1403_D","C17","D5m","1388_C","D1ab","D4","1370_C","1392_D","1396_C","D17j","1407_D","D1","C17f","D1r","1368_C","1405_C","C31.10","C21","1377_C","1408_D","C21ac","D17","C31","C17.2","1372_C","1383_D","C31.9","C3","1400_C","1373_C","1397_D","1374_C","D4d","1380_D","1385_C","A4a","1367_C","C17d","C21k","1375_C","1401_C","1391_C","D17c","1366_C","1379_D","1386_C","1393_C","1395_C","1376_C","1410_C","1409_C","1387_C"
"g5046",0.973141491392836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95796950395299,NA,0.961190364994955,NA,NA,NA,0.96701543624428,NA,NA,NA,0.958596176582293,NA,NA,NA,NA,0.958832572862944,NA,NA,NA,0.9715412324776,0.956974626826787,NA,NA,NA,NA,NA,NA,0.957898128014444,0.972162419774745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.960815596996942,NA,NA,NA,0.976753488588954,0.962654333778327,0.962235817374495,NA,NA,NA,NA,0.970877060237802,NA,0.966987714428139,0.96983809372244,NA,0.963019744041622,NA,NA,NA,NA,NA,NA,0.960979440873408,NA,NA,NA,0.969749596199749,NA,NA,NA,NA,NA,NA,NA,0.968183073817767,NA,NA,0.967342110562319,NA,0.958480133713113,NA,NA,0.965453349563306,NA,NA,NA,NA,NA,0.971896164791987,0.964862908143822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.970053397124148,NA,NA,NA,0.958649413627493,NA,NA,NA,NA,0.958389746060948,NA,NA,NA,NA,NA,NA,0.973706935962609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.965179351002507,0.959235095751424,NA,NA,0.966208870315999,NA,NA,NA,NA,NA,NA,NA,NA,0.96193795402773,NA,0.959413076996412,NA,NA,NA,NA,NA,NA,0.976585283780462,NA,NA,NA,NA,NA,NA,0.952533160474771,NA,NA,NA,NA,NA,NA,NA,0.955892199374803,NA,0.97387529309696,NA,NA,0.959843279979653,NA,NA,NA,NA,0.966519170755165,NA,NA,NA,NA,NA,NA,0.971083698682247,NA,0.956117904680719,NA,NA,NA,NA,NA,NA,NA,0.962294684898123,NA,NA,0.971531118956398,NA,NA,NA,NA,NA,NA,NA,NA,0.95386078238291,NA,NA,0.967100276320309,NA,0.976023775877868,NA,NA,NA,NA,0.963680051261258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.964411954084627,NA,0.96511337207355,NA,NA,0.963246719057287,NA,NA,NA,0.975060636297572,0.970222381098468,NA,NA,NA,NA,NA,NA,NA,0.954967489430492,NA,0.961107998233614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.955526842587394,NA,NA,NA,NA,NA,NA,NA,0.972409300349858,NA,0.961912859996033,NA,NA,0.962147561632633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.963118132672134,NA,0.959897095624087,NA,NA,NA,0.964495584848589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.965869072349035,NA,NA,0.968591434613108,NA,NA,NA,NA,NA,NA,0.964325150935481,NA,NA,0.951883082651086,NA,0.968551985029023,0.971326090894412,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.963073013019261,NA,NA,NA,NA,NA,NA,NA,NA,0.960275343229197,NA,0.953428701140796,NA,NA,NA,NA,NA,NA,NA,0.970981679399291,NA,NA,0.977955951837234,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.955681021179777,NA,NA,NA,NA,NA,0.95036511377552,NA,0.964854568451328,0.961451513383512,NA,NA,NA,NA,NA,NA,NA,0.960356161764834,NA,NA,NA,0.978785417256576,NA,NA,0.957738898640077,NA,NA,NA,NA,NA,NA,NA,NA,0.968341546327003,NA,NA,NA,NA,NA,0.954552284328802,NA,NA,NA,NA,NA,0.960889218863216,0.967584261475749,NA,NA,0.966558818575701,NA,NA,0.970927041048592,0.969300992308438,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.966152635969363,0.963965171968856,NA,NA,0.967854667185794,NA,NA,0.9664453553696,NA,NA,NA,NA,NA,NA,NA,0.967845286754719,NA,NA,NA,NA,NA,NA,NA,NA,0.976588760628784,NA,NA,0.977177047948337,NA,NA,NA,NA,NA,0.956872784819829,NA,NA,NA,NA,NA,NA,NA,NA,0.97637264591103,NA,NA,NA,0.975455890329175,0.973639159108366,0.965092056831542,NA,NA,NA,NA,0.979112627817649,0.967903664307949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.956820498294148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g38026",NA,0.965313886233043,NA,NA,NA,0.96568004517114,0.964673531357353,NA,NA,0.956358479610667,NA,NA,NA,NA,0.973203893448352,0.963671757316726,0.978265630817529,NA,0.958667152670075,NA,NA,0.971958123821886,0.955129034149455,NA,0.965365456257769,NA,NA,NA,NA,NA,NA,NA,0.952568520490804,NA,NA,0.97033554315983,0.966816038155152,0.956496202159937,NA,0.95825389224101,NA,NA,NA,NA,NA,NA,NA,0.959110049742424,NA,0.962110912160271,NA,NA,NA,NA,NA,NA,0.964019883650834,0.962183335869543,0.964275395082638,NA,NA,0.965167868583895,NA,NA,NA,0.967227762616818,NA,NA,NA,NA,NA,NA,NA,NA,0.961711524373596,NA,NA,NA,NA,0.956819671576058,NA,NA,NA,NA,NA,NA,0.970227956200228,NA,NA,NA,NA,NA,NA,0.980058887826138,NA,NA,0.971022950917911,0.971428328136035,0.962731112912859,NA,0.952651424438277,NA,NA,0.965995168741845,NA,NA,NA,NA,0.969572074564482,0.974628575849801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.965972500749473,NA,NA,NA,0.956319296034694,NA,0.9544166574824,0.962173376214638,NA,0.973837521453995,NA,NA,NA,0.973662628602039,NA,NA,0.976651336457023,NA,NA,0.975535672163859,0.97217530077963,0.960684862483908,0.960283078162925,NA,0.978036504358078,NA,NA,NA,0.965679238310372,NA,0.97391024036746,NA,NA,NA,NA,NA,NA,NA,NA,0.952033709674085,NA,0.972339463984288,NA,0.965079080397424,NA,NA,0.975800514119446,NA,NA,0.959140759341478,NA,NA,NA,0.971984132902022,NA,0.969671915909096,NA,NA,NA,NA,NA,NA,NA,NA,0.97221115315428,0.969857600262346,NA,NA,NA,NA,0.959843250939894,NA,NA,0.972030125159588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.962236821871198,NA,NA,0.958078648837776,NA,NA,0.971624244073516,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95584191478703,NA,0.980025514274237,NA,NA,NA,NA,0.972770635489143,NA,NA,NA,NA,0.958707526659811,NA,NA,NA,NA,0.96903045928396,NA,NA,NA,0.964850215731532,0.968922196058814,0.9742293457083,NA,NA,NA,NA,0.955077214875554,NA,NA,NA,NA,NA,0.970779321766125,NA,0.956567441272091,NA,NA,NA,0.954682333238104,NA,NA,NA,0.963027097376221,0.976057195380904,NA,0.969753216948672,NA,NA,NA,NA,0.95552484527808,NA,0.953915394179905,NA,NA,0.950074307077381,NA,0.960346315867543,0.955947074302807,NA,NA,NA,NA,0.973162497173138,0.973288528299564,NA,NA,NA,0.973521003864406,0.965192956135162,NA,0.951597571371376,NA,NA,0.960999545854048,NA,NA,NA,NA,0.971833038906625,NA,0.963587370565057,NA,NA,0.960250439056306,NA,0.972619876723831,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.964297713876046,NA,NA,NA,0.968617584278519,NA,0.97977416010102,NA,0.958259044946871,0.959182595237093,NA,NA,NA,NA,NA,0.975834733904288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.976075666764565,0.971925303017553,0.971460837090607,0.971731238432667,0.969267975829404,0.950576740192463,NA,NA,NA,0.959579725227376,NA,0.969272396859824,NA,NA,0.969363035528696,0.953285251870652,NA,NA,NA,0.966816642180555,NA,0.97544359120111,NA,0.964487583935257,NA,0.965656349064589,NA,0.978750602181039,0.960623710667406,NA,NA,0.970993544223169,NA,0.956322117437889,NA,NA,0.966528091370754,0.965977176903896,NA,NA,NA,NA,0.97160207659633,NA,0.971299358434184,NA,NA,NA,NA,NA,NA,NA,0.969002562732836,NA,NA,NA,NA,NA,NA,NA,NA,0.961221383521276,NA,NA,0.95125463588437,NA,NA,0.974907549751103,NA,NA,0.968559362543415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95669014711072,NA,NA,0.976225237237048,NA,NA,NA,NA,NA,NA,0.9692739787889,NA,NA,NA,NA,0.968360336144753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.963993550858358,0.973657694273239,0.968076002666216,NA,NA,0.976871550855981,NA,NA,NA,NA,0.959337756997783,NA,NA,NA,NA,NA,NA,0.963496062544325,NA,NA,NA,NA,0.971744352448452,NA,0.963248696399739,NA,0.970431972079923,0.971234077451928,NA,NA,0.951852511955227,0.962151286547226,NA,0.972461846379045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.970613610647134,0.962018128386141,0.958400934741836,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.962116159787087,NA,NA,NA,NA,NA,0.9632622143621,0.96670294237987,NA,NA,0.962828739137728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.965409566927504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96083360033409,NA,NA,NA,0.956906228621124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97025578354599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.950742061010807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954138390868667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g38023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
