OTU	Size	Taxonomy
Otu1457	5	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu1458	5	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu1459	5	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu1460	5	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu1461	5	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);"
Otu1462	5	"Bacteria(100);""Bacteroidetes""(100);Flavobacteria(100);""Flavobacteriales""(100);Flavobacteriaceae(100);Flavobacteriaceae_unclassified(100);"
Otu1463	5	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Caulobacterales(100);Caulobacteraceae(100);Phenylobacterium(100);"
Otu1464	5	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu1465	5	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Rhodobacterales(100);Rhodobacteraceae(100);Loktanella(100);"
Otu1466	5	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu1467	5	"Bacteria(100);""Bacteroidetes""(100);""Sphingobacteria""(100);""Sphingobacteriales""(100);""Saprospiraceae""(100);Saprospira(100);"
Otu1468	5	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu1469	5	"Bacteria(100);""Bacteroidetes""(100);Flavobacteria(100);""Flavobacteriales""(100);Flavobacteriaceae(100);Salegentibacter(61);"
Otu1470	5	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu1471	5	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu1472	5	"Bacteria(100);""Planctomycetes""(100);""Planctomycetacia""(100);Planctomycetales(100);Planctomycetaceae(100);Planctomycetaceae_unclassified(100);"
Otu1473	5	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_Incertae_Sedis_XI(100);Peptoniphilus(100);
Otu1474	5	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu1475	5	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);
Otu1476	5	"Bacteria(100);""Planctomycetes""(100);""Planctomycetacia""(100);Planctomycetales(100);Planctomycetaceae(100);Planctomycetaceae_unclassified(100);"
Otu1477	5	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu1478	5	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu1479	5	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Rhodobacterales(100);Rhodobacteraceae(100);Rhodobacteraceae_unclassified(100);"
Otu1480	5	"Bacteria(100);""Planctomycetes""(100);""Planctomycetacia""(100);Planctomycetales(100);Planctomycetaceae(100);Planctomycetaceae_unclassified(100);"
Otu1481	5	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu1482	5	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu1483	5	"Bacteria(100);""Bacteroidetes""(100);""Bacteroidetes""_unclassified(100);""Bacteroidetes""_unclassified(100);""Bacteroidetes""_unclassified(100);""Bacteroidetes""_unclassified(100);"
Otu1484	5	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu1485	5	Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);
Otu1486	5	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu1487	5	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu1488	5	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu1489	5	"Bacteria(100);""Actinobacteria""(100);Actinobacteria(100);Actinomycetales(100);Corynebacteriaceae(100);Corynebacterium(100);"
Otu1490	5	"Bacteria(100);""Planctomycetes""(100);""Planctomycetacia""(100);Planctomycetales(100);Planctomycetaceae(100);Planctomycetaceae_unclassified(100);"
Otu1491	5	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu1492	5	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);"
Otu1493	5	"Bacteria(100);""Bacteroidetes""(100);""Bacteroidetes""_unclassified(100);""Bacteroidetes""_unclassified(100);""Bacteroidetes""_unclassified(100);""Bacteroidetes""_unclassified(100);"
Otu1494	5	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu1495	5	"Bacteria(100);""Verrucomicrobia""(100);Verrucomicrobiae(100);Verrucomicrobiales(100);Verrucomicrobiales_unclassified(100);Verrucomicrobiales_unclassified(100);"
Otu1496	5	"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);"
Otu1497	5	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu1498	5	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu1499	5	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Sporolactobacillaceae(100);Sporolactobacillaceae_incertae_sedis(100);
Otu1500	5	"Bacteria(100);""Actinobacteria""(100);Actinobacteria(100);Actinomycetales(100);Micrococcaceae(100);Rothia(100);"
Otu1501	5	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);"
Otu1502	5	"Bacteria(100);""Verrucomicrobia""(100);Opitutae(100);Puniceicoccales(100);Puniceicoccaceae(100);Puniceicoccaceae_unclassified(100);"
Otu1503	5	"Bacteria(100);""Bacteroidetes""(100);""Sphingobacteria""(100);""Sphingobacteriales""(100);""Flammeovirgaceae""(100);Reichenbachiella(100);"
Otu1504	5	"Bacteria(100);""Proteobacteria""(100);Deltaproteobacteria(100);Deltaproteobacteria_unclassified(100);Deltaproteobacteria_unclassified(100);Deltaproteobacteria_unclassified(100);"
Otu1505	5	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu1506	5	"Bacteria(100);""Bacteroidetes""(100);""Sphingobacteria""(100);""Sphingobacteriales""(100);""Saprospiraceae""(100);Lewinella(100);"
Otu1507	5	"Bacteria(100);""Chloroflexi""(100);Thermomicrobia(100);Thermomicrobia_unclassified(100);Thermomicrobia_unclassified(100);Thermomicrobia_unclassified(100);"
Otu1508	5	"Bacteria(100);""Proteobacteria""(100);Deltaproteobacteria(100);Bdellovibrionales(100);Bacteriovoracaceae(100);Bacteriovoracaceae_unclassified(100);"
Otu1509	5	"Bacteria(100);""Proteobacteria""(100);Betaproteobacteria(100);Burkholderiales(100);Comamonadaceae(100);Comamonas(100);"
Otu1510	5	Bacteria(100);Cyanobacteria_Chloroplast(100);Cyanobacteria(100);Cyanobacteria_order_incertae_sedis(100);Family_II(100);GpIIa(100);
Otu1511	5	Bacteria(100);Cyanobacteria_Chloroplast(100);Cyanobacteria(100);Cyanobacteria_order_incertae_sedis(100);Cyanobacteria_order_incertae_sedis_unclassified(100);Cyanobacteria_order_incertae_sedis_unclassified(100);
Otu1512	5	"Bacteria(100);""Bacteroidetes""(100);""Sphingobacteria""(100);""Sphingobacteriales""(100);""Saprospiraceae""(100);""Saprospiraceae""_unclassified(100);"
Otu1513	5	"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);"
Otu1514	5	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);"
Otu1515	5	"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);"
Otu1516	5	"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);"
Otu1517	5	"Bacteria(100);""Proteobacteria""(100);Deltaproteobacteria(100);Deltaproteobacteria_unclassified(100);Deltaproteobacteria_unclassified(100);Deltaproteobacteria_unclassified(100);"
Otu1518	5	"Bacteria(100);""Proteobacteria""(100);Deltaproteobacteria(100);Bdellovibrionales(100);Bacteriovoracaceae(100);Bacteriovorax(100);"
Otu1519	5	"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);"
Otu1520	5	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu1521	5	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu1522	5	"Bacteria(100);""Bacteroidetes""(100);""Bacteroidetes""_unclassified(100);""Bacteroidetes""_unclassified(100);""Bacteroidetes""_unclassified(100);""Bacteroidetes""_unclassified(100);"
Otu1523	5	"Bacteria(100);""Bacteroidetes""(100);""Sphingobacteria""(100);""Sphingobacteriales""(100);""Sphingobacteriales""_unclassified(100);""Sphingobacteriales""_unclassified(100);"
Otu1524	5	"Bacteria(100);""Verrucomicrobia""(100);Subdivision3(100);Subdivision3_order_incertae_sedis(100);Subdivision3_family_incertae_sedis(100);3_genus_incertae_sedis(100);"
Otu1525	5	"Bacteria(100);""Planctomycetes""(100);""Planctomycetacia""(100);Planctomycetales(100);Planctomycetaceae(100);Planctomycetaceae_unclassified(100);"
Otu1526	5	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu1527	5	"Bacteria(100);""Proteobacteria""(100);Deltaproteobacteria(100);Bdellovibrionales(100);Bacteriovoracaceae(100);Bacteriovorax(100);"
Otu1528	5	"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);"
Otu1529	5	"Bacteria(100);""Planctomycetes""(100);""Planctomycetacia""(100);Planctomycetales(100);Planctomycetaceae(100);Rhodopirellula(100);"
Otu1530	5	"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Chromatiales(100);Chromatiaceae(100);Rheinheimera(100);"
Otu1531	5	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu1532	5	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu1533	5	"Bacteria(100);""Proteobacteria""(100);Deltaproteobacteria(100);Bdellovibrionales(100);Bacteriovoracaceae(100);Peredibacter(100);"
Otu1534	5	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu1535	5	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu1536	5	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Rhizobiales(100);Hyphomicrobiaceae(100);Maritalea(100);"
Otu1537	5	"Bacteria(100);""Bacteroidetes""(100);""Sphingobacteria""(100);""Sphingobacteriales""(100);""Saprospiraceae""(100);Lewinella(100);"
Otu1538	5	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu1539	5	Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Megasphaera(100);
Otu1540	5	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu1541	5	"Bacteria(100);""Verrucomicrobia""(100);Opitutae(100);Puniceicoccales(100);Puniceicoccaceae(100);Puniceicoccaceae_unclassified(100);"
Otu1542	5	"Bacteria(100);""Planctomycetes""(100);""Planctomycetacia""(100);Planctomycetales(100);Planctomycetaceae(100);Planctomycetaceae_unclassified(100);"
Otu1543	5	"Bacteria(100);""Proteobacteria""(100);Deltaproteobacteria(100);Bdellovibrionales(100);Bacteriovoracaceae(100);Bacteriovoracaceae_unclassified(100);"
Otu1544	5	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu1545	5	"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);""Vibrionales""(100);Vibrionaceae(100);Photobacterium(100);"
Otu1546	5	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu1547	5	"Bacteria(100);""Bacteroidetes""(100);""Sphingobacteria""(100);""Sphingobacteriales""(100);""Flammeovirgaceae""(100);""Flammeovirgaceae""_unclassified(100);"
Otu1548	5	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu1549	5	"Bacteria(100);""Proteobacteria""(100);Deltaproteobacteria(100);Bdellovibrionales(100);Bacteriovoracaceae(100);Bacteriovoracaceae_unclassified(100);"
Otu1550	5	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu1551	4	"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);"
Otu1552	4	"Bacteria(100);""Planctomycetes""(100);Phycisphaerae(100);Phycisphaerales(100);Phycisphaeraceae(100);Phycisphaera(100);"
Otu1553	4	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu1554	4	"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);"
Otu1555	4	"Bacteria(100);""Actinobacteria""(100);Actinobacteria(100);Actinomycetales(100);Actinomycetaceae(100);Varibaculum(100);"
Otu1556	4	"Bacteria(100);""Bacteroidetes""(100);Flavobacteria(100);""Flavobacteriales""(100);Flavobacteriaceae(100);Muricauda(100);"
Otu1557	4	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu1558	4	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu1559	4	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Rhodobacterales(100);Rhodobacteraceae(100);Rhodobacteraceae_unclassified(100);"
Otu1560	4	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu1561	4	"Bacteria(100);""Proteobacteria""(100);Deltaproteobacteria(100);Bdellovibrionales(100);Bacteriovoracaceae(100);Bacteriovorax(100);"
Otu1562	4	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu1563	4	"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);"
Otu1564	4	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu1565	4	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu1566	4	"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);"
Otu1567	4	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu1568	4	"Bacteria(100);""Actinobacteria""(100);Actinobacteria(100);Actinomycetales(100);Corynebacteriaceae(100);Corynebacterium(100);"
Otu1569	4	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Rhodobacterales(100);Rhodobacteraceae(100);Rhodobacteraceae_unclassified(100);"
