39																																						
WSH174																																						
WSH175	0.859571																																					
WSH176	0.700572	0.772525																																				
WSH177	0.713121	0.939686	0.822582																																			
WSH178	0.702759	0.762517	0.64065	0.853163																																		
WSH179	0.617319	0.932033	0.76608	0.6	0.804697																																	
WSH180	0.917534	0.735376	0.861262	0.960075	0.849279	0.955544																																
WSH181	0.977312	0.862445	0.949324	0.984806	0.940962	0.988157	0.824926																															
WSH182	0.97447	0.843533	0.941125	0.984594	0.926367	0.987408	0.729337	0.607189																														
WSH183	0.988296	0.9125	0.97974	0.994294	0.972332	0.995858	0.916318	0.782334	0.648579																													
WSH184	0.979707	0.880835	0.951365	0.990138	0.945171	0.988852	0.874126	0.610706	0.526957	0.702326																												
WSH185	0.874307	0.927884	0.84166	0.844626	0.88928	0.802618	0.954304	0.974518	0.980416	0.992018	0.973519																											
WSH186	0.926129	0.759671	0.867751	0.959897	0.866522	0.958236	0.683453	0.807882	0.753086	0.912338	0.876056	0.931664																										
WSH187	0.844221	0.808111	0.744636	0.900499	0.785308	0.85363	0.860388	0.94115	0.943833	0.971899	0.94393	0.702631	0.807737																									
WSH188	0.897178	0.7998	0.828088	0.948012	0.839633	0.938273	0.787505	0.83843	0.815844	0.933296	0.858078	0.856026	0.6436	0.678452																								
WSH189	0.982328	0.877934	0.961283	0.990976	0.950489	0.992448	0.851043	0.69927	0.502283	0.617747	0.62578	0.987615	0.858145	0.957885	0.884324																							
WSH190	0.973185	0.852577	0.932648	0.984502	0.916502	0.984068	0.832418	0.620811	0.630214	0.800539	0.516129	0.971469	0.822171	0.924806	0.796433	0.677175																						
WSH191	0.98067	0.876018	0.951099	0.990569	0.943961	0.990184	0.858041	0.661188	0.547794	0.684211	0.410562	0.984074	0.889129	0.944457	0.880368	0.568889	0.486096																					
WSH192	0.981109	0.881728	0.957447	0.990167	0.945443	0.99277	0.853085	0.625179	0.469027	0.615635	0.571717	0.986101	0.851966	0.959456	0.876609	0.469274	0.687732	0.586207																				
WSH193	0.966257	0.95697	0.908597	0.969438	0.953319	0.974206	0.963645	0.927981	0.949743	0.97319	0.929478	0.846135	0.932367	0.87022	0.912088	0.976526	0.903552	0.945931	0.96844																			
WSH194	0.983268	0.925306	0.964545	0.991292	0.968288	0.991753	0.945744	0.745649	0.684	0.785915	0.74954	0.987825	0.898885	0.958029	0.894351	0.778325	0.702924	0.6875	0.752381	0.904899																		
WSH195	0.979359	0.964573	0.943196	0.981252	0.96913	0.982821	0.973461	0.939244	0.957917	0.979218	0.940702	0.851618	0.953949	0.889169	0.923283	0.982201	0.923503	0.955427	0.975819	0.365328	0.901326																	
WSH196	0.98459	0.935202	0.96241	0.992782	0.96779	0.993749	0.94826	0.772215	0.728261	0.793612	0.741176	0.988328	0.909807	0.959469	0.917515	0.80786	0.706725	0.744681	0.822034	0.892675	0.476923	0.891156																
WSH201	0.987239	0.954155	0.942397	0.985491	0.975304	0.992681	0.976209	0.902023	0.927746	0.934186	0.934694	0.9901	0.946649	0.967065	0.944867	0.989967	0.858644	0.926136	0.957516	0.797378	0.7	0.891974	0.654494															
WSH202	0.983833	0.94457	0.954235	0.992312	0.980746	0.991194	0.959502	0.900208	0.882517	0.922807	0.920844	0.990866	0.935897	0.970826	0.93606	0.954911	0.899065	0.900963	0.940157	0.870828	0.774524	0.94128	0.782313	0.659429														
WSH203	0.957562	0.927568	0.88341	0.963553	0.942765	0.969747	0.951493	0.93642	0.949377	0.973621	0.956877	0.888286	0.918099	0.82655	0.878788	0.979632	0.917388	0.943588	0.971173	0.472672	0.879924	0.609937	0.870266	0.709298	0.762544													
WSH204	0.974154	0.942699	0.906463	0.975898	0.956604	0.97585	0.958726	0.92377	0.94984	0.97168	0.94186	0.931244	0.922976	0.846983	0.871845	0.981896	0.89168	0.938322	0.969711	0.558396	0.86025	0.650375	0.8554	0.731407	0.675084	0.33844												
WSH205	0.958743	0.937877	0.797968	0.959298	0.947556	0.961555	0.951391	0.943854	0.962011	0.985963	0.94632	0.88633	0.922662	0.824654	0.878775	0.987981	0.938046	0.958066	0.979653	0.676158	0.930973	0.738494	0.936665	0.847571	0.788072	0.590031	0.537675											
WSH206	0.932525	0.936251	0.744276	0.944308	0.925902	0.936347	0.956029	0.969818	0.978298	0.990603	0.982251	0.838391	0.931125	0.807872	0.891673	0.99496	0.96077	0.976448	0.989561	0.643926	0.945987	0.685791	0.950692	0.898023	0.852465	0.589577	0.622794	0.398256										
WSH207	0.919462	0.942807	0.771329	0.928926	0.919291	0.92489	0.964314	0.974481	0.983152	0.991988	0.979215	0.827931	0.946701	0.812535	0.897794	0.995582	0.964365	0.979701	0.992652	0.66413	0.958558	0.708715	0.962925	0.914549	0.88455	0.648444	0.705593	0.52532	0.286921									
