lifestage,sample_id,Module,Mean
Embryo (65 hpf),AH6,ME14,-0.013226864273948659
Embryo (65 hpf),AH7,ME14,-0.04775647268599081
Embryo (65 hpf),AH8,ME14,-0.04387027387842443
Larvae (93 hpf),AH9,ME14,-0.039223029644751634
Larvae (93 hpf),AH10,ME17,-0.07773745564363439
Larvae (93 hpf),AH11,ME17,-0.08636473733947381
Egg (1 hpf),AH12,ME17,-0.16405580044562584
Larvae (93 hpf),AH13,ME17,-0.0774621102141379
Larvae (163 hpf),AH14,ME17,-0.06495984668952073
Larvae (163 hpf),AH15,ME17,-0.07637459125028079
Larvae (163 hpf),AH16,ME17,-0.07086170812737352
Larvae (163 hpf),AH17,ME17,-0.09230037599263975
Larvae (231 hpf),AH18,ME17,-0.026693862794299007
Egg (1 hpf),AH19,ME17,-0.19251542713817735
Egg (1 hpf),AH1,ME17,-0.1888797228261234
Larvae (231 hpf),AH20,ME17,0.033963419359071746
Larvae (231 hpf),AH21,ME17,0.012997058964121887
Larvae (231 hpf),AH22,ME17,-0.028429402965451343
Metamorphosed Polyp (231 hpf),AH24,ME17,0.019741037488442206
Metamorphosed Polyp (231 hpf),AH25,ME17,-0.03248953794132851
Egg (1 hpf),AH26,ME17,-0.19191895415560326
Metamorphosed Polyp (231 hpf),AH27,ME17,-0.017333255526072747
Embryo (5 hpf),AH28,ME17,-0.18390075084857047
Embryo (5 hpf),AH29,ME17,-0.17748371181992145
Embryo (38 hpf),AH2,ME17,0.36564761922072514
Embryo (5 hpf),AH30,ME17,-0.17068699652320246
Embryo (5 hpf),AH31,ME17,-0.1895987095190822
Embryo (38 hpf),AH32,ME17,0.40043313585605367
Attached Recruit (183 hpf),AH33,ME17,0.1317435753572576
Attached Recruit (231 hpf),AH34,ME17,0.069220500391834
Attached Recruit (231 hpf),AH35,ME17,0.13188677254337752
Attached Recruit (183 hpf),AH36,ME17,0.11892909184530004
Attached Recruit (183 hpf),AH37,ME17,0.1434177885054528
Attached Recruit (231 hpf),AH38,ME17,0.09920840109921128
Attached Recruit (183 hpf),AH39,ME17,0.10471500613344735
Embryo (38 hpf),AH3,ME17,0.3834944577523216
Embryo (38 hpf),AH4,ME17,0.3643117906310219
Embryo (65 hpf),AH5,ME17,-0.036836814107379885
Embryo (65 hpf),AH6,ME17,-0.04406388436896094
Embryo (65 hpf),AH7,ME17,-0.045787729697868686
Embryo (65 hpf),AH8,ME17,-0.05010590217786456
Larvae (93 hpf),AH9,ME17,-0.09286836703505445
Larvae (93 hpf),AH10,ME11,0.06138241071497761
Larvae (93 hpf),AH11,ME11,0.042423415127709974
Egg (1 hpf),AH12,ME11,-0.21394362112624415
Larvae (93 hpf),AH13,ME11,0.06090067810567437
Larvae (163 hpf),AH14,ME11,-0.00824210193657985
Larvae (163 hpf),AH15,ME11,0.00796682308554078
Larvae (163 hpf),AH16,ME11,-0.011905454245251681
Larvae (163 hpf),AH17,ME11,0.017179925322587393
Larvae (231 hpf),AH18,ME11,-0.02971407787344228
Egg (1 hpf),AH19,ME11,-0.22169059972952282
Egg (1 hpf),AH1,ME11,-0.2080121341205527
Larvae (231 hpf),AH20,ME11,-0.01797419168273473
Larvae (231 hpf),AH21,ME11,-0.029014948914428726
Larvae (231 hpf),AH22,ME11,-0.027297364585295653
Metamorphosed Polyp (231 hpf),AH24,ME11,-0.03410388404818602
Metamorphosed Polyp (231 hpf),AH25,ME11,-0.03429700157099381
Egg (1 hpf),AH26,ME11,-0.21450267227916883
Metamorphosed Polyp (231 hpf),AH27,ME11,-0.0349835112152211
Embryo (5 hpf),AH28,ME11,-0.20923583118350758
Embryo (5 hpf),AH29,ME11,-0.20772235780156004
Embryo (38 hpf),AH2,ME11,0.37995958305033806
Embryo (5 hpf),AH30,ME11,-0.20750240468691822
Embryo (5 hpf),AH31,ME11,-0.2044565548032164
Embryo (38 hpf),AH32,ME11,0.3789732423635933
Attached Recruit (183 hpf),AH33,ME11,-0.034980372717580956
Attached Recruit (231 hpf),AH34,ME11,-0.03238735188976156
Attached Recruit (231 hpf),AH35,ME11,-0.03838496377242881
Attached Recruit (183 hpf),AH36,ME11,-0.0376170596248538
Attached Recruit (183 hpf),AH37,ME11,-0.0478855046962553
Attached Recruit (231 hpf),AH38,ME11,-0.046910740480168286
Attached Recruit (183 hpf),AH39,ME11,-0.051501374494959375
Embryo (38 hpf),AH3,ME11,0.3679074040582022
Embryo (38 hpf),AH4,ME11,0.3674319374763033
Embryo (65 hpf),AH5,ME11,0.11126730526376835
Embryo (65 hpf),AH6,ME11,0.11347704059417899
Embryo (65 hpf),AH7,ME11,0.12244776674634468
Embryo (65 hpf),AH8,ME11,0.11767064518400211
Larvae (93 hpf),AH9,ME11,0.05527790238560914
Larvae (93 hpf),AH10,ME18,0.10127156743808519
Larvae (93 hpf),AH11,ME18,0.08086050374485437
Egg (1 hpf),AH12,ME18,-0.21435866155746763
Larvae (93 hpf),AH13,ME18,0.08057428125733021
Larvae (163 hpf),AH14,ME18,-0.0026200731857515536
Larvae (163 hpf),AH15,ME18,0.024086892290938917
Larvae (163 hpf),AH16,ME18,0.04558209231411809
Larvae (163 hpf),AH17,ME18,0.04528737596557032
Larvae (231 hpf),AH18,ME18,0.137327755011411
Egg (1 hpf),AH19,ME18,-0.3037156221709553
Egg (1 hpf),AH1,ME18,-0.1938509777871016
Larvae (231 hpf),AH20,ME18,0.098008314278902
Larvae (231 hpf),AH21,ME18,0.06577782131676205
Larvae (231 hpf),AH22,ME18,0.0691960764660447
Metamorphosed Polyp (231 hpf),AH24,ME18,7.34422295631884e-4
Metamorphosed Polyp (231 hpf),AH25,ME18,0.0690306962109057
Egg (1 hpf),AH26,ME18,-0.213975807441288
