gene_id,MM.3
g23876,-0.912194520450994
g36290,-0.966929472719779
g61122,-0.872217702672394
g50752,-0.92462293123002
g34599,-0.912750629224467
g25409,-0.844957249811232
g39156,-0.895900851822404
g48109,-0.905370795248626
g6370,-0.876814621038
g55623,-0.882562746602934
g53887,-0.867093873576082
g24269,-0.921228521843016
g38364,-0.944913355768519
g48819,-0.855457547696889
g58926,-0.87413668541991
g35046,-0.851536267562642
g25687,-0.89534159574719
g49267,-0.924783009624826
g53132,-0.837574834362164
g67242,-0.926817247952222
g12998,-0.945865397474961
g49134,-0.943663324425704
g10421,-0.905645278172006
g12285,-0.868085454317833
g32752,-0.928859638129246
g41403,-0.897890004959618
adi2mcaRNA35119_R0,-0.882303001421051
g60687,-0.912501212932118
g23861,-0.764077461164319
g64247,-0.893386864089113
g44633,-0.94275077094762
g27843,-0.929698528260753
g46373,-0.922212346593096
g7583,-0.882964271624842
g50380,-0.90273531516201
g62607,-0.847028551167376
g46369,-0.863116310381841
g44802,-0.919510671572944
g47990,-0.847346481375691
g68176,-0.833924122769516
adi2mcaRNA30198_R0,-0.889697928918699
g53997,-0.922160418269981
g36451,-0.92420809278283
adi2mcaRNA9037_R0,-0.935705272540543
g67111,-0.872823273759548
g26427,-0.923662364371738
g67827,-0.895744183513217
g57151,-0.867328078403841
g55195,-0.858305544449367
g56478,-0.855630370704178
adi2mcaRNA3152_R1,-0.846099120113343
g34656,-0.881031732732932
g62002,-0.893424522120732
g12570,-0.856463679144996
g62770,-0.86238840274761
g4664,-0.890997661573762
g46547,-0.841915058798634
g41830,-0.902304207068126
g69045,-0.863349422079966
g62715,-0.897389623998089
g27208,-0.896672641428784
g57675,-0.844667880840609
g42218,-0.882016494378064
g17679,-0.867727867765592
g56768,-0.894384003205989
g49490,-0.902788793052226
g21633,-0.877863417127334
g58599,-0.782848004872991
g48529,-0.802684261720147
g14606,-0.86424268755533
g53999,-0.901559469254965
adi2mcaRNA27032_R1,-0.887096572651105
adi2mcaRNA9843_R0,-0.904032484798791
g43322,-0.876366295357269
g61952,-0.86126932167016
g43098,-0.857856428808023
g37074,-0.791185469970487
g15364,-0.863294950302431
g15170,-0.814334250532743
g35177,-0.83251173766172
g29880,-0.868885299010354
g88,-0.870717471503906
adi2mcaRNA23574_R0,-0.85111009508482
g58549,-0.857926435205621
g10624,-0.824549280773914
adi2mcaRNA8511_R1,-0.86078172663153
g70558,-0.852647022483175
g19712,-0.884421804290982
g8981,-0.8972427048333
g36975,-0.881183243206117
g27910,-0.837467937207806
g36179,-0.810421841264667
g35102,-0.870821305156285
g55196,-0.78372455498699
g68716,-0.83441611625093
g19246,-0.892065055991548
g41442,-0.850774535450077
g27887,-0.743810141613054
g9360,-0.855456670779044
g71132,-0.8566422905333
g6446,-0.866606904492788
g14701,-0.854276152364084
g63466,-0.840713056149359
