gene_id,MM.17
g23876,-0.193027217612839
g36290,-0.110816335672777
g61122,-0.175751356968729
g50752,-0.225664608552008
g34599,-0.226628029585024
g39156,-0.181785369940719
g25409,-0.278821051683528
g6370,-0.160040166111882
g53887,-0.0814630401959315
g48109,-0.0899371063979825
g24269,-0.239202584386396
g35046,-0.121698066112945
g48819,-0.114868097702634
g38364,-0.0458870174598784
g25687,-0.055857390900806
g55623,-0.104492089886178
g49134,-0.076201225943954
g67242,0.0338771227683113
g53132,-0.253453715131799
g12998,-0.0378872587574484
g10421,-0.263941173683779
g58926,-0.112961100394834
g49267,-0.0865053727927081
adi2mcaRNA35119_R0,-0.138805808295925
g32752,-0.0597819412896642
g12285,-0.206609645793244
g41403,-0.290722380822065
g50380,-0.157145834912135
g23861,-0.374293911799026
g60687,-0.153679371288812
g27843,0.0270006318037902
g46373,-0.107735669148241
g64247,-0.36227278692562
g44633,0.0095767586657372
g47990,-0.109370562566617
g53997,0.0823839274234544
g44802,0.0116582438601243
g7583,-0.367324824772124
g62607,-0.47100993761278
g46369,-0.219475830902298
adi2mcaRNA9037_R0,-0.0658122688060579
adi2mcaRNA30198_R0,-0.0662654352393043
g36451,-0.0646299825279669
g68176,-0.383847925934686
g26427,-0.134318383828608
g67827,0.00842492313608957
g57151,-0.138064265176911
g56478,-0.0171845527795473
g55195,-0.143770749715686
g62002,-0.127734751852853
g62770,-0.110499404548195
g67111,-0.191595922531597
g69045,0.00112804865787983
g12570,-0.143167802143953
g46547,-0.0717854334385379
adi2mcaRNA3152_R1,-0.239383332102273
g4664,0.046381177028856
g49490,0.0425889016121008
g62715,0.00448453770005701
g17679,0.013064598315989
g27208,-0.0756074806395982
g34656,-0.130381855851792
g57675,-0.137053519468086
g56768,-0.155650486982596
g58599,-0.0757150007360723
g21633,-0.300525865048411
g41830,-0.135871595889531
g42218,-0.121038596203622
g53999,-0.105978680196196
adi2mcaRNA27032_R1,0.0116692207929374
g48529,-0.259139152993878
g15170,-0.000148001464333119
g14606,-0.18034769322937
g61952,-0.105021721837671
g43098,-0.115864186934374
g43322,-0.0252094768989141
g88,-0.0658634198233627
g71132,-0.0910075987068217
adi2mcaRNA23574_R0,-0.00274053730728129
g37074,-0.186961297600251
g35177,-0.476901734438998
g29880,-0.0307217069110189
adi2mcaRNA8511_R1,0.0272936442679554
g35102,-0.063335961371124
g10624,-0.0356622128767504
adi2mcaRNA9843_R0,-0.142892221340658
g58549,-0.22702780600904
g19246,0.0518254038087354
g36975,-0.0280449061680587
g70558,-0.201203746487773
g27887,-0.318052636401043
g19712,0.0689294433254923
g68716,-0.15427886727729
g15364,-0.134054576875605
g27910,-0.116639675498309
g36179,-0.428475883439261
g6446,-0.0284753754883818
g9360,-0.213655180427709
g63466,0.000613443798783833
g14701,-0.0400792957310637
g41442,-0.189844584272856
g14605,-0.135633691434663
g55196,-0.0492120587936651
g8981,-0.00217837143868205
g56275,-0.143369497688612
adi2mcaRNA8957_R0,-0.233598272707695
g65827,-0.0794365878080909
g38208,0.0620541730554828
g18729,0.0715976134657751
g65962,-0.539199107568622
g53780,-0.139586544975612
g62771,0.0885102980362609
g22494,-0.158066842934535
g34405,-0.00910536403431296
g21698,-0.167647597538383
g11631,-0.0350388487430389
adi2mcaRNA5211_R0,-0.282037570287005
g48644,-0.0302853646781076
g58925,-0.163527884599479
g55624,-0.0666158396200801
g32928,-0.237284863534381
g5415,-0.10984744460033
g28147,-0.0445293759906291
g29934,-0.00934253674473971
g17816,-0.0958476623813239
g29205,-0.106568273528317
g71511,0.000297861142270328
g52048,-0.0233619606681561
g68777,-0.0745337897990602
g13102,-0.162783673901509
g69630,-0.410807491814018
g3409,0.0254390496788986
g24976,0.137209923539111
g16338,-0.08397153540259
g68166,0.0647547221922612
g62791,-0.00820904535029756
g62719,0.0157204279297635
g32785,-0.16323248756375
g49847,-0.0427987369239009
g71123,0.0145771436308507
adi2mcaRNA16924_R2,-0.367424700322744
g70486,-0.103234230656533
g60738,-0.220351031959008
g71356,0.0196992781912699
g64090,-0.275109441426662
g28905,-0.0752863008809665
g39409,-0.0807711179385443
g22808,0.0378766762574474
g37399,0.0206837316871975
g63810,-0.05436642135473
g63050,-0.432367865900131
g38026,-0.226746815606625
g38253,-0.131561026298383
g66745,-0.340406135788435
g62835,-0.252427567128556
g45308,-0.316873835778249
g67731,-0.147377304137951
g54778,-0.326247336874933
g54698,-0.012641073277475
g33677,-0.149080718700256
g37742,-0.14241595383316
g34995,-0.0118812597259913
g69050,0.0364202919136971
g5463,-0.33266040498842
g6182,-0.375943042304358
g41463,-0.277505965279167
g68178,-0.0893638722003686
adi2mcaRNA15683_R0,-0.106205815060568
g43833,-0.0774516472771286
g56978,0.0762938368080016
adi2mcaRNA4299_R0,-0.424957035691719
g60214,-0.1658380162396
g27542,-0.162911701406689
