WSH203	0.957949	0.927989	0.886287	0.963193	0.943499	0.975091	0.948265	0.939581	0.946528	0.972625	0.956103	0.885869	0.915361	0.822547	0.871768	0.979592	0.91716	0.949258	0.968189	0.467133	0.880915	0.60682	0.868992	0.715543	0.77097													
WSH204	0.974506	0.943689	0.910816	0.976935	0.95849	0.98043	0.95674	0.935458	0.950024	0.97739	0.944653	0.931169	0.920734	0.842105	0.866588	0.984887	0.894518	0.945637	0.972823	0.567459	0.8648	0.653227	0.853428	0.741935	0.677646	0.349844												
WSH205	0.961286	0.935769	0.8028	0.959473	0.95086	0.967491	0.951528	0.944733	0.960591	0.987314	0.943696	0.886428	0.921668	0.821051	0.873753	0.988095	0.938036	0.961259	0.97871	0.672445	0.934106	0.733744	0.936785	0.847262	0.791619	0.595229	0.538053											
WSH206	0.936252	0.936717	0.748015	0.944685	0.938881	0.945312	0.956889	0.970512	0.978482	0.99147	0.982387	0.8376	0.930914	0.80318	0.889986	0.99597	0.958782	0.979113	0.98993	0.640987	0.946524	0.681879	0.94895	0.896585	0.855756	0.589463	0.620803	0.397385										
WSH207	0.922429	0.942554	0.77403	0.929549	0.931772	0.9349	0.964305	0.974884	0.982934	0.992711	0.979324	0.827884	0.945953	0.808879	0.892813	0.996075	0.963672	0.981295	0.992756	0.663925	0.96006	0.707922	0.962689	0.914807	0.888664	0.648784	0.709348	0.529769	0.293608									
WSH208	0.949336	0.969947	0.844969	0.942036	0.956638	0.940823	0.977183	0.984778	0.989487	0.995856	0.985927	0.843684	0.970167	0.881203	0.937604	0.996787	0.9791	0.989379	0.995257	0.677652	0.979325	0.648827	0.976667	0.940216	0.942973	0.780504	0.809189	0.641937	0.572	0.518179								
WSH209	0.86341	0.946724	0.751192	0.893313	0.914553	0.890082	0.968285	0.979741	0.989195	0.995409	0.981582	0.813882	0.957988	0.841098	0.914379	0.997141	0.973438	0.987178	0.995999	0.770703	0.975806	0.792648	0.975906	0.956744	0.955502	0.78104	0.851688	0.715308	0.539718	0.491302	0.547769							
WSH210	0.904006	0.927897	0.765346	0.916928	0.913638	0.913214	0.962979	0.981966	0.98727	0.994944	0.982	0.803624	0.953174	0.822269	0.904724	0.997483	0.981888	0.987802	0.994739	0.721232	0.981423	0.745017	0.982642	0.951885	0.945982	0.762917	0.837528	0.676788	0.525356	0.470113	0.530368	0.305944						
WSH211	0.888478	0.946261	0.801014	0.904631	0.930014	0.887425	0.971083	0.987501	0.989666	0.996229	0.987207	0.883454	0.966804	0.849409	0.928649	0.997293	0.982363	0.989411	0.996391	0.873088	0.984459	0.875151	0.984361	0.960961	0.965857	0.858066	0.88552	0.776489	0.673617	0.617428	0.611298	0.437939	0.329719					
WSH212	0.919567	0.935063	0.786318	0.943657	0.909351	0.942079	0.960602	0.979354	0.984199	0.994644	0.983757	0.902113	0.947649	0.844789	0.888354	0.996454	0.97427	0.982962	0.993265	0.833198	0.965421	0.826136	0.967418	0.940182	0.928186	0.818019	0.853586	0.683964	0.596204	0.537871	0.604427	0.424049	0.290231	0.433608				
WSH213	0.898295	0.890608	0.669109	0.906287	0.893094	0.886633	0.912201	0.960944	0.969838	0.990485	0.967391	0.819449	0.878683	0.678501	0.839891	0.985179	0.955291	0.970208	0.976655	0.902341	0.950209	0.909947	0.955924	0.958571	0.957429	0.857251	0.879585	0.733749	0.631729	0.656698	0.787209	0.669302	0.679542	0.7497	0.651421			
WSH214	0.847616	0.913954	0.687947	0.813641	0.855168	0.807245	0.945339	0.984773	0.986759	0.996123	0.985016	0.795125	0.941787	0.788456	0.908445	0.994743	0.976791	0.985896	0.993661	0.934276	0.980492	0.94135	0.981935	0.976234	0.976713	0.915939	0.925562	0.855394	0.774474	0.756561	0.778451	0.599879	0.701495	0.711049	0.734616	0.612647		
WSH215	0.929853	0.841812	0.859449	0.920973	0.900322	0.967411	0.855635	0.932675	0.925316	0.967555	0.91318	0.876214	0.816367	0.774453	0.704053	0.943343	0.882084	0.911561	0.958121	0.905183	0.910319	0.92139	0.912401	0.891336	0.93194	0.86951	0.891192	0.878231	0.889957	0.902132	0.944502	0.93508	0.919656	0.935484	0.911629	0.859307	0.918325	
WSH216	0.822541	0.817929	0.66198	0.876377	0.814456	0.833272	0.897621	0.965194	0.966433	0.989592	0.969571	0.74822	0.863476	0.592398	0.79766	0.984949	0.954277	0.970187	0.979798	0.91195	0.955246	0.929802	0.960678	0.95983	0.946996	0.864615	0.89434	0.844853	0.801456	0.802346	0.853368	0.790047	0.76824	0.786114	0.800699	0.621432	0.641689	0.828664
