39																																						
WSH174																																						
WSH175	0.865793																																					
WSH176	0.695234	0.782076																																				
WSH177	0.713149	0.942125	0.818614																																			
WSH178	0.694655	0.766818	0.650425	0.856209																																		
WSH179	0.657847	0.943754	0.785959	0.624834	0.829941																																	
WSH180	0.925859	0.760202	0.873774	0.96506	0.873554	0.965171																																
WSH181	0.983424	0.893709	0.960837	0.986847	0.954443	0.991736	0.871929																															
WSH182	0.980605	0.871955	0.954023	0.989452	0.948948	0.992463	0.83547	0.693082																														
WSH183	0.991695	0.937407	0.986845	0.995506	0.97941	0.997526	0.950059	0.857143	0.665529																													
WSH184	0.984339	0.901832	0.960417	0.991681	0.955234	0.991364	0.892892	0.681716	0.519833	0.765625																												
WSH185	0.87194	0.932075	0.844499	0.845493	0.891582	0.823438	0.958396	0.978439	0.984691	0.994752	0.976495																											
WSH186	0.929997	0.773692	0.878119	0.963534	0.883495	0.967053	0.709877	0.818796	0.817164	0.928352	0.8865	0.935759																										
WSH187	0.844668	0.816327	0.748781	0.89958	0.793969	0.873331	0.870729	0.953749	0.954534	0.980769	0.953117	0.700814	0.80892																									
WSH188	0.904692	0.809932	0.839538	0.953097	0.862388	0.950865	0.83899	0.866481	0.872	0.95287	0.870722	0.860339	0.663928	0.6846																								
WSH189	0.988124	0.911658	0.971698	0.993004	0.961905	0.995271	0.902273	0.805142	0.512048	0.696203	0.687943	0.991439	0.88189	0.969932	0.90791																							
WSH190	0.979095	0.873614	0.944061	0.986902	0.925926	0.988108	0.864927	0.697074	0.647682	0.833333	0.524823	0.975305	0.830438	0.9343	0.815777	0.713877																						
WSH191	0.984491	0.895512	0.957326	0.991897	0.950464	0.992689	0.885081	0.73913	0.509009	0.74212	0.409346	0.986172	0.902482	0.953205	0.889258	0.592784	0.484587																					
WSH192	0.988763	0.923355	0.973885	0.9927	0.961015	0.99626	0.911565	0.730094	0.520958	0.656904	0.604706	0.990648	0.88998	0.968445	0.917453	0.52518	0.728959	0.605128																				
WSH193	0.966806	0.956901	0.909808	0.969194	0.95481	0.978032	0.962704	0.928495	0.950498	0.977004	0.925969	0.843688	0.927446	0.867183	0.908449	0.979122	0.90163	0.94954	0.968088																			
WSH194	0.983608	0.927744	0.965702	0.991662	0.967527	0.993175	0.937888	0.798788	0.660287	0.783282	0.764244	0.988348	0.878403	0.960265	0.894382	0.773481	0.707006	0.725738	0.71978	0.906072																		
WSH195	0.97926	0.961958	0.943019	0.981147	0.97042	0.98508	0.972236	0.939064	0.956474	0.980198	0.937651	0.848938	0.951321	0.884758	0.91867	0.982652	0.924443	0.956593	0.975391	0.368421	0.907104																	
WSH196	0.985776	0.932495	0.963843	0.992735	0.968282	0.994801	0.948515	0.804373	0.69697	0.803815	0.732369	0.988859	0.898778	0.960689	0.917763	0.788177	0.705669	0.733591	0.784314	0.89253	0.471545	0.892009																
WSH201	0.988876	0.952984	0.943005	0.985175	0.976962	0.99371	0.974093	0.911504	0.918033	0.930097	0.931526	0.989918	0.941267	0.966268	0.943205	0.98917	0.854657	0.933934	0.94964	0.799151	0.696875	0.893043	0.657895															
WSH202	0.984367	0.946204	0.958305	0.992855	0.981285	0.993224	0.957338	0.906887	0.86859	0.924386	0.918881	0.990858	0.925076	0.971515	0.933535	0.957746	0.891019	0.9	0.936842	0.869822	0.761468	0.938955	0.773639	0.652482														
