lifestage,symbiont_CD_ratio
Egg (1 hpf),0
Embryo (5 hpf),-0.13103953073439545
Embryo (38 hpf),0.10927142240457569
Embryo (65 hpf),0.21802104767329844
Larvae (93 hpf),0.034137655985553184
Larvae (163 hpf),0.11594193467781384
Larvae (231 hpf),0.32950343886662864
Metamorphosed Polyp (231 hpf),0.030555193138051648
Attached Recruit (183 hpf),0.17192748758047163
Attached Recruit (231 hpf),-0.016251110085378925
