WSH174,WSH175,WSH176,WSH177,WSH178,WSH179,WSH186,WSH187,WSH188,WSH193,WSH195,WSH203,WSH204,WSH205,WSH206,WSH207,WSH208,WSH209,WSH210,WSH211,WSH212,WSH213,WSH214,WSH215,WSH216,taxa
0,0,6,0,0,0,0,0.5555555555555556,0,0.1111111111111111,0,0,0,0,3.2222222222222223,0,0.1111111111111111,9.88888888888889,0.5555555555555556,0.1111111111111111,0.1111111111111111,5.444444444444445,18.444444444444443,0,0,Otu0004 - Gammaproteobacteriaunclassified : Gammaproteobacteria_unclassified
0.5555555555555556,0.4444444444444444,0,0,0,0,0,0,0.3333333333333333,3.6666666666666665,0.4444444444444444,6.555555555555555,18,12,9.555555555555555,2.3333333333333335,10,0.7777777777777778,1.6666666666666667,0.3333333333333333,0.6666666666666666,0,0,0,0,Otu0007 - Pseudoalteromonadaceae : Psychrosphaera
1.2222222222222223,3.7777777777777777,3.7777777777777777,1.4444444444444444,5.777777777777778,3,3.5555555555555554,1.3333333333333333,1.2222222222222223,0,0,0,0,0.1111111111111111,0,0.1111111111111111,0,0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.5555555555555556,1.8888888888888888,1.7777777777777777,2.4444444444444446,Otu0017 - Hyphomonadaceae : Hyphomonas
0,0.1111111111111111,1.1111111111111112,0.3333333333333333,0.6666666666666666,0,0.4444444444444444,0.6666666666666666,0,0.1111111111111111,0,1,0,1.1111111111111112,1.3333333333333333,1.7777777777777777,2.2222222222222223,1.8888888888888888,2,3.3333333333333335,2.6666666666666665,0.4444444444444444,2.2222222222222223,0,1.3333333333333333,Otu0022 - Rhodobacteraceae : Rhodobacteraceae_unclassified
0.2222222222222222,0.3333333333333333,0.1111111111111111,0,0,0,1.5555555555555556,1.4444444444444444,2.6666666666666665,0.5555555555555556,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.1111111111111111,0,0,0.1111111111111111,0.2222222222222222,0,0.2222222222222222,0.3333333333333333,12.11111111111111,0.6666666666666666,Otu0049 - Bacteriaunclassified : Bacteria_unclassified
0,0.1111111111111111,6.333333333333333,0.2222222222222222,0,0.6666666666666666,1,1.6666666666666667,2,0.5555555555555556,0.1111111111111111,1.5555555555555556,2.6666666666666665,16.11111111111111,17.11111111111111,15.222222222222221,11.88888888888889,19.88888888888889,26.444444444444443,24.333333333333332,40,22.77777777777778,9.666666666666666,1.3333333333333333,2.6666666666666665,Otu0001 - Oceanospirillaceae : Oceanospirillaceae_unclassified
0,0.1111111111111111,0.3333333333333333,0,0,0,0,0,0,0,0,1.6666666666666667,0.8888888888888888,7.444444444444445,2.2222222222222223,0.4444444444444444,1,0.6666666666666666,0.1111111111111111,0.5555555555555556,0.1111111111111111,0,0,0.7777777777777778,0,"Otu0039 - Proteobacteriaunclassified : ""Proteobacteria""_unclassified"
0.2222222222222222,1.2222222222222223,0.3333333333333333,1,0.2222222222222222,0.8888888888888888,0.4444444444444444,2,0.4444444444444444,0,0,0.1111111111111111,0.1111111111111111,0,0.2222222222222222,0.1111111111111111,0,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.2222222222222222,1.2222222222222223,2.5555555555555554,2.3333333333333335,Otu0030 - Alteromonadaceae : Alteromonadaceae_unclassified
0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111,4,7,7.111111111111111,34.22222222222222,64.33333333333333,23.22222222222222,16.88888888888889,11.666666666666666,16.77777777777778,12.88888888888889,15.88888888888889,8.333333333333334,10.555555555555555,2.5555555555555554,2.6666666666666665,3.7777777777777777,1.2222222222222223,2.4444444444444446,1.4444444444444444,Otu0002 - Alteromonadaceae : Alteromonas
0.7777777777777778,0.5555555555555556,0.6666666666666666,1.2222222222222223,0.2222222222222222,1.1111111111111112,0.7777777777777778,0.2222222222222222,0.6666666666666666,0,0,0.2222222222222222,0,0.3333333333333333,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.4444444444444444,0.6666666666666666,0.3333333333333333,0,1.4444444444444444,Otu0031 - Rhodobacteraceae : Rhodobacteraceae_unclassified
0,0.2222222222222222,0,0,0,0,0,0,0,1.5555555555555556,1.7777777777777777,0.3333333333333333,2.888888888888889,1.3333333333333333,1.5555555555555556,2,0.7777777777777778,0,0,0.5555555555555556,0.2222222222222222,0.2222222222222222,0,0,0,Otu0051 - Oceanospirillaceae : Oleispira
4.111111111111111,1.4444444444444444,0.6666666666666666,3.3333333333333335,0.8888888888888888,3.111111111111111,0.5555555555555556,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0,0,0.8888888888888888,0,0,Otu0014 - Gammaproteobacteriaunclassified : Gammaproteobacteria_unclassified
0,0,0,0,0,0.3333333333333333,2.7777777777777777,5.777777777777778,0.2222222222222222,0,0,0,0,0,0,0,0,0.1111111111111111,0,0,0,7.111111111111111,0.2222222222222222,0.1111111111111111,3.5555555555555554,Otu0037 - Bacteriaunclassified : Bacteria_unclassified
0,0.1111111111111111,2.4444444444444446,0.1111111111111111,0.8888888888888888,0.1111111111111111,0,0.2222222222222222,0.2222222222222222,20.333333333333332,1.7777777777777777,6,3.5555555555555554,3.111111111111111,1.2222222222222223,1,8.777777777777779,0.5555555555555556,0.2222222222222222,0.6666666666666666,0.5555555555555556,0.2222222222222222,0.5555555555555556,3.888888888888889,0.2222222222222222,Otu0008 - Vibrionaceae : Vibrio
0.2222222222222222,1,1.2222222222222223,0,0,0,1.2222222222222223,0.6666666666666666,1.3333333333333333,12.777777777777779,14.666666666666666,2.5555555555555554,5.555555555555555,4.777777777777778,4.222222222222222,7.222222222222222,5.555555555555555,2.888888888888889,5.888888888888889,5,9.11111111111111,1.3333333333333333,0.4444444444444444,1.2222222222222223,1.8888888888888888,Otu0003 - Oceanospirillaceae : Thalassolituus
0.1111111111111111,0,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.1111111111111111,0,0,0,0.3333333333333333,0.1111111111111111,0.5555555555555556,1.2222222222222223,2.7777777777777777,0.7777777777777778,2.2222222222222223,2.5555555555555554,0.5555555555555556,0.3333333333333333,0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0,0.3333333333333333,Otu0033 - Gammaproteobacteriaunclassified : Gammaproteobacteria_unclassified
1.4444444444444444,0.3333333333333333,3.111111111111111,3.3333333333333335,0.5555555555555556,0.5555555555555556,0,0.1111111111111111,0,0,0,0,0,0.1111111111111111,0.6666666666666666,0.2222222222222222,0.1111111111111111,1.6666666666666667,1.3333333333333333,0.7777777777777778,0.2222222222222222,4.111111111111111,6.444444444444445,0.4444444444444444,1.1111111111111112,Otu0009 - Kordiimonadaceae : Kordiimonas
0.5555555555555556,0,0,2.5555555555555554,0.1111111111111111,0,0.1111111111111111,0.5555555555555556,1.3333333333333333,0,0.3333333333333333,0.7777777777777778,0.6666666666666666,0,0.2222222222222222,0.2222222222222222,0.5555555555555556,0,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.1111111111111111,35.77777777777778,0.3333333333333333,Otu0027 - Pseudoalteromonadaceae : Pseudoalteromonas
0.7777777777777778,1.2222222222222223,3.6666666666666665,0.7777777777777778,0.8888888888888888,1.3333333333333333,0.2222222222222222,2.5555555555555554,0,0.2222222222222222,0.1111111111111111,1.7777777777777777,0.4444444444444444,0.6666666666666666,1.2222222222222223,1.5555555555555556,1.3333333333333333,1.6666666666666667,1.2222222222222223,0.6666666666666666,1.8888888888888888,5.444444444444445,4,0.5555555555555556,4.222222222222222,Otu0006 - Oceanospirillalesunclassified : Oceanospirillales_unclassified
7,0.5555555555555556,0.5555555555555556,5.666666666666667,0.1111111111111111,4.555555555555555,3,0.8888888888888888,0.4444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0,1.3333333333333333,"Otu0005 - Flammeovirgaceae : ""Flammeovirgaceae""_unclassified"
0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,1.2222222222222223,0.8888888888888888,2.111111111111111,3.4444444444444446,4.777777777777778,10.444444444444445,5.444444444444445,0,0,0,0,Otu0011 - Alteromonadaceae : Marinobacterium
0.7777777777777778,1.5555555555555556,1.5555555555555556,0.2222222222222222,1.3333333333333333,2.6666666666666665,0.8888888888888888,0.5555555555555556,0.2222222222222222,0,0,0,0,0.4444444444444444,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.8888888888888888,0.8888888888888888,0,0.2222222222222222,0,0.3333333333333333,Otu0025 - Rhodobacteraceae : Rhodobacteraceae_unclassified
0.2222222222222222,0,0,0.1111111111111111,0,0,0,0,0,0.1111111111111111,0,0.5555555555555556,0.2222222222222222,3.6666666666666665,1.5555555555555556,0.2222222222222222,4.666666666666667,0,0.3333333333333333,0,0,0,0.1111111111111111,0.6666666666666666,0.5555555555555556,Otu0041 - Colwelliaceae : Thalassomonas
0,0,0,0,0,0,0,0,0,12.555555555555555,7.333333333333333,16.333333333333332,17.11111111111111,0.8888888888888888,0.7777777777777778,0.6666666666666666,1.2222222222222223,0.4444444444444444,0.1111111111111111,0.1111111111111111,0,0.5555555555555556,0.1111111111111111,0,0.2222222222222222,Otu0020 - Gammaproteobacteriaunclassified : Gammaproteobacteria_unclassified
0,0.2222222222222222,0,0,0,0,0.7777777777777778,1,1.5555555555555556,0,0,0,0,0.7777777777777778,0.3333333333333333,1.1111111111111112,0.3333333333333333,1.4444444444444444,3.3333333333333335,0.8888888888888888,0.8888888888888888,0.1111111111111111,0,1,0,Otu0036 - Alteromonadaceae : Aestuariibacter
2.4444444444444446,1.2222222222222223,2.111111111111111,0.3333333333333333,2.6666666666666665,2.888888888888889,1.5555555555555556,2.3333333333333335,2.6666666666666665,0,0,0.3333333333333333,0,0.4444444444444444,0.2222222222222222,1,0.6666666666666666,0.7777777777777778,1.4444444444444444,2.4444444444444446,3.111111111111111,0.4444444444444444,1,1.4444444444444444,1.3333333333333333,Otu0013 - Rhodobacteraceae : Rhodobacteraceae_unclassified
