WSH174,WSH175,WSH176,WSH177,WSH178,WSH179,WSH186,WSH187,WSH188,WSH193,WSH195,WSH203,WSH204,WSH205,WSH206,WSH207,WSH208,WSH209,WSH210,WSH211,WSH212,WSH213,WSH214,WSH215,WSH216,taxa
0,0,0,0.1111111111111111,0,0,0,0,0,0,0,6.888888888888889,5.111111111111111,0.1111111111111111,0.2222222222222222,0.5555555555555556,0.1111111111111111,0,0.1111111111111111,0,0.1111111111111111,0,0,0,0,Otu0092 - Bacteriovoracaceae : Bacteriovorax
3,0.8888888888888888,0.7777777777777778,8.555555555555555,0.6666666666666666,0.7777777777777778,3.6666666666666665,0.1111111111111111,0,1.6666666666666667,0.2222222222222222,0.1111111111111111,0.5555555555555556,0.1111111111111111,0,0,0.1111111111111111,0,0,0,0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222,Otu0010 - Gammaproteobacteriaunclassified : Gammaproteobacteria_unclassified
0,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,0,0.1111111111111111,8.333333333333334,6.777777777777778,0.3333333333333333,1.6666666666666667,0.7777777777777778,2,0.5555555555555556,0.3333333333333333,0,0,0,Otu0026 - Flavobacteriaceae : Flavobacteriaceae_unclassified
0,0,0,0,0,0,0,0,0,0,0,0,0,2.6666666666666665,3,3.111111111111111,3.6666666666666665,3.111111111111111,1.8888888888888888,3.7777777777777777,3.3333333333333335,0.4444444444444444,0.5555555555555556,0,0,Otu0023 - Alphaproteobacteriaunclassified : Alphaproteobacteria_unclassified
3.7777777777777777,1.4444444444444444,1.1111111111111112,1.5555555555555556,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.2222222222222222,0,0,0,0.4444444444444444,0,0,0.5555555555555556,1,0.2222222222222222,6.333333333333333,0.2222222222222222,0.6666666666666666,0,0.1111111111111111,0,0.3333333333333333,0.4444444444444444,Otu0021 - Flavobacteriaceae : Tenacibaculum
0.7777777777777778,0.6666666666666666,0.5555555555555556,4,0.7777777777777778,0.6666666666666666,0.7777777777777778,1.2222222222222223,2,0,0,0,0,0,0,0.1111111111111111,0,0,0,0,0,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.6666666666666666,Otu0018 - Rhodobacteraceae : Rhodobacteraceae_unclassified
0.1111111111111111,0.6666666666666666,2.6666666666666665,0.2222222222222222,0.3333333333333333,1.5555555555555556,3.5555555555555554,1,0.4444444444444444,1.3333333333333333,0.7777777777777778,1.8888888888888888,0,1.2222222222222223,0.4444444444444444,1.4444444444444444,1,1.3333333333333333,1.6666666666666667,1.3333333333333333,1,0.4444444444444444,2.4444444444444446,1.3333333333333333,5.333333333333333,Otu0015 - Oceanospirillalesunclassified : Oceanospirillales_unclassified
0,0,0.3333333333333333,0,0,0,0,0.1111111111111111,0,0.6666666666666666,0,2.888888888888889,2,0.6666666666666666,1.8888888888888888,0.7777777777777778,0.4444444444444444,1.4444444444444444,1.5555555555555556,3.111111111111111,1.8888888888888888,0.2222222222222222,0.3333333333333333,0,0.6666666666666666,Otu0029 - Oceanospirillaceae : Neptuniibacter
0.2222222222222222,1.1111111111111112,0.7777777777777778,0.2222222222222222,0,1,4.666666666666667,3.4444444444444446,2.888888888888889,0,0,0,0,0.4444444444444444,2.6666666666666665,1.5555555555555556,0.6666666666666666,0.3333333333333333,0.5555555555555556,0,0,10,2.111111111111111,2.888888888888889,4.333333333333333,Otu0016 - Rhodobacteraceae : Shimia
0,0,0,0.1111111111111111,0,0.1111111111111111,0,0.1111111111111111,0,2.7777777777777777,2.111111111111111,0.3333333333333333,1.3333333333333333,6.444444444444445,0.6666666666666666,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.8888888888888888,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.1111111111111111,0,0.1111111111111111,Otu0032 - Oceanospirillaceae : Oceanospirillaceae_unclassified
