sample_uid	sample_name	fastq_fwd_file_name	fastq_fwd_sha256_file_hash	fastq_rev_file_name	fastq_rev_sha256_file_hash	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth	A4	A3	A4a	C31	C17d	C21	C21ac	C31a	1365_C	C17e	1366_C	C17	C17f	C17.2	C31.9	1369_C	1370_C	1367_C	C21k	1385_C	1368_C	1386_C	1374_C	1371_C	C31.1	C3	1372_C	1376_C	1373_C	C31.10	1387_C	1378_C	1375_C	1388_C	1377_C	1400_C	1404_C	1395_C	1389_C	1390_C	1396_C	1393_C	1401_C	1391_C	1409_C	1405_C	1406_C	1410_C	D1	D4	D6	D1ab	D17d	D17j	1379_D	1380_D	D17e	D17c	D4d	1381_D	D17l	1384_D	1383_D	D17k	1382_D	D5m	D17	1392_D	1397_D	1394_D	1399_D	1402_D	1403_D	D1r	1398_D	1408_D	1407_D
222	WSH083	WSH083_S35_L001_R1_001.fastq.gz	9726790516cd6bd4f1520c86b7dd49fdfe932b65559c58389f7420e88de34fd9	WSH083_S35_L001_R2_001.fastq.gz	dcab75c8e05abe611874ce5e7248d58217b9a52a5de934963493f05c2d2571c2	2.2619782907812263	1.1263721143556031	0.02433878611833053	1.1118177648677572	0.023849564286806298	0.013789940376089284	0.00033634000917290936	0.0007644091117566122	0.00015288182235132243	1.0	0.0014982418590429598	0	0	0.08335116954594098	0.03430668093563675	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData	0	0	0	0.24543647760281304	0.13722672374254702	0.06910258370279773	0.02800794985476227	0.02085308056872038	0.015257605870661979	0.008469652958263263	0.009784436630484636	0.011404983947408654	0.009692707537073842	0.007093716557101361	0.00892829842531723	0.007399480201804006	0	0.004586454670539673	0.004402996483718086	0.005136829231004433	0.005992967436171839	0.007063140192631096	0.004494725577128879	0.004219538296896499	0.005901238342761046	0	0.003516281914080416	0.0032716709983183	0.005840085613820517	0.0036080110074912094	0	0.003699740100902003	0	0	0.003088212811496713	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13279315089435867	0.08277021862100596	0.0430515211741324	0.01369821128267849	0.016113744075829384	0.0077663965754471796	0.006359883809815013	0.0035774346430209446	0.005167405595474698	0.0047699128573612595	0.005748356520409724	0.0031799419049075065	0.002843601895734597	0.0034245528206696225	0.0025989909799724814	0.003455129185139887	0.005106252866534169	0.004036080110074912	0	0.0025378382510319523	0.002843601895734597	0	0.0019263109616266625	0.0027518728023238036	0	0	0	0	0
220	WSH081	WSH081_S11_L001_R1_001.fastq.gz	3d4de85eb5c02262c303b8ba2eb3f6fcb71465306ddb777433ee4bf88b2b4684	WSH081_S11_L001_R2_001.fastq.gz	28a7a2bb1fc91a2cf59a964b9ff275bd0a9fa94971a808051a34f4d139c9446f	2.2619155696777122	1.1288912248847265	0.02262465059607712	1.120481639869078	0.02238574193085983	0.008075112884344315	0.00019112693217382995	0.0003344721313042024	4.778173304345749e-05	1.0	0.0010273072604343359	0	0	0.06560431946866713	0.029122966289987336	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData	0	0	0	0.24031822634206942	0.13237929139689897	0.07379888668562008	0.029146857156509068	0.01806149509042693	0.010846453400864849	0.010249181737821631	0.009389110543039396	0.006808896958692692	0.00721504168956208	0.006808896958692692	0.007549513820866283	0.006402752227823303	0	0.006259407028692931	0.0065222065604319465	0	0.005351554100867239	0.003965883842606971	0.003344721313042024	0.00418090164130253	0.004324246840432902	0	0.005590462766084526	0.0039897747091287	0	0	0	0.003511957378694125	0	0	0.002771340516520534	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1439663616599374	0.09950545906300022	0.05380223140693313	0.01734476909477507	0.011204816398690781	0.0071911508230403515	0.009197983610865566	0.0074061686217359105	0.005279881501302052	0.0037747569104331414	0.006689442626084048	0.0049693002365195785	0.0038225386434765987	0	0.0031297035143464653	0.002436868385216332	0.002699667916955348	0.005040972836084765	0.0020307236543469433	0	0	0.0017201423895644695	0	0	0	0	0	0	0
191	WSH052	WSH052_S43_L001_R1_001.fastq.gz	6cb7db231f290f96dfd2bde030e192c0bc174f6658619e2edfac2f1fb7a893d4	WSH052_S43_L001_R2_001.fastq.gz	2e7de24dd7672f407bd5150f0c1d3f65637d34c81d55037ac87b79b98af18dea	2.1677900387712494	1.1101699970175962	0.022994333432746795	1.0960930509991054	0.02254697286012526	0.011362958544586937	0.0002684163435729198	0.0027139874739039666	0.0001789442290486132	1.0	0.0014315538323889055	0	0	0.07315836564270801	0.024992543990456313	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData	0.0001789442290486132	0	0	0.26969877721443486	0.11362958544586937	0.06119892633462571	0.02436623918878616	0.02388905457798986	0.009155979719654041	0.009066507605129734	0.00864897107068297	0.005099910527885476	0.006501640322099612	0.00629287205487623	0.008738443185207277	0.00578586340590516	0.00524903071875932	0.0038174768863704148	0.005040262451535938	0	0.004503429764390099	0.0041753653444676405	0.0038174768863704148	0.0031911720847002684	0.003131524008350731	0.007426185505517447	0.004056069191768565	0.003250820161049806	0.0037876528481956455	0.004115717268118103	0	0.0028332836266030423	0.0037578288100208767	0	0.003698180733671339	0	0	0	0	0	0	0	0	0.0034297643900984194	0	0	0	0	0.12955562183119596	0.11846107963018193	0.06564270802266627	0.014226066209364749	0.0068297047420220695	0.006650760512973457	0.007963018192663287	0.0030718759320011928	0.0035490605427974946	0.003489412466447957	0	0.0033999403519236505	0.002206978824932896	0.0022666269012824336	0.003250820161049806	0.002863107664777811	0.003101699970175962	0	0	0.0019385624813599762	0	0	0	0	0	0	0	0	0
214	WSH075	WSH075_S34_L001_R1_001.fastq.gz	15f00ac981fff31c5940d42b5540141fa16e616d797883f3a8de886926c33d59	WSH075_S34_L001_R2_001.fastq.gz	2163724da589de4f17645ace68af10c443205ff820fdde3e06fb4fc528ae1dd1	2.2347263393825463	1.1180681078736172	0.024184802255802183	1.1004627286530257	0.0236786927915552	0.01699081772829152	0.00043380811221169837	0.000614561492299906	7.230135203528306e-05	1.0	0.0014821777167233028	0	0	0.06004627286530258	0.027727568505531056	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData	0	0	0	0.23317186031378787	0.14575952570313064	0.06904779119369532	0.0221965150748319	0.014351818379003687	0.013664955534668498	0.009109970356445665	0.00849540886414576	0.00968838117272793	0.009760682524763213	0.00827850480803991	0.007230135203528306	0.00614561492299906	0	0.003470464897693587	0.0049887932904345315	0.003759670305834719	0.00495264261441689	0	0.004301930446099342	0.003976574361940568	0	0	0.002928204757428964	0.003470464897693587	0	0	0	0	0	0	0	0.004880341262381607	0	0	0	0	0	0	0	0	0	0	0	0	0.14843467572843613	0.09930590702046128	0.05831104041645579	0.01673776299616803	0.016014749475815198	0.008603860892198684	0.006940929795387174	0.008423107512110476	0.005784108162822645	0.00448268382618755	0.005964861542910853	0.003687368953799436	0.003795820981852361	0.0031812594895524546	0.0029643554334466055	0.003145108813534813	0.002530547321234907	0.005784108162822645	0.0022774925891114162	0	0	0	0	0	0	0	0	0	0
217	WSH078	WSH078_S70_L001_R1_001.fastq.gz	61b06bbb449b00acba3e8a237f396f2b987d5748c7b3df6b05d846562d4825b1	WSH078_S70_L001_R2_001.fastq.gz	3fede7c8862e69eed855918fc065da4b7380069b94f2a833c96beaf11cb01b97	2.2687784452940107	1.1176406335335882	0.023921354451119606	1.0953213180411432	0.02341161478245039	0.02166393591844165	0.0004005097396686692	0.0006553795740032769	0.00010922992900054615	1.0	0.0017476788640087384	0	0	0.07977425814673221	0.03185872929182596	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData	0	0.0001820498816675769	0	0.20811942472237394	0.1654469324594939	0.07580557072637903	0.022574185326779538	0.012452211906062261	0.012306572000728199	0.011250682687056254	0.010522483160385945	0.009102494083378846	0.011396322592390314	0.0075368651010376845	0.008811214272710723	0.006808665574367377	0	0.0046240669943564535	0.0038230475150191155	0	0.005862006189695976	0.004041507373020207	0.0042599672310213	0.005862006189695976	0	0	0.003968687420353177	0.004842526852357546	0	0.0037502275623520847	0	0.004369197160021846	0.0033133078463499	0	0.0038230475150191155	0.005170216639359185	0	0	0	0	0	0	0	0	0	0	0	0	0.1476424540324049	0.08254141634807938	0.04897141816857819	0.022901875113781178	0.00939377389404697	0.006808665574367377	0.004587657018022938	0.006189695976697615	0.005097396686692153	0.004296377207354815	0.009066084107045331	0.005243036592026215	0.0028763881303477154	0.003022028035681777	0.004041507373020207	0.0029856180593482613	0.003713817586018569	0.0037866375386856	0.0017476788640087384	0	0	0	0	0.0034589477516839616	0.0016020389586746768	0	0	0	0
215	WSH076	WSH076_S46_L001_R1_001.fastq.gz	9e10db99c071b560132f25fcd3d3fa22afa1a54a37c970b4289150b6d7d8dd30	WSH076_S46_L001_R2_001.fastq.gz	34b57700c441559e482fd448e543076794d4fa9e9d25ec84e1aa30dbc865bb14	2.129117459546434	1.1518261027960777	0.025471325784025015	1.1231367072467289	0.024742706214517744	0.027687543641276298	0.0005464646771304532	0.0010018519080724976	0.00018215489237681775	1.0	0.001457239139014542	0	0	0.06269164212635478	0.0321806976532378	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData	0	0	0	0.24870214639181518	0.13236588846048758	0.06044506512037402	0.023224748778044264	0.01712255988342087	0.013540180333343452	0.009532772701053462	0.009563131849782932	0.009320258659947175	0.009229181213758765	0.008621998239169374	0.008591639090439904	0.004948541242903549	0	0.004493154011961505	0.0047360272017972615	0.005191414432739306	0.0037645344424542338	0.00488782294544461	0.0034305838064300678	0.0034305838064300678	0.003339506360241659	0	0.002914478278029084	0.0034609429551595372	0	0	0	0	0.0030662740216764323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1461185828349373	0.09107744618840888	0.04845320137223352	0.02009775645890889	0.02194966453140654	0.008834512280275661	0.004948541242903549	0.0037948935911837033	0.006041470597164455	0.005161055284009836	0.00816661100822733	0.0038252527399131727	0.004918182094174079	0.0028841191292996145	0.0027019642369227968	0.0031877106165943106	0.002580527642004918	0.0040074076322899905	0.0018822672212271169	0.0018822672212271169	0.0027323233856522662	0	0.0018519080724976472	0.0030662740216764323	0	0	0	0.0019126263699565864	0
208	WSH069	WSH069_S57_L001_R1_001.fastq.gz	920ab57902282226d013abe1621ca7516444d1bec5426f6d7d6edbca033a0d72	WSH069_S57_L001_R2_001.fastq.gz	03f6f410dccccc8e28c1b046c6176abf3c1774f4bdd342f36f6f79b59922a042	2.224163555297785	1.1180266067350564	0.024323050712292023	1.1033457788088592	0.023888063218182477	0.014318338347772502	0.0003624895784246203	0.0003624895784246203	7.249791568492405e-05	1.0	0.0015949541450683293	0	0	0.07590531772211548	0.030811614166092724	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData	0	0	0	0.23028962917316126	0.15061441983542972	0.05774458984304201	0.023308079892703084	0.018813209120237793	0.011309674846848153	0.009569724870409975	0.008735998840033348	0.0096422227860949	0.011128430057635842	0.00732228948417733	0.00536484576068438	0.0053285968028419185	0	0.004132381194040672	0.003552397868561279	0	0.005618588465581615	0	0.004929858266574836	0.0043861238989379055	0	0	0.003516148910718817	0.0043861238989379055	0.005147352013629608	0.0030811614166092725	0	0.004313625983252981	0	0	0.0031174103744517345	0.004893609308732374	0	0	0	0	0	0	0.0030811614166092725	0	0	0	0.0030086635009243484	0	0.15431181353536086	0.10918186102149563	0.052234748250987784	0.017254503933011926	0.010548446732156451	0.005111103055787146	0.006706057200855475	0.006923550947910247	0.00536484576068438	0.0028999166273969623	0	0.004966107224417298	0.0023924312176024937	0.00268242288034219	0.0030086635009243484	0.003552397868561279	0.00482111139304745	0	0	0	0	0	0	0	0	0	0	0	0.0017037010185957154
216	WSH077	WSH077_S58_L001_R1_001.fastq.gz	2b922ec1e86d43c8083726db295a47718cce3a1e0ba846168aa3d9414f21ab49	WSH077_S58_L001_R2_001.fastq.gz	e6bb73d437c9b8dbc1d803eab6ad89d5e991486702832e2667b96984a5f88ac9	2.28579185520362	1.1122533936651584	0.02472398190045249	1.0969049773755657	0.024217194570135745	0.014914027149321267	0.00039819004524886876	0.00043438914027149324	0.00010859728506787331	1.0	0.0017013574660633484	0	0	0.07493212669683258	0.029502262443438912	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData	0	0	0	0.23290497737556562	0.12550226244343893	0.06816289592760182	0.02490497737556561	0.019040723981900452	0.011583710407239819	0.007782805429864253	0.00767420814479638	0.008108597285067872	0.008832579185520361	0.007276018099547511	0.008398190045248869	0.005755656108597285	0.004705882352941176	0.004597285067873303	0.005031674208144796	0.0043438914027149325	0.004705882352941176	0	0.0038733031674208144	0.0029321266968325792	0	0	0.0030407239819004524	0.004669683257918552	0.004850678733031674	0	0	0.003402714932126697	0.0032941176470588237	0	0.00285972850678733	0	0	0	0	0.002642533936651584	0	0	0	0	0	0	0	0	0.15905882352941175	0.09618099547511312	0.05400904977375565	0.02211764705882353	0.014443438914027149	0.005429864253393665	0.006877828054298643	0.006407239819004525	0.004995475113122172	0.0035475113122171945	0.008108597285067872	0.004126696832579185	0.0034389140271493214	0.0038733031674208144	0.0032941176470588237	0.0018823529411764706	0.003149321266968326	0.004090497737556561	0.002316742081447964	0	0	0.0017737556561085973	0	0	0	0	0	0	0
210	WSH071	WSH071_S81_L001_R1_001.fastq.gz	f5f4b1073d02a9e3b242793726fe6093d2665176cb8a132efe8752c180134c7b	WSH071_S81_L001_R2_001.fastq.gz	e4c836c745b47bed9fd9ba0119f81997f4f828001bc9323747784826c134239c	2.106579139314369	1.1227133479212255	0.023924142961342085	1.1063165572574762	0.023457330415754922	0.015521517140773159	0.0003209336250911743	0.00087527352297593	0.00014587892049598833	1.0	0.0013712618526622903	0	0	0.07288110867979576	0.02824215900802334	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData	0	0	0	0.23892049598832968	0.12755652808169218	0.06695842450765864	0.020539752005835157	0.015083880379285193	0.012866520787746171	0.008227571115973742	0.009832239241429614	0.009015317286652079	0.008636032093362509	0.008344274252370533	0.009832239241429614	0.005835156819839533	0.0053683442742523705	0.0050182348650619985	0.004259664478482859	0.004113785557986871	0.0046973012399708245	0	0.0030926331145149527	0.0036469730123997084	0	0.006301969365426696	0.004230488694383662	0.00437636761487965	0.0035594456601021154	0	0	0.0030342815463165573	0.0032093362509117433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15165572574762948	0.0999854121079504	0.05700948212983224	0.01849744711889132	0.01237053245805981	0.006681254558716265	0.0062144420131291025	0.003413566739606127	0.005105762217359592	0.0037053245805981037	0.007264770240700219	0.0048431801604668125	0.0037053245805981037	0.00350109409190372	0.0031218088986141503	0.0029175784099197666	0.002800875273522976	0.0037345003646973014	0.0025674690007293946	0.00224653537563822	0	0.002100656455142232	0	0	0	0	0	0	0
218	WSH079	WSH079_S82_L001_R1_001.fastq.gz	2948caf351a275a0b4ca1e274f343e84a49f82a6f42b2ac9604e6b3ddf0822db	WSH079_S82_L001_R2_001.fastq.gz	6d720a3797c539fd7ec4dc5280439db9720c10a298468aa77aa9ef96ad5b59ce	2.1924501999339667	1.126233537547232	0.024248871932205877	1.108514619024909	0.02380865035401152	0.017131956418063757	0.00033016618364576836	0.0005869621042591438	0.00011005539454858945	1.0	0.0015407755236802525	0	0	0.07076561869474303	0.025532851535272752	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidae	montipora	capitata	999.00000000	999.00000000	NoData	NoData	0	0	0	0.2329138999963315	0.12557320517994058	0.0636487031806009	0.02839429179353608	0.017902344179903884	0.010932169191826553	0.0093913936681463	0.010675373271213177	0.007813933012949852	0.009244653142081515	0.007080230382625922	0.007557137092336476	0.0037418834146520415	0.004475586044975971	0.00469569683407315	0.004218790124362596	0.004475586044975971	0.005209288675299901	0.0041454198613302025	0.0039619942037492206	0.0037418834146520415	0.007447081697787887	0	0.004438900913459775	0.0034850874940386663	0.004035364466781613	0	0	0.0027513848637147364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16680729300414543	0.10697384350122895	0.05477090135368135	0.019369749440551743	0.010822113797277964	0.00667669393594776	0.007630507355368869	0.007043545251109725	0.005392714332880883	0.0039619942037492206	0	0.0045856414395245605	0.0026780146006823435	0	0.003631828020103452	0.0031916064419090944	0.002641329469166147	0	0.0018709417073260208	0	0	0	0	0	0	0	0	0	0
