sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39
WSH046,185,0.003614780300360737,-0.012799796554127336,-0.01573636138434285,0.013185216397768722,0.017748861253045426,-0.02075884179996798,-0.020714381566202224,0.0013933396081734595,-0.007163350007496668,0.0075628674728159245,0.010002224755040564,-0.0005475093147182843,0.002427592463478582,0.001964235480623684,0.004137717150148069,0.011394037246311703,-0.004145012139950042,0.0061810478589832,0.005605035747292411,-0.0005090075537000159,0.002877138993533202,0.00039625253592352825,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH047,186,-0.05743184361125073,-0.016175254410844043,-0.0032397787611148083,-0.015389072714398789,0.0019101980815227518,-0.022812059460097716,0.012613743182687502,0.02522236174381654,-0.0018741126612826409,-0.008149234102127251,0.008997998870135976,-0.0002798886255390228,0.0036118328312235632,0.0029087358473694567,0.007356165369627296,0.0007224370389949956,-4.3760901988321166e-05,-0.0024460260820469027,0.0026141739532909145,-0.0021433403695921825,-0.005485432346066714,0.0003266996043358443,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH048,187,-0.07256109366232348,-0.017177437853545263,-0.004831725138200841,-0.017641151976972243,-0.010551899789723464,-0.02390640839292082,-0.021059764489626008,-0.0011002495313177398,0.004170229681184941,0.017838222527304985,-0.004495890238411992,-0.000937985742550355,-0.006075740325503333,0.008371205284492552,0.0009834804573218446,-0.008092097779425452,0.0015511801278210316,0.003170014100639826,-0.00397700339596372,-9.352304921148506e-05,0.0030987749719129866,0.00011796192543898702,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH049,188,-0.007949921418327793,-0.035495768866783746,-0.030792777256901827,-0.0074717220608594296,0.006305235658264388,-0.0002501777741535116,-0.0011724621775732185,-0.010354072748151427,0.0017458112642215586,-0.01111449179854475,-0.00018408395347882728,0.004365504755847901,0.005853711116618059,-0.003784337425592489,0.000555804891650857,-0.0013031177710364098,0.007087695069708049,0.00635825906279867,0.005150529812085102,-0.0022755674242273954,-9.718618243146173e-05,-8.13848885117403e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH050,189,-0.004941857053468304,-0.0021061524841208615,-0.03610910315472143,-0.0010963438540556438,-0.00471175779062462,-0.005187056799041243,0.011649488592589395,-0.0010721367322866625,-0.003144723098700077,0.025286664489430434,-0.010359099129510052,0.0023810245698070043,0.004981744636406812,-0.0017513914494337395,0.003817739252865537,0.007736007467945297,0.009872130219805743,-0.010085643294455847,-0.0041389382374760544,0.0014799334739609166,0.0002633707929353983,-0.0024992925307185296,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH051,190,-0.09648915044228619,-0.01491003052053251,-0.0188799808962908,-0.019826071128819726,-0.004112023562951584,0.0027605908391716396,0.007966504250115858,0.011055165501606524,-0.02374265245723442,0.007018863329358136,0.006629177525842027,0.006579380605249232,-0.008545703418311085,-0.009483223614598838,-0.0035372106303051126,-0.0006846874103088478,-0.006827408877118625,-0.001947339005791852,0.00275132047641413,-2.4733734285213404e-06,0.0014299113652134748,-3.524141733307112e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH052,191,-0.04271964685812011,-0.04414101853972644,-0.0039643971602487844,-0.032484997911948206,0.015615737684417425,0.004915652229233268,-0.010686870430156481,-0.007863272109979065,0.0016398300326848673,-0.011495856973408675,0.006030785787935633,-0.0019148674058416047,0.0036404235274837523,0.0063728918336404304,-0.004158292463679765,-0.0050117692678166145,0.003536377854685498,-0.0027656067855249353,-0.004198253678838038,0.006829963147756406,0.0014079722573939516,0.0004178375278477509,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH053,192,-0.024457903777219382,0.033497226544008926,-0.011710039761358527,0.016387087668520584,-0.019597481242732282,-0.0034778287013478328,0.00423939775619858,0.0036103018303598445,0.006782526672630036,-0.0002448215643466279,-0.003927050546199405,0.007290864131862303,0.014715937713443502,0.00045913184669750783,-0.01257042847358251,-0.0007314836979298261,0.0025148698748376466,0.0039790451139973815,-0.005233900506104369,-0.001098174363140261,-0.0014964789418624462,0.0015374125909115117,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH054,193,-0.02730252318760943,0.024535849040026467,-0.00190356461297676,0.022989788112395333,-0.019180969187402995,-0.014741107471396226,-0.008529330515095482,-0.0081739558259382,0.009148975218038098,0.004747772918436527,0.0089165399656531,-0.003354395145302017,-0.003620534675856611,0.001386967474981754,0.007580630460106536,-0.003967606038802882,0.0031573456405250147,0.0066772538820389395,0.0006832208578909381,0.003280265618745484,-0.00047244147912143056,0.002921432869721484,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH055,194,-0.041969825609876006,0.047845077954800266,0.005228053095444726,0.022757827784309428,-0.007026786051461529,-0.0023295896623254046,-0.00491243596229212,-0.010333550080586602,-0.0040661213353934056,-0.011323447374718089,0.008884412881211518,0.0130273741629551,0.0051382312553706795,0.011707974719647003,0.011131363109987353,-0.0045769744413902405,-0.006675432900735184,-0.01097837109469499,-0.0012478997619983377,-0.001856724646892115,0.0016603447038374766,-0.0016754985795487626,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH056,195,-0.034391408636793616,0.019492043004508672,0.00803254588272208,0.010456140567635263,-0.011564743141724591,0.0026380672856626377,0.012142264841185645,-0.005958943871855576,0.004362916303167177,-0.0011589273083255406,-0.01859881124652333,0.01275320025306561,0.0032803289855538975,-0.002889208376969965,0.00697790931193222,0.0033713718885627674,5.562749549993694e-06,0.008996290381492819,0.009107673394867998,0.006260714513135102,-0.00026921175346050953,-0.0007505033313673562,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
