gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Montipora_capitata_HIv3___TS.g13270.t1,32.25152966881318,0.8986925999923384,0.24640390840508242,288.89660892738374,5.899632280135068e-57,2.2767063958960524e-56
Montipora_capitata_HIv3___RNAseq.g35627.t1,21.781924952816727,0.7436657377847873,0.2950510890472177,49.4085561960035,1.391306514803005e-7,2.317766755384765e-7
Montipora_capitata_HIv3___RNAseq.g12806.t1,6.159010765711284,6.82525470019256,1.7072267048505174,31.240058927694378,2.692276829765868e-4,3.882902836945795e-4
Montipora_capitata_HIv3___RNAseq.g45415.t1,152.4231678759054,2.0000736436592748,0.15205596918922937,520.7630871421629,2.0538953681076537e-106,1.2034903758069005e-105
Montipora_capitata_HIv3___RNAseq.g24414.t1,16.391043900743966,1.7565787430297404,0.4618679447436609,211.2039519450418,1.4768875805083361e-40,4.700230571753714e-40
Montipora_capitata_HIv3___RNAseq.g6581.t1,25.461984492908844,0.05469957859772823,0.3118871030146492,61.184779031369146,7.920435000940117e-10,1.4258771499417224e-9
Montipora_capitata_HIv3___TS.g23217.t1,52.37257652199427,0.48994845253443337,0.19634971204986437,61.3223608743416,7.450254136169904e-10,1.3429185499493686e-9
Montipora_capitata_HIv3___RNAseq.g509.t1,21.62822585109671,-1.1010553583307023,0.32365288660135766,164.03300631565986,1.0774459136233695e-30,2.9629762624642658e-30
Montipora_capitata_HIv3___TS.g27083.t1,247.1486048526719,-0.12823628708191626,0.092737019044343,63.662688855265685,2.6242329147605493e-10,4.791187815252671e-10
Montipora_capitata_HIv3___RNAseq.g34380.t2,277.47010612524974,0.021580555118752325,0.11130734819679611,134.04591491685346,1.7432752494428183e-24,4.349847093705405e-24
Montipora_capitata_HIv3___RNAseq.g46457.t1,12.002427278305305,3.166801858559101,0.7395405812088965,43.20059493660315,1.9803252351447e-6,3.1560315908897268e-6
Montipora_capitata_HIv3___RNAseq.g9532.t1,30.29236641205197,9.63877166932942,1.0695249947333392,983.2683851610532,6.985259927138011e-206,7.085931666140973e-205
Montipora_capitata_HIv3___RNAseq.g11507.t1,5.31029876309605,4.196191501778781,1.2481384385786107,133.8099765549586,1.949675691978375e-24,4.858520680727171e-24
Montipora_capitata_HIv3___RNAseq.g6847.t1,30.466090404764874,-1.872494696789028,0.7242761745336816,42.66490569983546,2.4833217899464896e-6,3.939050310528975e-6
Montipora_capitata_HIv3___RNAseq.g28457.t1,23.636167330353423,2.747990045990442,0.6194021392361115,77.33047824165402,5.469250151394475e-13,1.078341759528249e-12
Montipora_capitata_HIv3___RNAseq.36991_t,106.86991370110886,-3.0407369595386684,0.21526838051181754,866.4609749459129,1.0393859404489842e-180,9.39706453488668e-180
Montipora_capitata_HIv3___RNAseq.g20774.t1,84.33934358158353,-1.1240691665969718,0.1622799395309875,118.90264898339262,2.2408988154263923e-21,5.2738117147460504e-21
Montipora_capitata_HIv3___RNAseq.g20462.t1,46.95035640569292,1.2007694842388696,0.27911898821916215,226.12219710644632,1.0781352851327088e-43,3.5832694456337103e-43
Montipora_capitata_HIv3___RNAseq.g49391.t1,15.563264982366569,7.285578207738363,1.0689770558024247,775.4024613314652,4.1832994614767785e-161,3.4405014137292535e-160
Montipora_capitata_HIv3___RNAseq.g8771.t1,5.413900698198862,-0.648166079110784,2.0476508728723246,40.27133175803996,6.784846373853504e-6,1.0566382848815154e-5
Montipora_capitata_HIv3___RNAseq.g44448.t1,15.542430373971241,7.260095875940995,1.0587980639615036,451.1953377671472,1.5920775536945236e-91,8.355858084875239e-91
Montipora_capitata_HIv3___TS.g3691.t3a,74.77830098880483,-0.11473182707567507,0.1757613725889272,50.80321499781758,7.605121220168623e-8,1.2801284589054375e-7
Montipora_capitata_HIv3___RNAseq.g526.t1,7.690527190773824,7.166492477366099,2.126252027787844,39.93481445636732,7.807957536022765e-6,1.2121880488604762e-5
Montipora_capitata_HIv3___TS.g33369.t1,34.53852937930891,-1.3822030339107971,0.28388231324776314,93.45944946285874,3.284780008271934e-16,6.98799945019542e-16
Montipora_capitata_HIv3___TS.g19001.t2,224.19574072249424,-0.41811326212577093,0.09826867412841335,334.72657595703794,1.0998580144843382e-66,4.6787804969146507e-66
Montipora_capitata_HIv3___RNAseq.g4772.t1,6.779606378054517,6.3119928726133905,1.3086084178021176,82.07571531563408,6.247155732221997e-14,1.2567704316286687e-13
Montipora_capitata_HIv3___TS.g40074.t1,12.100975128044027,7.260060906550631,1.0943665767299608,343.1975082876277,1.736439535756447e-68,7.506469779100874e-68
Montipora_capitata_HIv3___TS.g46890.t3,1583.842084010037,5.629946952329692,0.11306868466893562,11536.68408577902,0,0
Montipora_capitata_HIv3___TS.g45824.t1b,18.248174243344803,7.803070649787969,1.0642629321952335,524.0248238675724,4.109182962451115e-107,2.4189151425449793e-106
Montipora_capitata_HIv3___RNAseq.g47083.t1,102.43186275427838,0.23611888188945407,0.13804042532608654,98.70958648929917,2.8691150439240223e-17,6.252109572448302e-17
Montipora_capitata_HIv3___RNAseq.g8773.t1,12.18113795063681,6.693027919445074,1.7482296826895896,50.79029095802389,7.647894316063899e-8,1.287139379319365e-7
Montipora_capitata_HIv3___RNAseq.g6583.t1,25.439646912051323,-2.279091854903804,0.33919000593955295,254.25304259951653,1.2614275081775892e-49,4.491731161179851e-49
Montipora_capitata_HIv3___RNAseq.g47081.t1,5.680688507866264,3.9492846948613654,1.4462387593375021,125.33114545820915,1.0794076981186964e-22,2.604973605493438e-22
Montipora_capitata_HIv3___RNAseq.g659.t1,23.9578375428155,-2.1921504341716775,0.33401930678128083,340.17438704098265,7.634009656708257e-68,3.2840267263372266e-67
Montipora_capitata_HIv3___TS.g38472.t1,102.14026510251443,2.9571921226119167,0.2271879511878407,1002.031355910789,6.288245659808749e-210,6.523059896472493e-209
Montipora_capitata_HIv3___RNAseq.g2806.t1,44.2629907381838,-1.1306291914414643,0.23644668265233926,73.60852779120677,2.97319092277157e-12,5.727236309093053e-12
Montipora_capitata_HIv3___RNAseq.g6761.t1,11.74051264972465,-4.78885756272546,1.4689437844824353,33.551086364396184,1.0703502705229089e-4,1.580657569019093e-4
Montipora_capitata_HIv3___RNAseq.g34042.t1,114.64953694222983,1.0011930691272837,0.152716683240237,428.07557775190213,1.38921079419668e-86,7.008977766850708e-86
Montipora_capitata_HIv3___RNAseq.g49789.t1b,12.756187019137606,0.41827841192540516,0.41234396737287116,36.764261695331015,2.8993243455177728e-5,4.391280292557809e-5
Montipora_capitata_HIv3___RNAseq.g49789.t1a,34.21996680822288,-0.6688737844379549,0.35228573588732565,64.6592662781324,1.6805071284889506e-10,3.085366984342092e-10
Montipora_capitata_HIv3___RNAseq.g24170.t1,6.328291785536659,1.3399331913306372,0.6973431715517195,46.46452143022108,4.936864117109333e-7,8.060430057719563e-7
Montipora_capitata_HIv3___TS.g42423.t1,10.080906998406698,-4.4844832567454525,1.2969063243297003,51.950065764388086,4.6196682882529e-8,7.825402963402557e-8
Montipora_capitata_HIv3___TS.g26972.t2,66.38846631842853,6.924040424957641,0.6563285135113147,2050.5888006539426,0,0
Montipora_capitata_HIv3___RNAseq.g7477.t1,91.92417579743827,3.5259442266844965,0.3151053806118243,990.5684461459144,1.8630094799684695e-207,1.9016288045977093e-206
Montipora_capitata_HIv3___RNAseq.g18759.t1,8.996797734493148,4.513211188538689,0.9723169212606303,166.5537561634427,3.220455395979071e-31,8.946315922050335e-31
Montipora_capitata_HIv3___TS.g40797.t1a,3.0872233480972975,6.787777095065437,1.6593552449914784,37.19359564536461,2.4304859459948502e-5,3.690440081842101e-5
Montipora_capitata_HIv3___RNAseq.g21006.t1,14.24146591586602,-1.2964634334504122,0.7620965930750689,37.84506941111442,1.8582942539875368e-5,2.8373981868510793e-05
Montipora_capitata_HIv3___RNAseq.g43773.t1,101.36699082620589,1.3669336276837183,0.20916493373076808,187.31371918428573,1.501222330937925e-35,4.423092912904677e-35
Montipora_capitata_HIv3___RNAseq.g10762.t1,4025.531337013779,4.4139877637667535,0.10655584495630667,5602.546578991674,0,0
Montipora_capitata_HIv3___RNAseq.g48664.t1b,17.85697760375654,0.18374744300016269,0.33411195230606433,44.166715618257854,1.3150125665749208e-6,2.1118615868300765e-6
Montipora_capitata_HIv3___RNAseq.g15058.t2,75.64079567709648,-1.1410866283856336,0.1777496410912229,357.95165270597414,1.257333731642549e-71,5.623933685432734e-71
Montipora_capitata_HIv3___RNAseq.g8822.t1,5.4559591039948705,6.20397355517807,1.5308265021951168,53.72784168875046,2.1265735039932046e-8,3.6546102173927556e-8
Montipora_capitata_HIv3___RNAseq.g12850.t2,59.499906831301985,-1.640517785436538,0.18609980901724307,561.2997149151058,4.2041549902145505e-115,2.6429737097387146e-114
Montipora_capitata_HIv3___RNAseq.g12792.t1,16.669217366828637,2.499043053727975,0.45728894873375564,269.080689205488,9.259141490871112e-53,3.422362446029776e-52
Montipora_capitata_HIv3___RNAseq.g43647.t1,5.7061306894301325,6.85746147782845,1.2301173548407653,143.76837190839424,1.7180250909481308e-26,4.4353964600467833e-26
Montipora_capitata_HIv3___RNAseq.g30951.t1,112.52273981759902,3.3215298108391327,0.26982316139166573,2119.1670145896665,0,0
Montipora_capitata_HIv3___RNAseq.g27573.t1,14.53892694239947,0.44954710341796655,0.5644272278425155,52.75223898637236,3.25668677423876e-8,5.5510276869471546e-8
Montipora_capitata_HIv3___RNAseq.g47842.t1,23.7812710525535,2.4724626638674674,0.45432726035812115,347.1903096095184,2.455349221737069e-69,1.073151299847215e-68
Montipora_capitata_HIv3___RNAseq.g222.t1,3.372133524912256,2.6189924892003584,1.5435746060133773,153.81981163961268,1.424621119143155e-28,3.795791476992433e-28
Montipora_capitata_HIv3___RNAseq.g8803.t1,232.28585205419753,2.2372589411864956,0.18382095844513627,1796.8997206668328,0,0
Montipora_capitata_HIv3___TS.g24174.t1c,212.1724494955643,4.033498157659016,0.22208683276562385,1404.8523660436927,6.915271182554887e-297,1.0621004856419307e-295
Montipora_capitata_HIv3___TS.g24174.t1b,8.1369193586235,0.9902149401465637,0.5841422186035402,73.67908210338993,2.8795015304569748e-12,5.549558383828804e-12
Montipora_capitata_HIv3___TS.g24174.t1a,17.65478632437846,-0.26587482052514744,0.34002305274687805,37.65185445605832,2.012480257512669e-5,3.068330364710013e-5
Montipora_capitata_HIv3___TS.g9405.t1,20.44376597272502,-0.3133927599349996,0.32883313529835495,59.86930235862789,1.4207125583690798e-9,2.5389151374094163e-9
Montipora_capitata_HIv3___RNAseq.g47585.t1,70.82508777646198,1.2277806568245577,0.36539358856932774,146.86403196499157,3.9331735561952074e-27,1.0246435106772846e-26
Montipora_capitata_HIv3___TS.g31532.t1,149.59163122479802,-8.809185514408542,1.601820461419375,46.56947898966371,4.7199075350663493e-7,7.709495892627595e-7
Montipora_capitata_HIv3___RNAseq.g19655.t1,208.97424268846217,1.1742498372050174,0.12790078140403646,591.0041353981632,1.7846665418073638e-121,1.1581153412984097e-120
Montipora_capitata_HIv3___RNAseq.g6927.t1,667.8695229085951,8.228745645350504,0.36935572285384966,3584.4397058828827,0,0
Montipora_capitata_HIv3___TS.g14498.t1,4.488662592019607,-6.671804195290412,2.655540661751611,32.81914317668391,1.4358783124684063e-4,2.1050130180104814e-4
Montipora_capitata_HIv3___RNAseq.g4954.t1,51.23898204875897,7.809354532664207,1.355126809424906,179.17014776714086,7.550658178058706e-34,2.171689678537667e-33
Montipora_capitata_HIv3___RNAseq.g13653.t1,36.477469969657534,1.604747913460723,0.2918315967939907,254.4536588494468,1.1441642936148319e-49,4.0792408143700955e-49
Montipora_capitata_HIv3___RNAseq.g8801.t1,42.01144596217855,0.6665136992942706,0.26505979886377007,111.70788373229277,6.600196729824669e-20,1.5141783059643755e-19
Montipora_capitata_HIv3___RNAseq.g26904.t1,47.03899912381835,-3.780482738337622,0.30062993212806566,1652.0234345946822,0,0
Montipora_capitata_HIv3___RNAseq.g33678.t1,10.245568366917404,1.0927165655943034,0.7778636096145894,59.96798646622574,1.3598569247572504e-9,2.43167682321383e-9
Montipora_capitata_HIv3___RNAseq.g19657.t1,22.73252850615873,5.933673027496184,1.0270665989270675,399.9478539717769,1.4054617210530732e-80,6.743982570322839e-80
Montipora_capitata_HIv3___RNAseq.g24798.t1,48.472407811601826,1.2420764682578538,0.20269011563911346,72.70520153069333,4.4785906479242276e-12,8.572384134740518e-12
Montipora_capitata_HIv3___TS.g26667.t4,20.522427740808517,8.171646253682828,1.0534200707206476,477.072302884589,4.647864194252475e-97,2.536867074246367e-96
Montipora_capitata_HIv3___RNAseq.g5767.t1b,5.588395641153935,7.548536396975941,1.2813096936617638,123.35902361155607,2.7397748593598443e-22,6.558196737207488e-22
Montipora_capitata_HIv3___RNAseq.g6925.t1,5.552479477962697,6.79047704483535,1.1820874018293215,162.60991003145767,2.1297920073096536e-30,5.8359454740538944e-30
Montipora_capitata_HIv3___RNAseq.g4956.t1,155.24784855348852,3.34510252357715,0.18346118025501437,1713.629656795742,0,0
Montipora_capitata_HIv3___RNAseq.g39830.t1,40.456755026656005,0.6581803289523731,0.22304374229311957,65.15791851426471,1.3441925566376832e-10,2.472254120279599e-10
Montipora_capitata_HIv3___TS.g15753.t2,5.196369944850086,1.384060256201245,1.5243325448409477,31.078383987953828,2.870042124307156e-4,4.135124110533216e-4
Montipora_capitata_HIv3___RNAseq.14659_t,5.8427432378321065,5.414516433548003,1.5927109331303262,54.53435363568633,1.493882953736464e-8,2.5831679168377474e-8
Montipora_capitata_HIv3___TS.g40828.t1,103.97509077498813,10.813372893496647,1.0243593066759007,3764.2448944476973,0,0
Montipora_capitata_HIv3___RNAseq.g44966.t1,27.12962999147725,6.842792164755166,1.2170971272482545,184.52275039982453,5.753428386015998e-35,1.6839052008357537e-34
Montipora_capitata_HIv3___RNAseq.g36924.t1,4.130483709891249,2.619410485222789,1.5454986923884564,118.72305823196047,2.438719840235056e-21,5.7358410674491176e-21
Montipora_capitata_HIv3___TS.g48928.t1,19.799512084344514,6.662311612873396,1.086539118372552,530.9975528135718,1.3172321503360153e-108,7.88346607240746e-108
Montipora_capitata_HIv3___TS.g14717.t1,369.6068028260174,-0.2457063420430053,0.0987423813927532,194.0806575342026,5.759605732370474e-37,1.7312013771937767e-36
Montipora_capitata_HIv3___RNAseq.g24472.t1,22.694694468512115,-1.5175610239384703,0.3268018983946872,106.20519729117018,8.69189278446301e-19,1.95303732699068e-18
Montipora_capitata_HIv3___RNAseq.g19382.t1,110.22673587271495,1.902800009386236,0.24049246294995788,1231.805743543378,1.6477864260540935e-259,2.172994674266508e-258
Montipora_capitata_HIv3___RNAseq.g33977.t1,5.933999824660543,0.7583682218920369,2.0826550216549715,64.0579831448695,2.1992097721919812e-10,4.0241680568355024e-10
Montipora_capitata_HIv3___TS.g47225.t1,1101.2487218142471,5.393378765563479,0.18535599057910448,3806.159900445559,0,0
Montipora_capitata_HIv3___RNAseq.g39839.t1,7.213984807106077,7.0819889552466435,1.2107474703859031,109.9422130900297,1.5107692851695632e-19,3.4418300255660044e-19
Montipora_capitata_HIv3___RNAseq.g26798.t1,362.6680393830278,-0.8522124612589973,0.11704988381099446,375.54807916897016,2.243768529409441e-75,1.0350927357424414e-74
Montipora_capitata_HIv3___RNAseq.g33434.t1,11.701872594504733,4.761592770841134,1.0554099458629347,309.4543798832291,2.573625590357828e-61,1.0400565832397098e-60
Montipora_capitata_HIv3___RNAseq.g12173.t2,202.17970240821137,1.251819097812592,0.13099029682652483,459.3490334110729,2.8741871112952554e-93,1.5245283739200401e-92
Montipora_capitata_HIv3___RNAseq.g3955.t1,18.11569812284772,-8.409206716208624,1.241636924654315,585.6662896588022,2.4940873089555357e-120,1.610279330087049e-119
Montipora_capitata_HIv3___RNAseq.g34662.t1,87.40513192753981,0.2500273397992796,0.20920569059685418,83.33658374404592,3.503337889550289e-14,7.082607155385104e-14
Montipora_capitata_HIv3___RNAseq.g25318.t1,4.59048372512986,-6.1488465413805065,1.2710523810102363,251.17209414317804,5.642849049424789e-49,1.9944672564402528e-48
Montipora_capitata_HIv3___RNAseq.g43742.t1,21.543824184459922,8.965003769043891,1.0519458423989017,614.9065501046407,1.3221411851840768e-126,8.891515719587874e-126
Montipora_capitata_HIv3___RNAseq.g34092.t1,17.96668905964912,7.665104039785626,1.0784078947493454,646.2723384128936,2.430328223975069e-133,1.6939948793235705e-132
Montipora_capitata_HIv3___RNAseq.g35565.t1,6.295077548855709,6.56044376075118,1.1481822597908529,135.07290862168193,1.0709822770902658e-24,2.6828339880036286e-24
Montipora_capitata_HIv3___RNAseq.g49866.t1,126.96668808757254,0.2536109313574226,0.12534856040590567,50.06659687746691,1.0466183124479607e-7,1.7499055521299115e-7
Montipora_capitata_HIv3___RNAseq.g2827.t1,45.055422397666675,-0.16288438525120813,0.2147636138529591,89.20755021271856,2.347567105160469e-15,4.896134775042003e-15
Montipora_capitata_HIv3___RNAseq.g45238.t1,849.8920725872962,-0.08816677282381065,0.07685162717804463,152.5028671645921,2.6716172297363746e-28,7.085405565595337e-28
Montipora_capitata_HIv3___RNAseq.g46678.t1,6.6052519897380915,6.781205015522116,1.168622203354813,128.22293092479748,2.750148178314836e-23,6.709004901085715e-23
Montipora_capitata_HIv3___RNAseq.g27766.t1,25.69160003900197,0.5868181093842418,0.293849475674052,87.43730073571231,5.3121227753287605e-15,1.0979280238037626e-14
Montipora_capitata_HIv3___RNAseq.g34181.t1,9.808001351106203,7.424697361463199,1.1806582110579078,313.2974159116882,3.932599054033077e-62,1.6005217788904396e-61
Montipora_capitata_HIv3___RNAseq.g14167.t1,5.741079687490729,6.139134224966124,1.1510650795837811,129.16852182792448,1.7579827636860517e-23,4.3078462724839966e-23
Montipora_capitata_HIv3___RNAseq.g19376.t1,45.61478736404565,6.679476801824518,1.0187536380078792,973.8458649063928,7.510180496250595e-204,7.55164775052437e-203
Montipora_capitata_HIv3___RNAseq.26494_t,259.69014546677994,-0.90781273906885,0.10522435317820099,459.03553345815277,3.3539569241141256e-93,1.7773647940120723e-92
Montipora_capitata_HIv3___RNAseq.g24202.t1,122.7467169157314,-1.7206976660373658,0.21408826515742607,1054.2358923114962,3.463422584973267e-221,3.795209867946351e-220
Montipora_capitata_HIv3___RNAseq.g43400.t1,4.8615433718183345,5.7673038157952154,1.862961088771236,34.24900978554939,8.077546850695105e-5,1.1996594824339797e-4
Montipora_capitata_HIv3___TS.g21280.t1,79.08778678251959,1.7314045967429166,0.30596723120683056,371.9014340935159,1.3430279562717558e-74,6.158497099242947e-74
Montipora_capitata_HIv3___TS.g31803.t4,22.684778561109123,-0.753699234396652,0.5767256551232601,101.40981929304633,8.157902964359727e-18,1.8006083245498104e-17
Montipora_capitata_HIv3___RNAseq.g37303.t2,9.840342149150763,6.494640633372247,1.6531626555970942,58.14634427414475,3.0467125560516522e-9,5.389289724881376e-9
Montipora_capitata_HIv3___RNAseq.g10447.t2,278.80188487877,-1.4129809914382292,0.08365575925906335,3066.8985090177844,0,0
Montipora_capitata_HIv3___RNAseq.g27584.t1b,6.404517241703869,7.143228711273594,1.3539576722716746,100.23004615778126,1.4136395811928282e-17,3.1046491031824885e-17
Montipora_capitata_HIv3___RNAseq.g14982.t1,7.361178028024094,6.471226641492865,1.088522430692868,172.93653251338128,1.50797033957307e-32,4.2623660275737455e-32
Montipora_capitata_HIv3___RNAseq.g37301.t1,34.87548791562514,0.11385651200541687,0.25321582115478963,47.48711150444433,3.1841795344941355e-7,5.239078129822346e-7
Montipora_capitata_HIv3___RNAseq.g44802.t1,41.83647023569491,0.6109853128857011,0.2702677886503826,139.17953344454713,1.5236554142367366e-25,3.876030724509552e-25
Montipora_capitata_HIv3___RNAseq.g23004.t1,163.1147458354507,-2.84942706888127,1.2767234310271076,6785.745709322205,0,0
Montipora_capitata_HIv3___TS.g7534.t2,22.072716717315153,8.075089450722666,1.129153691073116,233.66615680730425,2.7795069594152176e-45,9.430394904362275e-45
Montipora_capitata_HIv3___RNAseq.g28802.t1,7.92865988067828,-3.2526945113121553,1.2848162228405295,315.1154359331126,1.6167398928425748e-62,6.610426511255474e-62
Montipora_capitata_HIv3___RNAseq.g44153.t1,91.87730166452646,-2.4738686235587006,0.27950712192588784,505.5497663983267,3.7257924344785574e-103,2.1277260627562216e-102
Montipora_capitata_HIv3___TS.g10044.t1,6.637512305640026,-1.2883176641654328,0.6182647826012372,89.18461338502209,2.3725580853037316e-15,4.947357126988316e-15
Montipora_capitata_HIv3___RNAseq.g20495.t1,24.04787768705844,6.894947618419102,1.1244336417774237,342.8897318600517,2.0190018915886616e-68,8.718106399020216e-68
Montipora_capitata_HIv3___RNAseq.g19200.t1,139.89348019482355,-1.6129482189204931,0.1624372337930434,519.665858853154,3.528944117926442e-106,2.0635869452074446e-105
Montipora_capitata_HIv3___RNAseq.g29115.t1,2053.819243707122,-8.131283504028795,0.487660555520199,15919.045151819982,0,0
Montipora_capitata_HIv3___RNAseq.g23006.t1,43.982071400038855,0.809691116644698,0.2840578427705768,104.02013724679063,2.413307822047539e-18,5.378376193152956e-18
Montipora_capitata_HIv3___RNAseq.g9374.t1,15.078037481119466,0.966069153633395,0.4826256946800697,31.364781796461045,2.562559867246813e-4,3.7004719140242524e-4
Montipora_capitata_HIv3___RNAseq.g19374.t1,4.778956115422828,0.7583642478483898,2.0701981441606425,49.17546788014147,1.5387122113710726e-7,2.559983352821972e-7
Montipora_capitata_HIv3___RNAseq.g47031.t1,30.864579340414533,1.9022902156729296,0.2586881270200293,216.13619596387178,1.3585648608484696e-41,4.3795489318669545e-41
Montipora_capitata_HIv3___RNAseq.g13285.t1,8.041175305535354,6.751074256490682,1.4304841393405052,67.94333624497611,3.84813871513156e-11,7.192847096563113e-11
Montipora_capitata_HIv3___RNAseq.g41255.t1,17.78612525864762,8.066124071268815,1.0712058205569186,298.7328914119747,4.846692348515225e-59,1.9161303002934245e-58
Montipora_capitata_HIv3___RNAseq.g24178.t1,42.85784890709929,0.11710877665284815,0.26196630747493926,375.3859314683995,2.429601617488751e-75,1.1199204241642602e-74
Montipora_capitata_HIv3___RNAseq.g49679.t1,25.91363360968815,4.56352872265657,0.6866673576975776,293.5675671147487,6.0360083161373026e-58,2.3538791098247205e-57
Montipora_capitata_HIv3___RNAseq.g50202.t1b,261.82667075073016,1.505094344150342,0.14440749759077695,1219.052191981049,9.343414160979797e-257,1.2140089543479186e-255
Montipora_capitata_HIv3___RNAseq.g33012.t1,184.1468823399639,-1.1419053398413392,0.15808584725918398,923.8680923481348,4.449121870275408e-193,4.253731268139147e-192
Montipora_capitata_HIv3___RNAseq.g24159.t1,159.23218195745022,0.5316003297995034,0.1086961881033016,70.06113371764104,1.48123829830259e-11,2.7946467680357857e-11
Montipora_capitata_HIv3___TS.g43309.t3,23.343945121575395,8.225782668251126,1.073497817084318,422.9417677717347,1.735034294749895e-85,8.681224798807477e-85
Montipora_capitata_HIv3___TS.g42542.t1,7.429618228458733,6.818041192379647,2.6522415090652514,29.738497774475775,4.859968981400731e-4,6.921353540666656e-4
Montipora_capitata_HIv3___RNAseq.g21798.t1,7.448157577701199,4.687800861623816,1.178306003062894,99.94391578974907,1.615157803301822e-17,3.5424785848368966e-17
Montipora_capitata_HIv3___RNAseq.g33010.t1,98.62241357644027,8.94024259429947,1.003038370723209,4068.7580421223893,0,0
Montipora_capitata_HIv3___TS.g28129.t1,7.33133642998273,6.316995326694351,1.110798874874638,219.20422268884823,3.076750308871936e-42,1.0014058523031978e-41
Montipora_capitata_HIv3___TS.g41467.t3,267.7353704492082,-2.9762714125127383,0.1173268743204955,4764.29486231817,0,0
Montipora_capitata_HIv3___RNAseq.g35110.t1,210.71916746731392,3.9061329586830333,0.14233325621951923,2676.6052949534496,0,0
Montipora_capitata_HIv3___RNAseq.g38999.t1,39.81837196491412,0.26251156827651057,0.1796425207335772,163.17400287061878,1.625713639631211e-30,4.4610888752664154e-30
Montipora_capitata_HIv3___RNAseq.g2775.t1,11.744813850722538,5.200913592127117,1.1435455697720651,546.3067836042087,6.892043780212864e-112,4.228471566330599e-111
Montipora_capitata_HIv3___RNAseq.g42218.t1,7.427194694803572,3.004593261473,1.0319513864636891,60.30128373448363,1.1728709023765453e-9,2.1035403881453968e-9
Montipora_capitata_HIv3___RNAseq.g23745.t1,35.9885199615523,-0.21804637795870982,0.2015212441829723,66.72460442276218,6.656308884475408e-11,1.2361254747747872e-10
Montipora_capitata_HIv3___RNAseq.g11638.t1,33.54102194499191,-1.7322678280552817,0.4592695684331671,101.83977287025624,6.6759963796104596e-18,1.4760783669930777e-17
Montipora_capitata_HIv3___RNAseq.g12201.t2,40.135147649620706,7.937811727494389,1.0765388106797316,714.9013074957483,4.325406409737668e-148,3.30175567125218e-147
Montipora_capitata_HIv3___RNAseq.g45609.t1,28.690284031007565,6.84333995296201,1.221764050714915,177.282521387343,1.870519527340296e-33,5.354408816660482e-33
