sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39
WSH056,195,0.04664020209325081,0.02450928650810428,-0.03450804419770225,0.013082979453845282,-0.007343456777185309,-0.006269642459625672,0.009943698709646917,0.0010902934762423624,-0.009792502360631793,0.015534314556275793,-0.0010644772996373742,0.0024042204935711188,-0.01332787898055525,-0.0001938780817775011,0.004100117680824135,0.0011212767861444321,0.004492133986896808,-0.0035026482410373803,-0.0011263433642123308,-0.00014563896110849579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH057,196,0.031446384636171054,-0.024160118372735608,0.01928510412242463,-0.0018414051879437623,-0.009853034503038085,-0.009111486866748541,-0.02147910251788776,-0.017753134893315495,-0.0018093900395971417,-0.009431725903839967,-0.00045406223918561015,0.012176082884375217,-0.01455955582981055,0.004415601644750957,-0.005061617851738456,-0.0032838008249088373,-0.009191255607729501,0.000978969977385454,0.004538548839109224,0.0005617873323225913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH058,197,0.048258728338065174,-0.005414956273657521,0.007018486406060274,-0.0009866833985876177,-0.007132939685872972,0.03607258151828081,0.003199463092411649,0.010157183248493209,-0.0025994313191945694,0.01850706763479309,0.012226247603859325,-0.0017157778922436346,-0.001441350613083714,0.007374259563371568,0.003665818226726722,-0.012186268352692752,-0.003896506511097241,0.003511728695525989,-0.00045994570858037055,0.0017867072611529287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH059,198,0.026190001646043723,-0.037076730754482465,0.016929813781504707,0.0042005860628799695,-0.019843796208062287,0.006734128799259044,-0.01762375230484128,0.019465669235352177,0.0028592300492624625,-0.0039005252222188685,0.007868539600047396,-0.0020506759106787217,-0.001400559606616239,-0.0010143676738879012,0.009824466915890229,0.002179776127574859,-0.00525885904983454,0.0020965203421749535,-0.006446094066990195,-0.001326629018437866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH060,199,0.06569104588164157,0.01012078707647419,0.009737542093582161,0.038865981798765256,-0.0073518443889362675,0.00577410884665706,-0.01316115391208157,-0.02006296223063924,-0.004930413608040018,-0.005769721693608223,-0.008399060951297674,-0.00029586998201081206,-0.01661913711456404,-0.0018364401548431632,-0.0042514137163432,-0.00202651503024991,-0.00014664177087189947,0.002553612833018066,-0.0021785199836760966,0.000616576622899118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH061,200,-0.05903149486411453,0.002882720659693411,0.022981635515965108,-0.007737692452793393,0.006373768073793667,-0.0013624434269900116,-0.01284009218109272,-0.0034757746757155413,-0.013027168941608056,-0.005151825418304711,-0.012733063054072213,0.0026370493969466832,-0.0068356147063859994,-0.011620366331657136,0.011275535512925018,0.004655816158290567,-0.001642642039591723,0.005521110061536631,-0.0014694809165898969,0.00044658866558872936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH062,201,-0.05302344519793137,0.05001403100834964,0.03963994885645715,0.002031512871163287,0.0012961704859600627,0.01703473879814921,0.009623141134890012,-0.008990570823562133,0.011314422205825351,0.01176818050248496,-0.00491933413424282,0.004013368865115891,-0.001279628473282699,-0.001347664956886371,0.00362692314452483,0.005497908867218285,0.004531567186620812,-0.0001493521504864836,-0.005212494964052489,-0.0004544164855700411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH063,202,0.07614598011230046,0.06137272637014748,0.041779712297732766,-0.00035446383825067266,-0.013381563553232586,-0.010044815158752725,0.00024016714050564643,-0.02960638765801845,-0.011054730901689236,0.00954924231480282,0.008283457920707771,0.006330957425658637,0.0012782228147418695,-0.00045617550183950606,-0.005106230450123162,0.005331007420646534,-8.432426289863797e-05,-0.0024086757247958283,-0.0001006838961186872,-0.0006842688724638632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH064,203,-0.0880976154984527,-0.016895320404845815,-0.03464726739133005,-0.027542456853882905,0.009204154296206232,-0.012354157057930274,0.03575897548632063,-0.019816454416042215,-0.005162987137795187,-0.001749598074850975,0.0111770417193536,-0.006679100810104713,-0.00409770804204135,-0.006435304204188305,0.0027076134143445875,-0.0012880926771091782,-0.000500202523836814,0.0029854106166849904,-4.941332617479025e-05,-0.00025195744705695377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH065,204,-0.058680600121524526,0.0018491604253195798,0.01486665805727379,-0.00794789961133993,0.017663737857039286,-0.0021695927639986162,-0.004599234541857581,-0.0013973583575385708,-0.019003235740797576,0.013584647079761621,-0.002692684447858053,0.008258348012031694,0.007809204270766322,-0.004824473227722709,-0.004131812866247812,-0.016646490246081575,-0.0001910706682872921,-0.004426999151197148,-0.00016531840299033058,-0.001736380285894474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH066,205,-0.07434680102029126,0.011697143447063393,0.048549245780298476,-0.015841056336255804,-0.004300848581677644,-0.015581080974879077,-0.011895891791732087,-0.0066584925345854785,0.005271135572771557,-0.0043983814476248086,0.012621165585325368,-0.0021072335038941617,0.0033857549899073813,0.0028178624871228147,0.000164140401006662,0.0031882925864068156,-0.0019848773820463853,-0.0012673003444392567,0.003256204100220723,-0.0005660932077132785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH067,206,-0.0526970714051673,0.004648386899388686,0.015894377946528992,-0.004504158771206891,0.044124295074644874,0.006249826919025044,-0.0007175979916434754,0.014819674235516106,0.02130294335244117,-0.009571347581134267,-0.012052088710612644,-0.006821357058709799,-0.010994050731514023,-0.00356746106771014,-0.00653611899638385,-0.0009855113131384248,-0.0025494045331727537,0.00022872367854815003,-0.0007171632684495149,-0.0005507814558895624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH068,207,-0.05842563735913469,0.04271201784478361,0.039355580906879496,0.01115629367986749,-0.002591120852849665,0.02069810340811286,0.004401925231989075,-0.006653879220155778,0.012868590866483589,-0.00912256557387201,0.0013812786953995716,-0.004856805440431992,0.009493409031235363,-0.007212543538622203,-0.003594469083625192,-0.001956470687132267,0.00019603969090419967,0.001170958035563822,0.0047299003412779395,0.0013747510777094463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH069,208,-0.07248150032861826,-0.016551997657231792,-0.02094999676568566,-0.008311908894780803,-0.006308348610317482,-0.0033563762902488366,-0.01309542567334763,0.0002972750369339621,0.02484577409168021,0.024560120685030214,-0.023758034635615658,0.004067484962591189,0.010910221741804558,0.0006835719881705484,0.0011871617394261678,-0.00015992720807281034,-0.0071614074894789746,0.0008019109989997312,-0.0014258065860991626,0.0007071116638766271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH070,209,0.010384862026839536,-0.02644958314254935,-0.021822210301022285,-0.004304432506821668,-0.019404319416917355,-0.016412893601559623,-0.0036428971527237277,-0.004228275661349439,0.02457173540497537,-0.002270822258724316,-0.004525608369361457,3.13854893695502e-05,-0.004141410568140507,0.012824598938383506,0.005483823315604009,0.00033828628646671995,0.001527321865469772,-0.0024379935080577693,0.0026089436540553145,-0.0014331125541078443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH071,210,0.049037187185415596,-0.008262711596632832,0.007885703880542976,0.00347071852976919,-0.009940577669766035,0.03993444063483763,-0.0052969394426506,0.008240104015643764,0.003546202899705662,-0.0011564231560859744,-0.0006140960848478388,-0.004441495279990178,0.005763893949112296,-0.003745009170581644,-0.006470982120928377,-9.632741971718711e-05,0.00404160640569768,0.00237574255072895,0.0030670801489753436,-0.004080625852296995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH072,211,0.0329722377509965,-0.038407472515920936,-0.033409640787795465,-0.03714937998956646,-0.021664129562544435,0.0010320432006369544,-0.002575828145046983,-0.0017111243515839888,-0.0003067477031546801,0.009108329289631402,0.009666992189717791,-0.007491757830931436,-0.0013577596140224753,-0.017172931648984292,-0.0030987361205527344,0.0013825144572967114,-0.003624496624318158,-0.0016426677489620558,0.0007410751690563688,-0.0003278072519429142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH073,212,0.044733236970142476,-0.009457844575032194,0.008202322506863455,0.002787194571900106,-0.0095071112227844,0.0377875352612251,-0.004415453507552708,0.01126126597324268,0.0024509537643096426,-0.003842455777423942,-0.0026761120995887535,-0.00043693543281929733,0.0018876420651735338,-0.0053065212973325655,-0.000490381386927099,0.008387523833319432,-4.0085210307137095e-05,-0.011881297172216643,-0.000524217929397726,0.002274269393302894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH074,213,0.053222794228817184,0.02722418689262816,-0.031534427239110575,0.006405545146751064,-0.013192243704595714,-0.003459490717652659,0.004064013291884319,-0.013678356334452866,-0.0017755142697920287,0.005400447221388855,-0.010947976538494188,-0.014431484318866459,0.005916890913626832,-0.0037901412503604233,0.0028878383454749,0.002425064241959394,0.002434368908342672,0.007635168981515133,0.0027746128828785685,0.001767778447126829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH075,214,0.027856504811924403,-0.009468139892799966,0.011075189473569533,-0.0234082683631854,0.0030310928408079393,-0.011477817526685065,-0.0010766119182268683,-0.0019052139078642204,-0.018081455317398912,0.0017140887257125305,-0.014926696041046664,0.008033910790980136,0.00047796016687890727,-0.0027728786444526127,0.0045679531492336545,-0.004229399839986285,0.0001852104214580697,-0.004783977676036125,-0.0002413720108007209,-0.0004942464950806037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH076,215,0.1072298764382121,0.03060818476113118,-0.008103682479653197,-0.0035456036129086,0.06033005811155776,0.00962183941959109,-0.002996123987755458,0.004357397927463551,-0.008126890398853557,-0.017125827391075585,0.0018298956173042394,-0.00187425282420629,0.006362368526154462,0.002774650933715198,0.015178257400876501,-0.001292186254014692,-0.00306703562519055,0.0005027413940684517,0.0024202942719433627,-0.00017539841135260752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH077,216,0.03915889118857628,-0.038257506531675665,0.013901709513398457,-0.007196290861617356,-0.00738938573570545,0.0027867518229966882,-0.013851505260481756,0.010870459109070323,-0.007439884004923981,0.02207287400747301,-0.004854199552818526,-0.003213195179921259,0.0017341314813249277,0.007351691890334827,-0.001484321138644623,0.007077377765323932,0.0021658563267088595,0.0046912375967529405,0.005076013357570346,-0.0005543042761090838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH078,217,0.05758039515521721,-0.05010941601638562,-0.014525264177279727,-0.015448493190470067,0.028095858704376888,-0.00506211094635007,-0.023502810663379475,-0.03174234397790909,0.0125543604232296,-0.0020007536923327004,0.018331664292869,-0.00018296773967639148,0.013036624040694908,0.0010807519962642653,0.002025138050062643,0.0037274343339786273,0.002526843345815178,-0.001625065568990727,-0.003582888767396856,0.00013718773023252173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH079,218,-0.07799115056440573,-0.029237858213608938,0.02058484185019376,-0.01070131494271862,0.015030686931526264,0.008001873174228017,0.011349667058566874,-0.019380961484792632,-0.008226673523883676,-0.004157057292222797,-0.014937117941786612,-0.007822769700036179,0.0025347927378730453,0.015603698426185263,-0.002194004979641101,0.002944878254519494,0.0022968575425701796,-0.0013179812478734604,-0.0014165373413611926,0.0003324205970168997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH080,219,0.005845819202693681,-0.10041517780970989,0.005544103846967866,0.029036852524798384,0.0029657169778131123,0.007210684770246909,0.05379366801758766,-0.007196606493832921,0.014532915007245267,0.0007050824687651167,0.006655781755776112,0.007816577345187785,-0.004845412144631178,-0.0028960563774971682,0.0022555649423993923,-0.0003736663586645463,-0.0006116405939045917,-0.001356075337292943,0.0020938896013701436,7.970842908824134e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH081,220,0.02524315522554446,-0.04807944309120668,0.014253864105006885,-0.024989222172544796,-0.014989314963402157,0.00771732468686503,0.015826916716519788,0.00660858395351342,-0.023491822801278497,-0.01643331456602807,-0.01075662189502391,-0.017669177134005266,-0.0012146347670502677,0.007320200376252261,-0.004564742696045839,-0.0019841279062219204,0.0014283522760063956,-0.000958535261383309,-0.0023674189142950715,-4.969100862845682e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH082,221,-0.03530530406315641,-0.03997066424651506,0.008236826725791034,0.08685312770212543,0.02169827602549383,-0.02897914222339518,-0.0020150057719853067,0.010934847815197412,-0.01488323807546409,0.009054560470162908,0.00633223343579836,-0.006060787364382957,0.007875555457530816,-0.0007144844816846359,-0.002619277194562802,0.004476898016764695,-0.0032835677062787666,-0.0009673391841751105,-0.0006726780011851456,-0.0003150953211068832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH083,222,0.08703952600508631,0.042092174306702736,-0.05797335093061574,-0.0024165263065266027,0.03139299517539968,-0.009882820606877459,-0.001201382759102103,0.001779241476222069,0.017643322234609994,0.0026319187842793004,-0.005856632453809611,3.1588593131117616e-05,-0.001988038886951273,0.0023477025062690667,-0.008654153897502155,-0.0018925934870129215,-0.00029689643776087036,-0.0017727005611564129,-0.0005540876396040354,-0.00029443026388326164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH084,223,0.008400428567271885,-0.03590285959487779,0.01502849922681914,0.010346769768039606,-0.006476188373325524,-0.009101401516051348,-0.011464336882726767,0.0054405780722193604,0.006573286666134923,-0.004678924210479072,0.00015815537528588865,0.014438627671238661,0.005311261173151783,-0.002153814812964172,0.004646473287312637,-0.009077076776547824,0.012569246126229998,0.0029775976765827675,0.0006773591581851251,0.0018110675119159634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
proportion_explained,0,0.43280172669112116,0.17187173931498184,0.1009155117401141,0.059685775061532824,0.050913684291787886,0.04038428218955586,0.03503463769782885,0.02379176002998107,0.020804446971116178,0.016053473659216343,0.013606029379192627,0.009197526542806467,0.007238179769536817,0.005003723612770477,0.0043502350701948396,0.0035157372380220046,0.0019373804488348769,0.0016422780034299914,0.0010223569458862266,0.00022951534208958036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
