Measurement Name :,0730_Run2,,Generated On :,"30/07/2020, 15:26:42",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
30.07.20 14:53:34,1.78,217.94,234.96,233.05,238.8,199.83,198.01,209.28,239.45,215.45,201.95,243.96,212.05,203.77,205.3,218.25,227.34,203.77,204.38,219.81,211.74,221.06,190.51,213.9,229.87,,27.5,965,34,28.26,
30.07.20 14:53:49,2.03,205.6,197.41,226.4,246.88,206.52,175.16,215.45,226.4,229.87,231.46,225.76,232.41,216.07,229.55,219.81,226.08,218.56,258.36,232.41,212.98,188.42,218.56,235.6,197.11,,27.5,965,34,28.28,
30.07.20 14:54:05,2.3,202.56,229.55,205.6,211.43,246.88,171.09,221.06,258.36,187.82,201.04,223.88,218.87,212.98,221.06,234,205.3,223.88,218.87,223.56,198.01,224.51,186.93,205.6,201.95,,27.5,965,34,28.26,
30.07.20 14:54:20,2.55,207.13,202.56,218.56,239.77,190.21,197.41,236.88,235.6,204.69,199.22,224.19,201.95,202.56,237.52,211.13,219.18,201.95,204.38,204.38,222.94,208.67,164.46,208.67,224.19,,27.5,965,34,28.28,
30.07.20 14:54:35,2.8,231.14,220.43,251.78,248.51,229.87,214.83,256.71,263.67,205.3,240.09,270.7,233.37,244.29,255.72,230.19,252.43,234.32,233.69,250.79,218.87,244.29,205.91,272.05,247.53,,27.5,965,34,28.28,
30.07.20 14:54:50,3.05,219.81,202.86,218.25,211.13,203.17,199.22,201.04,238.16,174,217.94,214.83,212.05,187.23,211.13,237.2,205.91,208.05,182.79,217.01,195.9,206.52,187.82,215.14,222.31,,27.5,965,34,28.28,
30.07.20 14:55:05,3.3,221.68,205.6,233.05,231.78,197.71,186.64,224.82,260.01,200.43,206.22,234.64,201.04,190.51,203.17,242.35,222.31,212.05,208.05,207.75,199.52,210.82,192,219.18,227.97,,27.5,965,34,28.29,
30.07.20 14:55:20,3.55,207.75,234,249.16,236.88,213.6,205.3,242.99,257.7,230.19,190.8,261.67,207.75,200.43,239.45,200.13,232.73,223.56,207.75,215.45,223.25,206.83,198.92,215.76,212.05,,27.5,965,34,28.29,
30.07.20 14:55:35,3.8,225.45,229.55,216.07,212.98,224.19,188.12,255.06,242.35,221.37,194.7,248.51,209.9,228.92,231.46,215.14,215.76,226.08,218.25,228.92,239.77,238.48,217.63,222,236.24,,27.5,965,34,28.3,
30.07.20 14:55:50,4.05,214.21,206.52,206.22,205.91,216.69,181.32,209.59,228.92,228.61,223.25,236.56,212.98,216.38,247.53,217.94,216.69,269.02,199.83,215.76,215.14,211.13,188.42,218.87,235.6,,27.5,965,34,28.32,
30.07.20 14:56:05,4.3,222,200.13,201.95,243.32,220.12,204.69,211.13,248.18,191.7,208.97,213.29,206.52,226.08,217.32,229.87,224.82,205.91,223.88,231.46,193.2,194.7,211.43,230.19,221.06,,27.5,965,34,28.32,
30.07.20 14:56:21,4.57,221.37,203.47,237.2,196.81,211.74,194.4,225.45,230.19,196.2,216.38,217.01,213.29,210.2,225.14,237.52,210.82,229.87,204.69,228.29,196.81,203.17,182.2,218.56,191.7,,27.5,965,34,28.33,
30.07.20 14:56:36,4.82,222,223.88,231.46,226.71,189.31,198.92,225.76,242.35,200.13,222.31,212.98,210.82,212.67,227.66,220.75,207.75,207.44,216.07,241.7,201.34,223.88,176.33,225.76,230.82,,27.5,965,34,28.35,
30.07.20 14:56:51,5.07,230.51,184.27,212.05,230.19,213.29,195.9,232.41,227.66,198.92,198.62,242.67,231.78,208.36,230.82,263.67,224.51,223.56,204.99,240.09,213.6,220.75,211.74,224.19,210.51,,27.5,965,34,28.36,
30.07.20 14:57:06,5.32,251.12,208.97,242.02,232.41,245.58,198.92,225.14,240.41,223.88,231.14,276.11,232.73,232.73,229.55,205.3,241.06,241.06,225.45,255.06,218.25,230.19,207.13,243.64,243.32,,27.5,965,34,28.36,
30.07.20 14:57:21,5.57,265,230.82,227.34,225.14,241.06,210.2,216.69,261.67,221.06,204.69,240.09,234.32,234.32,249.81,221.37,229.87,260.68,230.51,234.96,216.38,226.4,214.21,242.67,226.4,,27.5,965,34,28.36,
30.07.20 14:57:36,5.82,232.09,192.6,203.17,227.66,220.75,193.5,226.71,270.03,190.8,212.36,235.92,217.94,208.97,231.14,206.22,223.25,217.94,209.28,236.88,215.76,193.2,210.51,221.06,222,,27.5,965,34,28.39,
30.07.20 14:57:51,6.07,251.12,213.29,254.73,237.84,220.12,201.65,244.93,257.04,216.07,219.18,260.68,234,212.36,237.2,245.58,222,241.7,219.81,239.13,222.31,208.05,200.74,226.08,210.51,,27.5,965,34,28.4,
30.07.20 14:58:07,6.33,251.45,255.06,238.8,217.63,224.51,217.63,234.64,304.9,238.48,224.51,244.61,242.02,226.71,259.02,227.34,234.32,272.73,234.64,247.86,236.88,236.24,197.41,251.12,227.97,,27.5,965,34,28.4,
30.07.20 14:58:22,6.58,230.82,215.76,229.24,236.24,208.97,195.3,227.03,270.03,246.23,189.01,243.64,236.88,225.45,231.78,248.51,241.7,242.02,217.01,247.86,213.29,223.56,214.52,232.41,231.78,,27.5,965,34,28.4,
30.07.20 14:58:37,6.83,233.37,232.41,248.18,226.4,227.97,200.43,202.86,242.67,242.99,223.25,260.34,212.67,209.28,214.83,205.3,220.43,246.23,231.78,235.6,227.03,220.43,212.98,211.74,216.69,,27.5,965,34,28.43,
30.07.20 14:58:52,7.08,243.64,199.83,244.29,227.34,186.64,192.9,227.66,264.67,219.5,185.45,230.19,225.76,221.68,221.06,212.67,217.63,215.45,218.56,239.45,212.67,231.46,201.04,223.88,233.37,,27.5,965,34,28.43,
30.07.20 14:59:07,7.33,236.24,189.61,227.34,240.41,201.34,179.85,241.06,258.03,209.9,223.25,254.4,228.92,211.13,250.79,252.43,233.05,240.73,215.76,232.09,204.08,221.06,209.9,233.37,242.02,,27.5,965,34,28.46,
30.07.20 14:59:22,7.58,248.18,199.83,218.56,222,201.04,176.33,229.87,266.34,208.97,202.86,224.82,217.63,205.6,240.41,221.68,216.69,235.92,211.43,253.41,203.47,238.16,169.07,228.61,209.9,,27.5,965,34,28.46,
30.07.20 14:59:38,7.85,298.2,219.5,227.03,238.48,208.67,212.36,267.01,271.72,227.34,234.32,235.92,233.37,230.51,266.01,233.37,222.94,258.03,246.88,250.47,262.67,223.88,214.52,232.73,222.94,,27.5,965,34,28.47,
30.07.20 14:59:53,8.1,221.06,199.83,216.38,207.44,182.49,186.04,236.24,242.99,217.01,193.2,261.67,223.56,196.81,219.81,234.96,231.78,245.58,227.34,258.36,193.8,213.9,212.67,222.62,222.31,,27.5,965,34,28.47,
30.07.20 15:00:08,8.35,238.48,217.32,225.14,248.83,228.61,204.99,221.68,275.44,226.4,201.95,254.4,254.4,240.09,250.47,223.25,231.78,253.09,207.44,242.02,227.03,229.55,223.88,247.86,218.56,,27.5,965,34,28.5,
30.07.20 15:00:23,8.6,261.67,230.51,242.67,246.23,226.71,200.43,212.98,280.54,252.1,228.29,258.36,236.56,213.29,232.09,242.67,239.13,243.64,227.03,257.7,227.97,239.45,222,253.09,204.69,,27.5,965,34,28.51,
30.07.20 15:00:38,8.85,240.09,206.52,245.58,234.64,211.13,221.06,249.49,251.12,216.07,206.22,243.32,253.09,241.06,242.67,227.03,220.43,247.86,195.6,256.71,212.98,231.46,224.51,246.56,217.01,,27.5,965,34,28.5,
30.07.20 15:00:53,9.1,224.19,209.59,258.36,244.61,213.29,196.2,230.51,277.13,235.92,220.12,240.09,234.32,222.31,227.03,222.94,217.01,242.67,199.83,235.6,225.45,206.52,198.62,224.82,217.94,,27.5,965,34,28.51,
30.07.20 15:01:08,9.35,254.4,242.02,254.4,245.26,211.43,239.45,246.88,290.87,229.24,224.51,273.07,246.88,228.29,222.62,252.76,260.01,247.21,228.92,270.7,236.88,227.66,248.51,257.04,231.46,,27.5,965,34,28.53,
30.07.20 15:01:23,9.6,244.93,191.7,205.3,236.56,212.05,192.3,220.12,291.92,216.38,217.63,248.51,231.14,206.83,236.56,204.99,201.95,272.05,214.52,257.37,222.31,209.59,215.76,249.81,234.64,,27.5,965,34,28.54,
30.07.20 15:01:38,9.85,235.28,238.48,223.25,218.87,212.67,199.83,240.09,282.25,210.2,226.4,260.01,244.93,207.13,244.93,223.25,241.38,254.73,225.14,266.34,213.29,225.14,221.06,231.46,227.66,,27.5,965,34,28.54,
30.07.20 15:01:54,10.12,257.04,215.76,232.41,241.7,231.46,183.67,218.56,283.63,239.45,234,276.79,224.82,205.3,235.6,233.69,206.22,249.16,209.28,258.69,232.41,205.6,215.45,235.6,208.05,,27.5,965,34,28.55,
30.07.20 15:02:09,10.37,244.61,217.94,226.08,228.29,217.63,195,230.51,270.37,243.32,228.29,290.18,250.47,241.38,253.09,234,234.96,255.72,203.47,250.79,230.51,207.44,199.22,234.32,216.38,,27.5,965,34,28.58,
30.07.20 15:02:24,10.62,256.05,208.05,231.14,259.68,253.41,216.38,213.29,265.67,216.38,241.7,291.57,236.56,221.06,237.52,227.66,229.87,268.35,212.05,272.73,219.5,231.78,184.27,239.77,212.05,,27.5,965,34,28.58,
30.07.20 15:02:39,10.87,263,227.66,232.73,265,229.55,224.51,238.8,273.74,241.06,224.51,283.63,244.93,245.58,264.34,247.86,241.38,280.54,238.48,269.69,252.43,231.46,238.16,265.34,233.69,,27.5,965,34,28.58,
30.07.20 15:02:54,11.12,240.41,219.5,234,233.37,216.69,203.17,235.6,284.66,197.41,220.43,267.01,244.93,218.25,238.8,215.76,241.7,245.91,201.95,256.38,211.13,208.05,187.53,240.41,238.8,,27.5,965,34,28.61,
30.07.20 15:03:09,11.37,219.18,189.91,237.2,242.35,196.5,184.27,223.25,252.76,211.43,208.97,265.67,233.05,208.67,250.79,219.18,217.94,227.34,195.9,247.53,207.75,186.93,210.82,235.92,239.45,,27.5,965,34,28.61,
30.07.20 15:03:24,11.62,261.34,230.19,224.51,244.93,189.61,213.9,249.16,270.7,236.56,247.21,273.07,237.52,242.02,250.79,237.84,287.76,258.69,230.82,291.92,256.38,233.37,210.2,234,229.87,,27.5,965,34,28.61,
30.07.20 15:03:39,11.87,255.72,241.38,250.14,246.88,228.29,235.28,234.32,294,251.45,226.4,263,236.24,252.43,245.58,244.61,228.29,256.38,222,269.69,222,227.66,192.3,212.67,219.18,,27.5,965,34,28.61,
30.07.20 15:03:54,12.12,268.02,186.04,229.87,250.79,238.48,217.01,258.69,308.09,242.99,235.28,263.34,236.56,216.07,257.04,236.56,229.24,241.38,217.94,274.76,229.55,247.86,244.93,256.38,228.61,,27.5,965,34,28.65,
30.07.20 15:04:09,12.37,232.09,214.52,234,230.19,204.99,216.38,218.87,280.54,192,211.43,271.72,204.99,221.37,241.06,243.32,237.2,249.49,218.25,254.07,225.76,208.97,201.65,227.97,218.87,,27.5,965,34,28.64,
30.07.20 15:04:24,12.62,267.68,239.45,238.16,231.14,208.97,217.32,236.88,305.96,222,210.82,265.34,227.03,228.92,229.24,232.09,229.87,256.38,236.88,266.67,225.76,222.94,212.36,249.81,200.43,,27.5,965,34,28.65,
30.07.20 15:04:39,12.87,230.82,204.99,213.6,204.38,232.41,192,228.29,275.1,198.92,222.94,265,220.12,207.44,217.01,247.53,225.76,257.04,219.81,246.56,208.36,216.38,225.14,216.69,217.63,,27.5,965,34,28.65,
30.07.20 15:04:54,13.12,265.34,216.69,227.34,222.31,216.69,206.22,219.5,299.6,214.21,223.56,240.73,210.82,208.67,256.71,239.13,232.09,242.02,200.43,232.41,214.21,216.38,234,225.45,195.9,,27.5,965,34,28.66,
30.07.20 15:05:10,13.38,241.7,212.05,264.67,228.61,218.87,200.43,235.28,260.34,206.83,216.07,245.26,227.97,205.91,250.79,224.82,200.43,243.32,204.69,242.35,213.6,249.16,199.52,203.77,221.68,,27.5,965,34,28.68,
30.07.20 15:05:25,13.63,274.08,233.37,241.7,260.68,193.8,210.2,245.26,302.77,216.07,230.19,279.18,230.19,251.45,274.42,239.45,250.14,253.74,220.43,283.63,230.51,252.1,217.94,251.45,250.47,,27.5,965,34,28.68,
30.07.20 15:05:40,13.88,258.36,211.43,231.46,235.6,195.9,202.25,221.37,238.8,241.06,201.95,250.14,209.28,232.41,231.46,215.45,213.6,237.52,214.83,245.26,206.52,185.15,212.36,208.97,234.32,,27.5,965,34,28.69,
30.07.20 15:05:55,14.13,281.23,231.46,231.78,224.82,221.68,228.92,233.37,290.87,221.68,223.88,267.34,226.4,216.38,232.73,222.31,239.13,263,226.71,261.34,219.5,217.01,222.94,237.52,246.56,,27.5,965,34,28.71,
30.07.20 15:06:10,14.38,264.67,224.51,234.64,252.76,214.83,204.69,250.47,314.89,262.67,222.31,257.7,275.44,230.82,240.73,237.2,258.36,268.35,207.44,271.38,230.19,223.56,202.86,230.82,241.06,,27.5,965,34,28.71,
30.07.20 15:06:25,14.63,261.34,222.31,220.43,221.37,223.88,217.63,219.81,272.39,233.37,222.62,257.7,219.5,225.76,257.37,218.56,223.25,260.34,222.62,254.73,214.21,226.08,219.18,222.62,213.9,,27.5,965,34,28.74,
30.07.20 15:06:40,14.88,261.01,222.62,220.43,221.06,223.56,217.94,220.12,272.39,234,221.68,258.03,219.5,224.82,258.03,218.25,223.56,259.68,222.62,255.72,214.21,225.14,218.87,222,213.9,,27.5,965,34,28.72,
30.07.20 15:06:55,15.13,261.34,222.62,220.12,220.75,223.25,218.56,220.12,271.72,234,221.68,259.02,220.12,224.82,258.36,218.56,223.56,260.34,222.94,255.06,214.21,225.76,218.56,222.62,214.83,,27.5,965,34,28.69,
30.07.20 15:07:10,15.38,261.67,222,220.12,220.43,222.62,217.32,219.81,273.4,234,221.37,259.35,219.5,224.51,259.02,218.87,222.94,260.68,222.31,255.06,213.9,225.76,217.32,221.68,214.21,,27.5,965,34,28.66,
30.07.20 15:07:25,15.63,261.67,222.31,220.12,221.37,223.56,217.32,219.81,272.73,233.37,221.68,259.35,219.81,225.14,259.35,218.56,222.31,261.01,222.62,253.41,214.52,225.45,217.32,222.31,214.52,,27.5,965,34,28.61,
30.07.20 15:07:41,15.9,262,222,220.43,221.06,222.94,216.38,219.81,272.39,232.41,222,258.03,220.12,225.14,259.02,218.87,221.68,261.34,222.62,253.09,213.6,225.14,216.38,221.68,214.83,,27.5,965,34,28.6,
30.07.20 15:07:56,16.15,262,222.62,220.43,220.43,223.56,216.07,220.12,273.74,232.73,221.68,259.35,220.43,225.76,259.35,218.87,221.06,261.34,222.62,250.79,213.9,225.45,215.45,222.31,214.52,,27.5,965,34,28.58,
30.07.20 15:08:11,16.4,261.34,222.31,220.75,220.75,222.62,213.29,220.12,274.42,231.14,222,259.02,220.43,224.82,259.35,218.56,219.18,261.01,222.31,249.16,213.6,225.76,214.83,222,215.14,,27.5,965,34,28.54,
30.07.20 15:08:26,16.65,261.67,222.62,220.75,221.37,223.56,212.67,219.81,273.74,231.46,221.68,258.69,220.43,225.14,260.01,219.18,219.18,261.01,222.62,247.21,213.6,225.76,213.6,222,215.45,,27.5,965,34,28.51,
30.07.20 15:08:41,16.9,261.01,222,219.81,220.12,223.56,211.74,219.81,271.72,230.51,221.68,257.04,220.43,224.82,259.35,218.87,217.01,261.01,222.62,244.61,214.52,225.14,212.67,221.06,214.21,,27.5,965,34,28.51,
30.07.20 15:08:56,17.15,262,222.31,219.18,220.12,223.25,210.2,219.5,272.39,230.19,221.68,256.71,220.43,225.14,258.69,217.94,216.07,260.68,222.31,243.32,213.6,225.14,211.74,221.37,215.14,,27.5,965,34,28.47,
30.07.20 15:09:11,17.4,261.01,222.31,219.81,220.43,223.25,208.97,219.5,272.39,228.61,221.37,256.71,220.43,225.14,258.36,218.56,214.83,260.68,222.31,240.73,213.9,225.45,211.13,221.37,215.14,,27.5,965,34,28.46,
30.07.20 15:09:27,17.67,260.34,221.68,219.81,220.43,223.25,207.44,219.5,270.7,227.66,221.68,256.05,220.12,224.51,257.04,218.56,213.6,259.35,222,238.48,212.98,225.14,209.28,221.37,214.83,,27.5,965,34,28.43,
30.07.20 15:09:42,17.92,261.01,222,220.12,219.81,222.31,206.83,219.18,270.03,226.08,221.37,257.37,220.12,225.14,256.38,217.94,212.98,259.02,221.68,236.56,213.6,224.82,208.36,221.06,214.52,,27.5,965,34,28.41,
30.07.20 15:09:57,18.17,260.34,222.31,220.43,220.75,222.62,204.99,219.5,269.69,225.76,221.37,257.37,220.12,225.14,255.39,218.25,211.13,258.69,222,234.64,212.98,225.14,207.44,222,215.76,,27.5,965,34,28.4,
30.07.20 15:10:12,18.42,260.34,222,220.12,220.75,222.94,203.77,220.12,269.02,224.19,221.37,256.05,220.43,225.14,254.07,217.94,210.51,258.69,222.31,233.05,213.29,225.14,206.83,221.37,214.83,,27.5,965,34,28.39,
30.07.20 15:10:27,18.67,260.34,221.68,220.12,220.43,222.62,201.95,219.5,268.69,224.19,221.68,255.72,219.81,224.51,253.09,217.63,208.05,258.36,222,230.82,212.67,225.45,205.3,221.68,215.14,,27.5,965,34,28.36,
30.07.20 15:10:42,18.92,260.68,221.68,219.81,220.75,221.68,200.74,219.5,267.34,222.62,221.06,253.74,219.18,224.82,252.1,217.32,206.83,256.71,222.31,228.92,212.67,224.51,204.38,221.68,214.83,,27.5,965,34,28.35,
30.07.20 15:10:57,19.17,259.68,221.68,219.81,219.81,222.94,199.52,219.18,268.02,222.31,221.06,252.43,219.5,224.82,251.12,218.25,206.22,256.38,221.68,226.08,212.98,224.82,203.47,221.37,215.76,,27.5,965,34,28.33,
30.07.20 15:11:12,19.42,259.68,222,220.12,220.43,222.62,198.31,219.81,266.34,220.75,221.68,252.1,220.12,224.82,250.79,218.25,205.6,256.38,222.31,225.76,214.21,225.76,203.17,221.37,215.76,,27.5,965,34,28.3,
30.07.20 15:11:27,19.67,259.02,221.06,219.81,219.18,222.62,196.81,219.18,267.68,219.5,221.06,250.14,220.12,224.82,249.49,217.32,203.17,256.38,221.37,224.19,212.67,224.82,200.74,220.75,215.14,,27.5,965,34,28.3,
30.07.20 15:11:43,19.93,258.36,221.68,219.81,220.12,222.94,195.9,218.87,265.34,219.81,220.75,249.81,220.43,225.14,249.81,217.94,202.25,256.38,222,224.19,212.67,224.51,200.43,221.06,215.14,,27.5,965,34,28.28,
30.07.20 15:11:58,20.18,258.03,221.68,219.5,220.12,222.31,194.4,218.56,266.67,218.87,220.75,249.16,219.81,224.82,249.16,217.63,200.43,255.39,222,222.94,212.36,224.19,199.52,220.75,215.14,,27.5,965,34,28.28,
30.07.20 15:12:13,20.43,257.04,220.43,219.5,219.81,222.31,193.8,218.56,264.34,217.63,220.43,248.51,219.5,224.82,249.81,217.94,199.22,255.06,221.68,222,212.67,225.14,198.31,221.06,215.76,,27.5,965,34,28.25,
30.07.20 15:12:28,20.68,257.37,221.37,219.81,218.87,222,193.2,219.5,264,217.32,220.75,249.16,219.18,225.14,249.16,217.63,198.01,254.73,222,220.75,213.29,225.14,196.81,220.43,216.07,,27.5,965,34,28.25,
30.07.20 15:12:43,20.93,256.05,221.06,219.5,219.18,221.68,192,218.56,262.34,216.38,220.75,247.21,218.87,225.14,247.86,217.63,197.11,253.74,221.06,218.56,212.98,224.19,195.6,220.75,214.83,,27.5,965,34,28.22,
30.07.20 15:12:58,21.18,256.05,221.37,218.87,218.87,222,191.7,218.87,261.34,216.38,221.37,246.88,219.5,224.82,247.86,217.32,195.9,253.09,221.68,217.94,212.98,224.51,195.6,220.75,215.76,,27.5,965,34,28.22,
30.07.20 15:13:13,21.43,255.72,221.37,219.18,219.18,222,189.61,219.18,262,215.76,220.43,246.56,219.81,224.82,245.91,217.32,195.6,253.09,221.37,217.01,212.98,224.82,193.8,221.06,215.45,,27.5,965,34,28.19,
30.07.20 15:13:29,21.7,255.72,221.06,219.5,219.5,221.68,188.72,218.56,260.01,214.83,221.06,245.58,219.5,224.51,245.91,217.32,194.7,253.09,221.68,215.76,212.98,225.14,193.5,221.06,215.45,,27.5,965,34,28.18,
30.07.20 15:13:44,21.95,255.72,221.06,219.5,219.5,222,188.12,218.56,261.01,213.9,221.06,245.58,219.81,224.82,245.26,217.32,193.2,252.76,221.68,214.83,212.67,224.82,192.3,221.06,215.45,,27.5,965,34,28.15,
30.07.20 15:13:59,22.2,254.73,220.75,219.5,218.56,221.68,186.04,218.87,259.35,212.67,221.06,245.26,219.18,224.82,245.91,217.01,192.6,253.09,221.37,214.52,212.67,224.51,191.7,221.06,214.83,,27.5,965,34,28.15,
30.07.20 15:14:14,22.45,254.07,220.43,219.5,218.87,221.06,185.75,218.25,258.69,212.05,220.12,244.93,219.18,224.19,244.93,217.01,190.8,251.12,221.06,212.98,212.36,223.56,190.51,220.43,215.45,,27.5,965,34,28.14,
30.07.20 15:14:29,22.7,253.74,220.12,218.25,218.25,220.43,183.97,217.94,258.03,211.13,219.81,243.96,219.5,224.19,244.29,216.69,189.61,250.47,221.06,212.05,212.36,223.88,189.01,219.81,214.21,,27.5,965,34,28.11,
30.07.20 15:14:44,22.95,254.07,220.43,218.87,218.87,221.37,183.08,217.94,256.38,210.82,220.43,243.96,219.18,224.19,244.93,217.63,189.61,250.47,221.06,211.43,212.67,223.88,188.72,221.06,215.14,,27.5,965,34,28.11,
30.07.20 15:14:59,23.2,253.09,220.12,218.87,218.87,221.37,183.38,218.25,256.05,209.9,219.81,241.7,219.18,224.19,243.96,217.01,188.12,249.49,221.37,209.59,212.05,224.19,187.82,220.75,214.83,,27.5,965,34,28.1,
30.07.20 15:15:14,23.45,252.1,220.75,219.5,218.87,221.68,182.2,218.25,256.05,209.59,220.43,241.38,219.18,224.82,243.32,217.32,187.23,249.49,221.06,208.05,212.36,224.19,187.23,221.06,214.52,,27.5,965,34,28.08,
30.07.20 15:15:29,23.7,251.45,220.43,218.87,219.18,221.68,181.32,217.94,254.4,208.97,220.75,240.73,218.56,224.82,242.99,217.01,185.75,248.83,221.06,207.75,212.05,224.51,186.93,221.06,214.52,,27.5,965,34,28.05,
30.07.20 15:15:44,23.95,251.78,220.12,218.56,218.56,221.37,180.73,217.63,253.41,208.97,220.12,240.41,218.87,224.51,242.02,217.32,186.64,249.16,220.43,205.91,212.67,223.88,185.75,220.43,214.52,,27.5,965,34,28.05,
30.07.20 15:16:00,24.22,251.12,220.12,218.87,218.87,222,180.14,217.94,253.41,208.05,220.12,241.7,218.87,224.19,240.41,217.01,185.75,248.83,221.06,204.69,212.67,224.19,185.75,220.75,214.52,,27.5,965,34,28.04,
30.07.20 15:16:15,24.47,250.79,220.43,218.87,218.56,221.06,179.26,218.25,254.07,206.83,220.12,241.38,218.56,224.51,240.09,217.32,184.56,248.18,220.75,202.86,212.98,224.51,185.15,220.43,214.83,,27.5,965,34,28.03,
30.07.20 15:16:30,24.72,250.47,219.81,218.87,218.25,221.06,178.38,218.25,253.41,205.6,219.5,240.41,218.87,224.19,239.45,217.32,184.56,246.88,221.06,202.25,212.36,223.56,184.27,220.43,214.52,,27.5,965,34,28.01,
30.07.20 15:16:45,24.97,249.81,220.12,218.25,218.25,220.12,177.21,218.25,252.76,204.38,220.12,240.09,218.56,224.19,239.45,216.69,183.08,246.23,220.75,200.74,212.05,223.56,183.08,220.12,214.52,,27.5,965,34,28.01,
