Measurement Name :,0728_Run2,,Generated On :,"28/07/2020, 10:05:37",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
28.07.20 09:42:30,6.05,200.05,234.23,234.88,238.83,216.13,232.27,238.5,220.61,207.88,226.41,233.57,232.27,196.94,200.98,214.85,199.11,201.92,200.98,226.74,231.94,198.8,187.7,239.49,217.41,,26.1,965,34,27.13,
28.07.20 09:42:45,6.3,194.46,227.38,245.12,243.46,234.88,206,234.23,207.25,213.9,213.58,245.45,251.13,215.49,202.86,232.59,204.43,203.17,200.98,236.52,220.61,206.62,180.09,233.9,209.46,,26.1,965,34,27.14,
28.07.20 09:43:01,6.57,208.51,217.73,231.94,256.86,218.69,203.8,242.79,214.22,199.43,213.9,237.18,227.38,205.68,208.2,217.73,205.68,204.74,219.01,206.31,228.36,202.86,185.86,200.36,214.85,,26.1,965,34,27.15,
28.07.20 09:43:16,6.82,219.01,217.09,227.71,235.54,219.97,217.73,228.68,210.09,218.69,203.49,240.48,234.88,181,210.73,227.06,195.7,202.86,206.31,227.71,211.68,208.51,195.39,227.71,207.25,,26.1,965,34,27.15,
28.07.20 09:43:31,7.07,226.41,233.9,270.18,260.93,240.48,218.69,243.46,241.47,222.22,202.86,219.01,252.81,194.46,229.01,252.47,206.31,213.9,219.01,251.8,233.25,234.55,221.89,222.86,229.98,,26.1,965,34,27.16,
28.07.20 09:43:46,7.32,212.31,226.09,233.57,222.54,205.05,205.68,229.66,208.83,192.3,225.44,214.54,230.96,201.3,200.98,229.98,206.31,189.84,169.28,212.63,213.26,197.56,156.29,215.81,225.77,,26.1,965,34,27.18,
28.07.20 09:44:01,7.57,220.61,232.59,267.08,252.14,226.09,231.29,248.45,227.38,201.61,231.29,226.74,240.48,227.71,226.74,243.79,214.85,235.21,215.81,247.45,219.65,223.18,190.76,234.23,217.09,,26.1,965,34,27.18,
28.07.20 09:44:16,7.82,206.31,240.48,245.12,243.46,225.77,214.22,246.78,215.49,209.78,220.61,229.98,238.83,198.18,224.47,241.47,233.25,223.18,208.51,233.25,232.92,208.2,192.92,236.52,229.01,,26.1,965,34,27.19,
28.07.20 09:44:31,8.07,207.57,218.37,239.82,243.46,207.88,219.97,231.29,203.49,208.2,210.73,242.46,230.96,206.62,254.16,232.92,194.15,190.15,200.05,225.12,224.47,223.18,215.49,235.54,233.9,,26.1,965,34,27.21,
28.07.20 09:44:46,8.32,212.63,235.54,253.15,242.13,248.79,219.97,238.5,223.83,188.31,223.5,236.85,245.78,231.94,238.5,215.81,205.68,212.31,213.26,227.71,214.85,206.31,217.73,251.13,232.27,,26.1,965,34,27.22,
28.07.20 09:45:01,8.57,209.78,245.78,247.12,239.16,226.09,210.73,234.88,214.54,204.11,231.61,231.61,233.9,207.88,219.65,222.54,208.83,213.58,225.12,238.5,206.31,219.01,196.94,211.99,226.41,,26.1,965,34,27.24,
28.07.20 09:45:16,8.82,197.87,226.74,230.96,243.79,201.61,222.22,243.46,215.49,198.49,207.88,227.38,234.88,222.54,232.92,219.33,207.57,223.5,206.94,239.82,222.22,212.31,168.09,243.13,218.05,,26.1,965,34,27.25,
28.07.20 09:45:31,9.07,216.77,229.33,248.45,234.23,218.05,228.03,246.78,221.25,203.49,208.51,238.5,234.55,192.92,225.44,225.12,167.2,200.05,203.17,218.69,212.63,209.78,163.05,223.18,225.44,,26.1,965,34,27.26,
28.07.20 09:45:46,9.32,203.49,226.74,249.79,233.25,216.77,201.61,231.61,197.25,220.61,213.58,215.17,232.59,217.73,192.61,227.38,216.45,220.29,198.49,257.53,213.26,215.49,200.98,206.62,235.54,,26.1,965,34,27.26,
28.07.20 09:46:01,9.57,196.94,227.38,250.46,251.13,221.89,219.97,234.88,216.13,189.54,213.26,232.59,238.17,201.92,221.57,231.94,205.05,185.86,223.18,225.12,229.66,215.49,194.77,218.69,206,,26.1,965,34,27.28,
28.07.20 09:46:17,9.83,204.74,221.89,254.83,238.5,224.15,214.54,244.79,230.96,232.27,218.69,235.87,236.85,194.77,219.65,235.54,212.95,230.96,207.25,241.14,225.44,222.22,217.41,223.83,225.12,,26.1,965,34,27.29,
28.07.20 09:46:32,10.08,222.22,233.57,265.02,259.23,210.41,234.88,245.12,229.01,220.61,218.69,249.46,250.13,209.46,257.2,233.9,192.61,239.82,222.22,240.15,235.54,240.81,184.03,220.61,233.25,,26.1,965,34,27.3,
28.07.20 09:46:47,10.33,185.25,219.33,245.45,235.54,211.68,213.9,231.94,208.2,223.5,217.41,219.97,231.61,212.95,241.47,235.21,210.73,217.73,214.22,223.83,227.38,208.51,187.7,224.15,235.54,,26.1,965,34,27.32,
28.07.20 09:47:02,10.58,202.55,221.25,257.53,248.12,236.52,228.03,240.15,225.12,220.61,192.3,223.5,239.82,188,246.12,227.38,193.23,214.54,210.09,230.96,214.54,211.04,183.73,226.41,214.54,,26.1,965,34,27.33,
28.07.20 09:47:17,10.83,205.37,213.9,251.13,245.45,225.44,232.27,232.27,212.31,204.74,200.98,230.31,252.47,224.15,214.54,218.37,185.56,207.88,220.29,211.68,215.81,200.67,189.54,223.5,234.88,,26.1,965,34,27.33,
28.07.20 09:47:32,11.08,197.25,230.96,233.57,229.01,200.36,216.77,221.57,203.17,190.76,218.05,229.01,209.78,217.73,213.58,225.12,199.43,198.8,200.05,210.41,218.05,203.17,189.84,204.43,229.33,,26.1,965,34,27.36,
28.07.20 09:47:47,11.33,226.41,237.51,259.23,243.13,202.55,226.41,230.63,216.77,215.81,226.09,241.14,234.88,213.26,214.54,221.89,205.37,224.47,200.05,230.31,251.8,213.26,163.35,236.19,217.73,,26.1,965,34,27.36,
28.07.20 09:48:02,11.58,215.81,235.87,248.45,249.79,226.41,236.85,238.17,220.93,226.74,227.38,245.12,240.48,220.61,239.49,240.15,222.22,248.79,202.23,244.12,229.33,201.3,191.38,231.61,226.41,,26.1,965,34,27.36,
28.07.20 09:48:17,11.83,212.31,222.86,256.86,247.45,218.05,202.55,234.88,211.36,214.54,215.17,222.86,241.14,202.55,240.15,220.29,195.08,207.57,205.37,235.54,219.01,222.86,181.91,217.09,225.12,,26.1,965,34,27.39,
28.07.20 09:48:32,12.08,224.8,238.83,257.2,243.79,227.06,238.83,249.12,214.85,225.77,243.79,264.34,243.46,238.83,254.49,247.12,209.15,247.78,211.36,237.84,233.57,246.12,199.74,229.01,232.92,,26.1,965,34,27.4,
28.07.20 09:48:47,12.33,219.97,234.55,252.81,249.12,212.31,214.85,240.15,216.13,229.33,214.85,236.52,239.16,227.71,218.69,252.14,214.54,233.25,202.23,234.23,224.15,213.9,198.18,225.77,222.54,,26.1,965,34,27.4,
28.07.20 09:49:03,12.6,223.18,230.63,254.16,247.12,227.38,215.17,234.55,215.17,219.33,192.3,213.26,235.21,214.22,223.5,229.66,169.28,245.12,206.31,222.22,234.23,208.83,205.05,230.63,239.16,,26.1,965,34,27.43,
28.07.20 09:49:18,12.85,193.84,221.57,271.21,240.81,210.73,227.71,245.45,201.3,217.41,219.01,231.29,237.84,205.37,228.03,229.01,193.54,229.98,212.95,241.8,233.25,206.62,208.83,227.06,228.03,,26.1,965,34,27.43,
28.07.20 09:49:33,13.1,206.94,225.77,252.81,248.45,232.59,243.46,241.14,211.04,211.36,194.46,234.23,242.79,208.83,218.05,226.09,205.68,225.44,194.77,217.73,206,189.54,182.21,211.99,226.41,,26.1,965,34,27.46,
28.07.20 09:49:48,13.35,228.03,234.23,245.45,239.82,226.41,203.17,240.48,207.88,215.49,221.57,235.54,235.21,202.55,224.8,223.83,199.74,224.47,211.68,245.12,216.13,212.95,211.36,247.78,228.68,,26.1,965,34,27.46,
28.07.20 09:50:03,13.6,225.12,227.71,252.14,256.52,227.71,238.5,239.16,204.43,198.18,220.29,231.29,239.82,218.69,234.88,232.27,213.26,229.66,233.25,248.45,241.47,241.47,175.86,235.21,237.18,,26.1,965,34,27.47,
28.07.20 09:50:18,13.85,218.05,223.83,271.56,251.47,229.01,266.39,245.78,208.83,238.83,220.29,248.12,231.94,213.58,237.18,239.82,195.08,244.45,211.04,252.47,228.03,216.45,181.3,223.5,239.49,,26.1,965,34,27.47,
28.07.20 09:50:33,14.1,197.87,237.18,253.48,233.9,230.63,214.22,238.17,207.25,195.7,206,230.96,238.17,202.23,233.57,218.37,216.13,233.9,230.63,225.77,230.63,207.88,173.76,228.03,224.15,,26.1,965,34,27.5,
28.07.20 09:50:48,14.35,189.54,206.31,252.81,228.68,215.81,210.41,230.63,195.7,216.45,199.43,226.74,224.8,207.25,228.68,218.69,180.09,235.87,207.57,235.21,211.36,183.73,151.63,194.15,240.15,,26.1,965,34,27.51,
28.07.20 09:51:03,14.6,213.26,230.31,258.21,228.36,228.68,223.83,227.06,201.92,232.92,228.36,229.98,229.01,228.68,253.48,227.71,207.25,246.78,229.01,242.79,221.57,229.66,204.43,231.29,235.54,,26.1,965,34,27.53,
28.07.20 09:51:18,14.85,212.95,230.63,259.23,228.68,228.68,223.83,227.38,200.36,233.9,228.36,229.01,228.36,228.36,253.48,227.38,207.57,247.45,229.33,243.79,221.25,229.33,203.8,230.63,235.87,,26.1,965,34,27.51,
28.07.20 09:51:33,15.1,213.26,230.31,259.57,228.36,229.01,222.22,227.38,199.11,233.9,228.68,228.03,229.33,228.36,254.16,228.03,207.25,248.12,229.33,244.45,221.57,229.01,203.49,230.31,235.54,,26.1,965,34,27.49,
28.07.20 09:51:48,15.35,213.58,230.63,259.57,228.68,228.68,219.97,227.38,197.56,232.92,228.68,225.77,229.01,228.03,254.49,227.38,208.51,247.78,228.68,244.12,220.61,229.01,201.61,230.96,235.87,,26.1,965,34,27.47,
28.07.20 09:52:03,15.6,213.58,230.31,259.57,228.36,229.01,218.05,227.38,195.7,231.61,227.38,222.86,228.03,227.71,254.83,227.06,207.57,247.45,229.01,244.12,220.93,229.01,199.43,230.63,236.52,,26.1,965,34,27.43,
28.07.20 09:52:19,15.87,213.58,230.31,259.91,229.01,228.68,215.49,227.06,195.08,230.63,228.03,222.86,228.36,228.03,255.51,227.38,207.88,248.12,229.01,244.79,220.93,229.33,197.56,230.96,236.85,,26.1,965,34,27.4,
28.07.20 09:52:34,16.12,213.58,230.63,260.59,229.01,229.66,213.58,227.71,194.15,229.01,228.36,220.93,228.36,228.68,256.18,227.38,207.88,248.12,228.68,244.12,221.89,229.66,197.25,230.63,236.85,,26.1,965,34,27.38,
28.07.20 09:52:49,16.37,214.22,230.96,260.59,228.36,229.33,212.63,227.38,191.99,227.38,228.03,218.05,229.33,228.03,256.18,227.38,208.2,248.45,229.33,244.45,221.25,229.33,194.77,231.29,236.85,,26.1,965,34,27.36,
28.07.20 09:53:04,16.62,213.9,230.96,259.91,228.68,228.68,210.73,227.06,191.38,226.09,228.36,216.13,228.68,228.03,256.18,227.06,208.51,248.79,229.01,244.45,221.57,229.98,192.61,230.96,237.18,,26.1,965,34,27.33,
28.07.20 09:53:19,16.87,213.9,230.63,259.57,229.33,228.68,209.46,227.71,189.54,223.83,228.68,213.26,228.36,228.03,256.18,227.06,209.15,249.12,229.01,244.12,221.89,229.98,190.15,230.96,236.19,,26.1,965,34,27.33,
28.07.20 09:53:34,17.12,213.9,229.98,258.89,229.98,228.68,208.51,227.38,187.39,222.86,227.71,214.54,229.33,228.03,255.17,227.71,209.15,248.12,228.68,244.45,221.25,229.66,189.84,230.63,235.54,,26.1,965,34,27.32,
28.07.20 09:53:49,17.37,214.54,230.63,258.89,229.98,228.68,207.25,227.06,186.47,220.29,227.38,211.36,228.36,228.03,254.83,226.74,208.83,248.12,228.68,243.79,221.25,228.68,187.7,230.63,235.87,,26.1,965,34,27.29,
28.07.20 09:54:04,17.62,213.9,230.31,258.55,228.68,228.68,206,227.38,187.08,218.37,227.71,209.78,228.68,228.03,255.51,227.71,208.51,248.79,229.01,243.79,221.89,229.01,188,230.31,234.88,,26.1,965,34,27.26,
28.07.20 09:54:19,17.87,214.22,229.66,258.21,229.33,229.01,204.43,227.06,186.47,217.41,227.71,209.78,228.68,228.03,254.16,227.38,208.2,247.78,228.36,243.46,220.93,228.36,185.25,230.63,235.54,,26.1,965,34,27.26,
28.07.20 09:54:34,18.12,213.58,229.33,257.2,228.36,228.36,202.55,226.74,184.03,214.22,226.74,208.83,228.36,227.38,253.82,226.41,207.57,247.12,228.68,242.13,220.29,228.36,184.34,230.63,234.55,,26.1,965,34,27.25,
28.07.20 09:54:49,18.37,213.9,229.01,256.52,228.68,229.01,204.43,226.74,181.3,212.63,227.38,206.94,227.71,227.71,253.82,227.06,208.51,248.12,228.03,242.13,221.25,229.01,182.82,229.66,234.23,,26.1,965,34,27.24,
28.07.20 09:55:04,18.62,213.58,229.33,256.18,228.03,228.36,204.43,226.74,181,211.68,227.06,205.37,227.06,227.38,252.81,227.06,208.2,247.45,228.36,242.13,220.61,228.68,181,230.31,233.9,,26.1,965,34,27.22,
28.07.20 09:55:19,18.87,213.9,229.98,255.84,228.68,229.01,203.49,226.74,178.88,210.09,228.03,204.11,228.36,228.03,252.81,227.71,208.83,247.12,229.01,241.8,221.57,228.36,180.69,230.63,233.9,,26.1,965,34,27.21,
28.07.20 09:55:34,19.12,213.58,230.31,255.17,228.36,227.71,203.8,226.41,175.56,209.15,227.38,202.55,227.38,227.71,252.14,226.41,208.2,246.78,228.03,241.47,220.29,229.01,178.88,229.98,233.57,,26.1,965,34,27.18,
28.07.20 09:55:49,19.37,214.22,229.66,254.83,228.68,229.33,201.92,226.41,173.46,206.94,227.38,203.49,228.03,228.36,252.14,227.71,209.15,246.78,228.68,240.81,220.61,228.68,176.16,230.63,233.25,,26.1,965,34,27.18,
28.07.20 09:56:04,19.62,212.95,229.33,254.16,228.03,228.03,200.67,226.09,170.47,205.68,226.74,201.3,226.74,227.71,251.13,226.74,208.51,245.78,228.36,240.48,220.29,228.68,174.66,230.31,233.25,,26.1,965,34,27.15,
28.07.20 09:56:19,19.87,213.9,229.66,253.15,227.71,228.03,200.36,226.41,169.58,202.86,227.06,200.05,228.68,227.38,251.47,227.06,208.2,245.45,228.03,239.82,220.61,229.01,173.16,230.31,232.92,,26.1,965,34,27.14,
28.07.20 09:56:34,20.12,213.58,229.01,253.48,227.71,228.36,199.43,226.41,165.42,199.74,227.06,200.05,227.38,227.71,250.46,226.41,208.51,245.45,228.03,238.5,220.61,228.68,171.96,229.66,231.29,,26.1,965,34,27.13,
28.07.20 09:56:49,20.37,213.26,229.98,252.47,228.03,228.03,198.18,226.09,163.94,199.43,227.06,198.49,228.03,227.06,250.46,226.09,209.46,245.45,228.68,238.5,220.61,229.01,170.77,229.98,230.96,,26.1,965,34,27.11,
28.07.20 09:57:04,20.62,213.58,228.68,251.47,228.03,228.03,197.25,226.41,162.46,197.87,226.74,196.01,227.06,227.06,250.13,227.06,208.2,244.12,228.03,237.84,220.61,229.01,169.87,230.31,230.31,,26.1,965,34,27.1,
28.07.20 09:57:19,20.87,213.26,229.33,251.47,227.06,227.71,195.7,225.77,160.99,195.39,226.41,196.32,227.06,227.06,249.12,226.09,207.88,244.45,227.38,236.52,220.29,227.71,167.79,229.66,229.66,,26.1,965,34,27.1,
28.07.20 09:57:34,21.12,213.26,229.33,251.13,227.38,228.03,196.32,226.09,161.58,194.77,226.74,193.84,227.06,227.06,248.45,226.09,208.83,244.79,227.71,237.51,220.29,228.68,166.31,229.98,230.63,,26.1,965,34,27.08,
28.07.20 09:57:49,21.37,213.9,229.33,250.8,227.06,228.03,196.01,226.74,160.4,192.3,227.06,193.23,227.06,227.71,248.79,226.74,208.51,244.12,228.03,237.84,220.29,229.01,164.82,230.63,229.01,,26.1,965,34,27.05,
28.07.20 09:58:04,21.62,213.26,229.33,250.8,227.06,228.03,194.15,225.77,158.93,189.23,227.38,192.92,226.74,226.74,248.45,226.09,208.2,243.46,227.71,236.19,219.97,229.01,163.94,229.66,229.33,,26.1,965,34,27.05,
28.07.20 09:58:19,21.87,212.95,228.68,250.13,226.41,227.71,193.84,225.77,158.93,185.56,226.41,190.15,226.41,227.06,248.12,225.77,208.2,242.79,227.71,236.52,219.65,227.71,162.76,229.98,228.03,,26.1,965,34,27.04,
28.07.20 09:58:35,22.13,213.26,229.01,249.79,228.03,226.74,193.54,226.41,157.76,186.47,226.74,191.07,227.38,227.06,248.12,226.74,207.88,243.13,227.38,235.87,219.97,228.68,160.99,229.98,228.36,,26.1,965,34,27.01,
28.07.20 09:58:50,22.38,212.63,228.36,249.12,227.06,227.06,192.3,226.09,156.59,184.64,226.74,188.92,227.06,226.74,246.78,225.77,207.88,241.8,227.38,235.21,219.65,228.03,160.1,229.33,227.06,,26.1,965,34,27.01,
28.07.20 09:59:05,22.63,212.95,228.68,248.45,227.38,228.03,191.38,226.09,155.71,183.73,226.41,188,226.74,227.06,246.45,226.09,207.88,241.8,228.03,234.23,219.33,227.71,159.52,229.66,228.36,,26.1,965,34,26.99,
28.07.20 09:59:20,22.88,212.31,228.68,247.12,226.74,227.38,190.46,225.77,153.96,182.82,226.09,187.08,226.74,226.74,244.79,226.09,207.88,241.14,227.38,233.57,219.65,228.36,158.05,229.33,227.38,,26.1,965,34,26.99,
28.07.20 09:59:35,23.13,212.95,228.68,246.12,227.06,227.06,191.07,225.44,152.51,181.6,226.09,188.62,226.41,226.74,244.12,226.09,207.57,241.47,227.06,233.9,219.65,228.03,157.17,229.33,226.41,,26.1,965,34,26.97,
28.07.20 09:59:50,23.38,212.63,228.68,246.12,226.41,226.41,189.54,225.44,151.05,180.69,226.41,188,226.74,226.09,244.12,225.44,207.88,241.47,227.38,232.92,220.29,227.38,154.84,229.33,226.74,,26.1,965,34,26.96,
28.07.20 10:00:05,23.63,212.31,228.03,245.45,227.38,227.06,188.31,224.8,150.19,180.09,225.77,188,226.09,226.74,243.46,225.77,207.57,240.15,227.06,232.59,219.97,227.38,153.96,229.01,226.41,,26.1,965,34,26.93,
28.07.20 10:00:20,23.88,212.31,228.36,245.12,226.41,227.38,188.92,224.8,149.61,178.58,225.77,187.39,226.09,226.41,242.13,225.77,206.94,240.15,226.74,232.27,219.33,227.71,152.8,228.68,226.41,,26.1,965,34,26.93,
28.07.20 10:00:35,24.13,211.99,229.01,244.79,226.74,227.71,188,224.8,149.32,177.37,226.09,188,226.74,227.06,241.8,226.09,207.88,239.82,227.38,231.94,219.65,228.03,153.09,229.66,225.44,,26.1,965,34,26.91,
28.07.20 10:00:50,24.38,211.99,228.36,244.12,226.41,227.38,185.86,225.12,150.19,175.86,225.77,188,226.74,226.74,242.79,226.74,207.25,239.82,227.06,231.61,218.69,228.03,150.47,229.01,224.15,,26.1,965,34,26.91,
28.07.20 10:01:05,24.63,211.68,228.36,243.46,226.09,226.41,184.95,224.47,147.87,174.36,225.12,187.08,226.09,226.09,241.47,225.12,207.25,238.83,226.74,230.31,218.69,226.74,149.32,228.68,224.15,,26.1,965,34,26.9,
