Measurement Name :,0728_Run2,,Generated On :,"28/07/2020, 10:05:37",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
28.07.20 10:01:20,24.88,212.31,228.36,243.79,227.06,226.74,183.73,225.12,146.72,172.86,226.41,186.78,226.74,226.74,242.13,226.09,207.57,239.16,227.06,230.96,219.65,227.06,147.87,229.66,224.47,,26.1,965,34,26.88,
28.07.20 10:01:35,25.13,211.99,228.36,243.13,225.77,226.74,182.21,224.47,144.42,171.07,225.44,185.86,225.77,226.09,240.81,225.44,206.94,237.84,226.41,229.98,219.01,227.06,147.58,228.68,223.83,,26.1,965,34,26.86,
28.07.20 10:01:50,25.38,211.36,228.03,242.46,226.41,226.41,180.69,224.15,143.27,170.17,224.8,185.25,226.09,226.09,240.81,225.44,207.57,237.84,226.41,229.33,218.69,227.06,144.42,228.36,222.86,,26.1,965,34,26.86,
28.07.20 10:02:05,25.63,211.36,228.03,242.79,226.74,227.06,180.39,225.44,142.7,169.58,225.77,185.25,226.41,226.09,240.15,225.77,207.57,237.84,226.74,228.68,219.65,227.38,145.28,229.01,223.18,,26.1,965,34,26.86,
28.07.20 10:02:20,25.88,211.68,228.36,241.8,226.41,226.09,179.48,224.8,142.12,168.68,225.77,184.95,226.74,226.09,239.49,225.44,207.25,237.18,226.74,228.68,218.37,227.71,142.98,228.68,222.86,,26.1,965,34,26.85,
28.07.20 10:02:35,26.13,211.68,227.38,241.8,226.09,226.09,179.18,224.15,139.84,168.68,225.12,184.64,226.09,225.77,239.82,225.44,206.62,236.85,226.74,228.03,218.05,226.74,141.84,228.68,221.89,,26.1,965,34,26.82,
28.07.20 10:02:51,26.4,211.04,227.71,241.14,226.41,226.41,178.27,224.47,141.55,168.98,225.44,183.73,226.41,225.77,239.16,224.8,207.25,236.52,226.41,227.71,218.37,227.06,139.84,229.01,221.89,,26.1,965,34,26.82,
28.07.20 10:03:06,26.65,211.36,226.74,240.81,226.74,226.09,178.27,224.8,140.41,168.68,224.8,179.78,226.41,225.77,239.49,225.12,206.94,236.19,226.41,227.38,219.01,227.71,137.56,229.01,221.57,,26.1,965,34,26.8,
28.07.20 10:03:21,26.9,211.36,226.74,239.49,226.09,225.77,176.47,224.47,139.55,167.79,225.44,178.88,225.44,225.44,238.83,224.15,206.62,236.19,226.09,227.06,218.05,227.38,137.56,228.68,220.61,,26.1,965,34,26.79,
28.07.20 10:03:36,27.15,211.36,227.38,239.49,226.09,226.41,174.96,224.47,139.55,168.09,225.77,177.67,225.44,226.09,238.5,225.44,206.62,235.87,226.09,226.74,218.69,226.41,137.56,229.01,221.25,,26.1,965,34,26.79,
28.07.20 10:03:51,27.4,211.99,227.71,240.15,226.09,226.41,174.66,224.47,140.69,168.38,225.77,175.86,226.41,225.77,239.16,226.09,207.25,235.54,226.74,227.06,219.01,227.06,136.14,228.68,220.93,,26.1,965,34,26.79,
28.07.20 10:04:06,27.65,211.36,227.06,238.17,226.09,225.44,173.46,224.15,140.12,166.6,225.12,175.56,225.12,225.44,238.17,224.8,206.62,234.55,225.44,226.09,218.05,225.77,134.44,228.03,220.29,,26.1,965,34,26.78,
28.07.20 10:04:21,27.9,211.36,226.41,238.83,225.77,225.77,171.67,224.15,139.27,166.31,225.12,174.96,225.44,225.44,238.17,224.8,206.31,234.55,225.77,225.77,218.05,226.09,135.86,228.68,220.29,,26.1,965,34,26.76,
28.07.20 10:04:36,28.15,210.73,227.06,237.84,225.77,226.09,172.26,223.83,135.57,165.71,224.8,174.36,225.12,225.12,237.51,225.77,206.94,234.23,226.09,224.8,218.37,226.41,135.86,228.36,220.61,,26.1,965,34,26.74,
28.07.20 10:04:51,28.4,211.04,226.74,238.5,225.77,224.8,171.67,224.15,134.44,164.23,224.47,173.76,225.12,225.12,237.18,224.8,206.94,233.9,226.41,224.47,219.01,226.74,132.74,228.03,220.29,,26.1,965,34,26.75,
28.07.20 10:05:06,28.65,211.04,227.38,237.18,225.44,226.41,170.47,223.83,135.01,164.23,224.47,173.46,225.12,224.8,237.18,225.12,207.25,233.9,225.44,225.12,217.73,226.09,131.9,228.36,219.65,,26.1,965,34,26.72,
