Culture:,en-US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/16/20,11:43:46 AM,1.325E+17,00:16:15,48.34,49.78,50.52,47.27,49.45,53.1,51.17,44.56,52.06,53.2,52.56,46.95,49.83,56.74,47.16,50.98,49.61,51.68,49.12,48.51,48.41,47.71,51.27,47.7,36704,41615,46660,52062,53514,59521,33697,39754,40881,50763,52406,57253,39377,41242,35583,55636,49016,52613,33115,37848,42836,45730,48866,56034,0.1777,0.133,0.1112,0.213,0.1429,0.0409,0.0927,0.3122,0.0682,0.0383,0.0549,0.224,0.1315,-0.0461,0.2168,0.098,0.1381,0.0786,0.1531,0.1722,0.1754,0.1982,0.0899,0.1986
11/16/20,11:44:01 AM,1.325E+17,00:16:30,39.66,44.59,46.6,46.33,49.86,48.83,41.72,41.19,46.49,49.27,42.84,48.94,46.64,44.04,41.55,45.83,45.68,45.38,45.61,45.44,39.67,42.47,47.59,38.76,33307,42018,42737,57010,54622,55977,33493,36433,38297,56210,48917,62479,40340,41401,34262,51344,50582,51902,31521,37611,40930,45384,49940,52648,0.5379,0.311,0.2362,0.2458,0.1306,0.1621,0.4344,0.4597,0.2401,0.1484,0.3837,0.1587,0.2348,0.3331,0.4424,0.2639,0.2694,0.2806,0.272,0.2784,0.5373,0.4,0.2022,0.5878
11/16/20,11:44:16 AM,1.325E+17,00:16:45,47.89,51.55,47.97,51.06,52.94,55.35,47.67,45.68,52.43,55.85,52.08,55.13,52.65,48.36,49.72,52.22,52.52,49.7,54.63,50.47,50.92,51.73,55.42,48.31,32692,38450,42304,59873,54999,66242,33990,38412,43671,51459,53117,59399,39825,39555,37501,50785,46274,53653,30882,35590,45432,40004,47784,54631,0.1923,0.0821,0.1897,0.0958,0.045,-0.0144,0.1996,0.2694,0.0584,-0.026,0.0677,-0.0092,0.0525,0.177,0.1348,0.0639,0.056,0.1354,0.0027,0.1127,0.0997,0.0772,-0.016,0.1786
11/16/20,11:44:31 AM,1.325E+17,00:17:00,48.44,57.84,57.34,52.96,54.86,65.83,51.19,50.17,49.28,60.18,54.83,58.53,54.9,50.17,51.42,56.23,53.21,53.59,51.73,55.18,51.33,51.45,57.37,52.98,35603,41920,42781,53715,52696,56990,31257,40655,37917,45943,49841,66558,39421,42770,34124,52339,50062,55486,31477,38688,43437,43984,51976,53054,0.1744,-0.07,-0.0593,0.0445,-0.0028,-0.2191,0.0921,0.1214,0.1481,-0.1178,-0.0021,-0.0845,-0.0037,0.1214,0.0857,-0.0347,0.038,0.0284,0.0772,-0.0104,0.0882,0.0849,-0.0599,0.044
11/16/20,11:44:46 AM,1.325E+17,00:17:15,48.53,61.82,52.19,49.45,56.17,55.87,51.18,49.35,50.92,54.33,56,49.37,51.3,47.21,50.26,55.96,53.68,53.1,55.18,54.15,46.19,49.88,53.5,49.63,33754,37267,44242,55164,58193,59645,35295,39555,40723,50810,52487,61063,39367,41511,37921,51530,42852,52715,33173,35310,45351,45704,49438,54053,0.1716,-0.1491,0.0647,0.1429,-0.0333,-0.0265,0.0924,0.146,0.0997,0.01,-0.0294,0.1454,0.0891,0.2151,0.1188,-0.0285,0.0261,0.0409,-0.0104,0.0144,0.2508,0.13,0.0306,0.1375
11/16/20,11:45:01 AM,1.325E+17,00:17:30,42.32,52.02,48.93,50.5,50.37,49.38,45.67,41.27,49.18,47.58,54.38,44.04,47.77,47.77,46.33,48.55,44.11,50.09,49.94,45.05,46.48,46.35,48.56,50.12,33483,41285,43662,53671,58412,60444,33552,38498,41170,52643,51556,66892,38149,47194,33140,54814,52220,54691,34490,37668,50165,43798,50159,53593,0.4068,0.0693,0.159,0.1118,0.1156,0.1451,0.2698,0.4558,0.1512,0.2026,0.0088,0.3331,0.1963,0.1963,0.2458,0.1709,0.3302,0.1238,0.1282,0.2932,0.2404,0.2451,0.1706,0.1229
11/16/20,11:45:16 AM,1.325E+17,00:17:45,47.48,51.87,46.35,48.35,50.53,52.11,50.83,46.17,49.84,52.23,50.84,50.16,48.83,52.43,46.06,50.11,48.86,48.48,49.72,49.23,47.59,47.27,50.04,50.15,35309,40692,49070,54921,56931,60370,33012,39556,40229,50552,52849,61243,39254,40033,36274,51680,51190,50704,32914,37613,43073,43299,50243,55012,0.2059,0.0734,0.2451,0.1773,0.1109,0.0669,0.1023,0.2515,0.1312,0.0637,0.102,0.1217,0.1621,0.0584,0.2555,0.1232,0.1612,0.1732,0.1348,0.1497,0.2022,0.213,0.1252,0.122
11/16/20,11:45:31 AM,1.325E+17,00:18:00,54.55,55.21,54.18,57.02,51.34,56.38,48.77,55.1,53.67,52.49,58.79,54.17,53.54,52.27,47.47,53.79,52.03,51.84,53.8,52.01,47.18,49.5,52.56,50.95,32011,41805,42936,57862,56987,59050,34254,36005,42340,47324,52062,58569,38236,40822,33499,53066,46771,52716,30871,38109,43818,44876,51062,56383,0.0047,-0.0111,0.0137,-0.0523,0.0879,-0.038,0.164,-0.0085,0.0264,0.0568,-0.0899,0.0139,0.0296,0.0626,0.2063,0.0234,0.069,0.0742,0.0231,0.0696,0.2161,0.1414,0.0549,0.0989
11/16/20,11:45:46 AM,1.325E+17,00:18:15,44.83,50.1,49.36,49.16,50.75,52.13,48.32,43.42,49.48,53.97,51.87,48.75,48.92,48.18,47.21,51.09,47.36,48.24,49.64,48.17,47.95,45.7,45.75,53.17,33468,40297,44814,53037,51604,60117,34543,39110,41636,47409,49024,57830,39835,44552,34926,50244,50983,53586,31683,36057,45438,44404,49433,56219,0.3017,0.1235,0.1457,0.1518,0.1046,0.0664,0.1783,0.3587,0.142,0.0189,0.0734,0.1646,0.1593,0.1828,0.2151,0.0949,0.21,0.1809,0.1372,0.1831,0.1903,0.2687,0.2668,0.0391
11/16/20,11:46:01 AM,1.325E+17,00:18:30,47.1,52.13,50.06,50.02,53.18,52.08,51.46,47.2,52.28,54.32,54.76,49.56,51.03,50.28,44.62,50.28,50.41,49.8,50.87,49.82,47.94,47.48,50.41,48.32,32224,40208,43505,52258,56588,59668,34380,40605,41870,48845,53343,61584,37965,41807,34532,51791,50464,53174,31355,37456,45812,43715,49669,55431,0.2188,0.0664,0.1246,0.1258,0.0388,0.0677,0.0846,0.2154,0.0623,0.0103,-0.0004,0.1396,0.0966,0.1182,0.3099,0.1182,0.1144,0.1324,0.1012,0.1318,0.1906,0.2059,0.1144,0.1783
11/16/20,11:46:16 AM,1.325E+17,00:18:45,47.53,50.54,49.95,55.27,45.05,49.32,46.85,48.75,52.27,49.44,52.25,50.65,48.6,52.92,46.62,50.43,49.18,49.7,51.94,50.55,47.6,43.36,47.54,45.04,31548,41351,44204,54721,57718,62425,35501,37656,42469,49776,50837,61947,39483,38964,35099,52462,49381,52358,32574,38256,47386,43297,51917,53983,0.2042,0.1106,0.1279,-0.0125,0.2932,0.1469,0.2275,0.1646,0.0626,0.1432,0.0631,0.1075,0.1693,0.0455,0.2355,0.1138,0.1512,0.1354,0.0715,0.1103,0.2019,0.3613,0.2039,0.2935
11/16/20,11:46:31 AM,1.325E+17,00:19:00,46.49,55.02,52.96,52.55,51.24,54.05,46.56,48.88,50.96,53.57,51.08,50.47,50.58,49.34,49.17,51.86,50.23,50.65,49.45,48.78,48.66,48.8,51.65,46.94,35703,41630,41535,55086,54890,59190,34075,37735,41329,47912,53130,61963,38205,40115,35004,51875,50588,52999,31875,37644,46066,44181,48895,56168,0.2401,-0.0066,0.0445,0.0552,0.0907,0.0169,0.2376,0.1605,0.0986,0.0289,0.0952,0.1127,0.1095,0.1463,0.1515,0.0736,0.1196,0.1075,0.1429,0.1637,0.1674,0.163,0.0794,0.2243
11/16/20,11:46:46 AM,1.325E+17,00:19:15,48.75,53.3,53.99,51.78,48.51,54.9,48.28,46.86,53.49,57.75,59.52,56.7,54.68,46.28,55.04,53.99,53.33,55.33,54.39,50.21,52.35,50.89,50.27,54.52,35075,40060,44249,59453,61425,62359,35629,38317,40102,50405,45305,61145,38134,42213,38813,50786,49494,50955,31159,38284,48920,44697,49105,55402,0.1646,0.0357,0.0184,0.0758,0.1722,-0.0037,0.1796,0.2271,0.0309,-0.0681,-0.1047,-0.0452,0.0015,0.2476,-0.0071,0.0184,0.035,-0.0139,0.0086,0.1202,0.0605,0.1006,0.1185,0.0054
11/16/20,11:47:01 AM,1.325E+17,00:19:30,46.91,51.9,42.64,48.76,45.2,49.58,48.99,39.83,52.73,51.46,50.19,50.65,48.29,49.61,45.42,49.54,44.92,51.27,51.32,50.25,47.41,47.98,48.83,49.73,34309,41899,42125,53005,56351,55785,35421,39034,42909,45640,46100,63168,40438,43225,36121,51721,52580,53759,30998,36937,44364,42692,47652,54393,0.2254,0.0726,0.3925,0.1643,0.2874,0.139,0.1571,0.5288,0.0505,0.0846,0.1208,0.1075,0.1793,0.1381,0.2791,0.1402,0.2982,0.0899,0.0885,0.1191,0.2083,0.1893,0.1621,0.1345
11/16/20,11:47:16 AM,1.325E+17,00:19:45,49.56,54.03,52.19,50.6,49.76,52.76,54.43,46.68,51.63,54.6,60.21,57.01,52,49.2,45.51,49.56,53.85,55.21,53.07,53.52,51.2,48.82,56.23,54.05,34498,41894,40560,49651,54825,57101,33609,39246,41557,51801,52230,63532,38049,42434,36195,50390,49929,51671,32843,36324,49346,42174,50509,52640,0.1396,0.0174,0.0647,0.1089,0.1336,0.0497,0.0076,0.2334,0.0799,0.0035,-0.1184,-0.0521,0.0699,0.1506,0.2757,0.1396,0.0219,-0.0111,0.0416,0.0301,0.0919,0.1624,-0.0347,0.0169
11/16/20,11:47:31 AM,1.325E+17,00:20:00,48.91,50.7,51.6,51.67,52.01,60.45,48.48,48.14,52,50.18,54.87,49.62,51.34,50.16,46.73,51.18,50.01,46.83,47.48,51.71,49.07,47.31,51.96,51.46,36279,42642,43696,54408,49455,57081,34045,39148,39849,53473,53339,63843,39816,42070,35326,53705,50044,55760,32131,38708,44368,43523,51470,55658,0.1596,0.106,0.0808,0.0788,0.0696,-0.1231,0.1732,0.1841,0.0699,0.1211,-0.003,0.1378,0.0879,0.1217,0.2316,0.0924,0.1261,0.2281,0.2059,0.0777,0.1546,0.2117,0.0709,0.0846
11/16/20,11:47:46 AM,1.325E+17,00:20:15,46.96,50.73,49.89,51.65,49.3,52.3,48.28,47.05,50.43,51.83,49.69,49.08,50.13,45.62,48.23,50.48,49.81,49.11,43.45,49.69,46.82,46.51,48.72,48.2,34505,40743,43759,54088,57108,59096,34791,38530,41320,49070,53021,65462,39826,39930,36715,50707,48026,54732,29979,39439,46742,44039,47797,52932,0.2236,0.1052,0.1297,0.0794,0.1475,0.0618,0.1796,0.2205,0.1138,0.0745,0.1357,0.1543,0.1226,0.2716,0.1812,0.1124,0.1321,0.1534,0.3575,0.1357,0.2285,0.2394,0.1656,0.1822
11/16/20,11:48:01 AM,1.325E+17,00:20:30,48.58,53.69,53.11,51.43,50.85,53.57,52.55,48.88,51.87,53.97,55.39,55.02,53.21,50.86,49.72,53.89,50.5,51.13,52.08,51.33,51.36,46.25,54.66,50.38,33297,42034,43797,52701,54968,60130,34198,38293,40496,51161,52524,61187,40402,41195,35152,52421,49601,52888,32834,37973,45656,40870,49939,54446,0.17,0.0259,0.0406,0.0854,0.1017,0.0289,0.0552,0.1605,0.0734,0.0189,-0.0153,-0.0066,0.038,0.1015,0.1348,0.0209,0.1118,0.0938,0.0677,0.0882,0.0874,0.2486,0.002,0.1153
11/16/20,11:48:16 AM,1.325E+17,00:20:45,44.87,55.21,51.28,47.27,50.58,48.69,48.1,49.49,45.97,56.8,57,51.48,52.48,48.62,46.44,57.53,50.25,52.95,50.07,52.02,48.28,45.82,50.8,45.9,30299,40501,43937,50859,57486,59404,34453,34779,46205,50909,51364,58567,41928,41822,35395,56050,51457,57689,32800,38872,45292,44418,52688,57862,0.3001,-0.0111,0.0896,0.213,0.1095,0.1665,0.1854,0.1417,0.2588,-0.0474,-0.0518,0.0841,0.057,0.1687,0.2419,-0.0634,0.1191,0.0447,0.1244,0.0693,0.1796,0.2643,0.1032,0.2613
11/16/20,11:48:31 AM,1.325E+17,00:21:00,46.98,53.44,50.2,52.16,61.22,56.51,46.07,45.92,48.95,56.84,55.25,44.68,50.91,52.69,51.35,53.71,48.83,48.57,49.79,50.02,48.41,45.9,50.99,55.5,34799,44757,45209,49950,61331,56426,34183,36762,43617,47997,52626,58374,39320,41999,34312,51259,49347,54108,32517,38368,44178,42840,53632,53426,0.223,0.0322,0.1205,0.0655,-0.1378,-0.041,0.2551,0.2606,0.1583,-0.0483,-0.012,0.3075,0.1,0.0515,0.0877,0.0254,0.1621,0.1703,0.1327,0.1258,0.1754,0.2613,0.0978,-0.0179
11/16/20,11:48:46 AM,1.325E+17,00:21:15,49.33,55.76,54.79,46.6,54.54,52.72,48.42,51.37,52.54,54.87,54.13,56.81,52.73,45.81,45.22,59.2,50.31,51.67,53.94,51.81,52.88,49.69,49.83,50.13,34444,41447,43570,50381,54756,63764,34700,36218,41334,48947,49430,59533,38196,42105,36618,53868,46334,55477,30873,38280,47045,43871,48403,60001,0.1466,-0.0239,-0.0011,0.2362,0.0049,0.0507,0.1751,0.0871,0.0554,-0.003,0.0149,-0.0476,0.0505,0.2646,0.2867,-0.0983,0.1173,0.0788,0.0196,0.075,0.0465,0.1357,0.1315,0.1226
11/16/20,11:49:01 AM,1.325E+17,00:21:30,43.49,51.75,51.7,50.74,45.18,51.59,47.12,44.92,49.01,45.81,55.74,49.17,49.39,50.15,42.06,46.54,50.6,49.18,45.64,48.63,50.34,47.05,47.56,47.57,33568,41149,45176,59515,53836,62008,33058,40394,41389,52699,51896,59522,40079,38403,36448,50706,50681,51523,33375,37804,44830,44370,49664,56588,0.3558,0.0766,0.078,0.1049,0.2882,0.081,0.2181,0.2982,0.1565,0.2646,-0.0235,0.1515,0.1448,0.122,0.4186,0.2383,0.1089,0.1512,0.2709,0.1684,0.1164,0.2205,0.2032,0.2029
11/16/20,11:49:16 AM,1.325E+17,00:21:45,45.87,52.82,51.92,50.1,48.01,49.81,46.25,43.79,47.4,55.28,53.6,50.99,52.22,47.09,44.87,52.24,43.99,47.41,49.14,51.41,43.43,46.52,46.12,45.94,33110,42788,44015,50904,56556,59042,35486,40029,39781,51003,53149,64850,39975,39859,35308,51086,48099,52650,32997,36927,41276,43203,46672,49885,0.2624,0.0481,0.072,0.1235,0.1884,0.1321,0.2486,0.3433,0.2086,-0.0127,0.0281,0.0978,0.0639,0.2192,0.3001,0.0634,0.3351,0.2083,0.1524,0.086,0.3583,0.239,0.2533,0.2599
11/16/20,11:49:31 AM,1.325E+17,00:22:00,44.13,51.53,53.94,52.7,48.99,51.65,47.98,45.53,50.41,52.61,52.69,50.52,49.81,53.77,46.97,51.58,51,49.21,48.21,49.16,50.67,46.19,50.14,50.06,34764,41632,46647,53021,55700,56278,33972,38640,41312,51186,51837,63205,39743,39942,38377,51873,52378,51321,32406,36792,44537,43658,52529,55041,0.3294,0.0827,0.0196,0.0512,0.1571,0.0794,0.1893,0.275,0.1144,0.0536,0.0515,0.1112,0.1321,0.0239,0.2233,0.0813,0.0975,0.1503,0.1818,0.1518,0.1069,0.2508,0.1223,0.1246
11/16/20,11:49:46 AM,1.325E+17,00:22:15,47.81,52.72,51.09,51.32,55.46,52.93,48.31,45.94,50.4,53.9,53.7,53.36,50.31,51.11,49.02,47.73,48.74,50.71,49.99,50.6,48.37,47.88,51.53,50.37,32667,41883,43510,53721,54247,58950,35876,38484,41022,49099,54186,62543,40759,41783,34017,51530,51692,52946,32002,38294,45820,43519,48899,55717,0.1949,0.0507,0.0949,0.0885,-0.017,0.0452,0.1786,0.2599,0.1147,0.0206,0.0256,0.0342,0.1173,0.0944,0.1562,0.1976,0.1649,0.1057,0.1267,0.1089,0.1767,0.1926,0.0827,0.1156
11/16/20,11:50:01 AM,1.325E+17,00:22:30,44.27,54.26,50.22,50.31,51.23,54.82,48.35,46.58,50.24,49.92,53.52,51.97,51.03,52.06,47.21,49.49,47.75,51.06,48.7,49.98,51.05,46.65,49.7,49.45,33784,39564,42897,53678,55150,60209,34132,39743,41031,51741,55001,61634,40048,42066,34529,52839,50154,54670,31746,38076,47062,44104,53665,55295,0.3238,0.0117,0.1199,0.1173,0.091,-0.0018,0.1773,0.2369,0.1194,0.1288,0.0301,0.0707,0.0966,0.0682,0.2151,0.1417,0.1969,0.0958,0.1662,0.127,0.0961,0.2344,0.1354,0.1429
11/16/20,11:50:16 AM,1.325E+17,00:22:45,48.26,52.07,51.41,51.27,50.32,52.79,47.55,46.91,50.68,53.46,52.44,50.87,50.5,50.96,46.33,50.93,49.29,50.73,50.05,50.4,46.88,46.54,49.97,49.65,34225,42388,42998,53067,55977,58879,34532,37967,41483,50107,53311,61908,39885,42645,36039,53006,50902,53558,31813,38567,46199,44018,50393,56640,0.1802,0.068,0.086,0.0899,0.117,0.0489,0.2036,0.2254,0.1066,0.0317,0.0581,0.1012,0.1118,0.0986,0.2458,0.0995,0.1478,0.1052,0.1249,0.1147,0.2264,0.2383,0.1273,0.1369
11/16/20,11:50:31 AM,1.325E+17,00:23:00,49.8,56.52,50.95,51.95,54.23,57.63,50.68,50.28,57.32,53.53,56.19,59.15,56.86,56.32,51.51,54.43,51.47,54.72,52.33,54.01,49.12,51.22,54.6,53.91,33554,40265,45424,54144,55853,58384,32347,37120,40599,50666,51933,65059,37434,39392,35084,51241,50835,52993,29378,39198,45759,44652,52077,55809,0.1324,-0.0412,0.0989,0.0712,0.0125,-0.0655,0.1066,0.1182,-0.0588,0.0299,-0.0338,-0.0972,-0.0487,-0.0367,0.0832,0.0076,0.0843,0.0006,0.061,0.0179,0.1531,0.0913,0.0035,0.0204
11/16/20,11:50:46 AM,1.325E+17,00:23:15,51.3,55.33,52.32,51.83,51.68,52.27,48.4,47.52,49.83,58.32,56.02,50.68,52.01,48.45,46.09,50.99,50.03,49.59,51.17,51.01,47.74,48.55,50.74,50.9,32945,41084,43168,54338,55547,59398,33674,40363,44742,49429,54683,60843,40058,44598,37016,54237,50718,50564,32034,38179,45676,42553,49713,55976,0.0891,-0.0139,0.0613,0.0745,0.0786,0.0626,0.1757,0.2046,0.1315,-0.0801,-0.0299,0.1066,0.0696,0.1741,0.2544,0.0978,0.1255,0.1387,0.0927,0.0972,0.1972,0.1709,0.1049,0.1003
11/16/20,11:51:01 AM,1.325E+17,00:23:30,47.35,53.71,51.59,51.97,51.45,49.82,49.07,46.21,51.51,53.13,53.41,50.64,52.01,50.54,46.42,52.2,50.12,50.61,49.66,49.78,48.72,47.61,51.92,49.87,34844,42310,43922,55548,59352,61264,35333,39080,42411,50574,53193,60694,39744,41162,35281,53309,50270,53307,31867,38065,46134,42449,49332,56079,0.2103,0.0254,0.081,0.0707,0.0849,0.1318,0.1546,0.2501,0.0832,0.0401,0.0329,0.1077,0.0696,0.1106,0.2426,0.0645,0.1229,0.1086,0.1366,0.133,0.1656,0.2016,0.072,0.1303
11/16/20,11:51:16 AM,1.325E+17,00:23:45,51.44,50.95,51.06,52.22,52.09,50.49,51.76,47.77,49.16,51.41,52.99,52.28,51.46,50.31,46.64,51.63,50.12,50.43,50.45,51.32,49.96,47.65,49.91,49.95,34139,43144,43205,54583,55383,59221,36233,37623,41963,52002,53385,61882,39804,41751,36827,53180,50548,53971,32883,38488,45669,42966,49925,56458,0.0852,0.0989,0.0958,0.0639,0.0674,0.1121,0.0764,0.1963,0.1518,0.086,0.0437,0.0623,0.0846,0.1173,0.2348,0.0799,0.1229,0.1138,0.1132,0.0885,0.1276,0.2002,0.1291,0.1279
11/16/20,11:51:31 AM,1.325E+17,00:24:00,49.17,53.69,52.16,55.84,54.4,52.61,51.21,48.24,53.45,55.16,54.69,51.8,52.74,50.92,50.47,52.14,50.74,49.74,51.88,55.39,52.28,49.57,55.57,52.18,33872,41680,43870,53440,53750,58982,34066,37982,41401,50721,52825,60146,39550,40948,35297,51237,50530,53604,32490,38602,42979,42750,46722,54736,0.1515,0.0259,0.0655,-0.0258,0.0083,0.0536,0.0916,0.1809,0.0319,-0.0099,0.0013,0.0753,0.0502,0.0997,0.1127,0.0661,0.1049,0.1342,0.0731,-0.0153,0.0623,0.1393,-0.0195,0.065
11/16/20,11:51:46 AM,1.325E+17,00:24:15,47.66,53.68,50.91,51.29,50.91,52.18,47.97,47.35,49.12,53.04,51.29,50.72,51.64,50.86,47.96,52.01,49.17,50.03,49.96,50.53,47.86,47.07,51.68,49.94,33580,41228,43946,54556,55490,59636,34190,38681,41580,50140,52751,60897,39424,41364,34914,51471,51498,52878,32177,38392,45827,43368,50051,56268,0.1999,0.0261,0.1,0.0893,0.1,0.065,0.1897,0.2103,0.1531,0.0424,0.0893,0.1055,0.0797,0.1015,0.19,0.0696,0.1515,0.1255,0.1276,0.1109,0.1933,0.2199,0.0786,0.1282
11/16/20,11:52:01 AM,1.325E+17,00:24:30,43.88,49.14,48.01,48.56,47.77,49.74,46.82,43.84,48.69,50.06,49.35,48.29,47.89,47.79,45.52,48.63,46.51,47.03,47.52,47.88,45.63,43.71,48.5,47.14,33019,40404,44244,53508,52527,59995,34384,38774,41588,50676,52134,60875,40187,41356,35770,51696,49715,52956,32209,37936,45709,43186,51665,56660,0.3396,0.1524,0.1884,0.1706,0.1963,0.1342,0.2285,0.3412,0.1665,0.1246,0.146,0.1793,0.1923,0.1956,0.2754,0.1684,0.2394,0.2212,0.2046,0.1926,0.2713,0.3466,0.1725,0.2175
11/16/20,11:52:16 AM,1.325E+17,00:24:45,48.4,53.51,52.09,52.62,51.98,53.75,49.54,47.39,51.55,54.57,53.11,50.93,52.73,52.01,48.52,52.01,51.83,52.21,50.75,52.76,49.3,48.25,51.98,51.71,33697,41393,44114,52994,56816,59000,33860,39146,42431,50156,52561,63175,40642,41975,35706,51094,49129,52261,32131,37866,46406,43517,49896,56562,0.1757,0.0304,0.0674,0.0533,0.0704,0.0244,0.1402,0.209,0.0821,0.0042,0.0406,0.0995,0.0505,0.0696,0.1719,0.0696,0.0745,0.0642,0.1046,0.0497,0.1475,0.1806,0.0704,0.0777
11/16/20,11:52:31 AM,1.325E+17,00:25:00,46.81,52.72,51.51,53.43,50.71,52.44,48.83,46.89,51.61,54.04,52.58,51.84,51.41,51.33,47.08,51.3,50.12,51.44,48.75,50.77,47.65,47.55,50.95,49.76,34028,41805,43738,54385,55485,59248,34130,38777,41077,50871,52754,62184,39867,41312,35581,53242,50109,54480,32181,38273,46438,43814,50423,56695,0.2288,0.0507,0.0832,0.0324,0.1057,0.0581,0.1621,0.2261,0.0805,0.0171,0.0544,0.0742,0.086,0.0882,0.2195,0.0891,0.1229,0.0852,0.1646,0.104,0.2002,0.2036,0.0989,0.1336
11/16/20,11:52:46 AM,1.325E+17,00:25:15,47.29,52.68,50.99,51.19,50.48,52.44,48.6,47.13,50.84,52.85,52.48,51.66,51.27,51.07,46.85,49.38,49.97,50.21,51.03,50.41,48.52,47.26,50.93,50.38,34306,41871,44042,54473,55564,58887,34354,38157,41334,50204,53149,61180,39784,41027,36110,53343,50881,52849,31638,38200,45650,43168,50137,56071,0.2123,0.0518,0.0978,0.0921,0.1124,0.0581,0.1693,0.2178,0.102,0.0473,0.057,0.0791,0.0899,0.0955,0.2275,0.1451,0.1273,0.1202,0.0966,0.1144,0.1719,0.2134,0.0995,0.1153
11/16/20,11:53:01 AM,1.325E+17,00:25:30,46.49,51.79,49.65,52.03,51.14,51.54,47.08,45.02,49.46,49.79,51.59,51.49,49.14,51.14,45.44,49.78,47.44,51.16,49.08,49.17,46.19,47.98,49.62,47.26,33149,41638,43822,54087,55295,59568,34364,38170,43121,53469,51008,62522,39371,41362,35628,52763,50988,52398,31722,38482,46621,44681,49847,56804,0.2401,0.0756,0.1369,0.069,0.0935,0.0824,0.2195,0.2943,0.1426,0.1327,0.081,0.0838,0.1524,0.0935,0.2784,0.133,0.2073,0.093,0.1543,0.1515,0.2508,0.1893,0.1378,0.2134
11/16/20,11:53:16 AM,1.325E+17,00:25:45,46.63,52.94,50.42,52.48,50.08,52.22,48.18,46.73,51.47,53.37,52.58,51.03,50.98,50.82,46.97,51.04,49.83,51.03,49.39,50.43,48.24,47.27,50.99,50,33951,41824,43931,54771,55900,59406,34492,38652,40911,50339,53131,62292,40198,41332,35774,53222,50667,52894,32012,38318,45817,43574,49708,56300,0.2351,0.045,0.1141,0.057,0.1241,0.0639,0.1828,0.2316,0.0843,0.0339,0.0544,0.0966,0.098,0.1026,0.2233,0.0964,0.1315,0.0966,0.1448,0.1138,0.1809,0.213,0.0978,0.1264
11/16/20,11:53:31 AM,1.325E+17,00:26:00,47.11,52.77,50.94,51.86,51.02,52.14,48.41,47.09,49.53,53.56,52.8,51.03,51.47,51.01,47.15,50.87,49.74,50.45,50.56,50.15,48.13,46.86,51,50.22,33866,42129,43983,54654,55178,59620,34219,38975,41469,50015,52590,62312,39911,41639,35273,52683,50063,52973,32024,38420,45701,43511,49972,56071,0.2185,0.0494,0.0992,0.0736,0.0969,0.0661,0.1754,0.2192,0.1405,0.0291,0.0486,0.0966,0.0843,0.0972,0.2171,0.1012,0.1342,0.1132,0.11,0.122,0.1844,0.2271,0.0975,0.1199
11/16/20,11:53:46 AM,1.325E+17,00:26:15,46.85,52.61,50.6,51.6,51.1,52.68,47.15,46.74,50.54,53.31,52.19,51.29,50.75,51.24,46.78,49.71,49.79,48.97,49.61,49.71,47.64,47.06,50.41,49.85,34387,41716,44086,54732,55218,59410,34595,38440,40741,51202,53561,62054,39777,41708,35540,52290,50585,52159,32326,38240,45797,43493,50166,56239,0.2275,0.0536,0.1089,0.0808,0.0947,0.0518,0.2171,0.2313,0.1106,0.0355,0.0647,0.0893,0.1046,0.0907,0.2299,0.1351,0.1327,0.1577,0.1381,0.1351,0.2006,0.2202,0.1144,0.1309
11/16/20,11:54:01 AM,1.325E+17,00:26:30,46.92,52.45,50.86,51.85,50.31,52.74,47.65,45.98,50.69,52.56,52.52,51.2,50.69,51.09,48.11,50.31,49.53,49.17,49.58,50.11,48.69,47.1,51.06,50.14,33869,42112,43713,54485,55707,59982,34714,38838,41639,50992,52968,63357,39729,41543,35180,52051,50895,51586,31983,38234,45945,43487,49982,56449,0.225,0.0578,0.1015,0.0739,0.1173,0.0502,0.2002,0.2584,0.1063,0.0549,0.056,0.0919,0.1063,0.0949,0.1851,0.1173,0.1405,0.1515,0.139,0.1232,0.1665,0.2188,0.0958,0.1223
11/16/20,11:54:16 AM,1.325E+17,00:26:45,46.1,52.62,49.67,50.89,53.6,50.83,48.36,46.82,51.06,52.86,52.87,51.38,50.7,51.8,47.2,51.32,49.53,50.12,52.45,50.35,48.12,46.93,50.91,50.1,33954,42469,43938,53566,55379,58418,33391,38658,40837,50480,53038,61637,39771,40806,35769,51193,51384,52231,31984,37591,45974,43390,50064,58249,0.254,0.0533,0.1363,0.1006,0.0281,0.1023,0.177,0.2285,0.0958,0.0471,0.0468,0.0868,0.106,0.0753,0.2154,0.0885,0.1405,0.1229,0.0578,0.1161,0.1848,0.2247,0.1,0.1235
11/16/20,11:54:31 AM,1.325E+17,00:27:00,45.9,53.56,51.24,52.11,50.11,52.9,47.16,46.9,50.23,53.73,52.11,51.36,50.9,51.62,47.05,51.47,49.99,51.42,49.54,50,48.12,47.19,50.9,50.67,33516,41805,43408,52940,56166,59545,34014,38836,40967,50879,52418,62351,39812,41413,35043,52459,50187,53315,31522,38255,45695,43489,49903,56113,0.2613,0.0291,0.0907,0.0669,0.1232,0.046,0.2168,0.2257,0.1196,0.0249,0.0669,0.0874,0.1003,0.0802,0.2205,0.0843,0.1267,0.0857,0.1402,0.1264,0.1848,0.2157,0.1003,0.1069
