"","WSH174_S118_L001","WSH176_S142_L001","WSH177_S154_L001","WSH178_S166_L001","WSH179_S178_L001","WSH185_S155_L001","WSH187_S179_L001","WSH188_S191_L001","WSH193_S156_L001","WSH195_S180_L001","WSH203_S207_L001","WSH204_S214_L001","WSH205_S221_L001","WSH206_S228_L001","WSH207_S235_L001","WSH208_S242_L001","WSH209_S194_L001","WSH210_S201_L001","WSH211_S208_L001","WSH212_S215_L001","WSH213_S222_L001","WSH214_S229_L001","WSH215_S236_L001","WSH216_S243_L001"
"WSH205_S221_L001",0.437035336342703,0.390026834696448,0.400432801319778,0.434594683658249,0.468417241363956,0.414845202900967,0.382186056578233,0.391150765687827,0.188797972129431,0.211331673198248,0.180847629568864,0.153151638145589,0,0.173707380097716,0.166818677438492,0.0866080957640567,0.248204693973881,0.199153053564785,0.266542883325218,0.19641613516048,0.30270107545645,0.305303400341055,0.303127760624962,0.394684074828348
"WSH206_S228_L001",0.310666273810059,0.306527378218634,0.303406593630248,0.331408414214926,0.347259834106469,0.297590567727064,0.308441395847557,0.349041206439684,0.26953678271406,0.287067857641088,0.215868360376063,0.219639051389055,0.173707380097716,0,0.0923398992587508,0.155870867971018,0.117749117068346,0.165374301944521,0.202917872102227,0.219814862247718,0.271210681981994,0.205532920970927,0.309038343218715,0.26487638580378
"WSH207_S235_L001",0.338375523348655,0.308055396886533,0.311607036944003,0.340141673906521,0.363454585604806,0.318759053073312,0.311101015425163,0.345779660658873,0.235505297152752,0.255882848388458,0.210924998277367,0.197685659423178,0.166818677438492,0.0923398992587508,0,0.144677849205187,0.134393223648593,0.151895302425723,0.194361482271789,0.195651073799918,0.279317968951494,0.211545304182512,0.319703053512237,0.296852613385226
"WSH208_S242_L001",0.420772747077575,0.369309443260216,0.381807809610865,0.417066788274972,0.44814146234199,0.394403618721843,0.366034608270712,0.374217081112415,0.183870897673263,0.211967848547564,0.179121170612167,0.12677861326655,0.0866080957640567,0.155870867971018,0.144677849205187,0,0.215238466939233,0.172737523682899,0.239347385989426,0.173461047137606,0.282166747819206,0.283211762243906,0.275719539557649,0.374792503587395
"WSH209_S194_L001",0.308541566013447,0.283281885999801,0.298980681092149,0.320100959561482,0.336343828576263,0.301396792540588,0.319210516967734,0.359835429809863,0.309416215034923,0.317575039307212,0.275180950881139,0.267887357000711,0.248204693973881,0.117749117068346,0.134393223648593,0.215238466939233,0,0.138473995705699,0.14890026912289,0.176604203437823,0.237173733193789,0.173859498139133,0.334953615946536,0.273078364772869
"WSH210_S201_L001",0.382271563048447,0.322692571429846,0.349482756231034,0.377833868241524,0.402971372010682,0.367528854762301,0.314679791994691,0.333557113158695,0.265808282444858,0.277658098684823,0.220259764688539,0.217062778604812,0.199153053564785,0.165374301944521,0.151895302425723,0.172737523682899,0.138473995705699,0,0.103783659199172,0.123457308524603,0.233373672132365,0.23077734351882,0.307717556867457,0.324590731767191
"WSH211_S208_L001",0.354172078732268,0.291370748848777,0.327361288625117,0.353263869991354,0.372363144943899,0.364831496362399,0.328243547239284,0.35347441116657,0.338530729549352,0.347083538329038,0.270268190166526,0.281216992010859,0.266542883325218,0.202917872102227,0.194361482271789,0.239347385989426,0.14890026912289,0.103783659199172,0,0.167017547308352,0.232890414610231,0.223600822418724,0.344387420213475,0.302105182553517
"WSH212_S215_L001",0.417505946002612,0.361855636969219,0.389306528259048,0.415843010029508,0.440789543543068,0.405160248912877,0.386541713544186,0.387104023719867,0.260472614396956,0.275032026943944,0.248338651257883,0.215767867958619,0.19641613516048,0.219814862247718,0.195651073799918,0.173461047137606,0.176604203437823,0.123457308524603,0.167017547308352,0,0.25505080752323,0.284220444224265,0.316991790586034,0.374412057576245
"WSH213_S222_L001",0.342138231140077,0.255223457707217,0.313781636492238,0.345036717875885,0.3683184901391,0.383163756718299,0.292778905342482,0.342981027616413,0.348376498352145,0.358676876734954,0.338582787895933,0.340210316778539,0.30270107545645,0.271210681981994,0.279317968951494,0.282166747819206,0.237173733193789,0.233373672132365,0.232890414610231,0.25505080752323,0,0.188021409869915,0.351243700898148,0.271082308355521
"WSH214_S229_L001",0.294331165568615,0.229695761024938,0.257184017245535,0.302239773404964,0.323592929335371,0.327473310615573,0.288563933706089,0.337132091684962,0.341220388648861,0.34999560772048,0.325560088068746,0.327100308933756,0.305303400341055,0.205532920970927,0.211545304182512,0.283211762243906,0.173859498139133,0.23077734351882,0.223600822418724,0.284220444224265,0.188021409869915,0,0.347211496837255,0.244175138492007
"WSH215_S236_L001",0.427282617562567,0.411918314696825,0.397704802472312,0.436620142582276,0.449382911735405,0.404889695370012,0.371749212182816,0.333332044050606,0.334828456921363,0.357042107507645,0.324402258923399,0.308854533537772,0.303127760624962,0.309038343218715,0.319703053512237,0.275719539557649,0.334953615946536,0.307717556867457,0.344387420213475,0.316991790586034,0.351243700898148,0.347211496837255,0,0.404905233285138
"WSH216_S243_L001",0.231929421150373,0.279922160220247,0.236040891383094,0.286261095855494,0.259107494685052,0.251649396099836,0.270411858186291,0.35973361405636,0.424212646475505,0.430433143211219,0.397319992487781,0.413139011926405,0.394684074828348,0.26487638580378,0.296852613385226,0.374792503587395,0.273078364772869,0.324590731767191,0.302105182553517,0.374412057576245,0.271082308355521,0.244175138492007,0.404905233285138,0
