"","WSH174_S118_L001","WSH176_S142_L001","WSH177_S154_L001","WSH178_S166_L001","WSH179_S178_L001","WSH185_S155_L001","WSH187_S179_L001","WSH188_S191_L001","WSH193_S156_L001","WSH195_S180_L001","WSH203_S207_L001","WSH204_S214_L001","WSH205_S221_L001","WSH206_S228_L001","WSH207_S235_L001","WSH208_S242_L001","WSH209_S194_L001","WSH210_S201_L001","WSH211_S208_L001","WSH212_S215_L001","WSH213_S222_L001","WSH214_S229_L001","WSH215_S236_L001","WSH216_S243_L001"
"WSH174_S118_L001",0,0.262097753825521,0.16431218781597,0.214416198699804,0.187496797024072,0.272253599647427,0.289165181113861,0.33254914358392,0.462374653192812,0.471380525706583,0.423979894636396,0.449695100765446,0.437035336342703,0.310666273810059,0.338375523348655,0.420772747077575,0.308541566013447,0.382271563048447,0.354172078732268,0.417505946002612,0.342138231140077,0.294331165568615,0.427282617562567,0.231929421150373
"WSH176_S142_L001",0.262097753825521,0,0.249354479415406,0.241793340729895,0.275788739079543,0.369453518215801,0.280873698099592,0.323996821692165,0.423118556593428,0.427164972500401,0.403487299019955,0.412404084914152,0.390026834696448,0.306527378218634,0.308055396886533,0.369309443260216,0.283281885999801,0.322692571429846,0.291370748848777,0.361855636969219,0.255223457707217,0.229695761024938,0.411918314696825,0.279922160220247
"WSH177_S154_L001",0.16431218781597,0.249354479415406,0,0.244375246807918,0.229235001517421,0.278535885367858,0.277493213266986,0.337411451982757,0.409707602558391,0.427127046550724,0.374140058051306,0.399786139307252,0.400432801319778,0.303406593630248,0.311607036944003,0.381807809610865,0.298980681092149,0.349482756231034,0.327361288625117,0.389306528259048,0.313781636492238,0.257184017245535,0.397704802472312,0.236040891383094
"WSH178_S166_L001",0.214416198699804,0.241793340729895,0.244375246807918,0,0.259398987781773,0.358472487431643,0.280845009421095,0.332947521402672,0.459452801860516,0.467398763299901,0.4224392868079,0.439665981227804,0.434594683658249,0.331408414214926,0.340141673906521,0.417066788274972,0.320100959561482,0.377833868241524,0.353263869991354,0.415843010029508,0.345036717875885,0.302239773404964,0.436620142582276,0.286261095855494
"WSH179_S178_L001",0.187496797024072,0.275788739079543,0.229235001517421,0.259398987781773,0,0.298214072790029,0.304520170018435,0.378056991407529,0.493206861674674,0.500052458636906,0.458049769785843,0.477823027593821,0.468417241363956,0.347259834106469,0.363454585604806,0.44814146234199,0.336343828576263,0.402971372010682,0.372363144943899,0.440789543543068,0.3683184901391,0.323592929335371,0.449382911735405,0.259107494685052
"WSH185_S155_L001",0.272253599647427,0.369453518215801,0.278535885367858,0.358472487431643,0.298214072790029,0,0.295046487973384,0.359116752939603,0.432191683507965,0.444943966789732,0.41763453507663,0.430007720796795,0.414845202900967,0.297590567727064,0.318759053073312,0.394403618721843,0.301396792540588,0.367528854762301,0.364831496362399,0.405160248912877,0.383163756718299,0.327473310615573,0.404889695370012,0.251649396099836
"WSH187_S179_L001",0.289165181113861,0.280873698099592,0.277493213266986,0.280845009421095,0.304520170018435,0.295046487973384,0,0.241643516650553,0.407923887073878,0.421601367042144,0.371207261744826,0.394875928674617,0.382186056578233,0.308441395847557,0.311101015425163,0.366034608270712,0.319210516967734,0.314679791994691,0.328243547239284,0.386541713544186,0.292778905342482,0.288563933706089,0.371749212182816,0.270411858186291
"WSH188_S191_L001",0.33254914358392,0.323996821692165,0.337411451982757,0.332947521402672,0.378056991407529,0.359116752939603,0.241643516650553,0,0.411565802174137,0.42782103269312,0.389626144948726,0.40242487523364,0.391150765687827,0.349041206439684,0.345779660658873,0.374217081112415,0.359835429809863,0.333557113158695,0.35347441116657,0.387104023719867,0.342981027616413,0.337132091684962,0.333332044050606,0.35973361405636
"WSH193_S156_L001",0.462374653192812,0.423118556593428,0.409707602558391,0.459452801860516,0.493206861674674,0.432191683507965,0.407923887073878,0.411565802174137,0,0.0897919332170324,0.1779876764673,0.151939672526797,0.188797972129431,0.26953678271406,0.235505297152752,0.183870897673263,0.309416215034923,0.265808282444858,0.338530729549352,0.260472614396956,0.348376498352145,0.341220388648861,0.334828456921363,0.424212646475505
"WSH195_S180_L001",0.471380525706583,0.427164972500401,0.427127046550724,0.467398763299901,0.500052458636906,0.444943966789732,0.421601367042144,0.42782103269312,0.0897919332170324,0,0.228000444923232,0.205450815511469,0.211331673198248,0.287067857641088,0.255882848388458,0.211967848547564,0.317575039307212,0.277658098684823,0.347083538329038,0.275032026943944,0.358676876734954,0.34999560772048,0.357042107507645,0.430433143211219
"WSH203_S207_L001",0.423979894636396,0.403487299019955,0.374140058051306,0.4224392868079,0.458049769785843,0.41763453507663,0.371207261744826,0.389626144948726,0.1779876764673,0.228000444923232,0,0.129989002740558,0.180847629568864,0.215868360376063,0.210924998277367,0.179121170612167,0.275180950881139,0.220259764688539,0.270268190166526,0.248338651257883,0.338582787895933,0.325560088068746,0.324402258923399,0.397319992487781
"WSH204_S214_L001",0.449695100765446,0.412404084914152,0.399786139307252,0.439665981227804,0.477823027593821,0.430007720796795,0.394875928674617,0.40242487523364,0.151939672526797,0.205450815511469,0.129989002740558,0,0.153151638145589,0.219639051389055,0.197685659423178,0.12677861326655,0.267887357000711,0.217062778604812,0.281216992010859,0.215767867958619,0.340210316778539,0.327100308933756,0.308854533537772,0.413139011926405
