"","WSH174_S118_L001","WSH176_S142_L001","WSH177_S154_L001","WSH178_S166_L001","WSH179_S178_L001","WSH185_S155_L001","WSH187_S179_L001","WSH188_S191_L001","WSH193_S156_L001","WSH195_S180_L001","WSH203_S207_L001","WSH204_S214_L001","WSH205_S221_L001","WSH206_S228_L001","WSH207_S235_L001","WSH208_S242_L001","WSH209_S194_L001","WSH210_S201_L001","WSH211_S208_L001","WSH212_S215_L001","WSH213_S222_L001","WSH214_S229_L001","WSH215_S236_L001","WSH216_S243_L001"
"WSH174_S118_L001",0,0.312575349188173,0.204716541338952,0.241519289160474,0.211469943213535,0.320794726927552,0.345897670848911,0.383207491561576,0.675839186124684,0.658745235769291,0.580682119363873,0.652546102476118,0.628430615916602,0.42335905018824,0.456270604500581,0.60350855074201,0.390294195634352,0.503923497245721,0.467728755798586,0.581409910995699,0.432776745389657,0.384463417501083,0.587398201851052,0.281503450850626
"WSH176_S142_L001",0.312575349188173,0,0.295346712795956,0.277994062783139,0.302388101164115,0.439686121759633,0.332868076294195,0.394606258116097,0.621081005959979,0.602995919140537,0.535894261420008,0.598979242878434,0.557934028195507,0.419188062154585,0.429725056940204,0.526676797507614,0.373307229333205,0.418537934421011,0.38183325635629,0.500453516331035,0.328313234266435,0.291230971205254,0.566350577879112,0.350077566702966
"WSH177_S154_L001",0.204716541338952,0.295346712795956,0,0.277114507063348,0.258058033598238,0.340741045194012,0.353815956457351,0.41155955227506,0.605223379228496,0.596054687815125,0.515829454659862,0.587098515592752,0.579240270023994,0.410111593098786,0.423047582839764,0.554798899648799,0.381740587613366,0.459949537734924,0.421359016830093,0.535477065179133,0.395074138943269,0.337540020500043,0.567930248911473,0.2722813096176
"WSH178_S166_L001",0.241519289160474,0.277994062783139,0.277114507063348,0,0.272517872314606,0.41518772727058,0.334170821219273,0.396367479106322,0.667127784742043,0.650912547748688,0.578098822430392,0.642533487660189,0.623130783360363,0.457700332260904,0.461702068393755,0.598600790570714,0.426916173400186,0.49449997150291,0.454834393970643,0.574640996243675,0.421744535332526,0.382603251479751,0.58786758646172,0.341576851992825
"WSH179_S178_L001",0.211469943213535,0.302388101164115,0.258058033598238,0.272517872314606,0,0.372742455020642,0.366749093506423,0.431315986536027,0.709105269129414,0.691608705383117,0.617065271195541,0.682629974779347,0.654492790378448,0.472210818070863,0.487253205884638,0.628602048975752,0.431880311699726,0.521514745870725,0.480071405311479,0.600608025805938,0.454628881670498,0.413295185129993,0.609672041135659,0.322915511373948
"WSH185_S155_L001",0.320794726927552,0.439686121759633,0.340741045194012,0.41518772727058,0.372742455020642,0,0.339650340134756,0.407671023042419,0.667072245583407,0.651964271080649,0.585622968306604,0.65450985988254,0.623014249348269,0.418042839584635,0.44987813741917,0.594294671812057,0.403919693375803,0.507324369820907,0.493476435189179,0.592532764463177,0.484038333656438,0.431583118118042,0.561394450884513,0.290731737699984
"WSH187_S179_L001",0.345897670848911,0.332868076294195,0.353815956457351,0.334170821219273,0.366749093506423,0.339650340134756,0,0.296370948500864,0.636395817093058,0.622415014728353,0.546003119405589,0.615878593435113,0.581238289697101,0.441552321737985,0.451519435333811,0.554233676718136,0.433179376042617,0.456072055861765,0.442129885515477,0.559335823213364,0.37699706970154,0.385350719585848,0.509636092114942,0.344400184115623
"WSH188_S191_L001",0.383207491561576,0.394606258116097,0.41155955227506,0.396367479106322,0.431315986536027,0.407671023042419,0.296370948500864,0,0.643416943993158,0.627317255813116,0.556258319760857,0.624846987115206,0.591663851850106,0.506205860437153,0.506266452407931,0.569218085802712,0.491375864782871,0.474761751742997,0.484381091983337,0.55542608132925,0.428520051070986,0.444086045747965,0.465514806634434,0.450819700199517
"WSH193_S156_L001",0.675839186124684,0.621081005959979,0.605223379228496,0.667127784742043,0.709105269129414,0.667072245583407,0.636395817093058,0.643416943993158,0,0.190093289678469,0.298405735577206,0.277159036891719,0.334108154572835,0.441788734808343,0.408664283738737,0.313173585892583,0.504256113709784,0.436481362630758,0.50654966021333,0.435687237463054,0.526334280467113,0.539333198126406,0.592837248070794,0.633716230261193
"WSH195_S180_L001",0.658745235769291,0.602995919140537,0.596054687815125,0.650912547748688,0.691608705383117,0.651964271080649,0.622415014728353,0.627317255813116,0.190093289678469,0,0.363906620988363,0.358998297782973,0.383342256623857,0.463043647441759,0.436930011822385,0.38159717749855,0.519774613110874,0.467893203371454,0.529860034462535,0.477706406175725,0.527297673380454,0.537052817524259,0.614366950990232,0.621273505670638
"WSH203_S207_L001",0.580682119363873,0.535894261420008,0.515829454659862,0.578098822430392,0.617065271195541,0.585622968306604,0.546003119405589,0.556258319760857,0.298405735577206,0.363906620988363,0,0.199898947506013,0.319810233147046,0.328281335896163,0.34140817357226,0.292843374618435,0.422915507697295,0.356913385930275,0.40673676400597,0.413035432979585,0.462253896765144,0.459859066347032,0.524380535686234,0.549691693065594
"WSH204_S214_L001",0.652546102476118,0.598979242878434,0.587098515592752,0.642533487660189,0.682629974779347,0.65450985988254,0.615878593435113,0.624846987115206,0.277159036891719,0.358998297782973,0.199898947506013,0,0.266372116881705,0.371340971667528,0.365399889775816,0.259989446917322,0.464377886965454,0.383055340664827,0.436062571040059,0.391885458048292,0.511576841897179,0.517238426006727,0.54623407543396,0.613294325842412
"WSH205_S221_L001",0.628430615916602,0.557934028195507,0.579240270023994,0.623130783360363,0.654492790378448,0.623014249348269,0.581238289697101,0.591663851850106,0.334108154572835,0.383342256623857,0.319810233147046,0.266372116881705,0,0.309669818576724,0.275523679831878,0.151086182133544,0.407430432228044,0.323136906901128,0.392384191102432,0.322043363347786,0.454208727358722,0.477830174837642,0.51495653071824,0.588059003476043
"WSH206_S228_L001",0.42335905018824,0.419188062154585,0.410111593098786,0.457700332260904,0.472210818070863,0.418042839584635,0.441552321737985,0.506205860437153,0.441788734808343,0.463043647441759,0.328281335896163,0.371340971667528,0.309669818576724,0,0.14293495913086,0.278612703868089,0.178817566525263,0.26100302589535,0.291302008047651,0.357188467339656,0.369271538280442,0.305424092941144,0.510012074105286,0.375085701184883
"WSH207_S235_L001",0.456270604500581,0.429725056940204,0.423047582839764,0.461702068393755,0.487253205884638,0.44987813741917,0.451519435333811,0.506266452407931,0.408664283738737,0.436930011822385,0.34140817357226,0.365399889775816,0.275523679831878,0.14293495913086,0,0.273584333983505,0.212327059931813,0.231779427662834,0.264673382360254,0.318265544382028,0.38060857278426,0.322099359219636,0.509603353978579,0.406841137623628
"WSH208_S242_L001",0.60350855074201,0.526676797507614,0.554798899648799,0.598600790570714,0.628602048975752,0.594294671812057,0.554233676718136,0.569218085802712,0.313173585892583,0.38159717749855,0.292843374618435,0.259989446917322,0.151086182133544,0.278612703868089,0.273584333983505,0,0.370263996017082,0.299258874936905,0.369643866479763,0.298801266312073,0.428382149397581,0.447798203046372,0.482579313796014,0.556392240607421
"WSH209_S194_L001",0.390294195634352,0.373307229333205,0.381740587613366,0.426916173400186,0.431880311699726,0.403919693375803,0.433179376042617,0.491375864782871,0.504256113709784,0.519774613110874,0.422915507697295,0.464377886965454,0.407430432228044,0.178817566525263,0.212327059931813,0.370263996017082,0,0.233062534880029,0.221877300411361,0.324361524884485,0.322448809988128,0.240961229873094,0.521844993527634,0.357994418123648
"WSH210_S201_L001",0.503923497245721,0.418537934421011,0.459949537734924,0.49449997150291,0.521514745870725,0.507324369820907,0.456072055861765,0.474761751742997,0.436481362630758,0.467893203371454,0.356913385930275,0.383055340664827,0.323136906901128,0.26100302589535,0.231779427662834,0.299258874936905,0.233062534880029,0,0.138281326597136,0.192188023804588,0.312748076603472,0.334952359213127,0.477386859924796,0.452490909934158
"WSH211_S208_L001",0.467728755798586,0.38183325635629,0.421359016830093,0.454834393970643,0.480071405311479,0.493476435189179,0.442129885515477,0.484381091983337,0.50654966021333,0.529860034462535,0.40673676400597,0.436062571040059,0.392384191102432,0.291302008047651,0.264673382360254,0.369643866479763,0.221877300411361,0.138281326597136,0,0.250489974923484,0.311222149674561,0.319163824654052,0.512025800802704,0.40801295386677
"WSH212_S215_L001",0.581409910995699,0.500453516331035,0.535477065179133,0.574640996243675,0.600608025805938,0.592532764463177,0.559335823213364,0.55542608132925,0.435687237463054,0.477706406175725,0.413035432979585,0.391885458048292,0.322043363347786,0.357188467339656,0.318265544382028,0.298801266312073,0.324361524884485,0.192188023804588,0.250489974923484,0,0.370775326120311,0.432846386119321,0.503597275341859,0.536861762479991
"WSH213_S222_L001",0.432776745389657,0.328313234266435,0.395074138943269,0.421744535332526,0.454628881670498,0.484038333656438,0.37699706970154,0.428520051070986,0.526334280467113,0.527297673380454,0.462253896765144,0.511576841897179,0.454208727358722,0.369271538280442,0.38060857278426,0.428382149397581,0.322448809988128,0.312748076603472,0.311222149674561,0.370775326120311,0,0.258010650474501,0.504357851074677,0.356370356672842
"WSH214_S229_L001",0.384463417501083,0.291230971205254,0.337540020500043,0.382603251479751,0.413295185129993,0.431583118118042,0.385350719585848,0.444086045747965,0.539333198126406,0.537052817524259,0.459859066347032,0.517238426006727,0.477830174837642,0.305424092941144,0.322099359219636,0.447798203046372,0.240961229873094,0.334952359213127,0.319163824654052,0.432846386119321,0.258010650474501,0,0.520616867973061,0.342662073822298
"WSH215_S236_L001",0.587398201851052,0.566350577879112,0.567930248911473,0.58786758646172,0.609672041135659,0.561394450884513,0.509636092114942,0.465514806634434,0.592837248070794,0.614366950990232,0.524380535686234,0.54623407543396,0.51495653071824,0.510012074105286,0.509603353978579,0.482579313796014,0.521844993527634,0.477386859924796,0.512025800802704,0.503597275341859,0.504357851074677,0.520616867973061,0,0.573424307722111
