"","WSH174_S118_L001","WSH176_S142_L001","WSH177_S154_L001","WSH178_S166_L001","WSH179_S178_L001","WSH185_S155_L001","WSH187_S179_L001","WSH188_S191_L001","WSH193_S156_L001","WSH195_S180_L001","WSH203_S207_L001","WSH204_S214_L001","WSH205_S221_L001","WSH206_S228_L001","WSH207_S235_L001","WSH208_S242_L001","WSH209_S194_L001","WSH210_S201_L001","WSH211_S208_L001","WSH212_S215_L001","WSH213_S222_L001","WSH214_S229_L001","WSH215_S236_L001","WSH216_S243_L001"
"WSH174_S118_L001",0,0.641727896817828,0.625004511762512,0.622417470594367,0.60889771796206,0.728842842413235,0.696226838884965,0.764896044011342,0.900433423513277,0.938373439738506,0.871347553594542,0.868616061442586,0.863311175729633,0.849275582376465,0.854317150035938,0.837428905503108,0.791696124193633,0.805030463060158,0.760128830969152,0.821339409028339,0.730059743525033,0.677813259645878,0.833166718397917,0.680890463646637
"WSH176_S142_L001",0.641727896817828,0,0.650687479895901,0.593083037777002,0.649647573473896,0.703273942687484,0.684910777859857,0.728776064636771,0.880726247855567,0.920862437448962,0.8441640560555,0.826181837034966,0.815477666887645,0.819243184596377,0.811377817324741,0.784740648322739,0.77847696586707,0.766534223641299,0.722329952892618,0.784483133302709,0.685478822925563,0.654248013748336,0.80493158387854,0.646255324148678
"WSH177_S154_L001",0.625004511762512,0.650687479895901,0,0.589182486552156,0.57684945339945,0.712134262009236,0.697461945781371,0.782630608637892,0.914794592553012,0.938668014249144,0.871826223409975,0.871907592125378,0.843639537104951,0.847576398436169,0.821994637617843,0.812341221874162,0.741934724030427,0.762453396280527,0.736625950646716,0.788490884728026,0.734630213920285,0.636699538821275,0.858382249851049,0.681574215785886
"WSH178_S166_L001",0.622417470594367,0.593083037777002,0.589182486552156,0,0.634103968535747,0.728012044475707,0.676910453489166,0.753757597681639,0.903208672677253,0.930796444298826,0.84018121077968,0.828356931103643,0.818462834160668,0.839734078860782,0.806132844906836,0.79716931688522,0.779074617272808,0.770382506637967,0.739615245951779,0.785659517546386,0.733451050909038,0.672822517653512,0.831401592462502,0.688031175137803
"WSH179_S178_L001",0.60889771796206,0.649647573473896,0.57684945339945,0.634103968535747,0,0.732137895694794,0.707511694812032,0.806408548318601,0.929823930026905,0.953012719587483,0.900161130391671,0.898403198095516,0.868984792666309,0.878167849981031,0.866745485802749,0.838493176933727,0.776446372308403,0.7944187267907,0.751386421081609,0.834035835215307,0.735905164888911,0.652944078460098,0.86517931318463,0.674387813928636
"WSH185_S155_L001",0.728842842413235,0.703273942687484,0.712134262009236,0.728012044475707,0.732137895694794,0,0.615713577861106,0.636212256289003,0.859568101375847,0.898215257785804,0.842882761856707,0.850919560333114,0.818484583982071,0.8104673046228,0.824381040419818,0.792503053222758,0.734227003382735,0.762897817764338,0.751748821533949,0.795943652191368,0.649097457804582,0.607163200923367,0.773057276410517,0.669736641952773
"WSH187_S179_L001",0.696226838884965,0.684910777859857,0.697461945781371,0.676910453489166,0.707511694812032,0.615713577861106,0,0.694796760534528,0.864275890332933,0.921247996573329,0.843757936895575,0.828957062036947,0.814673123676267,0.829920315889244,0.796700207344238,0.78802956287221,0.775595761434783,0.767596503106245,0.733817342923056,0.775593689350517,0.666584785346077,0.679134292580247,0.784161353771026,0.665270319322707
"WSH188_S191_L001",0.764896044011342,0.728776064636771,0.782630608637892,0.753757597681639,0.806408548318601,0.636212256289003,0.694796760534528,0,0.822149750715816,0.871167379108542,0.812442302294833,0.81977394057493,0.783439747152281,0.813734649564792,0.801158266310997,0.786760132355521,0.773363714417806,0.78823396946054,0.805423588651041,0.751578353191581,0.751734404238767,0.724452198349366,0.706211504636112,0.713438363166521
"WSH193_S156_L001",0.900433423513277,0.880726247855567,0.914794592553012,0.903208672677253,0.929823930026905,0.859568101375847,0.864275890332933,0.822149750715816,0,0.578662584297837,0.682951509583346,0.690174833988289,0.701793022378312,0.775126672250193,0.743825988310439,0.768646384171023,0.829698622354226,0.830047450236406,0.850372434518075,0.839033758788889,0.848955998661789,0.860143921933011,0.724056007480506,0.85996007340424
"WSH195_S180_L001",0.938373439738506,0.920862437448962,0.938668014249144,0.930796444298826,0.953012719587483,0.898215257785804,0.921247996573329,0.871167379108542,0.578662584297837,0,0.705255002920108,0.751113951625244,0.710438256050429,0.811074901591559,0.793675809981986,0.793458374627581,0.8802503364818,0.876090780947802,0.893961356460303,0.855212063402709,0.877146840116551,0.89131077917504,0.776681370050788,0.91168578718423
