"","WSH174_S118_L001","WSH176_S142_L001","WSH177_S154_L001","WSH178_S166_L001","WSH179_S178_L001","WSH185_S155_L001","WSH187_S179_L001","WSH188_S191_L001","WSH193_S156_L001","WSH195_S180_L001","WSH203_S207_L001","WSH204_S214_L001","WSH205_S221_L001","WSH206_S228_L001","WSH207_S235_L001","WSH208_S242_L001","WSH209_S194_L001","WSH210_S201_L001","WSH211_S208_L001","WSH212_S215_L001","WSH213_S222_L001","WSH214_S229_L001","WSH215_S236_L001","WSH216_S243_L001"
"WSH203_S207_L001",0.871347553594542,0.8441640560555,0.871826223409975,0.84018121077968,0.900161130391671,0.842882761856707,0.843757936895575,0.812442302294833,0.682951509583346,0.705255002920108,0,0.373714064069626,0.552589026464516,0.495429283167977,0.524379422921826,0.567719482933026,0.713226921075184,0.726572392203202,0.752914734836313,0.715095862377079,0.790355969718488,0.816275584687813,0.719656265186412,0.796764652843698
"WSH204_S214_L001",0.868616061442586,0.826181837034966,0.871907592125378,0.828356931103643,0.898403198095516,0.850919560333114,0.828957062036947,0.81977394057493,0.690174833988289,0.751113951625244,0.373714064069626,0,0.594063848202731,0.566482493301441,0.572034668085715,0.637586535671351,0.7430414802411,0.736097358254365,0.773241547390887,0.743927121980108,0.802680556050071,0.827550763439216,0.746433737364075,0.805263010917162
"WSH205_S221_L001",0.863311175729633,0.815477666887645,0.843639537104951,0.818462834160668,0.868984792666309,0.818484583982071,0.814673123676267,0.783439747152281,0.701793022378312,0.710438256050429,0.552589026464516,0.594063848202731,0,0.545194335417151,0.424320552623157,0.426886014027229,0.623197158845478,0.604248870619966,0.655252426522401,0.591375312543514,0.760149139051972,0.79585444475116,0.730727298225296,0.8158856606522
"WSH206_S228_L001",0.849275582376465,0.819243184596377,0.847576398436169,0.839734078860782,0.878167849981031,0.8104673046228,0.829920315889244,0.813734649564792,0.775126672250193,0.811074901591559,0.495429283167977,0.566482493301441,0.545194335417151,0,0.448954459550082,0.481734656376332,0.555522389243802,0.577429947369081,0.641930723585487,0.590928340240177,0.717948214697527,0.782340961208486,0.759144197933174,0.788044464647575
"WSH207_S235_L001",0.854317150035938,0.811377817324741,0.821994637617843,0.806132844906836,0.866745485802749,0.824381040419818,0.796700207344238,0.801158266310997,0.743825988310439,0.793675809981986,0.524379422921826,0.572034668085715,0.424320552623157,0.448954459550082,0,0.416750955788996,0.585814895291591,0.582000703886578,0.649749513569231,0.588177656712575,0.752512989665533,0.801838322279979,0.753115680448921,0.793437926409268
"WSH208_S242_L001",0.837428905503108,0.784740648322739,0.812341221874162,0.79716931688522,0.838493176933727,0.792503053222758,0.78802956287221,0.786760132355521,0.768646384171023,0.793458374627581,0.567719482933026,0.637586535671351,0.426886014027229,0.481734656376332,0.416750955788996,0,0.538951429454649,0.561839767698734,0.627543975657893,0.574389216328788,0.75587032415419,0.775240709172913,0.763743325278408,0.802686146997711
"WSH209_S194_L001",0.791696124193633,0.77847696586707,0.741934724030427,0.779074617272808,0.776446372308403,0.734227003382735,0.775595761434783,0.773363714417806,0.829698622354226,0.8802503364818,0.713226921075184,0.7430414802411,0.623197158845478,0.555522389243802,0.585814895291591,0.538951429454649,0,0.394869257887535,0.443039678586897,0.594728965152054,0.66973585664686,0.668062744602954,0.787670701816958,0.70898587172499
"WSH210_S201_L001",0.805030463060158,0.766534223641299,0.762453396280527,0.770382506637967,0.7944187267907,0.762897817764338,0.767596503106245,0.78823396946054,0.830047450236406,0.876090780947802,0.726572392203202,0.736097358254365,0.604248870619966,0.577429947369081,0.582000703886578,0.561839767698734,0.394869257887535,0,0.377549551487065,0.498807477324695,0.663817954415747,0.725333969405277,0.771791874827017,0.704683124616325
"WSH211_S208_L001",0.760128830969152,0.722329952892618,0.736625950646716,0.739615245951779,0.751386421081609,0.751748821533949,0.733817342923056,0.805423588651041,0.850372434518075,0.893961356460303,0.752914734836313,0.773241547390887,0.655252426522401,0.641930723585487,0.649749513569231,0.627543975657893,0.443039678586897,0.377549551487065,0,0.560163756664224,0.603282611939036,0.66894143360379,0.803926462806993,0.637050407854891
"WSH212_S215_L001",0.821339409028339,0.784483133302709,0.788490884728026,0.785659517546386,0.834035835215307,0.795943652191368,0.775593689350517,0.751578353191581,0.839033758788889,0.855212063402709,0.715095862377079,0.743927121980108,0.591375312543514,0.590928340240177,0.588177656712575,0.574389216328788,0.594728965152054,0.498807477324695,0.560163756664224,0,0.705496830029357,0.789829450240203,0.7795631651325,0.766914854338601
"WSH213_S222_L001",0.730059743525033,0.685478822925563,0.734630213920285,0.733451050909038,0.735905164888911,0.649097457804582,0.666584785346077,0.751734404238767,0.848955998661789,0.877146840116551,0.790355969718488,0.802680556050071,0.760149139051972,0.717948214697527,0.752512989665533,0.75587032415419,0.66973585664686,0.663817954415747,0.603282611939036,0.705496830029357,0,0.575805403802805,0.739168611379081,0.540548835816752
"WSH214_S229_L001",0.677813259645878,0.654248013748336,0.636699538821275,0.672822517653512,0.652944078460098,0.607163200923367,0.679134292580247,0.724452198349366,0.860143921933011,0.89131077917504,0.816275584687813,0.827550763439216,0.79585444475116,0.782340961208486,0.801838322279979,0.775240709172913,0.668062744602954,0.725333969405277,0.66894143360379,0.789829450240203,0.575805403802805,0,0.785447272160522,0.556615207109946
"WSH215_S236_L001",0.833166718397917,0.80493158387854,0.858382249851049,0.831401592462502,0.86517931318463,0.773057276410517,0.784161353771026,0.706211504636112,0.724056007480506,0.776681370050788,0.719656265186412,0.746433737364075,0.730727298225296,0.759144197933174,0.753115680448921,0.763743325278408,0.787670701816958,0.771791874827017,0.803926462806993,0.7795631651325,0.739168611379081,0.785447272160522,0,0.743930002818196
"WSH216_S243_L001",0.680890463646637,0.646255324148678,0.681574215785886,0.688031175137803,0.674387813928636,0.669736641952773,0.665270319322707,0.713438363166521,0.85996007340424,0.91168578718423,0.796764652843698,0.805263010917162,0.8158856606522,0.788044464647575,0.793437926409268,0.802686146997711,0.70898587172499,0.704683124616325,0.637050407854891,0.766914854338601,0.540548835816752,0.556615207109946,0.743930002818196,0
