"","WSH174_S118_L001","WSH176_S142_L001","WSH177_S154_L001","WSH178_S166_L001","WSH179_S178_L001","WSH185_S155_L001","WSH187_S179_L001","WSH188_S191_L001","WSH193_S156_L001","WSH195_S180_L001","WSH203_S207_L001","WSH204_S214_L001","WSH205_S221_L001","WSH206_S228_L001","WSH207_S235_L001","WSH208_S242_L001","WSH209_S194_L001","WSH210_S201_L001","WSH211_S208_L001","WSH212_S215_L001","WSH213_S222_L001","WSH214_S229_L001","WSH215_S236_L001","WSH216_S243_L001"
"WSH203_S207_L001",0.863045896592498,0.834912732127287,0.864258282895569,0.843558395112091,0.880787526927912,0.828662919981258,0.837189352071707,0.82335202052228,0.662007872162114,0.592371413979097,0,0.334305313440945,0.536553177352063,0.400586119724826,0.546779732753895,0.537744366559244,0.672445178590186,0.706137236416238,0.73415612871232,0.669033184657067,0.795586856141403,0.833068337673645,0.733050908696752,0.799527080798749
"WSH204_S214_L001",0.852524585499287,0.804968212015144,0.862399036426335,0.820612030609084,0.85950510113558,0.831754918484225,0.821825407612866,0.799242719281827,0.704063440297434,0.668362104065818,0.334305313440945,0,0.572972582948369,0.482709478170101,0.563351676335043,0.572298585781947,0.689390894405648,0.712190074005937,0.732721093129646,0.680541171420139,0.789118221002295,0.817271465246163,0.737209905680116,0.784867180485218
"WSH205_S221_L001",0.845423093819374,0.791659346226237,0.857742243605618,0.809576311345654,0.860124516453306,0.807065752485541,0.804260653335353,0.763607853415562,0.699932430503345,0.634677348075177,0.536553177352063,0.572972582948369,0,0.515437128941718,0.368876142618642,0.429322613824807,0.594365016915396,0.567654474366938,0.625959752290827,0.517184185696753,0.713123292644974,0.76780944496431,0.705527185388597,0.784294950159264
"WSH206_S228_L001",0.840659521103452,0.802570016474465,0.845254322194105,0.826829188607176,0.84935905722984,0.804594918513859,0.825991245326516,0.791101263561604,0.752414927784329,0.724943683562797,0.400586119724826,0.482709478170101,0.515437128941718,0,0.467147050168637,0.493488610315788,0.538228435067929,0.586234063045507,0.628880515710853,0.573047291722852,0.718943753675544,0.790460689891265,0.721471046618953,0.764721452780806
"WSH207_S235_L001",0.831489418799827,0.785892902295706,0.84242328706519,0.812028517764821,0.846902497533641,0.80608789945087,0.790954396169997,0.781935485215188,0.736322647128465,0.717618064231021,0.546779732753895,0.563351676335043,0.368876142618642,0.467147050168637,0,0.412425438739181,0.504309338966719,0.529835704861813,0.579739842753868,0.511081418847054,0.719708395416139,0.769938103996964,0.746485175892479,0.758824419039969
"WSH208_S242_L001",0.817431412832704,0.784593284225962,0.823014080380473,0.793879652182502,0.839497767851692,0.779620232506063,0.76890721049776,0.756617719901581,0.738216748024372,0.73127039632481,0.537744366559244,0.572298585781947,0.429322613824807,0.493488610315788,0.412425438739181,0,0.549672667164493,0.521838062810546,0.580219214776756,0.582011541533307,0.749248259611386,0.767191089935225,0.731735371303591,0.759372821635732
"WSH209_S194_L001",0.800750425826572,0.781873430929923,0.790561283634161,0.787062067424257,0.791549747305069,0.73992299661384,0.78286042679296,0.782627823678946,0.830579925961134,0.819812281598178,0.672445178590186,0.689390894405648,0.594365016915396,0.538228435067929,0.504309338966719,0.549672667164493,0,0.412003348946317,0.439263262019408,0.471967162939158,0.683440241740078,0.706836848487723,0.80625593675631,0.72137826296854
"WSH210_S201_L001",0.795899683287501,0.746811764036188,0.780421524531604,0.76950154548831,0.780615628141779,0.757770967791655,0.768268478399498,0.789528846477153,0.835919253680426,0.837227979217842,0.706137236416238,0.712190074005937,0.567654474366938,0.586234063045507,0.529835704861813,0.521838062810546,0.412003348946317,0,0.269669531663197,0.432405794872077,0.663632431164553,0.687131047654951,0.777227323454425,0.687707467637769
"WSH211_S208_L001",0.782833803266886,0.737200710199651,0.765160283973669,0.767569396422519,0.768362377429859,0.747004321325458,0.761516809757736,0.791861663102356,0.835452519404667,0.831742526403477,0.73415612871232,0.732721093129646,0.625959752290827,0.628880515710853,0.579739842753868,0.580219214776756,0.439263262019408,0.269669531663197,0,0.464092627686429,0.651402594249872,0.679576394749015,0.799766090275539,0.650139973584472
"WSH212_S215_L001",0.817436599236639,0.771201534557775,0.815022721809503,0.78540785891363,0.82381962478316,0.791396529850887,0.783009888864011,0.758907267359566,0.824156540931788,0.789780408926583,0.669033184657067,0.680541171420139,0.517184185696753,0.573047291722852,0.511081418847054,0.582011541533307,0.471967162939158,0.432405794872077,0.464092627686429,0,0.699482547266184,0.779193162833621,0.78001395953278,0.75066984197655
"WSH213_S222_L001",0.731720910668279,0.691904620322955,0.710703828609359,0.744494971301361,0.725025896221808,0.651323729780897,0.680140356487294,0.749042423049982,0.830843987345234,0.813505364419073,0.795586856141403,0.789118221002295,0.713123292644974,0.718943753675544,0.719708395416139,0.749248259611386,0.683440241740078,0.663632431164553,0.651402594249872,0.699482547266184,0,0.547307079857632,0.716591217586395,0.518438362493465
"WSH214_S229_L001",0.716095166210256,0.684544947733549,0.679031149013287,0.731280143068898,0.675371664528876,0.657556562429262,0.712238733604084,0.782899747872804,0.872084460033181,0.859077610343851,0.833068337673645,0.817271465246163,0.76780944496431,0.790460689891265,0.769938103996964,0.767191089935225,0.706836848487723,0.687131047654951,0.679576394749015,0.779193162833621,0.547307079857632,0,0.780924590269504,0.534341517503127
"WSH215_S236_L001",0.83818240824597,0.808434866279846,0.845912777506174,0.860127319869709,0.852426358455735,0.775985121117731,0.793626497375015,0.716399834925581,0.692945328242065,0.708636714610311,0.733050908696752,0.737209905680116,0.705527185388597,0.721471046618953,0.746485175892479,0.731735371303591,0.80625593675631,0.777227323454425,0.799766090275539,0.78001395953278,0.716591217586395,0.780924590269504,0,0.7487614990233
"WSH216_S243_L001",0.663023978706385,0.633926648508266,0.664795551136989,0.695836746944221,0.62045134492859,0.655292700586687,0.664216306915733,0.700817293527439,0.860667601128201,0.872423478247739,0.799527080798749,0.784867180485218,0.784294950159264,0.764721452780806,0.758824419039969,0.759372821635732,0.72137826296854,0.687707467637769,0.650139973584472,0.75066984197655,0.518438362493465,0.534341517503127,0.7487614990233,0
