"","WSH174_S118_L001","WSH176_S142_L001","WSH177_S154_L001","WSH178_S166_L001","WSH179_S178_L001","WSH185_S155_L001","WSH187_S179_L001","WSH188_S191_L001","WSH193_S156_L001","WSH195_S180_L001","WSH203_S207_L001","WSH204_S214_L001","WSH205_S221_L001","WSH206_S228_L001","WSH207_S235_L001","WSH208_S242_L001","WSH209_S194_L001","WSH210_S201_L001","WSH211_S208_L001","WSH212_S215_L001","WSH213_S222_L001","WSH214_S229_L001","WSH215_S236_L001","WSH216_S243_L001"
"WSH174_S118_L001",0,0.622756510414419,0.602848132093541,0.605412633223028,0.593026374730582,0.702075403006278,0.707607385492001,0.774962537540833,0.89852123950807,0.902753192238677,0.863045896592498,0.852524585499287,0.845423093819374,0.840659521103452,0.831489418799827,0.817431412832704,0.800750425826572,0.795899683287501,0.782833803266886,0.817436599236639,0.731720910668279,0.716095166210256,0.83818240824597,0.663023978706385
"WSH176_S142_L001",0.622756510414419,0,0.669195970517862,0.582134119494571,0.64560072982063,0.6938459791826,0.67684929861394,0.726845212880788,0.880578626906443,0.881170805683292,0.834912732127287,0.804968212015144,0.791659346226237,0.802570016474465,0.785892902295706,0.784593284225962,0.781873430929923,0.746811764036188,0.737200710199651,0.771201534557775,0.691904620322955,0.684544947733549,0.808434866279846,0.633926648508266
"WSH177_S154_L001",0.602848132093541,0.669195970517862,0,0.614745660040991,0.585719117175175,0.719363395497495,0.712502211688522,0.805365254342362,0.911404358955242,0.904339857621516,0.864258282895569,0.862399036426335,0.857742243605618,0.845254322194105,0.84242328706519,0.823014080380473,0.790561283634161,0.780421524531604,0.765160283973669,0.815022721809503,0.710703828609359,0.679031149013287,0.845912777506174,0.664795551136989
"WSH178_S166_L001",0.605412633223028,0.582134119494571,0.614745660040991,0,0.64164581826081,0.724572785401787,0.677790879545183,0.763520784003759,0.906339814562719,0.894227435387674,0.843558395112091,0.820612030609084,0.809576311345654,0.826829188607176,0.812028517764821,0.793879652182502,0.787062067424257,0.76950154548831,0.767569396422519,0.78540785891363,0.744494971301361,0.731280143068898,0.860127319869709,0.695836746944221
"WSH179_S178_L001",0.593026374730582,0.64560072982063,0.585719117175175,0.64164581826081,0,0.711551554719731,0.716744495203547,0.786179731715894,0.91871985655307,0.917055986575473,0.880787526927912,0.85950510113558,0.860124516453306,0.84935905722984,0.846902497533641,0.839497767851692,0.791549747305069,0.780615628141779,0.768362377429859,0.82381962478316,0.725025896221808,0.675371664528876,0.852426358455735,0.62045134492859
"WSH185_S155_L001",0.702075403006278,0.6938459791826,0.719363395497495,0.724572785401787,0.711551554719731,0,0.633198849106194,0.669392642679472,0.841079580465604,0.854352128892281,0.828662919981258,0.831754918484225,0.807065752485541,0.804594918513859,0.80608789945087,0.779620232506063,0.73992299661384,0.757770967791655,0.747004321325458,0.791396529850887,0.651323729780897,0.657556562429262,0.775985121117731,0.655292700586687
"WSH187_S179_L001",0.707607385492001,0.67684929861394,0.712502211688522,0.677790879545183,0.716744495203547,0.633198849106194,0,0.68876248025955,0.84788556348893,0.852499613517306,0.837189352071707,0.821825407612866,0.804260653335353,0.825991245326516,0.790954396169997,0.76890721049776,0.78286042679296,0.768268478399498,0.761516809757736,0.783009888864011,0.680140356487294,0.712238733604084,0.793626497375015,0.664216306915733
"WSH188_S191_L001",0.774962537540833,0.726845212880788,0.805365254342362,0.763520784003759,0.786179731715894,0.669392642679472,0.68876248025955,0,0.796844894361792,0.829685538006258,0.82335202052228,0.799242719281827,0.763607853415562,0.791101263561604,0.781935485215188,0.756617719901581,0.782627823678946,0.789528846477153,0.791861663102356,0.758907267359566,0.749042423049982,0.782899747872804,0.716399834925581,0.700817293527439
"WSH193_S156_L001",0.89852123950807,0.880578626906443,0.911404358955242,0.906339814562719,0.91871985655307,0.841079580465604,0.84788556348893,0.796844894361792,0,0.490445091932081,0.662007872162114,0.704063440297434,0.699932430503345,0.752414927784329,0.736322647128465,0.738216748024372,0.830579925961134,0.835919253680426,0.835452519404667,0.824156540931788,0.830843987345234,0.872084460033181,0.692945328242065,0.860667601128201
"WSH195_S180_L001",0.902753192238677,0.881170805683292,0.904339857621516,0.894227435387674,0.917055986575473,0.854352128892281,0.852499613517306,0.829685538006258,0.490445091932081,0,0.592371413979097,0.668362104065818,0.634677348075177,0.724943683562797,0.717618064231021,0.73127039632481,0.819812281598178,0.837227979217842,0.831742526403477,0.789780408926583,0.813505364419073,0.859077610343851,0.708636714610311,0.872423478247739
