sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39
WSH056,195,-0.07354127037842832,0.020136848919329545,0.01540100390762676,0.007209211548274791,0.027972643738403247,0.008599133734652795,0.015218638348113201,0.012981924244682539,-0.009461400967627638,0.010000144650081902,-0.001304855163852296,-0.032177789129440366,0.021398091347804123,-0.00245811391488815,-0.004237272035386589,-0.008147707811702988,0.0036926311358740677,0.003294591538542562,-0.004730355057459627,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH057,196,-0.11704405817442594,0.019518748780067326,0.006767973835502366,-0.017016011682196117,0.03153267790683949,0.021516043980460958,-0.014507785505514697,-0.01767583633838158,-0.013694630554757357,0.05456969832050557,-0.0030536796590244107,0.022136012172732852,0.0030767713290893862,0.0038768938779726128,0.0029115371818137004,-0.003395858852167063,0.001802805863105262,-0.0037797250372756407,-0.001157904842879428,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH058,197,-0.01912114431102548,0.05901508463955731,0.059779443307164365,-0.029512961338095074,-0.017554975753251705,0.001973176503672447,0.031322533447694915,0.011822270605947373,0.0087795373994709,0.0008525301029145214,0.020206613750205504,-0.003910777210336495,-0.01837480191944386,-4.55485347787736e-05,-0.007524454363637666,0.014424765383647929,0.0016814203050803914,0.006264635705484025,-0.0035181897220571867,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH059,198,0.011128056632399188,-0.024975664971164477,0.07136173730163183,0.04167454632198246,0.006680636900682114,-0.01604998230455834,-0.00034055957017460105,0.03746735831136577,-0.015568464212678747,-0.00647031725786347,0.006958063151164057,0.005017893936786905,0.011635259362608653,-0.009338838665752264,-0.002450018640317098,-0.005340560190605154,-0.0003031132162781661,-0.0040449886306862136,-0.0022344259539340138,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH060,199,-0.032979924044071754,0.0771912222363328,0.015417727702740205,-0.026788150979447423,0.007770147908334598,-0.0010404954555018372,0.022532055263189122,-0.03818757051373695,-0.0292025089115701,-0.00187601006503859,-0.034195925826086826,-0.00707813374867245,-0.0015661850005710058,-0.012759128214113903,-0.0008048403861272998,0.0003798491964051806,0.0038046176197899543,0.0031773880345142913,0.002623664451813767,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH061,200,-0.04311890946058884,-0.058589484478606915,-0.07580159428378352,0.05759200233404906,0.010580052354567746,-0.0018034838698457257,0.016674538607477144,-0.033287598179765496,-0.006002778100185346,0.00860077571869484,-0.00409631823127121,-0.006511107895804541,-0.006157572225776456,-0.0016631133597830002,0.0159288091447412,-0.0005285987019215973,0.0038992695479737305,0.0012810456314157471,0.0010482672019384307,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH062,201,-0.06156113923583965,-0.07441539103254988,0.014064552276668998,0.008762501659147999,-0.018148160046886106,-0.002277519302476154,0.020353005281325973,-0.017460538303199595,-0.010875540421078708,-0.017629387213909622,0.007722598527233435,0.011200447227776583,-0.009918392700107434,0.0002532299994073497,0.001982983687520291,-0.001598788121362228,-0.0027530554720870378,-0.004144611795849752,-0.0015612716252555092,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH063,202,-0.05821121720160686,-0.07547372358271878,0.001654145689731752,0.005044518821951823,-0.013348858103138272,-0.013954043594741705,-0.04054343573567799,-0.027911539223989396,0.010854920433940925,-0.017596801763880305,0.001664370308659802,0.009103528598177538,0.010473143721356472,0.0032189558889233246,-0.0027328588638446233,0.005768018656049957,-0.0016332061000804532,0.004525904908592104,-0.004684226939637714,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH064,203,-0.00907453005404611,-0.040794530277746786,-0.012219414342326498,-0.056344052590599804,-0.01973530494848596,-0.005519775315305872,0.027787893163074017,-0.0014837479773914287,-0.027429712866044408,-0.0065381315181922235,0.028555124011143147,-0.0005841306434865292,0.010101970376090631,0.004655872284875552,0.014127966523785672,-0.0049042140682518855,-0.0006585949917147984,0.0027558985042106577,0.002020341049947839,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH065,204,-0.021555148910090943,-0.0019620019868349338,-0.038765532411211806,-0.014022782265006386,0.06389913672814006,-0.014155159433590976,0.013765324313999848,0.0007378481296368099,0.003728719853468447,0.007989704093998089,0.011479712802146432,0.008391959572826756,-0.006392421458267647,-0.0012727144605038886,-0.0023887463104217306,0.006439260239002024,-0.009878735663781361,0.0010196773232013262,-0.003894541360493005,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH066,205,-0.04155062669705111,-0.05437580493396273,-0.01630430655071405,0.009012194682889546,-0.018264859898263052,0.03869486409873152,0.0016732295321096168,0.014857098333423628,-0.012897021401155674,-0.012511224771454289,-0.003894242331361107,0.028371555453965525,-0.012243230581661557,0.002727685055232584,-0.0013282622412427944,0.006165128388199667,0.0024462111837099867,-0.002280435159444289,0.0025176098720660553,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH067,206,0.009042163690091757,-0.0002529866197832804,0.03996550761435597,-0.010035730883701148,0.010668303177597966,0.01528299122585204,0.008284272781727884,-0.000460715554563442,0.026802318085653653,-0.016415225797165107,0.006764726285814061,-0.014993165573947316,0.005659518915107813,0.0073998035419976455,0.0018040920653928565,-0.0004976300296393788,-0.006856791360677271,-0.009563558725252937,0.006600831292667352,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH068,207,-0.06168701024198741,-0.04691111156260846,-0.0019796320390298716,-0.0069769900765234765,-0.0031331892834538487,-0.007806191295539982,-0.011737088848060883,0.007674170843268158,-0.004329329620928573,-0.00990682789456206,-0.021005100128294128,-0.009940675871602541,-0.017854798576077753,-0.0008776593444637384,-0.012591415306457453,-0.00912251157434616,-0.004852383505133539,-0.00040100064410279686,0.0003449485021998372,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH069,208,0.10682951838862319,-0.03885069702318823,0.015609926302934016,-0.026437406623725658,0.0524150124521429,-0.008712822561580926,0.033111142881455044,0.011190968339372918,0.022654341624089004,0.018493250409464368,0.004151650413819461,0.0007988286859852881,0.003497435219841641,0.013834851850967292,0.004894961202794663,-0.000569405735443775,0.00508486289750779,-0.0012933512759249334,-0.0001266873812087191,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH070,209,0.029699469765915247,-0.08876097622224842,0.039863263710759836,-0.03724550328496291,-0.02647804686632967,0.0075973336216283455,-0.0014982558508992757,0.0327188279519679,0.004220516749300453,0.020241800220891948,-0.01966368742281087,-0.022758376084955418,-0.014814746860798181,0.002686630604259692,0.005989816352849125,-0.0025294020853826363,-0.0030301058112526353,0.0025907640451707146,-0.0011308816148477752,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH071,210,0.036151531105563205,-0.02019646507807287,-0.048862864038286796,0.02733529711353534,-0.014886539446709578,0.01111004978365886,-0.013866871555312143,-0.009613583015005221,0.025124213338434176,0.011572455309040658,-0.011300890825647085,-0.0031605264061856215,-0.0027544979659559726,0.004583224735124812,-0.013769418798155166,-0.004049837438443506,-0.0035026205709164284,-0.003634363865939919,-0.001665523131972641,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH072,211,-0.0014562228921646497,-0.04127659889726477,0.0230095646731949,-0.026129205863656756,0.036945739440701585,-0.011603509954461815,-0.019316410791437373,0.014027038718354952,0.00027572037393979647,-0.012600351230195803,-0.010177986006452396,0.006262191801207035,0.008939087562707873,-0.026838527538800245,0.004022765448974138,0.01242547106095642,0.0015083145779665184,0.001818301634763243,0.00036562878454516603,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH073,212,0.03252761523190312,-0.04326363201294925,0.039345676997657265,0.006408685052697925,-0.05165414394464662,-0.017367063948300378,0.004750941497239932,-0.010355145160098918,0.005368204013006944,0.01658947649083291,0.0010832687842252278,0.00362053948683329,0.0066145075469096004,-0.018931135816322234,0.006974012761047941,0.00445698790709963,0.009864998683148734,-0.005453796948241046,-0.0011935782094335222,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH074,213,0.024772738821356957,-0.011718596244906928,0.05648926538670828,0.01668339707098436,-0.020809295231990012,0.0078051564418579545,-0.0005824142989562938,-0.04371931689829429,-0.013529196473585794,0.01241388399747343,0.024494988515803923,-0.006244229870615824,-0.0011488445686431634,-0.0032037415990358344,-0.009068776070850815,0.001770738261996609,-0.010226118185358112,0.002311715029356419,0.001066980231227243,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH075,214,0.10906802539461691,0.03192845595990279,0.022268061166416737,0.08044295590821215,-0.0006358841102440872,0.008832965860171061,0.02338901718312646,0.014899810638110456,0.01695418443410437,0.008652466533733878,-0.009955555812105724,0.01681121771642815,-0.005028806496381112,0.001846327873834388,0.005249007675011627,0.005678667250144908,0.0008579211647936845,0.00030954637841755007,-0.0010500242566982992,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH076,215,0.04488604027561713,0.047495275200631897,0.027534394273586043,0.046805308765624005,-0.011360992360441044,0.01798517250861149,-0.03680766405407242,-0.0054062030416976575,-0.0011075564134258532,-0.012353354989882562,-0.009019964571071046,-0.0010092641318584122,0.00799829471631944,0.015833967451096866,0.004550914332651094,0.0016814248403501765,0.004648758956353299,0.002743840083526244,-0.0029452223457911686,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH077,216,0.04769895653433226,0.01594818636330337,-0.04366607392676997,-0.00048181814158779424,0.027021200122038656,0.02213295859814429,-0.006845618384106382,-0.013934653434519701,0.03003681721349784,0.0008215279604331728,0.006845968316654671,-3.1191231872854515e-05,0.0037765207996956415,-0.02192217620758427,-0.008859986719310107,0.0039699137604493956,-0.0010280131631183174,-0.0003680195751955479,0.004017818883334564,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH078,217,0.09712660967458035,-0.004211283791207175,0.02784801174088466,-0.0071622292789752,0.02828514706711515,-0.05192019795233917,-0.02430485453277612,0.0007571874704207051,-0.009451114452051967,-0.0010711791207463886,-0.022836668554449005,0.008200639855514258,-0.005151870718895993,-0.004497168532361821,0.0015149769320377874,-0.0066956505664567114,-0.0014040429439971637,0.002828405081868692,0.0034897652009175315,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH079,218,0.02892303304652925,-0.00448283517762056,0.01648225379681418,0.0016134949555125662,-0.005554599853040224,0.056878566500347616,-0.00438110199547436,-0.003309636892838737,0.0009845857806935635,0.017187900538584166,0.0010604152375259057,-0.0017252080993425602,0.011307493460426768,-0.003272952165164774,-0.013571805310029094,-0.0009750873292611095,-0.0012560527016503634,0.0018875466115224168,0.0002874541005177808,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH080,219,0.13093477329603806,0.04562035953850839,-0.06076705072691314,-0.015065264535220028,0.03673769856150713,0.000653262818010871,-0.03656670429520923,-0.0017463673696821213,-0.02824031810490618,-0.015121182773266666,0.02466614499127746,-0.010898832849429206,-0.018129542311955276,-0.009695811257264342,0.004921504109648531,-0.00371319313041608,0.0012376802443504168,-0.0036432291127293883,-0.004078420056738201,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH081,220,0.09069970876086413,0.03482838369144601,0.02362596137379204,-0.02518698527580453,-0.015187923890509126,0.03147347481061493,-0.0005580681950791028,0.00036292314918672463,-0.03275874237818367,-0.005896180100450286,-0.0032984478416241488,0.01933523107965179,0.008366220322523045,0.009043525451758613,0.0001751808508434419,-0.0022220036529875154,-0.0035482045376522384,0.003632779084454019,0.005282444866488312,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH082,221,0.056753216214349166,-0.021135506593617515,-0.06280754360131391,0.028482603989749968,-0.02050613655571952,-0.02719953835329318,-0.013688417869522188,0.0278892845815594,-0.036415431017681264,0.01873832749167801,0.009905399005850113,-0.0016273504678944667,0.014146355885720129,0.0052905904051873094,-0.008173298287720069,0.0003180764777935668,-0.0030826550205242235,9.726331320119673e-05,0.000750670435774113,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH083,222,0.03444432381144193,-0.004854107268232043,0.03482272727777018,-0.023489764222556258,0.024047129081634647,0.028170319581648923,0.0007691872252807147,-0.022075270151940867,0.014915551116169663,-0.02676287178271796,0.0031657570367019053,0.015521649769668518,-0.008054938667795816,0.008847263539073547,-0.0019124290406724624,-0.015350632481322056,0.008794279005800416,0.001557143063773544,-0.004233339299899199,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH084,223,-0.03420216396371857,0.07870350409085912,0.03086455073117886,-0.013754947885121212,-0.004609901978227944,-0.009676022875863112,0.004963060815412463,-0.0071958852924134745,0.004309249355394421,-0.0009986246342961473,-0.014334813029507879,-0.00200519414699745,-0.001652379087877651,-0.0001586222486361359,0.01384581335404629,-0.0005109890730169849,-0.01219603510261314,-0.009413938495427316,-0.0037364441227924158,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
proportion_explained,0,0.321690369073622,0.16179156462610467,0.12720776774144094,0.08621096243371972,0.06820826257011249,0.0506828402296928,0.04030591088677931,0.03226850619536499,0.02847101489844599,0.02127736494031149,0.015936430177383304,0.014827027241453801,0.009746609347410031,0.008295641224731946,0.005325153876779133,0.0034453515473692716,0.00224057248911874,0.0013418714491534522,0.000726779051006063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
