,compound,Egg-Fertilized_F1_8,Egg-Fertilized_F2_4,Egg-Fertilized_F3_18,Egg-Fertilized_F4_12,Embryo-1_F5_39,Embryo-1_F6_7,Embryo-1_F7_23,Embryo-1_F8_29,Larvae-1_F9_6,Larvae-1_F10_19,Larvae-1_F11_44,Larvae-1_F12_5,Larvae-2_F15_46,Larvae-2_F16_11,Larvae-3_F17_43,Larvae-3_F18_26,Larvae-3_F19_17,Larvae-3_F20_9,Larvae-4_F23_1,Larvae-4_F24_24,Larvae-5_F25_2,Larvae-5_F26_22,Larvae-5_F27_15,Larvae-5_F28_13,Larvae-6_F31_16,Larvae-6_F32_14,Recruit-1_F33_3,Recruit-1_F34_47,Recruit-1_F35_10,Recruit-1_F36_28,Recruit-1_Plug_20,Recruit-1_Plug_32,Recruit-1_Plug_35,Recruit-1_Plug_37,Recruit-2_F37_45,Recruit-2_F38_27,Recruit-2_F39_21,Recruit-2_F40_25,Recruit-2_Plug_31,Recruit-2_Plug_34,Recruit-2_Plug_40,Recruit-2_Plug_41,Recruit-2_Plug_42,Recruit-3_Plug_30,Recruit-3_Plug_33,Recruit-3_Plug_36,Recruit-3_Plug_38
38,Glutaric acid,235707.6018,156747.8923,176096.7045,121901.6684,34828.40471,206318.4612,173923.3684,108085.6251,293808.8407,84976.81722,130483.2419,220525.996,153416.5954,175823.2945,112017.0737,126158.6811,129446.6268,137882.8249,137125.0912,151673.8961,173757.8031,110331.5564,139116.7793,313832.8979,172979.4254,130306.4881,270882.8451,113091.3262,204666.6255,106217.8402,153156.6251,116836.1328,123205.5014,104462.4015,140380.9688,196592.8827,114855.1817,153207.0056,143924.2685,141831.2791,145930.8018,240006.5959,104577.6511,211518.671,133152.2828,160509.5352,123532.8338
30,Glutathione,81402.68555,180253.7434,47587.72267,191636.9694,124671.6683,86734.18028,51237.10331,109446.5224,42615.56975,20854.36101,162641.5998,63626.96813,142508.1647,16600.49455,21143.98079,21181.52988,5419.42568,6496.649427,21435.46893,35242.97541,16332.47212,17105.29641,9998.339974,1694.972981,11004.15162,1182.188379,18779.74289,86208.78683,15160.43567,1600.713799,1846.481898,1394.153778,8421.817759,1843.369005,36082.38331,13622.12784,12084.84215,29560.81463,0,1293.716608,28202.69516,3606.767097,24501.61336,0,0,0,33544.72949
26,Glycerol-3-phosphate,167991.8906,186355.853,307860.3362,216056.649,20012.60853,18755.76989,24029.52469,29776.13404,10813.43095,10665.90716,17209.5869,14148.88171,15970.37582,17069.6123,1567.372045,3443.13431,13359.72135,1628.00606,2088.728756,4494.577247,793.4543118,1401.07214,6651.052514,18115.68906,6898.332085,1224.061216,4485.211216,5182.691333,1044.279758,741.2652619,1182.338917,0,3869.180364,4048.570314,6169.282331,3897.026866,984.5568867,1332.781676,7653.278927,3474.411107,1991.402179,72460.31845,1243.364327,0,5973.517915,2250.635411,5490.159065
44,Glycerophosphocholine (+HAc),68219.71742,48217.90233,94256.98785,78271.90235,26482.22176,40743.09271,39448.7568,47036.38022,17704.18484,18221.81654,36390.30968,25037.2269,28554.81017,67542.40658,3479.048169,14129.93415,22579.41175,5748.49596,2633.579922,4894.16304,1084.935394,5984.534747,31219.0876,138266.4236,43494.26801,1228.963348,11498.61085,4615.979219,6133.358278,1167.42713,7937.780439,5634.217739,11568.22955,3007.955141,18084.94027,46338.30199,11867.40639,3049.027387,59289.52751,5916.702048,3893.472085,179420,5192.602253,7309.547624,64966.53651,8934.655957,17968.39844
55,Glycine,102421.1794,65313.60563,159562.293,113488.8699,37260.79464,31542.28158,49642.11985,66268.87153,22284.1766,25327.23456,55491.29039,27137.32036,52365.75092,40010.9041,20766.50923,12532.35972,8651.167467,12537.97254,11641.06207,26651.32177,5764.243947,7095.27052,14306.62066,10923.15921,12753.60398,7209.232233,14188.25371,36194.92094,11555.41557,25150.70103,30867.27632,12688.7505,19726.5063,17430.23886,19769.63103,14923.6476,13504.37519,22338.56311,6738.288853,14729.34611,26819.83833,13534.93204,16689.94308,24312.03903,9763.012968,10449.61031,22443.61096
14,GMP,63158.08391,38267.34555,50865.32589,38946.28925,6655.938249,5492.319038,7537.629863,11195.86667,4859.780193,4599.479892,8423.512575,2441.276728,21806.18728,10427.18097,3467.019868,7087.475177,3884.69784,19041.85065,13528.20432,15013.2021,2730.120463,5391.944671,5674.085116,1260.335826,8047.635319,1904.196047,12463.05646,44075.18658,8296.746244,6518.880227,9242.236848,2678.994239,20425.2572,12419.97636,11593.89194,9226.763375,6404.732021,18780.66255,898.7349043,5959.378173,18062.27953,2005.18422,13197.21936,1410.363421,1257.19411,0,18831.57861
104,Guanidinoacetate,64559.84614,50836.61477,100673.9429,85999.84609,40340.95643,23115.10622,34060.93457,44685.00309,4952.64322,10278.79627,44978.07482,14418.00122,12918.07223,4819.953549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Guanine,38733.77644,29974.77826,31183.13727,50116.01603,21672.21915,10059.73101,4258.11773,6277.433654,5165.790032,1986.011422,0,8717.746374,0,5330.132064,7771.746499,11961.06285,3041.868945,4949.126727,7443.947498,9342.568828,4569.387348,10736.28568,12682.59594,5188.746857,4862.660937,6503.0818,5170.336412,8194.861354,4719.635078,6848.831288,13913.54654,3102.960735,4289.665063,8401.042244,2480.682571,2488.54947,1970.43239,0,3407.935699,2873.976365,4324.956388,1998.906113,8036.490771,9884.439444,1787.508096,2578.07402,17823.05218
105,Guanosine,29737.55361,20186.69669,15401.2921,10151.53643,0,1163.186953,2181.568975,2299.530986,1631.820343,1330.623991,2564.696055,0,2293.733391,1533.905759,0,0,0,5970.306606,3495.891076,1603.45651,0,0,946.5958249,0,0,1091.139303,1772.308042,9977.577475,1610.426871,1005.021555,33768.04019,38885.57604,11268.32929,20054.19391,0,0,1096.932357,2232.772769,1474.624076,15624.02405,9422.789554,5787.369603,8314.052788,6071.295188,6133.429436,7916.959031,13407.37944
92,Hippuric acid,14156.68936,31313.82723,22792.38014,78554.65347,7790.708687,22787.04134,20490.74698,27901.46056,2834.861301,6153.335358,25196.95482,14660.29162,5391.941907,17381.08782,3284.976706,7856.234211,3159.996593,2472.390726,3630.790941,8971.822726,2646.651854,1617.695101,2725.615457,3287.274593,6373.934036,5691.253355,2445.58294,4035.976574,2469.299666,2946.130921,23478.24989,1920.929855,1885.054491,2031.587345,1710.615475,4229.110819,2114.831416,1586.690178,3133.183966,2913.055917,1853.61302,4062.129534,1621.920765,6880.391203,2759.862276,1540.908337,2568.379628
51,Histidine,66086.91548,55884.48208,112883.9257,100907.6035,25507.15378,18625.31305,37957.95253,26277.92871,9174.221023,12315.89946,43886.49771,17730.96565,81807.9178,42287.7724,6704.048138,7660.805915,3979.247194,5340.907178,6555.442653,12624.43476,3880.713656,2698.485572,5189.32047,1884.310626,3263.876604,1625.737253,3502.442139,18999.47964,2122.596476,1703.971397,12828.07525,2466.964441,11193.00939,6672.857829,4240.849304,2403.970173,2644.413115,10501.5477,1721.797594,1815.099138,5906.155909,1737.232993,7455.567841,5248.092737,2658.900854,2299.967594,12994.55332
9,Homoarginine,73553.64433,60269.2546,134414.683,100057.9731,23021.79054,12158.92205,17085.0305,22704.79919,7778.422302,5897.233597,17208.02081,6049.541803,12613.49694,5865.148454,840.3140264,1104.899459,0,1121.645453,510.5883569,1807.058202,0,0,883.5907027,0,740.5501809,0,0,3252.716966,0,0,1104.566487,0,1046.928495,0,0,1136.565321,0,0,0,0,885.2348625,0,861.128498,0,0,0,735.3450479
48,Homocitrulline,144184.6919,119286.4205,225872.7349,202263.3902,66443.5595,60660.93727,71997.28741,81774.85811,22966.93893,19910.62004,55840.13131,30684.57813,41212.26677,23563.48503,1881.048056,3530.61134,1197.539862,3605.297599,4663.308038,5799.503358,1850.1412,1656.855604,2169.416937,0,0,0,1176.757982,7063.455673,0,860.7313475,3632.923652,0,4748.965224,3231.461451,0,0,0,0,0,0,1086.432916,0,1345.308268,0,0,0,2156.50849
73,Homocysteine,60591.43408,45311.7697,81030.21476,101278.5741,17894.07989,9844.395315,8079.145936,17420.44945,0,0,7032.917273,0,4118.142518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1251.359719,0,0,0,4427.936214
93,Hydroxyoctanoic acid,756454.9903,97453.64676,988078.624,193752.6328,121785.7969,193173.0509,331106.7572,1250553.176,331797.0732,142317.8625,411958.6223,359512.1928,521141.467,356190.1451,518748.1372,168329.9213,130729.1836,120971.7013,184972.7006,306595.0762,123205.8951,158661.3669,215129.636,178930.6032,169452.1501,170251.4486,220810.466,870243.8036,143218.3136,384986.6766,469622.1973,280801.6805,211061.5638,193257.7991,634413.6396,139991.8158,231426.0619,168836.2977,153767.0401,241365.9558,1302548.249,473353.9643,437889.3117,579711.2455,291753.53,267991.8632,261289.7358
60,Hypotaurine,25509.35849,30842.25963,28005.76236,42675.62012,14481.77027,5176.523821,6004.0022,18697.48252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9204.435808,0,9106.224683,0,0,0,0,0,0,0,8121.578713,0,17100.3833,0,0,14943.29706,0,0,0,0,0,4244.838591,0,0,8451.499311
112,IMP,18474.9494,20680.82661,27489.60323,24745.59202,2122.029449,1079.868751,2570.887854,4297.089171,3180.217749,3363.080255,8604.045467,5237.237402,9653.452114,4299.744162,0,1113.160078,0,0,0,0,726.7173199,0,0,0,0,0,0,0,0,0,0,0,2383.375805,0,0,0,0,1325.988355,0,1034.690871,1972.582059,0,3078.463166,0,0,0,2336.385362
41,Inositol,3492862.021,3213980.124,4940925.557,5143037.645,1678951.107,1628375.839,2053607.487,2491820.785,641132.5908,670829.1494,1567281.337,897625.7435,1007529.296,612825.8819,133218.424,217924.1931,83209.84748,195352.9843,211054.4729,351441.0279,134960.6429,164808.7117,183366.1881,29315.84707,117396.404,25657.45933,197768.1758,424227.8566,168402.6583,151912.7295,282237.8411,104875.8807,283400.0322,213137.3699,167092.653,165678.1571,106762.8501,350655.7912,30465.52247,91948.22288,148856.8803,40875.06194,132604.1424,220079.0984,91685.26422,103936.02,295643.0318
13,Isocitrate,232291.5802,132489.0697,646635.0033,432457.2939,62164.86326,71120.92847,99062.99869,132857.8318,37497.70559,45120.41188,67348.99507,43852.16732,47917.57841,43532.74717,13920.91289,21220.53835,11965.39392,34310.04699,15578.80369,38264.09606,12136.58456,16026.44425,21545.68796,28431.40087,14544.30958,20557.98071,14002.83637,61119.42815,21111.01048,12566.96891,26455.69585,17121.30645,13392.07225,12316.66525,24605.93774,20905.85923,17414.16875,21089.49183,17295.55848,14146.327,25649.64322,13885.13363,12471.6025,22351.99168,13550.99445,14906.50439,10336.32035
79,Lactate,881412.1701,1074024.182,6100214.787,1065406.684,148615.8913,380495.5136,380148.4986,399762.9835,450652.7243,147176.8622,166729.7985,186172.3259,258676.8269,1154063.645,191548.9901,92184.66542,552814.8908,211993.4305,355151.4711,395400.8813,184194.1555,458176.297,597741.2842,382060.2487,244412.165,894369.9545,285661.1781,298916.2952,218778.5035,491021.1702,679671.6431,811980.3881,77510.10843,997381.5446,111888.559,203596.6441,435881.1424,231722.8999,1039823.977,2091572.628,182145.8747,140710.2396,143919.7472,550805.7552,847139.7606,880840.4792,91194.47264
118,Lumichrome,4042.618327,9069.218591,15958.86936,6693.21109,2136.197399,23575.54212,5637.994762,1696.005729,0,5160.138399,0,3494.149086,3343.976948,14404.41166,7138.549943,17020.75432,5517.025648,13074.9013,6917.438988,10317.0848,7347.049988,10293.89026,8977.387868,13159.59433,6974.330309,13718.83177,3557.85282,4398.369332,11954.86283,12761.73945,0,16664.00997,1296.179899,0,12890.8662,7714.598242,26077.21028,0,6117.570609,0,0,0,2326.054731,6082.396611,14972.07484,0,0
2,Lysine,2205271.396,1796782.464,3990678.329,3133127.589,609937.0508,430611.6757,620678.1264,748962.7672,150699.4966,193052.1351,507543.2445,251374.1079,347632.0139,212740.7814,17433.45809,20614.21729,9836.117806,21555.40555,17081.64018,35309.00619,10752.15239,11921.64652,18041.15186,3608.346469,9987.618728,3170.251824,11760.55395,44814.47375,10110.06354,9871.627488,34687.68017,13329.90723,27677.44459,24042.9694,10475.03182,6347.052904,4905.0145,12916.42318,4265.615879,8542.16481,22254.25728,3729.03143,15674.97073,15018.07697,4557.846881,6923.333282,30338.92349
125,Lysine-Glutamine,21980.32278,12768.14462,22139.32355,20877.69432,6069.62399,5851.864287,6551.158138,9797.435485,3230.3102,3509.446209,6588.462987,3267.557529,13744.04502,6443.588746,0,1004.84376,0,892.5859616,652.3961892,1133.448758,828.9605993,1280.173941,1829.782014,0,3045.798771,0,0,1637.933251,656.3935115,0,12400.33406,1399.460508,10672.03766,6601.937557,1257.520441,2535.189244,1075.060059,3049.588064,0,0,7145.653507,0,5756.6712,6957.820905,2454.187784,2503.846931,7573.190728
28,Malate,9349724.076,6211230.686,20548769.84,11595216.77,18473.43373,386420.3147,544486.2143,651042.0937,316894.1483,313422.7545,531542.8293,503724.3245,48259.54601,931989.5765,111144.8813,96452.72472,95464.17064,225130.4763,237618.5003,187439.7715,160120.3406,109808.6552,123883.285,168587.0597,91183.83369,102883.2432,237176.1675,776902.2506,174494.4321,122542.7078,113443.176,55506.10807,35292.26858,66137.3623,48338.60866,86931.0801,85986.0092,100056.4834,50913.95868,95163.40307,143139.5867,77081.38381,45054.06433,78447.09403,47801.23895,37647.49037,36546.05604
33,Malonic acid,554528.2939,280488.7861,488577.4367,254319.8617,133127.62,380615.796,300227.2308,311976.3712,543888.7709,146096.5374,244980.7503,394159.2771,326167.445,264766.0376,242186.3862,261533.5633,207045.0698,334990.4029,316515.4471,304076.0061,284620.3039,219033.6646,284904.4076,349342.6042,249350.2989,284313.666,499241.5105,311225.0065,390640.3134,253908.094,337552.7323,286430.3521,272254.8525,258935.2067,311119.7312,354842.9951,263903.9856,265489.158,269470.7709,263435.7644,380252.266,371954.8621,280676.9615,517673.0048,274796.9071,292774.1007,219654.8397
77,Methionine,245580.2274,153793.6301,263710.3279,274467.6795,45230.8844,57095.58556,58449.32286,89549.8427,141666.2773,95318.57893,169081.1205,180061.9327,235196.5313,242801.7686,49785.8098,66318.38437,21082.71489,58737.38673,43886.66247,139297.9067,21270.34224,29255.25326,54155.95705,2212.632672,27415.70051,2092.867262,17061.52467,74588.95217,16665.70723,15942.72875,140746.5067,17872.4814,130788.0921,66745.64047,23279.23272,10689.64654,7725.53624,51883.91347,2418.072275,16509.74676,46875.64398,7138.534888,47043.81627,41777.90977,8211.252622,13509.80084,161732.0665
53,Methionine sulfoxide,3495.613684,4150.652174,2888.36453,5282.519591,1435.460468,1482.965717,1750.930665,2621.198558,1690.192218,1358.839212,4204.872499,4735.957102,2461.3587,4877.46654,1901.101687,1688.295219,1101.658735,2684.421984,3953.549788,1477.079029,2683.17143,1294.916622,4296.062707,894.8924085,1604.839477,1630.340609,1618.123022,4782.509268,1660.518076,2556.685177,4080.290869,5736.96082,6232.228871,4005.600205,1795.440156,1772.165453,3616.432675,3531.157556,1818.170837,4024.336916,4076.764299,1896.121322,3899.291006,2175.100453,2248.448121,2305.890594,5759.548886
99,Methylphenyllactate,44187.23072,52816.4424,177186.8644,706574.1106,102992.2499,89333.56508,228086.0081,306195.459,94719.24356,206323.8608,376739.55,83271.25694,652076.7684,1036418.45,336653.8187,392121.2709,196732.0722,189769.4172,42187.82126,364831.881,66330.16075,285901.7272,234943.3683,1114102.112,287966.0782,1024011.91,105345.821,423862.7016,164754.5462,283896.205,434093.3382,564819.6118,494953.6618,539798.8237,406778.1268,485903.9292,327062.9661,462290.3485,449131.6595,533891.1843,419348.9411,318726.0842,344353.987,507303.8551,579032.5908,680542.6095,296790.5128
119,Montiporic Acid A,177611687.9,78662841.68,151563517.8,153108427,70703633.13,34608269.01,51686638.13,79851672.55,44602600.61,30498563.01,38982166.9,9207366.551,23488798.23,13162338.46,2193830.183,2583777.827,1125103.852,8077580.838,3899100.331,8681241.295,1871790.356,2574629.598,6264688.379,1514715.311,3943442.843,890648.9597,7383579.043,23124937.3,2895848.991,1776116.171,102311664.5,49935648.23,82310934.88,52971128.48,4349291.944,7536037.975,3826385.803,22422263.07,10815936.39,34047261.59,59346735.95,13871784.71,33984421.93,55980718.77,23448493.67,34986177.93,77552536.56
120,Montiporic Acid B,34831136.7,12998592.12,25959076.11,30088555.75,15113168.27,5265429.767,9419627.029,13263474.06,6664035.504,4945472.81,7189223.088,1179645.437,4361633.575,2127948.993,366889.6158,449580.2879,189371.9508,1295363.436,638852.7897,1383757.844,281621.0112,485878.6818,811241.1002,191253.6174,529048.728,131225.5327,913682.3094,3170041.304,367989.7497,248466.9308,15289636.5,8048118.205,12561780.73,8721037.169,787198.094,1168904.509,668210.6663,2985549.609,1751497.873,6779486.944,9236099.028,2243651.389,5076982.524,9175518.594,3544852.799,4556025.558,11724579.49
121,Montiporic Acid C,381121039.7,161891660.2,313703880,321858201.3,127025070.3,70423694.02,111518792.5,163426327.1,85097020.57,63171555.23,65279482.96,19210940.04,38654060.48,25647246.09,3158860.059,4787202.145,1964058.303,14480063.32,7127048.635,15506840.69,3653295.472,4876444.033,12559499.84,2737979.97,9211758.207,2332545.269,12993384.92,49283906.53,5980848.815,4003285.299,197909759.2,108841633.2,168636646.8,103844954.7,7434607.745,15432774.39,7711770.82,40886419.48,20852851.87,76307186.31,114383512.5,27397206.39,73701317.4,106163910,52360349.33,62872731.61,151591922
122,Montiporic Acid D,194335104.5,58904629.54,112628518.4,143873118.7,67130588.12,19835786.95,37908139.66,54965041.43,24618695.66,18395209.54,30297491.12,4168431.621,17991712.26,7901383.022,2145590.975,1996386.692,1445294.825,5407734.176,2492303.744,5635781.623,1172527.692,2038613.842,3195031.686,786725.6588,2276473.016,333978.7241,3983863.059,12620671.23,1721017.739,1197318.684,62299707.58,32012916.49,52612320.33,32917252.78,3475172.927,4127373.706,2869588.42,12568178.8,7809171.678,29885948.31,38645476.14,11520111.48,20542368.79,38148522.87,16121570.19,19382575.66,49087827.2
40,N-acetyl-glutamate,38230.96548,22074.59582,42791.3023,28656.43221,6212.819133,9145.463976,14704.08736,14672.296,11395.44738,5640.545883,18619.96871,12607.7048,18325.70926,10225.1277,9693.405824,7467.609654,8141.67556,8105.530229,11308.81361,22473.13084,7855.012329,5113.098561,10243.61581,2549.485795,4496.56163,4288.65716,12479.44078,17768.50652,9146.466161,9616.400153,19556.21537,7594.436016,15544.9873,10532.73486,22668.35359,6558.019421,4675.993752,14147.37024,6132.448025,7156.820049,18804.43647,13079.37501,11266.40241,17102.54435,7798.457152,9026.037518,16025.61665
45,N-acetyl-L-ornithine,7032.01161,4984.574139,25241.90214,13363.55113,0,1965.052444,7554.579141,5161.229238,871.5738236,909.6906458,0,1376.13401,1404.015758,1509.805742,0,0,0,0,0,0,0,0,717.120801,0,0,0,0,0,0,0,1574.012983,0,924.238726,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,N-Acetylaspartate,123860.3316,32614.93564,106753.7939,53990.79875,7925.419534,18678.13384,23990.20395,34300.09753,16388.60755,7090.053045,15027.00536,16087.46738,25998.94817,20776.24877,12331.66504,9938.588056,5540.184073,14637.9702,16286.22785,18507.75492,14242.75822,7720.746221,10724.6903,5353.150382,8067.314534,10124.67279,65055.09922,18756.00049,17892.3593,23527.34735,21037.42078,5744.10296,15447.73086,7850.647269,10337.47379,12501.56164,17391.2604,17481.53455,3488.644237,5937.110795,17379.98689,9047.19194,13978.59895,101728.0553,7194.307476,8828.460358,12769.80178
97,N-octanoylglycine,154616.0854,8293.627857,179500.0097,16836.96881,19494.42399,31231.6598,141795.9378,92938.47088,13226.37047,4810.113398,101764.9899,32134.10464,144808.0498,49517.45843,185933.6244,15047.21744,28895.26528,15572.30508,4455.108277,197818.8104,2071.903092,30482.92847,48208.20582,23547.53426,23210.73315,45036.96975,35573.70377,261772.7745,32327.24094,50203.46639,117732.7107,25708.49998,15787.85013,5934.137653,202086.0629,42567.79373,60940.33416,28226.96375,23462.54296,68401.15163,261466.6739,97849.88263,61843.25385,51998.13223,6918.338358,35050.92822,21077.7797
108,NAADP,0,0,116402.5809,0,0,0,0,0,0,0,0,0,4018.152574,66450.1284,10287.99744,0,20691.78363,0,0,0,0,0,4134.719402,1436.255059,0,8975.294393,0,154428.865,0,0,0,0,0,0,36604.69412,0,0,0,0,5983.649013,16394.95475,1148.033205,0,0,0,0,0
22,NAD+,222613.2383,176072.9597,438907.3938,389652.217,169906.1194,115028.2505,147392.5637,176619.9898,49666.42798,56455.19151,186539.5289,100747.8751,166672.1461,90734.89892,16942.38159,17199.41106,8625.227407,14692.47265,17858.32672,36873.79235,10001.11615,11409.99746,16050.09259,2660.961831,8815.979431,1249.313282,12022.02866,40788.70677,9977.576857,8361.63788,27065.42252,8575.728862,29223.46878,19090.17453,12631.54622,8746.658353,4012.561963,22562.79484,1571.066786,7959.580178,18213.38906,1804.202877,11498.3443,13568.72623,4039.746713,7517.568393,17157.07092
29,NADH,34889.41504,51659.62172,109991.8224,88349.11699,1527.288555,0,0,0,0,874.7206985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,NADP+,11475.66706,7572.195525,25416.34356,21314.72471,10092.72053,8534.541423,10524.46269,18083.8792,4759.788736,5064.8398,10571.14925,5999.795992,7794.028218,6518.331703,0,1207.145475,0,1310.669943,1701.304972,3346.347565,0,1062.631102,904.2209176,0,0,0,1626.422915,3498.8096,1017.780463,0,0,0,0,0,0,0,0,1461.163698,0,0,1547.722775,0,1356.9291,0,0,0,875.7272974
8,NADPH,5155.067118,9323.552859,23284.74234,24533.46941,5461.687133,8619.472014,10609.84233,10334.49474,1177.119396,2704.038761,8463.447895,5368.348168,11472.35797,9168.825052,1011.976599,2719.871258,650.9813544,1096.934854,1418.284619,4576.39065,0,0,1238.332986,0,934.716377,0,1077.683872,5442.881918,956.9994791,0,0,0,0,0,965.9115515,0,0,1574.003229,0,0,0,0,0,0,0,0,0
128,NegIS_Alanine-2H4-15N,72599591.89,71939649.65,65635229.62,62743389.26,66234409.25,78455317.01,80757299.59,83598923.93,71623929.06,78046398.69,56491664.9,72247414.49,46041022.88,79147917.84,58928493.86,70308244.38,72532044.93,80852814.51,57312535.75,70503100.88,81832268.49,65293286.41,65808169.93,48913645.09,74969501.23,50448531.59,81057347.8,75358290.18,82420815.36,71855798.6,51601027.4,50386744.22,47600687.69,49490665.99,73726414.28,56173072.86,48367821.4,63058198.09,53279690.24,46933310.46,46468963.41,46605209.62,49585830.74,53989525.15,50863946.01,53091863.31,48074003.93
129,NegIS_Glucose-2H7-13C6,23305492.13,22205472.42,28082239.56,25983273.32,23111392.94,27983012.11,30499741.86,32843414.53,30973443.89,31333645.68,35772136.17,31407318.74,43345667.1,29466657.07,21967296.24,29078312.04,20284257.02,35888105.58,16034698.87,31430084.12,30719565.46,22491882.79,21962722.1,36425195.2,31216522.08,23696033.38,32428106.41,22403351.71,31437187.67,23792261.64,36926937.94,14595815.03,18540935.94,15171142.65,25158203.92,20076631.78,17967050.21,36088071.65,15549775.25,20802122.57,35627741.65,22136333.35,14697825.97,21188411.49,14760469.12,15579748.14,17427254.98
130,NegIS_Glutamine-2H5-15N2,14695404.04,14256324.57,12796719.28,13459770.95,13518735.16,15735374.24,15317266.33,14972756.58,16081476.7,15771639.91,15736647.94,16630532.52,13510633.18,15456469.64,11969657.74,14001051.82,16180825.56,14607122.78,16123684.33,13411307.54,17062221.07,14440001.99,14228400.85,14971077.43,15575426.3,18909051.83,16318530.68,14235763.03,15256401.88,14614145.92,15953161.15,20073601.28,19604639.3,19859227.88,14643570.61,16760029.97,18723467.52,13310958.63,21562200.15,18841793.06,16146498.22,19061675.21,19451534.09,18800398.82,19924716.29,21136591.71,19512701.52
131,NegIS_Glycine-13C2_15N1,2198070.821,2200670.528,2114125.829,1841248.142,2008872.214,2256486.162,2294546.104,2355862.283,2372240.737,2519164.564,2323235.936,2461178.334,2253135.13,2480436.42,1926843.435,1990459.031,2317698.931,2305942.761,1929456.498,2192775.528,2535856.584,1877345.131,1983593.309,2357541.098,2367908.766,2509391.058,2380057.82,2284504.358,2342099.378,1984743.351,2288380.225,2404274.377,2426357.613,2325517.758,2246627.753,2386421.677,2477634.229,2168721.771,2665573.443,2243214.998,2331646.71,2446793.2,2546547.078,2685197.616,2449877.57,2572217.206,2431701.95
132,NegIS_Inosine-15N4,1340573.376,1505038.086,1100859.562,2146344.353,3073256.357,1753501.12,1063394.039,954762.3477,1276395.109,1165288.749,1088596.86,1143954.355,1131850.746,1057262.362,3942050.556,2409481.903,2022992.722,1027397.857,3276154.067,1986483.219,967424.3123,3086499.183,3307134.903,1523231.923,1126466.571,1364047.932,1058289.431,1967950.252,1179103.365,2891697.491,1150692.668,1430949.261,1467829.274,1387465.075,1916481.971,1288432.617,1340037.19,1349244.721,1561340.452,1384945.13,1798859.552,1458284.327,1519873.37,1595759.525,1478493.23,1751956.569,1732261.362
133,NegIS_Lysine-2H8,283497.8571,262871.4665,303412.8612,254746.9247,137411.1349,141921.1211,157416.2954,172629.0359,139417.2626,140210.6729,148872.1655,145549.9208,141229.6268,142879.7079,107026.1039,106289.8594,125760.665,131707.4636,116766.9704,125334.8607,125979.3151,111076.378,100501.607,140609.9448,133140.7441,136122.198,128862.9663,130156.6988,131415.692,108158.9409,140500.378,131582.6178,135245.288,135530.0992,126325.7156,142286.4781,141424.9268,132906.6734,133785.0485,137712.2003,142515.7659,128766.1879,139123.6452,163197.1029,135755.2212,143976.324,136488.4977
136,NegIS_Malate-2H3,3480756.47,3656424.09,3703025.474,3736595.94,4719211.173,4416046.257,4462846.802,4451462.949,4591027.762,3993120.375,5547148.635,4161423.326,5510235.63,4078356.789,4295807.175,4526210.925,4207877.923,4367464.829,4502189.432,4424872.787,4090688.449,4563316.878,4408192.342,4643599.63,4957745.22,5471384.995,4481821.468,4574182.568,4596563.13,4496435.891,5379400.333,5958286.705,6195370.517,6519063.664,4899091.223,6217578.263,5641798.545,4933919.56,3730983.173,6190598.653,3269464.143,6180483.538,6054902.006,2792404.014,6087896.111,3025154.941,5924791.379
134,NegIS_Serine-13C3-15N1,674876.6982,663129.1178,656107.9533,594258.0934,561639.736,597597.3403,612843.7308,571843.2418,599359.4041,578676.7871,609506.7306,592774.2977,531191.0216,574946.8771,450752.0988,485491.8775,654435.4368,516964.5284,681380.5454,493315.9171,604747.8674,537177.9229,538815.9748,534133.1982,512440.1398,651637.5208,580555.162,614584.3233,560771.8182,541282.5971,539314.4003,718163.5732,671499.9196,696071.4697,537130.3371,571033.2834,658951.4319,492544.0948,745797.4452,668031.3228,560395.964,649967.8657,653730.9626,655144.2953,643977.1477,702722.0349,699069.2894
135,NegIS_Thymine-2H4,2767996.99,3312975.925,3090110.455,3218088.799,3632338.704,4209345.031,4902667.208,4330395.989,5076143.986,5404413.287,4610299.856,5276064.971,5630331.217,6052923.681,5017612.867,5920032.822,5465884.564,5936203.761,4450169.846,5803209.072,5529613.704,5097705.395,4858704.145,5891109.929,5938979.101,5447164.259,5237535.094,5457573.215,5350547.369,4733652.303,5670648.83,6011612.692,5431463.361,5772316.425,5573661.139,6571758.083,6544532.631,6618587.414,6287419.187,5883098.823,6340271.231,5364174.013,5849248.879,6622768.897,6089978.909,6874754.876,4867560.432
