,compound,Egg-Fertilized_F1_8,Egg-Fertilized_F2_4,Egg-Fertilized_F3_18,Egg-Fertilized_F4_12,Embryo-1_F5_39,Embryo-1_F6_7,Embryo-1_F7_23,Embryo-1_F8_29,Larvae-1_F9_6,Larvae-1_F10_19,Larvae-1_F11_44,Larvae-1_F12_5,Larvae-2_F15_46,Larvae-2_F16_11,Larvae-3_F17_43,Larvae-3_F18_26,Larvae-3_F19_17,Larvae-3_F20_9,Larvae-4_F23_1,Larvae-4_F24_24,Larvae-5_F25_2,Larvae-5_F26_22,Larvae-5_F27_15,Larvae-5_F28_13,Larvae-6_F31_16,Larvae-6_F32_14,Recruit-1_F33_3,Recruit-1_F34_47,Recruit-1_F35_10,Recruit-1_F36_28,Recruit-1_Plug_20,Recruit-1_Plug_32,Recruit-1_Plug_35,Recruit-1_Plug_37,Recruit-2_F37_45,Recruit-2_F38_27,Recruit-2_F39_21,Recruit-2_F40_25,Recruit-2_Plug_31,Recruit-2_Plug_34,Recruit-2_Plug_40,Recruit-2_Plug_41,Recruit-2_Plug_42,Recruit-3_Plug_30,Recruit-3_Plug_33,Recruit-3_Plug_36,Recruit-3_Plug_38
95,O-Decanoyl-L-carnitine,834932.9173,591976.4772,1391621.922,1112137.955,164371.7289,207196.3517,273466.7805,371070.1034,128015.2775,205027.6028,372302.699,203904.7494,632473.8122,431765.1692,131910.8157,149774.4248,54454.90567,135612.3827,108722.6558,213305.6521,69702.17465,60975.405,116174.2288,27478.56437,69015.83907,39770.61272,92387.19114,201366.9797,83794.69749,83033.82984,124248.7894,58427.16773,90577.60854,75272.57214,74857.69809,57307.62496,35468.02418,84040.48408,23790.26238,54643.99639,79573.83956,31451.75377,62755.40591,51625.64928,36185.2465,32231.3527,77512.17972
98,O-Phosphorylethanolamine,311132.9778,238809.1674,614163.2271,468694.8916,135501.9625,114675.3658,149155.1766,184045.8592,52928.00841,76767.43239,177277.8576,110594.8093,78398.86881,48364.8096,7794.873976,8736.590835,5592.219546,16260.89686,6028.561695,20235.70667,1307.784607,1711.041783,3566.818939,3018.770276,1596.879722,1247.707339,1842.075584,8834.164562,2738.990297,1861.156398,10402.40991,962.9146568,3630.898244,1947.26193,5108.996719,1216.618877,1024.700747,3151.548412,674.373742,938.4584941,5277.948707,894.0839073,2538.559872,3372.426719,821.4473403,0,3554.468836
106,Ophthalmate,97915.3927,77350.68597,213137.3013,159382.6988,41896.48823,39525.43055,37844.24449,64746.78601,11678.30211,15197.22093,52057.09626,18142.33019,26710.91919,16881.2415,2434.580409,5812.636137,1771.715961,3158.687718,3028.357022,7949.379765,2504.38595,0,2311.050062,1867.690175,2410.208258,0,0,6892.340201,0,1793.699891,3713.293742,1713.893793,4337.382706,2859.796779,0,0,0,0,0,3535.334786,3180.989708,1444.862611,3053.143632,5535.290617,1429.6239,2359.951502,9843.376169
9,Ornithine,533518.5545,421928.5585,1109438.672,845607.7254,142573.1113,115843.9802,206820.864,202392.0305,55724.80003,58473.08533,157392.5996,83572.09457,156267.1483,101503.1006,20408.804,20701.67726,13548.48025,26291.48617,18412.41308,31175.31147,16935.22205,17130.50343,21199.11335,13684.91719,20606.82747,12586.05952,15615.37321,43798.28452,14736.44171,12142.46953,43942.60834,17870.32874,30154.16665,33374.00146,14442.09514,13895.09288,11334.47903,25187.67208,10716.36948,24064.55216,21213.88842,15256.03691,12284.18801,24751.37979,14920.37595,14644.9502,23836.75338
70,Pantothenate,3264181.507,2893890.353,6207341.513,5509709.468,3292868.063,2027363.609,2236381.672,2982609.951,747364.4931,653514.3588,2114542.571,860170.0714,1350962.832,618566.164,206901.1932,136624.3124,64051.96912,113826.177,187199.7251,177546.3206,33723.63143,61848.19918,63433.30071,0,12278.15138,9316.40211,31620.37157,132806.0992,20220.75783,21882.52255,32586.03293,33838.61186,52659.91666,52467.51325,24999.1943,7007.268172,15102.02019,11299.5747,8569.602453,23857.90201,9936.648646,11429.62845,29507.39711,17784.17058,18568.62779,17777.29805,47313.59944
116,Phenethylamine,4225214.915,4084525.265,5628353.63,3418990.768,651845.3159,478878.6464,740852.1966,1043562.63,797267.1298,1331251.993,2396525.161,492126.85,511689.2019,143098.3483,50635.90161,116591.411,61364.99404,336151.4756,275818.1764,244700.3264,21452.55221,17315.048,58280.23504,16338.02577,96386.8874,25449.82132,233244.0572,779442.9774,168267.807,107174.7226,2163573.951,1069923.016,1256850.464,1333902.705,124960.7122,79509.35955,56118.33249,376363.1745,231893.2011,477278.8966,2291441.72,346441.2474,1079749.967,1021715.002,329136.4479,206945.8571,1741120.617
13,Phosphocholine,3639994.423,2838418.616,7098803.883,5092162.483,473948.7315,391225.8572,518872.7282,671408.3331,332242.076,526811.7646,1121146.191,641512.3489,521026.4081,308000.5745,45887.51398,50790.32436,34325.82901,103272.928,33761.5876,74539.37767,20204.19549,20109.80719,27684.10435,54224.1068,29921.98231,12769.91085,31669.7944,75109.86899,35707.77592,11085.17211,93384.30564,22969.16752,63127.3991,34609.0682,48806.81731,27306.32439,16677.96273,41628.48946,7110.346688,11425.88866,46759.92644,21097.3341,24836.27504,26826.16201,10066.22126,12701.40615,33347.55582
60,Pipecolic acid,12464597.51,10859508.09,23115198.77,17321188.46,5487299.37,4209812.949,5897378.694,7248096.023,1629951.645,2245409.129,5711007.189,2584105.222,2979560.499,1550677.266,420112.6835,461011.3862,173229.8953,410099.5499,545240.5085,993564.8424,225496.4697,331954.2274,439775.6188,85464.84594,225016.7489,48314.7066,347297.6475,1249010.891,283610.7093,372888.4183,507337.9919,232737.1258,546572.1547,429130.9122,320243.8372,144120.8302,171961.2985,537489.5892,45232.33461,206755.4365,369296.3313,98630.52887,298101.1989,225924.614,129709.7233,127635.6156,454365.6668
62,Pirbuterol,1032198.05,806783.6637,1524476.762,1361476.494,243254.5673,486192.6189,679402.532,820250.148,121648.2918,122991.6603,270485.4174,178048.3785,52043.39538,190517.7049,12633.14857,6887.106731,79332.53101,0,14655.88142,14608.12815,0,4824.904366,12880.57791,0,0,2722.451447,0,6628.572125,0,6046.233306,7726.695223,13772.03299,25172.98646,5317.907567,0,0,0,0,2997.352753,3713.824852,0,5188.4076,4058.673674,0,3549.515891,5493.468384,5264.302115
103,Porphobilinogen,79785.92107,46250.95056,151442.669,105829.6467,52327.32178,36723.99231,68996.50672,79457.38194,8592.753028,20975.36885,71499.77293,29977.35507,62249.54996,24167.01218,7622.538829,4959.299511,3000.446067,6859.836526,5313.22766,15919.57008,2730.949916,3996.536528,7372.234225,4806.898352,4592.809369,3713.293849,4412.633529,8520.96345,2846.108558,5155.829084,5010.388912,2707.924025,4944.342956,2740.442436,3677.057223,3341.033865,1979.615254,11452.66259,1739.342795,2103.48321,6515.614922,3909.917505,2425.988484,7730.15695,2316.309355,5753.457458,6718.827025
124,PosIS_Alanine-2H4-15N,40594385.72,39890777.04,43371965.02,33140497.17,43609282.67,40645362.52,48340498.19,49653436.04,53878670.76,58158838.38,64435145.06,60249941.78,65760912.96,53389970.46,51680995.26,46067229.17,32456491.79,63950108.64,32481108.79,39713297.47,62428057.89,41818163.77,38553869.99,102218063.7,78799753.65,77678941.75,61783652.06,45627639.96,59488149.31,44143412.24,85495096.99,87628865.75,79381871.63,91078141.68,57834266.42,92079813.48,87469024.15,86297021.97,97229613.66,88510683.43,109051433,100356111.9,92390811.16,99742853.43,93474691.78,96820517.7,78297611.48
125,PosIS_Glutamine-2H5-15N2,50850809.09,48229369.67,55190637.9,45530474.22,54627326.31,59511314.99,68788064.07,67220151.68,74995835.13,81753366.64,83702792.69,78634457.86,84325556.2,76767043.23,62100974.14,73248024.93,63288847.71,88513374.83,65314171.09,77642351.21,91229150.34,64673743.78,67038431.71,81731146.15,86019077.83,73121536.51,85708110.07,74121268.34,78328162.08,64503930.96,79539023,76628308.47,71588628.12,73103717.07,76083216.47,79141727,74813589.32,88114065.38,75709103.2,73602555.22,75916889.08,71529243.84,70975994.62,78029780.63,73201691.39,74238391.09,67331966.44
126,PosIS_Inosine-15N4,4271142.94,4785556.357,1857724.567,5493203.035,6293401.306,5781928.651,3478776.828,2948968.645,4687552.74,1857884.129,1591179.164,2514727.432,1587912.446,3520631.127,7167120.379,5971668.742,5044559.987,2257444.05,6917779.992,4938455.913,1618850.665,7547408.387,7204254.938,1762371.217,2208930.253,4190741.229,2466772.799,4619682.295,3655241.166,7230565.687,2820933.053,3659330.664,4275300.237,3772659.279,4400850.205,2476651.469,3440471.82,1621683.015,3457225.093,3869596.582,1995774.511,3504871.959,4042646.748,2538415.757,3522906.92,3401143.634,4830289.502
127,PosIS_Lysine-2H8,938662.6577,867944.5065,1079797.388,850839.9308,697629.2034,688801.579,845928.7889,890399.0946,579669.1368,773615.1172,771273.0165,740028.2021,705262.8322,671928.1986,463876.6294,512166.2125,800755.3157,664154.2853,571034.9815,627723.6205,703977.4848,469534.8109,503405.7649,495377.8671,593436.982,494561.6744,652520.6798,652188.1532,608415.1705,434940.5279,528313.719,467557.9563,493356.9462,445096.1111,543853.2678,506986.2226,484092.6208,577556.1788,446269.3203,427763.5949,496753.3834,440713.6692,448565.894,481261.3114,447960.5832,438116.2254,459766.03
128,PosIS_Serine-13C3-15N1,841578.1689,873889.8639,1041868.842,870850.6422,691058.7597,784752.9924,826785.819,872157.6316,811593.1778,976977.0742,933994.9535,902857.0033,1000360.937,902112.0434,652668.3559,765837.9928,836217.6276,899927.5279,755702.6427,841106.9421,959634.2647,662227.843,697273.1727,832747.6897,851235.7028,753902.8289,932354.6018,837728.7729,869393.1385,744362.5626,809681.4196,733735.0251,735295.2419,739030.9875,855535.9919,829884.5054,776548.1647,872725.3625,695059.738,769145.4314,766701.0161,701715.2855,689221.2876,771307.3487,753742.0138,738430.3364,732584.0017
59,Proline,2438192.417,1901719.116,4320676.186,3234717.009,677061.631,698712.5376,1041250.328,1245487.362,593091.3471,605231.8373,1260766.043,775514.5874,1482046.874,993174.0037,475285.7623,366485.8188,262754.9235,388357.5029,809377.1077,780002.997,284893.908,491637.0131,693516.6363,134933.146,392532.4881,233556.6829,347626.5386,1031022.291,300135.1169,378853.7616,791979.1562,701163.2516,911196.6879,944388.7771,470782.0652,263334.2381,326685.0443,647132.6741,291799.6426,727194.3041,439845.017,355603.4437,687870.0118,397025.5503,343829.6638,672778.0942,1228118.656
115,Riboflavin,19970.38638,17558.17984,40845.88685,36019.4675,11177.40482,4582.246754,11026.11729,12982.653,1623.160987,0,6839.689999,3102.526817,0,2291.656297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1606.328266
77,Ribothymidine,10106.8474,2988.777759,12669.38571,7382.208382,10020.29366,2757.323947,3606.735116,6267.290493,1985.622776,3507.614935,8581.916343,1739.210207,11152.55887,2302.836836,3614.798992,6878.22748,6093.645477,2242.449316,4003.711674,3520.558927,2687.53085,1675.843079,5083.585168,11399.83252,5003.322961,2316.049552,2034.355878,2732.815563,4870.789071,1596.913349,25318.7551,21998.00199,24067.35687,50814.86451,3700.928586,4797.897656,2167.567952,3203.593811,20194.65289,66861.95393,9187.738211,21657.62892,41157.01563,13368.96518,64943.01909,24816.4591,50423.87487
108,S-Adenosyl-homocysteine,2490893.638,2330592.105,4346467.599,4450416.471,162820.1175,1258436.991,1493507.716,1935439.265,303915.7475,354164.5584,204479.0974,567100.1739,216996.1153,180798.4512,5703.08888,49707.84503,17942.61972,0,30406.86794,86472.55368,7127.657458,19151.71443,18953.45823,0,7985.011266,0,22689.79821,0,18216.79799,10052.56447,0,0,0,7592.217079,0,6793.77307,3430.498561,40158.78596,0,0,10524.61284,0,12202.63033,7417.608298,0,0,0
18,S-adenosyl-L-methionine,361833.2629,273099.6549,891075.2394,580183.801,47170.19598,47402.10366,62597.9019,74122.49314,34784.1929,41642.41044,120934.8854,58558.72162,70759.61366,56058.26037,6547.247813,7600.371725,6512.248653,10101.28859,9730.369657,15097.73482,5267.431615,5418.073452,7265.70558,1226.536422,4287.360347,1021.140379,4551.914205,17415.79242,3607.848061,1245.266828,6335.349824,0,3856.075946,1828.166449,4242.130741,1242.303379,1900.589594,3097.590348,0,1053.977272,3466.059551,0,2382.858851,1398.727898,821.6753459,0,1495.38294
109,S-Carboxymethyl-L-cysteine,70198.03021,55619.63204,108766.7896,77130.51521,66708.67392,22781.44979,71873.86588,43996.48548,9645.052493,42640.73522,36850.57469,49474.53973,35451.20281,15303.18035,5777.293263,9469.773206,0,0,1997.893384,9154.855478,0,0,1077.51703,0,0,0,5127.267307,12464.96355,0,0,2702.15041,1204.107807,0,0,1384.687432,0,0,0,808.9728443,0,0,0,1036.932377,0,0,0,5240.400205
46,Serine,401143.0703,333317.5436,811933.5657,533554.2627,91387.68171,87947.56027,117828.5612,154889.08,57481.22043,79617.81676,192126.1396,84012.93976,447611.2398,207150.6056,47560.37345,40469.1993,31197.12706,60731.13345,34677.80771,50173.67015,21344.30715,20259.32424,41899.9282,13201.29032,24195.54138,8573.571999,28464.81033,105049.2359,18680.90842,19834.31821,131173.6361,28969.36906,74392.96214,87334.62805,24703.24417,23223.55397,14994.19698,34120.384,13423.64907,56342.42331,51736.97352,28755.29961,38342.27371,83894.38253,37365.94524,36800.6361,87906.94823
65,Taurine,1377839.161,1178646.639,3030113.406,1633616.199,783031.4667,1028573.196,1673301.213,2072730.753,979316.2965,1888758.406,2063894.902,1313871.182,2918808.711,1565842.394,319228.1045,1333984.4,643028.6254,1937873.246,47997.68815,1993318.715,1589264.106,413645.7817,653773.5937,1757049.454,1767249.417,429709.9563,1490416.336,1511516.384,1504065.171,887444.2479,1663295.49,209252.2888,462864.6519,288521.9091,1476581.913,1884006.907,689747.288,2643667.201,240670.0942,269623.511,1603157.686,370641.3752,273079.7483,1781929.365,477380.7977,601482.0239,508722.0503
58,Thiamine,33611.85722,33395.46064,24736.43399,60609.33854,14525.67302,34026.14518,13769.05994,30172.16977,8197.349741,9020.565929,26391.69372,8565.579138,12814.11197,6132.116156,7384.793364,6009.952821,5739.09322,7361.849352,8931.229575,11616.85561,5509.184444,14910.03417,5215.757182,0,0,0,7503.099292,14667.47581,6064.451448,7921.753686,7917.924531,5196.440796,9477.318652,3641.232641,0,5318.88096,2109.351429,7336.802432,0,5472.037237,6572.438176,2429.269859,3447.002521,5589.500942,0,0,12592.20826
52,Threonine,454021.3013,273096.3249,700483.7965,442723.4214,181949.5237,142250.8758,190969.3419,272702.619,172635.1643,185455.8317,329731.3657,251628.5574,565863.9294,314452.598,249060.1152,351531.756,105544.6128,428185.2756,200316.4476,340313.7129,155123.5447,121610.3412,162195.1335,118977.1376,132257.6466,134399.3738,218713.1534,319174.6471,170342.8138,139759.9017,189484.4584,107749.4988,123332.8459,127684.8328,120211.121,107623.7624,80011.87348,187797.2388,65918.13721,106338.1512,176150.583,112495.3329,109024.8756,124446.5549,90009.44677,102421.7597,138030.4757
111,Trigonelline,96433212.55,79089260.46,172120226.3,128427025.7,61956408.91,56509340.49,76608035.63,95254154.84,41831176.88,44508982.34,82914075.07,51681446.49,81551472.27,50439636.49,31276112.42,30294880.18,9359652.527,27062257.21,23398018.62,40668605.19,13966547.87,21268273.33,23329140.34,3003471.192,10931811.75,5370872.29,16326821.5,40567116.83,14935028.16,20526145.36,25138089.58,18171034.05,25049002.44,23111163.62,18075395.42,10390057.5,10026746.23,25943300.15,4895476.951,17142004.85,18221208.87,9372550.846,16645002.28,12022065.3,11535804.09,12172435.73,24525471.57
78,Tryptamine,14647.80493,12858.22616,7485.135132,9348.276803,7969.14439,3395.143199,7600.761262,7695.362541,5706.346364,4711.198738,12414.95825,4181.484112,10413.59222,5494.615096,11597.70088,10279.71177,3396.288664,12122.14956,24809.75194,25230.49074,17303.4251,19488.246,18769.53007,5902.342353,39876.02081,15547.36662,135829.3718,618943.0208,66814.19655,48532.41432,372371.5582,280739.3075,160415.2007,145610.9942,58845.70706,38722.64045,30732.14274,293980.5971,32455.58333,124862.2175,315650.4852,75126.57548,139426.3515,196225.4317,83331.94043,105181.7058,368523.7462
61,Tyrosine,145549.7167,60396.1489,298885.5307,253028.755,38732.20705,30440.11933,74298.18177,88752.59327,25717.55521,20466.80339,77700.67157,36302.74172,49336.17782,62304.62836,56534.11073,41268.13456,31002.48203,68028.21509,131705.1356,147077.4366,68720.05256,81807.71491,128079.6719,12789.40769,145482.5466,32443.14519,100740.6689,283690.2908,70997.09197,69602.06201,265176.0385,151652.7654,285274.1441,263550.1983,150644.759,72206.78985,58040.49981,228705.7146,34881.25259,128114.3212,193390.6213,65003.26019,183022.805,213579.173,93236.51518,125132.903,580535.2578
96,UDP,16968.87055,17604.87667,52220.28125,35381.76629,11942.02192,7715.046824,10033.25863,12982.66655,0,0,4296.378255,0,0,1631.517412,0,0,0,0,571.5165873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,UDP-D-Glucose,13013.21665,9764.877451,12414.67278,25088.09556,4924.700513,3452.214272,9240.372257,3552.112264,1147.026616,1742.049969,9828.799937,4343.951336,2905.431064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,UDP-N-acetyl-glucosamine,1407935.383,1324873.883,3268914.891,2339354.701,738661.5354,619969.7288,808016.6082,1103135.573,233053.1274,326740.5132,864045.7651,394818.6611,469230.9139,233404.4267,70287.06071,89972.84477,39129.77442,78744.72117,71537.74128,165019.3734,34500.616,42649.87377,54781.91433,8109.51848,29661.82352,3524.37597,37480.99219,120699.3123,28332.50895,26221.48377,56904.92744,9081.732213,55159.30452,41487.63279,39184.45548,18861.48508,15392.87387,56186.28846,3423.314583,14224.58979,38719.15485,8347.142238,27318.21774,19450.45452,8859.871884,11388.0633,42381.69123
21,UMP,328897.321,236816.2272,600375.3513,349626.7784,30844.40102,47541.88004,71183.76792,101559.6893,28189.74718,37825.2691,30072.62076,26154.25194,24993.15829,31734.55459,4552.880172,10660.98564,5559.275301,26856.24744,16599.72867,26269.9569,4409.358421,5381.88025,10090.76178,2130.842407,11875.56762,1121.63312,17115.83002,49067.63594,9913.060657,6838.790811,53610.59066,21970.62229,27948.2964,23789.27921,13083.51558,11150.19933,5604.656754,34202.40444,2282.397784,16564.82083,17957.06509,5317.432973,16094.22621,6991.551371,5183.261846,2020.347616,23950.00648
113,Urocanate,0,0,10850.08084,8752.242326,11453.32607,11615.333,7473.439986,6644.378256,27686.86519,11231.74597,13618.40773,4968.776999,10300.83144,9883.26454,7493.705264,48091.49639,4849.318021,48870.32638,72583.52994,12638.48615,20955.30238,24863.00173,78773.65154,41094.77446,27346.06818,134742.9873,45961.55282,7321.936834,37984.97737,78324.21467,185515.0858,217701.331,225527.5398,452533.9508,6747.037825,39945.82679,107013.3019,11224.66698,249118.8315,663554.1234,8610.764575,50826.84741,5724.90244,78602.53653,338470.106,198415.0943,45892.55968
3,UTP,1572.288526,2052.965387,0,4249.030977,14195.19489,4327.265019,3446.907509,4646.90111,1879.1014,1512.427764,14277.68965,2017.186146,3812.100604,1560.150149,0,0,484.7722525,0,0,0,929.9860222,668.6531064,0,0,0,0,0,1230.792476,1006.286784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
