,compound,Egg-Fertilized_F1_8,Egg-Fertilized_F2_4,Egg-Fertilized_F3_18,Egg-Fertilized_F4_12,Embryo-1_F5_39,Embryo-1_F6_7,Embryo-1_F7_23,Embryo-1_F8_29,Larvae-1_F9_6,Larvae-1_F10_19,Larvae-1_F11_44,Larvae-1_F12_5,Larvae-2_F15_46,Larvae-2_F16_11,Larvae-3_F17_43,Larvae-3_F18_26,Larvae-3_F19_17,Larvae-3_F20_9,Larvae-4_F23_1,Larvae-4_F24_24,Larvae-5_F25_2,Larvae-5_F26_22,Larvae-5_F27_15,Larvae-5_F28_13,Larvae-6_F31_16,Larvae-6_F32_14,Recruit-1_F33_3,Recruit-1_F34_47,Recruit-1_F35_10,Recruit-1_F36_28,Recruit-1_Plug_20,Recruit-1_Plug_32,Recruit-1_Plug_35,Recruit-1_Plug_37,Recruit-2_F37_45,Recruit-2_F38_27,Recruit-2_F39_21,Recruit-2_F40_25,Recruit-2_Plug_31,Recruit-2_Plug_34,Recruit-2_Plug_40,Recruit-2_Plug_41,Recruit-2_Plug_42,Recruit-3_Plug_30,Recruit-3_Plug_33,Recruit-3_Plug_36,Recruit-3_Plug_38
99,GDP-Mannose,83790.83546,76341.10689,212923.3589,155118.0295,48699.84962,45348.5812,68022.79594,88593.37663,13500.20343,21332.10073,46562.83549,19735.55621,34870.61904,22196.34806,5314.37693,8405.505045,3000.396551,5185.694806,6230.849405,14346.7113,2799.21195,1779.36868,4451.202274,0,1029.283677,0,3468.392482,11029.12664,1459.657177,1055.626141,5302.585615,840.5300599,2686.951824,2309.054482,3261.168317,1144.142693,1114.903651,3826.01674,0,0,1441.401052,0,749.2897326,0,0,0,2817.398356
12,Glucose-6-phosphate,319339.2926,263302.8804,697577.1087,542492.2291,182685.0523,125201.7261,185960.0736,226419.3945,50165.4411,73345.21043,182123.5298,94401.10522,177408.2795,103140.2193,26465.48971,32345.56694,21305.29844,48463.95067,33057.10797,78315.8226,21203.59541,19041.88763,26345.32049,7873.655609,10021.76579,3493.258134,24193.79105,85370.60489,20105.66591,13515.37704,15883.07913,4261.964675,9603.135209,5531.094423,17477.34131,9643.055263,6283.320777,30700.65908,798.0034205,2813.372697,17426.621,2220.824025,8145.274927,1502.349336,1190.749985,0,13900.66927
34,Glutamate,18777925.44,14538074.68,38846242.71,26407309.45,7882351.25,7237893.817,10256956.03,13392440.4,3952326.208,5309068.06,13741672.77,6543944.731,8516868.658,5090798.928,905057.6413,1141521.926,606261.7918,1243089.174,1219376.325,2849749.78,851143.0897,855641.128,1190521.816,185314.5823,765804.7068,115983.0495,1050989.271,3318433.968,701426.0199,662868.3709,1588511.265,482830.1895,1119155.949,938269.7027,856067.8829,568503.2494,288225.3694,1561898.511,151148.0378,583733.8801,860128.0055,253597.342,572509.0579,745155.026,303790.8368,297713.3574,1403961.879
47,Glutamine,5232662.273,3987540.933,8817189.485,6761655.308,3628204.615,2867629.293,3956043.545,5220447.859,1196875.882,1546703.526,4036824.926,1962817.625,4557420.111,2283027.777,650039.1138,717827.582,315034.1556,761294.0194,803251.9193,1731227.443,1192007.961,1139670.135,1556806.291,223738.329,1803697.633,276591.2693,755641.7968,2198802.907,590980.3119,594306.2792,4321618.69,1261926.958,3046232.325,2960361.609,1137498.937,683998.2344,438712.7594,1981851.224,272606.2298,1258525.668,2261641.762,509220.9936,1920708.838,2354673.732,799189.4767,982469.9505,3930616.348
105,Glutaryl-carnitine,474083.7817,394646.8546,1013622.751,646158.9055,291043.5367,169923.3995,247382.5938,306853.3079,65013.44101,85448.72719,306169.1759,128019.7205,214958.5779,121346.3879,26785.98906,36968.29062,16884.81127,32999.5502,34815.30117,87587.41271,158379.3108,188402.5481,225148.3121,30286.15144,67876.56646,11906.90214,146092.5579,615345.3775,138610.5639,84692.3457,89835.18887,30011.86567,78802.00818,58835.90969,110884.8234,64775.38791,32313.09746,230740.3266,4188.92556,35834.53793,58221.38945,13190.65065,36835.22072,56858.27809,22437.9026,22712.27517,120473.4586
32,Glutathione,15923.62349,104665.8357,0,26821.68502,254877.5368,105982.3528,19854.04165,135404.6812,37357.37291,14818.82639,294728.1435,72284.08877,306301.5979,1658.78243,39449.94233,8968.426332,3615.823434,1989.94108,5013.137443,23493.99676,7469.182381,5925.21847,0,2283.892303,0,1174.712154,3362.107916,195926.278,2364.434383,1497.09723,0,0,0,0,59506.07204,0,5709.054025,18291.27564,0,0,36498.58571,9551.185116,25619.75605,0,0,0,43349.53128
25,Glycerol-3-phosphate,131832.3412,149613.6633,329355.1823,155435.7115,14193.89092,17612.30084,21872.72753,25394.03112,8377.671178,11562.37932,13440.5438,12302.72731,7293.225307,17821.69089,1196.502379,1110.985788,12022.52572,3651.500298,934.3882686,2274.062682,1160.542433,691.5510129,5709.205166,13467.33346,4499.026902,0,3068.373247,3548.047483,1362.834159,0,1355.293113,0,1478.482365,898.7768377,3838.588305,1528.602453,0,1347.756184,2363.310382,0,0,31429.42996,637.2669894,0,1994.412885,0,1412.520487
38,Glycerophosphocholine,1064147.153,604176.525,3852596.584,1068648.311,329936.8612,372141.4218,383623.6743,576654.2575,152057.2295,205704.3219,373755.6045,263420.4479,349249.3982,1157490.436,39134.83355,118517.0013,193297.749,36585.38675,28565.59939,53591.26572,17876.71686,53922.8335,312612.5974,1047519.945,392361.1874,12583.8763,91908.67622,104675.3203,58018.12095,21408.47504,63019.56852,40522.69676,54571.88105,31121.85817,178381.2981,354793.6222,63451.12057,33296.48874,284522.659,31957.81679,40280.51067,1161957.605,28887.34387,40379.1931,341508.3098,41204.39008,119474.0665
45,Glycyl-L-proline,140976.0489,129221.3981,255714.0717,209271.5631,101635.9416,92021.42936,106401.3091,126863.4692,52062.49231,75333.32946,116018.4144,70855.54602,144608.3741,73996.0739,43940.49979,57137.29408,26501.97248,36779.89179,39409.50802,67883.40868,33492.76265,30238.03462,37768.65957,9267.539032,31224.64887,11078.60391,35705.15339,80360.78944,33922.33776,21034.78568,52207.31967,24716.99377,45241.30567,28994.3615,37154.77338,31343.45039,19643.93922,55293.0591,8123.088065,17740.53948,42611.05872,11177.83411,23962.25227,27182.53808,15652.34058,19685.4464,38629.56333
15,GMP,109672.8519,67392.32687,101876.6504,67113.80799,9498.232672,9609.799253,9534.385258,11793.14171,6908.658407,7069.87397,11239.56394,3059.539533,22700.64343,12366.39587,2515.173992,5461.157088,6311.595755,27768.39685,18590.48101,25673.14097,4995.740324,5918.379259,10165.92728,1821.154278,9647.237012,1039.223361,18184.71851,48975.84425,11436.04063,6194.435263,19871.35684,2708.283627,15474.10083,11338.63379,15456.52539,9818.117266,4359.902457,28400.78439,894.737458,5835.631217,13868.71267,1289.815382,9169.039812,1472.238898,3137.956201,0,14602.41887
1,GTP,0,0,5460.287746,3526.567372,22667.00489,1810.85777,4181.795562,4724.754809,875.5871364,1006.70906,18125.17042,921.2947632,17346.05974,3933.136566,2254.368307,0,722.0775488,0,572.1609426,2179.73082,1017.468412,0,862.7733628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1102.723212,0,0,0,0,0,0
86,Guanidinoacetate,1146981.169,890761.8576,1942231.073,1330694.28,634658.3647,477876.3616,704771.2328,867602.7295,589183.7348,575614.5895,701497.1092,429408.7655,383852.5363,198351.0121,73332.91527,71331.64119,38190.51683,130120.947,34113.99017,13504.00961,29621.06658,19136.74805,7916.656012,27044.07185,30579.36122,22606.09506,30023.17848,9442.736837,28372.80035,16556.91844,45972.8454,28294.91526,33423.54127,15784.74364,6786.256696,28075.34927,20086.68733,30677.4979,15016.31915,26525.63031,28351.05046,27549.59899,33265.57307,34838.46876,19551.39862,16750.53512,33253.07959
87,Guanosine,124367.1476,92813.85004,76351.79979,37319.01523,0,0,0,7258.563457,9206.512212,5137.325216,0,0,0,8695.470625,6264.818714,2544.456679,1120.726019,23183.20418,21382.8047,5819.133367,0,3159.356786,2153.643232,0,3591.834982,1602.973915,9382.094241,49182.3286,3796.416992,3112.313362,94875.14905,87452.64472,33480.39672,46396.24192,4269.448162,3617.35883,3722.161706,25452.1428,4324.910953,32272.00252,24140.79945,9786.593259,23240.66914,24958.55345,12659.99448,18008.60872,43062.07147
48,Histidine,499586.6163,284916.8093,1392691.975,649987.9172,82013.91861,73029.16006,126853.7422,106213.636,28043.87981,54134.98734,112971.8868,80954.76319,262185.4771,162068.2142,29942.28403,20833.41516,27332.28518,30561.75028,32781.91511,55239.37771,7272.390931,13216.29013,20838.01123,11960.58052,5996.113201,3949.247748,15808.3872,87383.63637,15500.19903,10829.8004,34179.16881,6676.173659,17124.03475,18821.80305,23590.81808,7237.925297,5146.30793,22640.5556,5750.952173,5361.222674,21063.55374,5893.827067,15449.37724,10189.87977,7403.105812,7370.108528,22730.04248
11,Homoarginine,5248107.013,4571334.761,10675140.07,7592101.167,1135837.922,867651.9612,1265948.68,1574533.635,270432.4039,434825.4486,905207.6417,518425.331,339721.1315,405305.1613,30206.42188,37773.7025,24463.79215,52405.47954,50661.53935,99272.8314,17656.33191,18503.65232,45306.97591,1522.354896,14035.33866,2834.22878,25533.92427,65179.11238,18487.93499,5631.186522,45027.81105,14193.68648,39112.99188,28437.86672,16755.60911,4721.406073,7160.133567,29043.48455,1059.665687,10073.92492,18302.93142,3302.958687,13497.76137,13429.7052,4741.747913,7311.090953,21158.83279
44,Homocitrulline,598290.2256,488034.5155,1049373.85,761071.0167,261857.5538,258103.1996,337991.7774,401630.661,113295.9227,124986.399,318220.2982,165418.8439,206448.6868,120715.1856,23427.74647,24522.09969,17897.81379,33252.55063,29198.46259,47094.63015,10030.09707,12386.22676,17257.12756,0,0,0,10686.65321,47857.42804,5229.679726,6822.981397,13259.48807,4652.093048,20004.91786,13258.65773,2929.35408,2770.601457,0,4704.168915,0,6340.873333,8940.041149,0,12182.70383,3421.999344,2072.010806,3206.553567,13506.33271
67,Homocysteine,78508.11298,42074.04095,100736.8532,60234.32467,35719.81523,34835.21369,38872.35975,78926.95788,7905.883056,13261.62068,48396.8801,24529.79543,21158.56307,12657.5659,4468.434727,13748.748,1888.027631,5679.731561,3959.2113,14401.75451,2407.60087,5359.479592,3194.494589,0,2941.761689,0,2738.952235,7818.683765,4192.941154,0,9817.242459,0,4601.067123,3196.431824,0,0,1371.473353,4729.063442,815.7833977,1779.292862,1867.832187,938.1178307,1756.732414,1862.359421,0,1446.482645,2631.053368
57,Hypotaurine,0,11564.55105,32850.40393,34956.41848,0,0,0,13974.69827,0,0,0,0,16657.26014,0,0,0,0,0,0,0,0,0,4429.696613,0,27161.33533,0,0,11954.91928,0,0,37511.21093,4382.431394,24331.87991,24731.16129,10653.39479,16168.54587,15895.65367,74791.36064,0,12073.7477,27682.03245,4116.80123,23319.45311,31571.82081,11389.58502,5029.882127,49588.88149
75,Hypoxanthine,41363.50483,27139.75481,23472.65223,41331.56084,26222.64032,32736.35153,26266.50181,32066.64591,26573.23959,16091.6098,45473.6631,24507.75268,31770.04279,36738.72039,30529.34648,19522.15294,13270.91344,28295.99115,20475.37971,43908.77195,8371.396991,7522.21906,16352.24691,4657.661768,14940.07996,8392.161828,22046.47598,43282.71848,12926.94154,14453.33598,37256.85076,24936.21124,16995.79551,25856.58578,47260.84983,19455.55331,21274.04275,34105.39648,8672.905249,23087.36074,4798.117406,8414.982374,13306.7794,48271.41573,20367.82984,22638.70035,42651.2883
88,IMP,24651.88895,31743.11395,442974.1345,34194.42491,1986.160644,2725.679865,3494.332315,2145.434401,2723.4415,4343.723267,10053.02101,6327.083002,12520.24357,67553.6369,1357.730305,1207.612929,18428.81692,1533.904239,602.7113556,1674.94223,0,0,2169.298727,1194.938806,0,1353.865406,0,275582.3962,0,0,0,0,3106.907191,1112.941615,11424.13631,0,0,0,0,2250.347903,4675.888729,0,1516.509505,0,0,0,836.5219088
81,Indole,3795977.378,2194350.858,5284317.463,4751243.209,3263163.83,1226098.893,1858825.923,2088990.632,1041142.454,1108079.225,3272367.319,1227214.515,2881939.235,1032462.529,740773.0691,599147.7944,43238.7052,802056.532,394775.9047,677113.2356,476124.1153,367321.8007,451850.8558,151595.4607,490375.3908,111744.4003,433045.3753,1531933.956,471694.7546,400732.5712,332476.6325,139359.3365,261646.4191,204408.5732,805352.4291,390602.4531,153988.2879,811690.9024,41268.67314,148824.9164,362343.5636,68806.49207,218475.4239,166682.2699,70713.67098,125526.2916,293221.0846
114,Inosine,93452.57318,151733.5462,17047.49779,65639.6473,8549.500908,3210.82003,0,0,11609.48013,0,0,0,0,8195.390568,2727.41361,2945.914884,2659.730612,0,8390.482614,4581.436215,0,1578.765411,5580.014736,0,0,1667.807347,0,25231.78416,2030.6255,4793.775453,25637.08578,34608.57,3743.747223,11988.71181,0,0,0,0,0,15625.19792,0,2996.363032,5360.388465,3585.714756,3499.734659,2539.629912,11975.89113
71,Isoleucine,73494537.52,63485749.48,134668620.1,111197557.5,77531895.76,41794496.78,55390047.77,69238136.89,23924298.91,25226907.86,86259415.22,31689409.94,82970862.01,32288234.82,18423246.72,13986952.19,4706355.513,13890281.44,10285494.38,20234353.28,7747769.182,7351446.652,10669042.38,2589542.709,6050050.546,2523871.425,8341647.319,31206748.36,7972369.909,6259969.798,11656389.28,5726954.35,9604259.583,9435003.452,13225990.65,5403244.714,3456124.869,13378960.99,1781379.828,5336066.297,12958532.02,4586556.32,9439018.357,5951333.228,4190664.442,4871754.27,11872617.65
104,Isopentenyl pyrophosphate,36396.87459,71006.17271,59160.88833,53998.67236,19889.46392,21153.77088,32121.31605,50022.01761,8795.14077,24390.30817,21443.92131,12400.69399,16651.66045,0,0,0,2932.191841,0,0,11856.91721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Itaconic acid,599422.5051,475322.7042,1256475.877,852740.7347,240619.0767,216389.8313,289476.5701,401791.5577,76099.48542,93318.98854,310271.0628,124150.7669,170740.9724,107170.4273,14812.39538,26735.27326,10564.44029,24698.97296,19415.14952,52981.71206,17501.66125,18380.70141,21590.24863,1849.2198,14401.27871,2953.403278,29285.44335,107085.5189,20184.91433,12725.85494,23847.00051,8558.890671,21238.2276,13069.96685,19735.21629,15531.39697,7014.665848,37567.48393,963.7859915,6881.103639,16552.45001,2673.500727,12626.3904,16002.26717,6966.617504,11247.47325,27329.74411
89,L-Octanoylcarnitine,640313.3003,534044.4874,768996.3319,929469.0992,195862.8702,131344.6604,205629.2464,269107.0816,139492.8385,103951.5018,411593.971,214485.7791,730818.2794,711475.6144,129471.986,158086.6687,60668.86256,140544.4965,91410.82813,178434.4563,46593.85081,45265.36248,83181.68602,31051.60339,77897.53464,33169.93736,60951.2024,120272.9962,59346.73888,59862.86721,102483.756,45098.35438,85416.07809,64926.15462,44268.96465,41088.34225,30549.51293,39416.55252,28869.55697,36311.39639,37774.04037,29349.67389,50349.60148,50977.50192,34598.25121,41445.22002,53780.13768
90,L-Palmitoylcarnitine,4308384.304,3125418.902,7424434.442,5132909.068,453236.0358,444225.9718,531698.7463,861447.9245,686356.79,747749.8376,2112545.836,955260.0714,4567117.442,2874589.961,842020.2225,871341.1928,60620.65657,889233.3472,695298.7766,1539930.794,407463.354,356809.4117,551703.9052,61761.98853,576327.9759,71609.18938,411614.076,1441784.549,348474.2122,325263.4011,875658.299,320048.2471,610073.781,395127.9539,458126.4654,251654.3574,147408.1855,486537.0686,49242.24337,382514.5047,344106.0743,141239.108,396231.7579,308405.6518,169538.747,195649.4051,830704.5285
5,Lysine,6370705.534,5313066.18,13539240.84,9399794.636,2929159.513,1914027.431,3073581.893,3763222.337,653167.4596,969581.11,2453428.869,1180656.815,1646359.753,929100.6583,80376.18709,100218.4091,59094.51497,117653.4916,83882.09435,180997.1153,62169.11314,51925.74314,85286.16353,24281.58084,54228.57609,16460.01831,63502.9491,205288.7425,51203.21245,36532.39212,132336.9652,52315.16989,99382.40691,73937.00961,47495.60393,32265.30625,18773.50409,81291.02859,14215.1321,37354.1208,82607.30642,22588.62162,57549.01156,56632.48441,22664.59721,26523.79368,92057.74351
120,Lysine-Glutamine,66349.52838,38007.72546,164504.5984,60178.28826,8236.986514,5689.465223,15449.31252,26977.49893,2692.62526,2701.758279,8416.787404,2189.821666,11786.09035,6903.440522,0,0,682.0085883,0,0,1473.079868,0,0,0,0,0,0,813.5405839,1877.516338,0,0,2750.692427,0,856.364803,2103.690997,1135.464462,0,0,0,0,0,0,0,0,0,0,0,0
91,Mannose-6-phosphate,81218.0059,15776.31764,113008.4709,90021.87917,22293.86971,23524.95054,29620.7553,38975.69422,9788.469113,14118.94321,31300.26233,16298.49537,36949.06101,21060.52705,5956.730917,7936.970775,3660.761409,10647.14456,6431.396691,15023.2498,2234.715286,2246.334352,5057.159457,3596.256353,1379.803307,1808.381115,4865.285533,13063.34371,1817.896921,2683.643381,5174.500288,0,3416.529444,1395.407487,2076.352207,941.79237,1402.045204,4796.051534,746.9524795,0,4129.038263,0,1919.062901,1136.29409,1116.63865,0,2946.24389
69,Methionine,323565.7671,180828.777,460555.3531,330610.9268,74390.48051,56719.78084,69281.66802,107120.1994,128013.8798,149833.5143,331957.2721,214594.3161,511898.1545,260981.9572,111663.1275,102578.0962,38526.26974,86449.28911,155593.5525,175238.2906,44930.66046,69045.29079,108119.3159,8321.984041,90104.9417,16650.1798,33803.5666,147044.3915,41629.99246,45902.51391,171256.2226,83386.3136,198599.5898,156517.7319,56129.30106,35434.0526,24701.85125,103183.2093,10246.84428,77770.7887,80466.97201,30909.36741,97303.6131,80026.55258,31538.95695,44381.79207,260247.6199
117,Montiporic Acid A,697117.4495,325482.6812,793169.6452,757813.8007,465547.6913,184665.8831,273299.823,321260.5508,109583.5278,103405.051,278721.5794,77812.99479,278704.1259,111784.8905,19760.46841,51509.9267,8592.803155,22857.78811,29873.70046,91580.84605,12899.64048,38132.63608,39964.66217,16755.92646,29778.52854,12811.46578,16496.36322,30228.56521,13593.95179,15301.63296,42940.34689,16597.48698,33205.1036,10157.79375,10942.79513,14632.49796,7225.537214,57994.86235,15067.07993,18805.44358,13346.52066,8848.515278,19887.40118,20638.8016,14568.33523,15065.43999,21459.65969
118,Montiporic Acid B,172908.4655,40671.46679,275878.6827,151575.9439,175664.2932,64797.28394,114328.3585,43393.70871,70779.35204,40202.18503,122548.3224,71589.00675,64973.93093,28696.49214,16640.45023,13173.6163,2417.286718,38620.62231,7203.79935,19388.35403,9425.490478,6157.922826,13481.14564,4767.224166,14527.26602,0,12149.07992,44329.41421,7095.179941,7538.388965,30742.48585,10823.85477,15801.90875,14729.36517,4174.042583,2302.895348,0,19698.18994,3716.98242,4241.041712,8013.15461,1503.720625,4711.066515,13356.60951,4371.590247,9805.583229,17648.93839
119,Montiporic Acid C,80899.63154,32880.78018,129745.0683,160194.412,44192.19059,14416.88838,45495.37727,38238.50939,4155.712199,16924.93962,27118.57245,16610.14337,15775.90424,11693.9584,11784.38371,0,0,8375.138349,0,10199.01449,0,7021.587188,0,0,0,0,3301.41464,9077.385623,8966.353932,7261.977184,7903.742391,3957.831161,2514.149155,0,0,0,0,17612.78772,0,4304.534656,0,0,0,5854.888111,0,2933.120621,5235.649794
97,N N N-Trimethyllysine,95561624.59,81056843.01,205047418,145985447.4,38033515.98,28505276.59,39539517.23,52566080.3,8596541.157,12528787.26,33997704.2,16895071.41,15297929.9,8023265.061,269128.7733,347646.6021,203480.7611,416685.4867,176487.5107,351398.4049,52506.15512,50578.14143,82859.83999,38821.03974,69080.32969,28036.52604,91588.68121,237898.6829,80772.26797,30707.40929,290572.1066,87668.25617,192237.2773,128817.1411,80092.62424,27160.6228,20398.08849,138419.7079,14893.26172,61750.87445,143454.7664,16100.89847,109083.5502,88590.67637,27745.94053,32984.39507,108746.5369
112,N-Acetyl-Glucosamine,44353.49306,34985.20931,54307.10383,40334.27047,5414.153203,13029.43237,10010.13557,17886.25724,3754.048016,0,7631.844746,11276.9354,26767.29958,7414.269394,1876.243881,6733.640778,0,0,1545.582529,5734.466541,0,1540.558758,1716.332498,0,0,1190.657972,0,3937.614375,0,2946.739119,6722.636402,2967.097282,7385.617434,2650.85717,0,0,1576.449479,0,1042.893188,4798.00226,4976.191312,1395.15409,4977.593927,5239.446913,1664.298711,1767.437682,7462.491136
37,N-acetyl-glutamate,13701.97611,4185.092527,12931.93516,6324.474549,0,2972.345117,6116.864026,4899.539479,2744.349444,2169.590077,7266.260851,5309.37082,8042.739304,2239.240601,0,4943.432928,1133.170889,2539.721982,3131.480443,6130.970422,2762.48926,1376.23836,2683.217944,0,1870.701871,1436.560735,6551.511056,6581.180016,2279.240975,2424.640022,6010.918598,1967.333395,5796.996081,1481.896002,8188.744954,2822.743102,1419.608279,2940.901271,1119.630796,1929.697361,3197.46943,3706.899201,2093.50169,2935.871517,0,2591.60546,1407.567771
41,N-acetyl-L-ornithine,207048.4175,168792.5768,1125027.857,284421.9741,4988.193677,33445.89256,83031.91519,91712.68683,13814.72247,22512.34502,5801.898244,28715.61357,17839.71416,63459.27917,3283.589834,3865.468668,3947.884697,10256.65789,3902.634247,12514.12564,2969.784063,2059.890451,7552.807014,3507.605299,5844.544642,6059.521623,2851.004496,4922.130658,5094.951987,5023.61722,10809.1133,4636.789979,5141.869436,2553.141734,4799.136833,5445.992317,3928.576892,8573.549351,3148.756593,2399.140859,4041.74953,1976.433758,1956.934681,5541.543436,3663.689719,2493.304688,2447.757934
35,N-Acetylaspartate,5406.834356,14427.53046,7718.13113,18703.23097,3546.24322,8508.275277,10107.6199,9403.388144,1892.341183,2791.538387,4668.072597,2150.923273,0,0,0,0,0,0,906.8271328,0,0,0,0,0,0,0,5354.225106,0,2225.237055,1261.708618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,N-carbomoyl-L-aspartate,21023.0942,4859.111822,5341.186106,8033.104046,0,0,0,2349.404046,1012.963046,0,0,0,0,0,0,0,0,0,0,2759.367566,0,0,0,0,0,0,5500.771447,1001.933039,1108.599152,2093.654147,0,761.9470021,0,0,931.6906513,0,990.3595391,1462.71032,0,0,0,0,0,0,0,0,0
56,N6-Acetyl-L-lysine,192378.8837,128113.9768,260922.6343,180167.6634,176668.4298,122601.5683,168380.5969,211455.7944,153712.9204,148142.7255,282020.677,148553.3066,237028.2404,126079.2873,86581.27138,75900.24206,27385.74531,86255.93252,43407.7925,47480.92429,48291.90918,45574.90403,47629.39598,11093.67649,56124.65113,12894.78752,67138.14619,78834.98891,55115.31804,49153.72426,143249.473,55409.75612,116757.0187,107003.7712,58214.45098,56089.96419,41860.98335,117807.3539,14952.41278,48742.00312,108574.4576,29919.1182,79898.64231,73542.20635,36229.01409,44301.24017,108773.8181
22,NAD+,738498.5578,644879.7598,1956053.863,1332946.219,392858.5139,309908.1644,422193.3427,549818.158,115259.4409,178691.643,492183.2386,260375.2342,429333.5228,230817.0396,44004.31026,56918.71362,24695.06757,47101.00187,46480.75618,115929.3465,27446.5894,32726.56997,44773.37649,5556.230913,19263.54072,2923.556685,31444.47724,117165.5763,25456.40424,21326.65455,51491.67914,13982.94964,39013.6385,30935.7559,32286.05358,16023.35937,11675.58534,56371.48819,2893.106957,13709.63184,26516.85011,4935.664835,21875.74581,25134.94755,4863.550429,7578.344728,31193.44672
31,NADH,86783.58369,125385.6671,277450.6843,194215.9067,0,2581.839857,0,0,0,0,0,0,0,0,0,0,0,0,0,2516.345003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,NADP+,17426.63914,7401.05591,60258.8395,62069.47677,21594.01327,19363.55565,27881.67239,34661.19562,7716.371314,14497.24026,17785.17402,5291.554238,12466.98903,11699.92504,1085.358845,1054.878208,2520.542828,1965.331371,1053.155573,2427.879204,1150.634531,788.318919,2586.764101,1091.023259,1097.889488,718.3909105,1245.781468,5582.965723,1203.436891,895.5806753,1463.882916,0,1708.474377,0,1236.529791,0,1238.131351,1908.540505,0,0,2008.129876,0,721.1411704,0,0,0,694.2568388
10,NADPH,9460.40458,20927.17494,68610.56881,50210.9668,23647.56986,16051.09072,10534.18893,21551.95244,3761.792763,7495.015782,26100.49276,14190.54958,35159.78907,13435.23328,4861.640516,3635.142063,2371.132865,1944.684456,3914.152929,3452.889713,3211.761407,2199.772287,2631.948589,0,904.9609307,0,1178.311659,9673.762412,1168.537211,911.308783,0,0,0,0,1768.055599,1249.889321,0,1662.927462,0,0,0,0,0,0,0,0,0
17,NG-dimethyl-L-arginine,1347104.981,1091387.483,2733087.268,2060639.359,394261.5004,374178.5636,481880.1658,551890.3455,179339.8362,198656.5688,588876.2352,288998.1369,477045.1208,274746.7175,46161.85214,63057.32852,37471.88886,64116.49552,84533.418,129179.9282,31638.99891,39168.52791,55551.76307,6779.381474,43717.0677,8289.172658,45076.72108,166024.1736,37193.44784,18103.05195,146959.0277,53200.37052,115084.9002,91906.27616,45341.12207,17450.60521,14177.55489,70066.0777,9252.737226,43405.41936,76474.69832,15226.48437,62348.79101,47753.78154,21334.42177,30420.69793,88460.73826
92,Nicotinamide riboside,583339.7578,521312.2403,529965.8628,618356.1027,811474.0151,869338.8556,906637.5103,1033580.081,677831.107,837635.0514,1496376.998,851641.7433,1151375.293,478863.2237,254095.4767,245794.7126,155928.0984,359434.8224,336610.2367,649483.3859,188971.7716,158023.8328,271075.3881,20809.66769,108813.2782,14145.42424,316815.8047,650549.6634,274882.1983,298005.3799,351354.8328,202156.0899,243646.9875,217258.1721,289534.5602,210187.5726,104771.0173,412030.3214,19577.50391,137107.8973,180948.2114,48521.55795,154185.1364,249353.7187,92597.83336,102680.2458,385497.5193
16,Nicotinamide ribotide,45409.32172,57039.67341,159288.9505,117001.003,24267.10922,23028.29524,30496.11508,33882.57733,4997.438806,10722.74179,24714.43494,16705.8548,16954.04344,13519.23123,1621.552263,1663.460897,1919.249841,1983.35325,1872.290599,6369.928642,1510.081532,1157.514036,1348.945583,1467.967402,1060.621563,0,3676.437131,8357.939603,1694.712005,2202.368706,2734.71292,1013.099134,2037.470345,1047.526346,3225.372682,1594.253631,1084.617977,7029.162271,0,962.2404021,1577.578811,733.848246,977.229078,1136.386382,0,0,2349.07826
93,O-Acylcarnitine,53292.74676,24889.82294,49644.11074,68132.73301,14677.62622,16964.03868,24448.03089,0,22701.56525,0,39731.72361,13811.00833,41651.41564,13265.1009,7583.8266,9737.160527,6955.345445,16379.02346,9854.929517,11372.56207,11175.66539,9242.276537,7160.68946,0,5718.118062,3228.609131,8656.92372,9347.689678,6860.385478,3366.1222,9738.184569,7815.013676,23458.83585,11173.17333,0,0,4731.425262,9235.854327,0,3772.781254,12838.43666,3457.950128,11790.12511,6391.799903,3700.626633,3338.004756,21255.84907
94,O-Butanoylcarnitine,2259179.132,1765383.546,2548263.957,3380573.914,377911.076,250253.9357,237994.4003,280310.5757,1775982.467,1177691.469,3531524.791,1733419.946,910857.7972,588769.8279,110406.5442,133197.8269,59266.47645,75441.11381,95862.67232,155517.9035,27551.46674,46971.2932,80964.42115,7666.128229,54096.36975,24279.94542,33112.70673,106896.7769,27229.55103,40076.16696,94679.82647,58575.16399,136681.2115,94151.31514,50274.74642,29331.40803,32737.41578,51739.89594,12506.75515,63415.99925,50217.3916,36816.76729,89794.80505,52096.20275,35797.4849,45300.5958,106931.9323
