sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39
WSH046,185,-0.6958825678381466,-0.20114684936919386,-0.04973111705470193,0.057054415968847846,0.0781991916797759,-0.1050315404291944,-0.09975250054917091,0.08620911670858002,-0.028387416900910196,0.020749620610084615,-0.07391259638392096,-0.034578528570896966,-0.031327801127709894,0.03722963210797782,0.10083235240540145,-0.011983690074748414,-0.00222229265864537,0.03452675206455042,-0.01896117407652688,0.026248485891103547,-0.012396064054155616,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH047,186,-0.7629848553169526,-0.30760066833143135,0.10926664036319661,0.07657127505520395,0.0008878191322676511,0.012552163629244424,0.0008598090722259455,-0.015460400675019333,-0.004963285175124961,0.13530799331654295,0.12143503100042166,0.05104337322546075,0.12211509810864299,-0.03179076333443341,-0.03370748714087498,-0.03664557615635853,-0.014495998960754836,0.02521076194170035,0.016970503867155543,-0.008778504768873076,0.005748466566704937,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH048,187,-0.3230535897833372,-0.388825341371487,-0.06264597799912847,-0.023867561542372035,0.04847148442693482,0.02735919102062149,-0.019176370327770132,0.10976345402808677,-0.03118645586152607,-0.07645519940169869,-0.10373549434971789,-0.04407335140689719,0.05705773544957962,0.002930431131940243,-0.02712500050578908,0.02935963952474261,0.03400701367981484,-0.07874773365781525,-0.00880398897963444,-0.016038462959128988,0.0011682396845003257,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH049,188,-0.6987761444095983,-0.06619894564145563,-0.10180626741149754,-0.16433393779646815,-0.06947339451185379,-0.04192304292231895,0.05596969491841088,0.04674812543525221,-0.02935293885425955,0.04803928102087003,-0.031750916267842426,-0.11105186397014188,0.014012389244436471,0.04906731099370552,0.02997169029202464,0.039913853599480985,-0.0031526602880560402,0.01737870855661191,-0.0037392304267194606,-0.022710132343733112,0.011067991546917554,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH050,189,-0.42538775809664203,-0.04785364863712292,-0.28266189901222105,-0.1185196399791103,0.06315134155143205,0.2442087456285472,0.07146934553905335,-0.006676119219905354,0.021917153060321527,-0.11151659879049997,-0.07880573965588106,-0.059286259525479446,0.04497870866745337,0.0075601666179365284,0.006250543902903324,0.011700883778533174,-0.050374519381122196,-0.007033750051783604,-0.008458793084514514,0.01207618533579221,-0.007621349362560121,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH051,190,-0.7510424415039094,0.1098750915546211,-0.14865016693561908,-0.14293149981538517,0.07012699739010143,0.09699429666894319,0.07121075160726567,-0.07932045314760658,-0.07090210796288564,0.012423584083350698,0.13489134997117008,0.020874287791187097,-0.027328322942998064,-0.020445143376319558,-0.0007911605492527003,-0.04277915849138971,0.04957123822183196,0.009197858154097141,0.017676274557124526,0.021993611324079166,-0.0029035767865066816,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH052,191,-0.8582250099006159,-0.015244821810013376,-0.10375707845191644,0.09553529194995078,0.19842710776472802,0.1080084761806905,-0.12211325778064624,0.011150090357790673,0.10401297567398382,-0.02420400774441177,0.08024260545221645,0.04451026936248814,-0.03287932596761062,0.038216317095915844,-0.006862687982766144,0.0040407097559880464,-0.0300674917921185,-0.01736399170844538,-0.007413186006513268,-0.017206761140154066,0.004251437427005113,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH053,192,0.026388584047817156,-0.2622126233974978,0.06897898735283597,0.10710725573393257,-0.23969259229721887,0.05035735398450126,0.03276079090811009,0.039170753321305596,-0.007022393272929041,-0.12467609496086693,0.006139585432007427,-0.0895221126733911,0.007004964320921592,-0.08141934561991629,0.02043360540515122,-0.04279651603911906,0.0283569900235549,0.02755043066775535,-0.008973995286325146,0.007470041349097133,-0.0029453140286065196,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH054,193,0.2772954880741319,-0.2836739742629083,0.10211476062296115,0.09759350168221434,-0.11654472249292258,-0.028556910867574423,0.19520888975126238,-0.0707092903667041,-0.007701225996022991,-0.030575153992638136,0.07735612789293725,-0.00024017198069740015,-0.048136268944901,-0.07623487842714222,0.017092423831699018,0.0934193557373619,-0.008456027322980689,0.010251134229833085,0.008208154546403116,-0.02141388579945326,-0.01016414061221091,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH055,194,0.18451130331211912,-0.06597216448439149,0.323050063218551,0.07664345398244037,0.19628264378966037,0.13030019655846364,0.15304740514762144,-0.027269829250503815,0.07695431960947303,-0.031842595944258006,-0.09952235906070864,-0.014771067112588658,0.0567326410523098,-0.053424722620902663,-0.04835651831780188,-0.006869269964814313,-0.023866566840494333,0.014595120777776208,0.004949538169186387,0.0038250435332171507,0.0074673827059360265,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
