sample_uid	A4	A3	A4a	C31	C17d	C21	C21ac	C31a	1365_C	C17e	1366_C	C17	C17f	C17.2	C31.9	1369_C	1370_C	1367_C	C21k	1385_C	1368_C	1386_C	1374_C	1371_C	C31.1	C3	1372_C	1376_C	1373_C	C31.10	1387_C	1378_C	1375_C	1388_C	1377_C	1400_C	1404_C	1395_C	1389_C	1390_C	1396_C	1393_C	1401_C	1391_C	1409_C	1405_C	1406_C	1410_C	D1	D4	D6	D1ab	D17d	D17j	1379_D	1380_D	D17e	D17c	D4d	1381_D	D17l	1384_D	1383_D	D17k	1382_D	D5m	D17	1392_D	1397_D	1394_D	1399_D	1402_D	1403_D	D1r	1398_D	1408_D	1407_D
222	0	0	0	0.24543647760281304	0.13722672374254702	0.06910258370279773	0.02800794985476227	0.02085308056872038	0.015257605870661979	0.008469652958263263	0.009784436630484636	0.011404983947408654	0.009692707537073842	0.007093716557101361	0.00892829842531723	0.007399480201804006	0	0.004586454670539673	0.004402996483718086	0.005136829231004433	0.005992967436171839	0.007063140192631096	0.004494725577128879	0.004219538296896499	0.005901238342761046	0	0.003516281914080416	0.0032716709983183	0.005840085613820517	0.0036080110074912094	0	0.003699740100902003	0	0	0.003088212811496713	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13279315089435867	0.08277021862100596	0.0430515211741324	0.01369821128267849	0.016113744075829384	0.0077663965754471796	0.006359883809815013	0.0035774346430209446	0.005167405595474698	0.0047699128573612595	0.005748356520409724	0.0031799419049075065	0.002843601895734597	0.0034245528206696225	0.0025989909799724814	0.003455129185139887	0.005106252866534169	0.004036080110074912	0	0.0025378382510319523	0.002843601895734597	0	0.0019263109616266625	0.0027518728023238036	0	0	0	0	0
220	0	0	0	0.24031822634206942	0.13237929139689897	0.07379888668562008	0.029146857156509068	0.01806149509042693	0.010846453400864849	0.010249181737821631	0.009389110543039396	0.006808896958692692	0.00721504168956208	0.006808896958692692	0.007549513820866283	0.006402752227823303	0	0.006259407028692931	0.0065222065604319465	0	0.005351554100867239	0.003965883842606971	0.003344721313042024	0.00418090164130253	0.004324246840432902	0	0.005590462766084526	0.0039897747091287	0	0	0	0.003511957378694125	0	0	0.002771340516520534	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1439663616599374	0.09950545906300022	0.05380223140693313	0.01734476909477507	0.011204816398690781	0.0071911508230403515	0.009197983610865566	0.0074061686217359105	0.005279881501302052	0.0037747569104331414	0.006689442626084048	0.0049693002365195785	0.0038225386434765987	0	0.0031297035143464653	0.002436868385216332	0.002699667916955348	0.005040972836084765	0.0020307236543469433	0	0	0.0017201423895644695	0	0	0	0	0	0	0
191	0.0001789442290486132	0	0	0.26969877721443486	0.11362958544586937	0.06119892633462571	0.02436623918878616	0.02388905457798986	0.009155979719654041	0.009066507605129734	0.00864897107068297	0.005099910527885476	0.006501640322099612	0.00629287205487623	0.008738443185207277	0.00578586340590516	0.00524903071875932	0.0038174768863704148	0.005040262451535938	0	0.004503429764390099	0.0041753653444676405	0.0038174768863704148	0.0031911720847002684	0.003131524008350731	0.007426185505517447	0.004056069191768565	0.003250820161049806	0.0037876528481956455	0.004115717268118103	0	0.0028332836266030423	0.0037578288100208767	0	0.003698180733671339	0	0	0	0	0	0	0	0	0.0034297643900984194	0	0	0	0	0.12955562183119596	0.11846107963018193	0.06564270802266627	0.014226066209364749	0.0068297047420220695	0.006650760512973457	0.007963018192663287	0.0030718759320011928	0.0035490605427974946	0.003489412466447957	0	0.0033999403519236505	0.002206978824932896	0.0022666269012824336	0.003250820161049806	0.002863107664777811	0.003101699970175962	0	0	0.0019385624813599762	0	0	0	0	0	0	0	0	0
214	0	0	0	0.23317186031378787	0.14575952570313064	0.06904779119369532	0.0221965150748319	0.014351818379003687	0.013664955534668498	0.009109970356445665	0.00849540886414576	0.00968838117272793	0.009760682524763213	0.00827850480803991	0.007230135203528306	0.00614561492299906	0	0.003470464897693587	0.0049887932904345315	0.003759670305834719	0.00495264261441689	0	0.004301930446099342	0.003976574361940568	0	0	0.002928204757428964	0.003470464897693587	0	0	0	0	0	0	0	0.004880341262381607	0	0	0	0	0	0	0	0	0	0	0	0	0.14843467572843613	0.09930590702046128	0.05831104041645579	0.01673776299616803	0.016014749475815198	0.008603860892198684	0.006940929795387174	0.008423107512110476	0.005784108162822645	0.00448268382618755	0.005964861542910853	0.003687368953799436	0.003795820981852361	0.0031812594895524546	0.0029643554334466055	0.003145108813534813	0.002530547321234907	0.005784108162822645	0.0022774925891114162	0	0	0	0	0	0	0	0	0	0
217	0	0.0001820498816675769	0	0.20811942472237394	0.1654469324594939	0.07580557072637903	0.022574185326779538	0.012452211906062261	0.012306572000728199	0.011250682687056254	0.010522483160385945	0.009102494083378846	0.011396322592390314	0.0075368651010376845	0.008811214272710723	0.006808665574367377	0	0.0046240669943564535	0.0038230475150191155	0	0.005862006189695976	0.004041507373020207	0.0042599672310213	0.005862006189695976	0	0	0.003968687420353177	0.004842526852357546	0	0.0037502275623520847	0	0.004369197160021846	0.0033133078463499	0	0.0038230475150191155	0.005170216639359185	0	0	0	0	0	0	0	0	0	0	0	0	0.1476424540324049	0.08254141634807938	0.04897141816857819	0.022901875113781178	0.00939377389404697	0.006808665574367377	0.004587657018022938	0.006189695976697615	0.005097396686692153	0.004296377207354815	0.009066084107045331	0.005243036592026215	0.0028763881303477154	0.003022028035681777	0.004041507373020207	0.0029856180593482613	0.003713817586018569	0.0037866375386856	0.0017476788640087384	0	0	0	0	0.0034589477516839616	0.0016020389586746768	0	0	0	0
215	0	0	0	0.24870214639181518	0.13236588846048758	0.06044506512037402	0.023224748778044264	0.01712255988342087	0.013540180333343452	0.009532772701053462	0.009563131849782932	0.009320258659947175	0.009229181213758765	0.008621998239169374	0.008591639090439904	0.004948541242903549	0	0.004493154011961505	0.0047360272017972615	0.005191414432739306	0.0037645344424542338	0.00488782294544461	0.0034305838064300678	0.0034305838064300678	0.003339506360241659	0	0.002914478278029084	0.0034609429551595372	0	0	0	0	0.0030662740216764323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1461185828349373	0.09107744618840888	0.04845320137223352	0.02009775645890889	0.02194966453140654	0.008834512280275661	0.004948541242903549	0.0037948935911837033	0.006041470597164455	0.005161055284009836	0.00816661100822733	0.0038252527399131727	0.004918182094174079	0.0028841191292996145	0.0027019642369227968	0.0031877106165943106	0.002580527642004918	0.0040074076322899905	0.0018822672212271169	0.0018822672212271169	0.0027323233856522662	0	0.0018519080724976472	0.0030662740216764323	0	0	0	0.0019126263699565864	0
208	0	0	0	0.23028962917316126	0.15061441983542972	0.05774458984304201	0.023308079892703084	0.018813209120237793	0.011309674846848153	0.009569724870409975	0.008735998840033348	0.0096422227860949	0.011128430057635842	0.00732228948417733	0.00536484576068438	0.0053285968028419185	0	0.004132381194040672	0.003552397868561279	0	0.005618588465581615	0	0.004929858266574836	0.0043861238989379055	0	0	0.003516148910718817	0.0043861238989379055	0.005147352013629608	0.0030811614166092725	0	0.004313625983252981	0	0	0.0031174103744517345	0.004893609308732374	0	0	0	0	0	0	0.0030811614166092725	0	0	0	0.0030086635009243484	0	0.15431181353536086	0.10918186102149563	0.052234748250987784	0.017254503933011926	0.010548446732156451	0.005111103055787146	0.006706057200855475	0.006923550947910247	0.00536484576068438	0.0028999166273969623	0	0.004966107224417298	0.0023924312176024937	0.00268242288034219	0.0030086635009243484	0.003552397868561279	0.00482111139304745	0	0	0	0	0	0	0	0	0	0	0	0.0017037010185957154
216	0	0	0	0.23290497737556562	0.12550226244343893	0.06816289592760182	0.02490497737556561	0.019040723981900452	0.011583710407239819	0.007782805429864253	0.00767420814479638	0.008108597285067872	0.008832579185520361	0.007276018099547511	0.008398190045248869	0.005755656108597285	0.004705882352941176	0.004597285067873303	0.005031674208144796	0.0043438914027149325	0.004705882352941176	0	0.0038733031674208144	0.0029321266968325792	0	0	0.0030407239819004524	0.004669683257918552	0.004850678733031674	0	0	0.003402714932126697	0.0032941176470588237	0	0.00285972850678733	0	0	0	0	0.002642533936651584	0	0	0	0	0	0	0	0	0.15905882352941175	0.09618099547511312	0.05400904977375565	0.02211764705882353	0.014443438914027149	0.005429864253393665	0.006877828054298643	0.006407239819004525	0.004995475113122172	0.0035475113122171945	0.008108597285067872	0.004126696832579185	0.0034389140271493214	0.0038733031674208144	0.0032941176470588237	0.0018823529411764706	0.003149321266968326	0.004090497737556561	0.002316742081447964	0	0	0.0017737556561085973	0	0	0	0	0	0	0
210	0	0	0	0.23892049598832968	0.12755652808169218	0.06695842450765864	0.020539752005835157	0.015083880379285193	0.012866520787746171	0.008227571115973742	0.009832239241429614	0.009015317286652079	0.008636032093362509	0.008344274252370533	0.009832239241429614	0.005835156819839533	0.0053683442742523705	0.0050182348650619985	0.004259664478482859	0.004113785557986871	0.0046973012399708245	0	0.0030926331145149527	0.0036469730123997084	0	0.006301969365426696	0.004230488694383662	0.00437636761487965	0.0035594456601021154	0	0	0.0030342815463165573	0.0032093362509117433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15165572574762948	0.0999854121079504	0.05700948212983224	0.01849744711889132	0.01237053245805981	0.006681254558716265	0.0062144420131291025	0.003413566739606127	0.005105762217359592	0.0037053245805981037	0.007264770240700219	0.0048431801604668125	0.0037053245805981037	0.00350109409190372	0.0031218088986141503	0.0029175784099197666	0.002800875273522976	0.0037345003646973014	0.0025674690007293946	0.00224653537563822	0	0.002100656455142232	0	0	0	0	0	0	0
218	0	0	0	0.2329138999963315	0.12557320517994058	0.0636487031806009	0.02839429179353608	0.017902344179903884	0.010932169191826553	0.0093913936681463	0.010675373271213177	0.007813933012949852	0.009244653142081515	0.007080230382625922	0.007557137092336476	0.0037418834146520415	0.004475586044975971	0.00469569683407315	0.004218790124362596	0.004475586044975971	0.005209288675299901	0.0041454198613302025	0.0039619942037492206	0.0037418834146520415	0.007447081697787887	0	0.004438900913459775	0.0034850874940386663	0.004035364466781613	0	0	0.0027513848637147364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16680729300414543	0.10697384350122895	0.05477090135368135	0.019369749440551743	0.010822113797277964	0.00667669393594776	0.007630507355368869	0.007043545251109725	0.005392714332880883	0.0039619942037492206	0	0.0045856414395245605	0.0026780146006823435	0	0.003631828020103452	0.0031916064419090944	0.002641329469166147	0	0.0018709417073260208	0	0	0	0	0	0	0	0	0	0
